RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 4.452, 272.4, -54.0, -6.6, None, None, None, None, None, None, None, None, None, None, -6.496, None, -3.6, None, None, 10.54, None, -6.5, 0.0, None,2022-04-16 00:00:00, None,16
None, None, None, None, 2.27, 292.2, -54.0, -6.7, None, None, None, None, None, None, None, None, None, None, -6.621, None, -3.6, None, None, 38.94, None, -6.6, 0.0, None,2022-04-16 01:00:00, None,16
None, None, None, None, 2.072, 59.37, -54.0, -6.7, None, None, None, None, None, None, None, None, None, None, -6.68, None, -3.6, None, None, 39.4, None, -6.7, -0.3, None,2022-04-16 02:00:00, None,16
None, None, None, None, 7.89, 95.2, -54.0, -7.3, None, None, None, None, None, None, None, None, None, None, -7.27, None, -3.6, None, None, 12.04, None, -7.3, 0.0, None,2022-04-16 03:00:00, None,16
None, None, None, None, 15.99, 96.5, -55.0, -8.0, None, None, None, None, None, None, None, None, None, None, -7.95, None, -3.6, None, None, 8.44, None, -8.0, 0.0, None,2022-04-16 04:00:00, None,16
None, None, None, None, 19.11, 89.4, -55.0, -8.3, None, None, None, None, None, None, None, None, None, None, -8.05, None, -3.6, None, None, 8.4, None, -8.1, -0.2, None,2022-04-16 05:00:00, None,16
None, None, None, None, 19.7, 86.6, -55.0, -8.6, None, None, None, None, None, None, None, None, None, None, -8.47, None, -3.6, None, None, 9.28, None, -8.5, -0.2, None,2022-04-16 06:00:00, None,16
None, None, None, None, 16.84, 82.2, -55.0, -8.8, None, None, None, None, None, None, None, None, None, None, -7.86, None, -7.8, None, None, 11.96, None, -7.9, -0.1, None,2022-04-16 07:00:00, None,16
None, None, None, None, 14.82, 85.0, -54.0, -8.8, None, None, None, None, None, None, None, None, None, None, -6.523, None, -6.4, None, None, 15.01, None, -6.5, -0.5, None,2022-04-16 08:00:00, None,16
None, None, None, None, 14.61, 96.1, -53.0, -8.8, None, None, None, None, None, None, None, None, None, None, -5.486, None, -5.3, None, None, 14.29, None, -5.5, 0.3, None,2022-04-16 09:00:00, None,16
None, None, None, None, 8.94, 98.0, -52.0, -8.8, None, None, None, None, None, None, None, None, None, None, -3.515, None, -3.4, None, None, 23.47, None, -3.5, 0.7, None,2022-04-16 10:00:00, None,16
None, None, None, None, 5.726, 112.2, -51.0, -8.8, None, None, None, None, None, None, None, None, None, None, -2.06, None, -2.0, None, None, 32.69, None, -2.1, 0.4, None,2022-04-16 11:00:00, None,16
None, None, None, None, 4.924, 112.1, -49.0, -8.8, None, None, None, None, None, None, None, None, None, None, -0.185, None, -0.2, None, None, 38.18, None, -0.2, 0.2, None,2022-04-16 12:00:00, None,16
None, None, None, None, 1.772, 145.1, -50.0, -8.8, None, None, None, None, None, None, None, None, None, None, -0.568, None, 1.0, None, None, 64.5, None, -0.6, 0.8, None,2022-04-16 13:00:00, None,16
None, None, None, None, 2.901, 13.03, -49.0, -8.8, None, None, None, None, None, None, None, None, None, None, -0.289, None, 1.6, None, None, 57.8, None, -0.3, 0.5, None,2022-04-16 14:00:00, None,16
None, None, None, None, 5.768, 327.1, -52.0, -8.8, None, None, None, None, None, None, None, None, None, None, 1.37, None, 2.8, None, None, 34.69, None, 1.4, 0.0, None,2022-04-16 15:00:00, None,16
None, None, None, None, 7.92, 352.8, -52.0, -8.8, None, None, None, None, None, None, None, None, None, None, 1.231, None, 2.8, None, None, 32.87, None, 1.2, 0.0, None,2022-04-16 16:00:00, None,16
None, None, None, None, 4.481, 323.2, -50.0, -8.8, None, None, None, None, None, None, None, None, None, None, -0.413, None, 2.8, None, None, 41.25, None, -0.4, -0.1, None,2022-04-16 17:00:00, None,16
None, None, None, None, 7.25, 323.8, -49.0, -8.8, None, None, None, None, None, None, None, None, None, None, -0.255, None, 2.8, None, None, 22.58, None, -0.3, -0.2, None,2022-04-16 18:00:00, None,16
None, None, None, None, 10.03, 327.9, -49.0, -0.4, None, None, None, None, None, None, None, None, None, None, -0.326, None, 0.1, None, None, 17.14, None, -0.3, -0.2, None,2022-04-16 19:00:00, None,16
None, None, None, None, 10.48, 9.2, -50.0, -1.8, None, None, None, None, None, None, None, None, None, None, -1.842, None, 0.1, None, None, 22.1, None, -1.8, -0.5, None,2022-04-16 20:00:00, None,16
None, None, None, None, 13.44, 21.47, -51.0, -2.1, None, None, None, None, None, None, None, None, None, None, -2.053, None, 0.1, None, None, 9.99, None, -2.1, -0.4, None,2022-04-16 21:00:00, None,16
None, None, None, None, 11.36, 30.01, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -1.922, None, 0.1, None, None, 14.41, None, -1.9, -0.2, None,2022-04-16 22:00:00, None,16
None, None, None, None, 3.505, 9.16, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -2.276, None, 0.1, None, None, 31.5, None, -2.3, -0.3, None,2022-04-16 23:00:00, None,16
None, None, None, None, 1.39, 310.7, -51.0, -3.3, None, None, None, None, None, None, None, None, None, None, -2.803, None, 0.1, None, None, 58.88, None, -2.8, -0.2, None,2022-04-17 00:00:00, None,16
None, None, None, None, 4.23, 105.6, -51.0, -3.3, None, None, None, None, None, None, None, None, None, None, -3.207, None, 0.1, None, None, 12.3, None, -3.2, -0.1, None,2022-04-17 01:00:00, None,16
None, None, None, None, 0.314, 207.1, -52.0, -4.4, None, None, None, None, None, None, None, None, None, None, -3.423, None, 0.1, None, None, 74.7, None, -3.4, -0.2, None,2022-04-17 02:00:00, None,16
None, None, None, None, 5.985, 165.5, -52.0, -4.4, None, None, None, None, None, None, None, None, None, None, -4.164, None, 0.1, None, None, 11.83, None, -4.2, 0.0, None,2022-04-17 03:00:00, None,16
None, None, None, None, 5.479, 202.5, -52.0, -4.9, None, None, None, None, None, None, None, None, None, None, -4.682, None, 0.1, None, None, 26.22, None, -4.7, -0.2, None,2022-04-17 04:00:00, None,16
None, None, None, None, 3.643, 247.8, -53.0, -5.3, None, None, None, None, None, None, None, None, None, None, -5.174, None, 0.1, None, None, 15.94, None, -5.2, -0.1, None,2022-04-17 05:00:00, None,16
None, None, None, None, None, None, -53.0, -5.9, None, None, None, None, None, None, None, None, None, None, None, None, 0.1, None, None, None, None, -5.9, -0.1, None,2022-04-17 06:00:00, None,16
None, None, None, None, 1.625, 108.8, -52.0, -6.1, None, None, None, None, None, None, None, None, None, None, -4.616, None, -4.6, None, None, 50.46, None, -4.6, -0.6, None,2022-04-17 07:00:00, None,16
None, None, None, None, 4.005, 111.6, -52.0, -6.1, None, None, None, None, None, None, None, None, None, None, -3.889, None, -3.4, None, None, 16.9, None, -3.9, -0.6, None,2022-04-17 08:00:00, None,16
None, None, None, None, 6.076, 125.5, -51.0, -6.1, None, None, None, None, None, None, None, None, None, None, -2.937, None, -2.2, None, None, 21.99, None, -2.9, 0.6, None,2022-04-17 09:00:00, None,16
None, None, None, None, 2.362, 150.8, -51.0, -6.1, None, None, None, None, None, None, None, None, None, None, -1.864, None, -0.6, None, None, 59.02, None, -1.9, 0.7, None,2022-04-17 10:00:00, None,16
None, None, None, None, 4.018, 267.3, -53.0, -6.1, None, None, None, None, None, None, None, None, None, None, 0.205, None, 1.2, None, None, 17.96, None, 0.2, 0.7, None,2022-04-17 11:00:00, None,16
None, None, None, None, 5.288, 265.5, -52.0, -6.1, None, None, None, None, None, None, None, None, None, None, 1.104, None, 1.8, None, None, 20.01, None, 1.1, 0.2, None,2022-04-17 12:00:00, None,16
None, None, None, None, 6.447, 261.2, -52.0, -6.1, None, None, None, None, None, None, None, None, None, None, 2.029, None, 2.5, None, None, 21.57, None, 2.0, 0.8, None,2022-04-17 13:00:00, None,16
None, None, None, None, 7.14, 274.7, -52.0, -6.1, None, None, None, None, None, None, None, None, None, None, 2.157, None, 3.4, None, None, 27.64, None, 2.2, 0.4, None,2022-04-17 14:00:00, None,16
None, None, None, None, 9.26, 273.5, -51.0, -6.1, None, None, None, None, None, None, None, None, None, None, 3.013, None, 3.7, None, None, 22.12, None, 3.0, 0.2, None,2022-04-17 15:00:00, None,16
