pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, -1.059, 60.91, None, None, None, None, None, None, None, -7.0, -1.1, -1.0, 0.0, None, 9.0, None, 61.0, None,2022-04-16 00:00:00, None,16
0.0, -1.322, 62.67, None, None, None, None, None, None, None, -7.0, -1.3, -1.4, 0.0, None, 9.0, None, 63.0, None,2022-04-16 01:00:00, None,16
0.0, -1.703, 63.32, None, None, None, None, None, None, None, -7.0, -1.7, -1.7, 0.0, None, 9.0, None, 63.0, None,2022-04-16 02:00:00, None,16
0.0, -2.211, 67.74, None, None, None, None, None, None, None, -7.0, -2.2, -2.2, 0.0, None, 9.0, None, 68.0, None,2022-04-16 03:00:00, None,16
0.0, -2.773, 69.57, None, None, None, None, None, None, None, -7.0, -2.8, -2.8, 0.0, None, 9.0, None, 70.0, None,2022-04-16 04:00:00, None,16
0.0, -3.234, 70.96, None, None, None, None, None, None, None, -7.0, -3.2, -3.2, 0.0, None, 9.0, None, 71.0, None,2022-04-16 05:00:00, None,16
0.0, -3.819, 73.83, None, None, None, None, None, None, None, -7.0, -3.8, -3.8, 0.0, None, 9.0, None, 74.0, None,2022-04-16 06:00:00, None,16
0.0, -3.893, 74.11, None, None, None, None, None, None, None, -7.0, -3.9, -3.9, 0.0, None, -3.7, None, 74.0, None,2022-04-16 07:00:00, None,16
0.0, -3.124, 71.47, None, None, None, None, None, None, None, -7.0, -3.1, -3.9, 0.0, None, -3.1, None, 71.0, None,2022-04-16 08:00:00, None,16
0.0, -1.12, 63.96, None, None, None, None, None, None, None, -6.0, -1.1, -3.9, 0.0, None, -1.4, None, 64.0, None,2022-04-16 09:00:00, None,16
