CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-3.518, 52.88, 2.0, None, 27.97, 0.335, 301.5, -11.0, None, -3.5, -3.5, 1066.5, None, -11.0, 935.0, None, 53.0,2022-04-16 00:00:00, 935.0,16
-3.519, 52.94, 2.0, None, 28.82, 0.651, 298.8, -11.0, None, -3.5, -3.6, 1064.0, None, -11.0, 933.0, None, 53.0,2022-04-16 01:00:00, 933.0,16
-4.558, 57.39, 2.0, None, 34.41, 0.422, 297.7, -11.0, None, -4.6, -4.5, 1064.2, None, -11.0, 933.0, None, 57.0,2022-04-16 02:00:00, 933.0,16
-5.508, 59.93, 2.0, None, 21.72, 0.196, 287.8, -11.0, None, -5.5, -5.5, 1064.2, None, -11.0, 933.0, None, 60.0,2022-04-16 03:00:00, 933.0,16
-6.222, 64.12, 2.0, None, 18.8, 0.239, 288.4, -11.0, None, -6.2, -6.2, 1065.5, None, -11.0, 934.0, None, 64.0,2022-04-16 04:00:00, 934.0,16
-7.057, 69.19, 2.0, None, 14.57, 0.058, 285.1, -11.0, None, -7.1, -7.1, 1065.5, None, -11.0, 934.0, None, 69.0,2022-04-16 05:00:00, 934.0,16
-7.849, 71.24, 2.0, None, 11.65, 0.061, 287.7, -12.0, None, -7.8, -7.8, 1065.6, None, -12.0, 934.0, None, 71.0,2022-04-16 06:00:00, 934.0,16
-6.399, 64.09, -6.5, None, 19.04, 0.039, 274.0, -11.0, None, -6.4, -7.9, 1063.4, None, -11.0, 932.0, None, 64.0,2022-04-16 07:00:00, 932.0,16
-4.628, 53.05, -4.6, None, 16.52, 0.302, 265.6, -12.0, None, -4.6, -7.9, 1064.6, None, -12.0, 933.0, None, 53.0,2022-04-16 08:00:00, 933.0,16
-1.478, 50.07, -1.5, None, 36.27, 0.024, 233.5, -10.0, None, -1.5, -7.9, 1064.2, None, -10.0, 933.0, None, 50.0,2022-04-16 09:00:00, 933.0,16
-0.605, 40.37, 0.0, None, 75.98, 0.084, 191.0, -11.0, None, -0.6, -7.9, 1064.1, None, -11.0, 933.0, None, 40.0,2022-04-16 10:00:00, 933.0,16
0.57, 36.41, 0.7, None, 62.85, 0.816, 90.8, -13.0, None, 0.6, -7.9, 1060.6, None, -13.0, 930.0, None, 36.0,2022-04-16 11:00:00, 930.0,16
2.146, 30.83, 2.7, None, 74.28, 0.869, 328.8, -13.0, None, 2.1, -7.9, 1059.2, None, -13.0, 929.0, None, 31.0,2022-04-16 12:00:00, 929.0,16
2.818, 25.96, 2.8, None, 72.12, 1.649, 252.9, -15.0, None, 2.8, -7.9, 1060.3, None, -15.0, 930.0, None, 26.0,2022-04-16 13:00:00, 930.0,16
3.99, 18.53, 4.0, None, 66.48, 1.026, 109.5, -18.0, None, 4.0, -7.9, 1055.7, None, -18.0, 926.0, None, 19.0,2022-04-16 14:00:00, 926.0,16
4.029, 21.51, 5.1, None, 27.31, 6.683, 82.6, -17.0, None, 4.0, -7.9, 1058.1, None, -17.0, 928.0, None, 22.0,2022-04-16 15:00:00, 928.0,16
4.693, 19.0, 5.2, None, 30.56, 5.364, 80.9, -18.0, None, 4.7, -7.9, 1051.3, None, -18.0, 922.0, None, 19.0,2022-04-16 16:00:00, 922.0,16
4.681, 17.87, 5.4, None, 43.83, 3.437, 96.9, -15.0, None, 4.7, -7.9, 1059.4, None, -15.0, 929.0, None, 18.0,2022-04-16 17:00:00, 929.0,16
4.533, 18.98, 5.4, None, 36.62, 2.306, 95.0, -18.0, None, 4.5, -7.9, 1058.4, None, -18.0, 928.0, None, 19.0,2022-04-16 18:00:00, 928.0,16
2.613, 29.09, 4.6, None, 30.98, 3.179, 74.73, -13.0, None, 2.6, 2.7, 1060.7, None, -13.0, 930.0, None, 29.0,2022-04-16 19:00:00, 930.0,16
-1.775, 49.8, 4.6, None, 12.05, 0.0, 307.4, -10.0, None, -1.8, -1.7, 1062.3, None, -10.0, 931.0, None, 50.0,2022-04-16 20:00:00, 931.0,16
-0.974, 40.26, 4.6, None, 18.57, 0.422, 304.2, -11.0, None, -1.0, -1.9, 1059.4, None, -11.0, 929.0, None, 40.0,2022-04-16 21:00:00, 929.0,16
-1.461, 40.16, 4.6, None, 35.91, 0.785, 314.1, -13.0, None, -1.5, -1.9, 1063.9, None, -13.0, 933.0, None, 40.0,2022-04-16 22:00:00, 933.0,16
-2.092, 38.25, 4.6, None, 29.43, 2.465, 306.8, -13.0, None, -2.1, -2.1, 1062.7, None, -13.0, 932.0, None, 38.0,2022-04-16 23:00:00, 932.0,16
