pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -3.658, 67.64,2022-04-16 00:00:00, 5.8, None, -8.0, -3.7, -3.6, 0.0, 0.0, 68.0, None, None, 20.0, 20.28,16
None, None, -4.382, 72.23,2022-04-16 01:00:00, 5.8, None, -8.0, -4.4, -4.5, 0.3, 0.0, 72.0, None, None, 20.0, 20.31,16
None, None, -5.112, 76.15,2022-04-16 02:00:00, 5.8, None, -8.0, -5.1, -5.2, -0.6, 0.0, 76.0, None, None, 20.0, 20.35,16
None, None, -5.803, 77.87,2022-04-16 03:00:00, 5.8, None, -8.0, -5.8, -5.8, -0.3, 0.0, 78.0, None, None, 20.0, 20.24,16
None, None, -6.307, 80.4,2022-04-16 04:00:00, 5.8, None, -9.0, -6.3, -6.3, -0.2, 0.0, 80.0, None, None, 20.0, 20.17,16
None, None, -6.826, 81.2,2022-04-16 05:00:00, 5.8, None, -9.0, -6.8, -6.9, 0.1, 0.0, 81.0, None, None, 20.0, 20.19,16
None, None, -7.384, 83.1,2022-04-16 06:00:00, 5.8, None, -9.0, -7.4, -7.3, 0.1, 0.0, 83.0, None, None, 20.0, 20.2,16
None, None, -7.556, 81.7,2022-04-16 07:00:00, -7.2, None, -10.0, -7.6, -7.6, 0.2, 0.0, 82.0, None, None, 20.0, 20.25,16
None, None, -6.858, 79.16,2022-04-16 08:00:00, -6.9, None, -9.0, -6.9, -7.6, 0.0, 0.0, 79.0, None, None, 20.0, 20.26,16
None, None, -4.943, 70.72,2022-04-16 09:00:00, -5.0, None, -9.0, -4.9, -7.6, 0.0, 0.0, 71.0, None, None, 20.0, 20.33,16
None, None, -1.307, 54.52,2022-04-16 10:00:00, -1.3, None, -8.0, -1.3, -7.6, -0.3, 0.0, 55.0, None, None, 20.0, 20.22,16
None, None, 1.635, 38.35,2022-04-16 11:00:00, 1.6, None, -10.0, 1.6, -7.6, 0.1, 1.0, 38.0, None, None, 21.0, 20.75,16
None, None, 4.621, 30.01,2022-04-16 12:00:00, 4.6, None, -11.0, 4.6, -7.6, -0.2, 0.0, 30.0, None, None, 21.0, 20.95,16
None, None, 6.459, 25.82,2022-04-16 13:00:00, 6.3, None, -11.0, 6.5, -7.6, 0.6, -1.0, 26.0, None, None, 20.0, 19.63,16
None, None, 5.874, 26.9,2022-04-16 14:00:00, 6.5, None, -12.0, 5.9, -7.6, 0.0, -1.0, 27.0, None, None, 19.0, 18.99,16
None, None, 6.276, 25.15,2022-04-16 15:00:00, 6.7, None, -12.0, 6.3, -7.6, 0.2, 1.0, 25.0, None, None, 20.0, 19.57,16
None, None, 6.473, 25.51,2022-04-16 16:00:00, 6.7, None, -12.0, 6.5, -7.6, 0.0, -1.0, 26.0, None, None, 19.0, 18.71,16
