station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
7.8, 7.8, 2.0, 0.0, 2014-05-18 00:00:00, 0.0, 9.0
0.3, 0.3, 2.0, 0.0, 2014-05-19 00:00:00, 0.0, 15.0
0.0, 0.0, 5.0, 0.0, 2014-05-20 00:00:00, 0.0, 15.0
3.3, 3.3, 2.0, 0.0, 2014-05-23 00:00:00, 0.0, 20.5
0.4, 0.4, -2.0, 0.0, 2014-05-24 00:00:00, 0.0, 16.5
0.0, 0.0, -2.0, 0.0, 2014-05-27 00:00:00, 0.0, 17.0
7.4, 7.4, 2.5, 0.0, 2014-05-28 00:00:00, 0.0, 12.0
7.3, 7.3, 4.0, 0.0, 2014-05-29 00:00:00, 0.0, 12.0
0.0, 0.0, 11.0, 0.0, 2014-06-02 00:00:00, 0.0, 19.0
3.0, 3.0, 4.0, 0.0, 2014-06-05 00:00:00, 0.0, 17.0
2.0, 2.0, 10.0, 0.0, 2014-06-12 00:00:00, 0.0, 18.0
6.5, 6.5, 6.0, 0.0, 2014-06-13 00:00:00, 0.0, 15.0
6.2, 6.2, 5.0, 0.0, 2014-06-15 00:00:00, 0.0, 12.5
0.0, 0.0, 15.0, 0.0, 2014-06-18 00:00:00, 0.0, 24.0
0.0, 0.0, 11.0, 0.0, 2014-06-19 00:00:00, 0.0, 23.0
4.0, 4.0, 1.0, 0.0, 2014-06-20 00:00:00, 0.0, 18.0
0.0, 0.0, 4.0, 0.0, 2014-06-21 00:00:00, 0.0, 20.0
0.0, 0.0, 2.0, 0.0, 2014-06-22 00:00:00, 0.0, 22.0
0.0, 0.0, 10.0, 0.0, 2014-06-23 00:00:00, 0.0, 24.0
7.0, 7.0, 2.0, 0.0, 2014-06-28 00:00:00, 0.0, 17.0
10.8, 10.8, 7.0, 0.0, 2014-06-29 00:00:00, 0.0, 15.0
0.0, 0.0, 7.5, 0.0, 2014-06-30 00:00:00, 0.0, 19.0
0.0, 0.0, 2.0, 0.0, 2014-07-01 00:00:00, 0.0, 25.0
0.0, 0.0, 12.0, 0.0, 2014-07-02 00:00:00, 0.0, 28.0
2.0, 2.0, 22.0, 0.0, 2014-07-03 00:00:00, 0.0, 27.0
3.0, 3.0, 13.0, 0.0, 2014-07-04 00:00:00, 0.0, 28.0
