air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
None, -1.8, None, None, 100.0, None, None, None, 0.0,2021-05-07 00:00:00,19
None, -1.8, None, None, 100.0, None, None, None, 0.0,2021-05-07 01:00:00,19
None, -1.9, None, None, 100.0, None, None, None, 0.0,2021-05-07 02:00:00,19
None, -1.9, None, None, 100.0, None, None, None, 0.0,2021-05-07 03:00:00,19
None, -2.0, None, None, 100.0, None, None, None, 0.0,2021-05-07 04:00:00,19
None, -2.0, None, None, 100.0, None, None, None, 0.0,2021-05-07 05:00:00,19
None, -1.3, None, None, 100.0, None, None, None, 0.0,2021-05-07 06:00:00,19
-2.0, -1.3, -2.0, 100.0, 100.0, None, 0.0, 174.0, 0.0,2021-05-07 07:00:00,19
None, 0.6, None, None, 97.0, None, None, None, 0.0,2021-05-07 08:00:00,19
None, 1.3, None, None, 94.0, None, None, None, 0.1,2021-05-07 09:00:00,19
None, 2.2, None, None, 88.0, None, None, None, 1.8,2021-05-07 10:00:00,19
None, 1.5, None, None, 87.0, None, None, None, 4.0,2021-05-07 11:00:00,19
None, 2.0, None, None, 92.0, None, None, None, 2.6,2021-05-07 12:00:00,19
None, 0.7, None, None, 97.0, None, None, None, 0.2,2021-05-07 13:00:00,19
None, 1.8, None, None, 95.0, None, None, None, 0.2,2021-05-07 14:00:00,19
None, 1.2, None, None, 97.0, None, None, None, 0.0,2021-05-07 15:00:00,19
None, 1.6, None, None, 96.0, None, None, None, 0.0,2021-05-07 16:00:00,19
None, 0.1, None, None, 99.0, None, None, None, 0.0,2021-05-07 17:00:00,19
None, -0.6, None, None, 100.0, None, None, None, 0.0,2021-05-07 18:00:00,19
None, -1.1, None, None, 100.0, None, None, None, 0.0,2021-05-07 19:00:00,19
None, -1.5, None, None, 100.0, None, None, None, 0.0,2021-05-07 20:00:00,19
None, -1.5, None, None, 100.0, None, None, None, 0.0,2021-05-07 21:00:00,19
None, -2.0, None, None, 100.0, None, None, None, 0.0,2021-05-07 22:00:00,19
None, -2.2, None, None, 100.0, None, None, None, 0.0,2021-05-07 23:00:00,19
None, -2.4, None, None, 100.0, None, None, None, 0.0,2021-05-08 00:00:00,19
None, -2.5, None, None, 100.0, None, None, None, 0.0,2021-05-08 01:00:00,19
None, -2.4, None, None, 100.0, None, None, None, 0.0,2021-05-08 02:00:00,19
None, -2.3, None, None, 100.0, None, None, None, 0.0,2021-05-08 03:00:00,19
None, -1.9, None, None, 100.0, None, None, None, 0.0,2021-05-08 04:00:00,19
None, -1.3, None, None, 100.0, None, None, None, 0.0,2021-05-08 05:00:00,19
None, -0.2, None, None, 99.0, None, None, None, 0.0,2021-05-08 06:00:00,19
None, 0.5, None, None, 98.0, None, None, None, 0.1,2021-05-08 07:00:00,19
-0.2, 0.7, -0.3, 99.0, 98.0, 8.9, 0.0, 174.0, 1.4,2021-05-08 08:00:00,19
0.5, 1.3, 0.2, 98.0, 96.0, 9.0, 0.1, 174.0, 1.2,2021-05-08 09:00:00,19
0.7, 1.2, 0.4, 98.0, 97.0, 10.4, 1.4, 175.0, 0.2,2021-05-08 10:00:00,19
1.3, 1.5, 0.7, 96.0, 98.0, 11.5, 1.2, None, 0.4,2021-05-08 11:00:00,19
1.2, 1.5, 0.8, 97.0, 99.0, 9.9, 0.2, None, 0.3,2021-05-08 12:00:00,19
1.5, 1.7, 1.2, 98.0, 100.0, 6.3, 0.4, None, 0.3,2021-05-08 13:00:00,19
1.5, 1.7, 1.4, 99.0, 100.0, 4.0, 0.3, None, 0.2,2021-05-08 14:00:00,19
1.7, 1.6, 1.7, 100.0, 100.0, 4.1, 0.3, None, 0.4,2021-05-08 15:00:00,19
1.7, 1.7, 1.7, 100.0, 100.0, 4.1, 0.2, None, 0.0,2021-05-08 16:00:00,19
None, 1.6, None, None, 100.0, None, None, None, 0.0,2021-05-08 17:00:00,19
1.7, 1.4, 1.7, 100.0, 100.0, 4.5, 0.0, None, 0.0,2021-05-08 18:00:00,19
1.6, 0.9, 1.6, 100.0, 100.0, 4.5, 0.0, None, 0.0,2021-05-08 19:00:00,19
None, 1.0, None, None, 100.0, None, None, None, 0.0,2021-05-08 20:00:00,19
0.9, 1.2, 0.9, 100.0, 100.0, None, 0.0, 174.0, 0.0,2021-05-08 21:00:00,19
1.0, 1.0, 1.0, 100.0, 100.0, None, 0.0, 174.0, 0.1,2021-05-08 22:00:00,19
1.2, 1.2, 1.2, 100.0, 100.0, None, 0.0, 173.0, 0.1,2021-05-08 23:00:00,19
1.0, 1.3, 1.0, 100.0, 100.0, None, 0.1, 173.0, 0.0,2021-05-09 00:00:00,19
1.2, 1.3, 1.2, 100.0, 100.0, None, 0.1, 173.0, 0.0,2021-05-09 01:00:00,19
None, 1.2, None, None, 100.0, None, None, None, 0.0,2021-05-09 02:00:00,19
None, 1.0, None, None, 100.0, None, None, None, 0.4,2021-05-09 03:00:00,19
None, 1.0, None, None, 100.0, None, None, None, 0.1,2021-05-09 04:00:00,19
None, 1.4, None, None, 100.0, None, None, None, 0.0,2021-05-09 05:00:00,19
None, 2.9, None, None, 98.0, None, None, None, 0.0,2021-05-09 06:00:00,19
None, 3.3, None, None, 93.0, None, None, None, 0.0,2021-05-09 07:00:00,19
None, 2.4, None, None, 100.0, None, None, None, 0.8,2021-05-09 08:00:00,19
None, 2.7, None, None, 97.0, None, None, None, 0.5,2021-05-09 09:00:00,19
None, 4.5, None, None, 92.0, None, None, None, 0.3,2021-05-09 10:00:00,19
None, 4.7, None, None, 90.0, None, None, None, 0.2,2021-05-09 11:00:00,19
4.5, 5.3, 3.3, 92.0, 90.0, 3.9, 0.3, 172.0, 0.0,2021-05-09 12:00:00,19
