time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-05-13,0.0,25.5,7.7,20
2016-05-14,1.0,21.4,12.2,20
2016-05-15,2.0,19.8,10.7,20
2016-05-16,0.0,19.1,9.5,20
2016-05-17,0.0,20.6,9.2,20
2016-05-18,3.0,14.0,6.0,20
2016-05-19,0.0,16.8,4.3,20
