RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
92.5, None, None, None, 2.648, 139.7, None, None,9.0, 1007.0, None, None, None, None, None, None, None, None, 10.53, None, None, None, None, 18.86, None, None, None, None, None, None,2016-05-20 00:00:00, None,21
92.8, None, None, None, 2.26, 134.3, None, None,9.0, 1006.0, None, None, None, None, None, None, None, None, 10.26, None, None, None, None, 17.62, None, None, None, None, None, None,2016-05-20 01:00:00, None,21
92.6, None, None, None, 3.23, 141.1, None, None,8.0, 1006.0, None, None, None, None, None, None, None, None, 9.22, None, None, None, None, 21.0, None, None, None, None, None, None,2016-05-20 02:00:00, None,21
92.1, None, None, None, 1.617, 114.4, None, None,9.0, 1006.0, None, None, None, None, None, None, None, None, 9.79, None, None, None, None, 42.89, None, None, None, None, None, None,2016-05-20 03:00:00, None,21
93.4, None, None, None, 2.588, 130.1, None, None,9.0, 1006.0, None, None, None, None, None, None, None, None, 9.68, None, None, None, None, 33.68, None, None, None, None, None, None,2016-05-20 04:00:00, None,21
92.9, None, None, None, 1.804, 109.1, None, None,9.0, 1006.0, None, None, None, None, None, None, None, None, 9.6, None, None, None, None, 28.04, None, None, None, None, None, None,2016-05-20 05:00:00, None,21
93.9, None, None, None, 2.37, 134.8, None, None,8.0, 1006.0, None, None, None, None, None, None, None, None, 8.81, None, None, None, None, 24.95, None, None, None, None, None, None,2016-05-20 06:00:00, None,21
93.9, None, None, None, 2.677, 139.1, None, None,8.0, 1006.0, None, None, None, None, None, None, None, None, 8.93, None, None, None, None, 31.22, None, None, None, None, None, None,2016-05-20 07:00:00, None,21
91.8, None, None, None, 0.768, 100.7, None, None,10.0, 1006.0, None, None, None, None, None, None, None, None, 10.94, None, None, None, None, 56.35, None, None, None, None, None, None,2016-05-20 08:00:00, None,21
80.4, None, None, None, 1.992, 340.9, None, None,9.0, 1006.0, None, None, None, None, None, None, None, None, 12.42, None, None, None, None, 43.18, None, None, None, None, None, None,2016-05-20 09:00:00, None,21
76.63, None, None, None, 2.839, 304.1, None, None,10.0, 1006.0, None, None, None, None, None, None, None, None, 13.52, None, None, None, None, 21.27, None, None, None, None, None, None,2016-05-20 10:00:00, None,21
72.71, None, None, None, 2.738, 306.1, None, None,10.0, 1006.0, None, None, None, None, None, None, None, None, 14.61, None, None, None, None, 23.33, None, None, None, None, None, None,2016-05-20 11:00:00, None,21
70.22, None, None, None, 3.526, 298.0, None, None,10.0, 1005.0, None, None, None, None, None, None, None, None, 15.11, None, None, None, None, 26.13, None, None, None, None, None, None,2016-05-20 12:00:00, None,21
68.88, None, None, None, 3.925, 276.5, None, None,11.0, 1005.0, None, None, None, None, None, None, None, None, 16.74, None, None, None, None, 30.67, None, None, None, None, None, None,2016-05-20 13:00:00, None,21
70.56, None, None, None, 4.564, 265.4, None, None,10.0, 1005.0, None, None, None, None, None, None, None, None, 15.61, None, None, None, None, 27.63, None, None, None, None, None, None,2016-05-20 14:00:00, None,21
64.55, None, None, None, 4.327, 261.2, None, None,10.0, 1005.0, None, None, None, None, None, None, None, None, 16.82, None, None, None, None, 24.94, None, None, None, None, None, None,2016-05-20 15:00:00, None,21
65.58, None, None, None, 4.617, 262.3, None, None,10.0, 1005.0, None, None, None, None, None, None, None, None, 16.34, None, None, None, None, 30.07, None, None, None, None, None, None,2016-05-20 16:00:00, None,21
58.12, None, None, None, 5.779, 255.8, None, None,9.0, 1005.0, None, None, None, None, None, None, None, None, 17.8, None, None, None, None, 31.51, None, None, None, None, None, None,2016-05-20 17:00:00, None,21
61.92, None, None, None, 5.299, 269.7, None, None,10.0, 1005.0, None, None, None, None, None, None, None, None, 17.67, None, None, None, None, 31.9, None, None, None, None, None, None,2016-05-20 18:00:00, None,21
61.82, None, None, None, 4.932, 257.5, None, None,11.0, 1004.0, None, None, None, None, None, None, None, None, 18.49, None, None, None, None, 33.24, None, None, None, None, None, None,2016-05-20 19:00:00, None,21
63.47, None, None, None, 4.69, 255.5, None, None,10.0, 1004.0, None, None, None, None, None, None, None, None, 17.2, None, None, None, None, 31.8, None, None, None, None, None, None,2016-05-20 20:00:00, None,21
81.4, None, None, None, 3.795, 212.8, None, None,10.0, 1004.0, None, None, None, None, None, None, None, None, 13.33, None, None, None, None, 37.68, None, None, None, None, None, None,2016-05-20 21:00:00, None,21
86.1, None, None, None, 3.818, 135.3, None, None,9.0, 1005.0, None, None, None, None, None, None, None, None, 11.52, None, None, None, None, 20.06, None, None, None, None, None, None,2016-05-20 22:00:00, None,21
88.6, None, None, None, 2.572, 145.4, None, None,9.0, 1004.0, None, None, None, None, None, None, None, None, 10.56, None, None, None, None, 27.81, None, None, None, None, None, None,2016-05-20 23:00:00, None,21
89.9, None, None, None, 2.237, 137.7, None, None,8.0, 1004.0, None, None, None, None, None, None, None, None, 9.9, None, None, None, None, 30.19, None, None, None, None, None, None,2016-05-21 00:00:00, None,21
90.3, None, None, None, 2.075, 147.7, None, None,8.0, 1004.0, None, None, None, None, None, None, None, None, 9.3, None, None, None, None, 37.46, None, None, None, None, None, None,2016-05-21 01:00:00, None,21
91.6, None, None, None, 1.824, 129.6, None, None,8.0, 1004.0, None, None, None, None, None, None, None, None, 9.03, None, None, None, None, 32.06, None, None, None, None, None, None,2016-05-21 02:00:00, None,21
91.8, None, None, None, 1.422, 126.1, None, None,7.0, 1004.0, None, None, None, None, None, None, None, None, 8.54, None, None, None, None, 41.8, None, None, None, None, None, None,2016-05-21 03:00:00, None,21
92.4, None, None, None, 1.639, 124.8, None, None,7.0, 1004.0, None, None, None, None, None, None, None, None, 8.32, None, None, None, None, 35.92, None, None, None, None, None, None,2016-05-21 04:00:00, None,21
92.3, None, None, None, 1.385, 140.0, None, None,7.0, 1003.0, None, None, None, None, None, None, None, None, 8.14, None, None, None, None, 45.69, None, None, None, None, None, None,2016-05-21 05:00:00, None,21
91.6, None, None, None, 1.509, 130.2, None, None,7.0, 1003.0, None, None, None, None, None, None, None, None, 8.16, None, None, None, None, 51.09, None, None, None, None, None, None,2016-05-21 06:00:00, None,21
91.3, None, None, None, 1.563, 144.6, None, None,7.0, 1003.0, None, None, None, None, None, None, None, None, 8.56, None, None, None, None, 40.52, None, None, None, None, None, None,2016-05-21 07:00:00, None,21
91.1, None, None, None, 2.037, 125.3, None, None,7.0, 1003.0, None, None, None, None, None, None, None, None, 8.82, None, None, None, None, 27.57, None, None, None, None, None, None,2016-05-21 08:00:00, None,21
91.7, None, None, None, 2.041, 142.8, None, None,9.0, 1003.0, None, None, None, None, None, None, None, None, 10.3, None, None, None, None, 35.13, None, None, None, None, None, None,2016-05-21 09:00:00, None,21
71.12, None, None, None, 3.34, 231.1, None, None,8.0, 1003.0, None, None, None, None, None, None, None, None, 13.52, None, None, None, None, 32.21, None, None, None, None, None, None,2016-05-21 10:00:00, None,21
59.23, None, None, None, 3.516, 268.1, None, None,9.0, 1002.0, None, None, None, None, None, None, None, None, 16.91, None, None, None, None, 29.93, None, None, None, None, None, None,2016-05-21 11:00:00, None,21
51.17, None, None, None, 5.439, 253.9, None, None,9.0, 1003.0, None, None, None, None, None, None, None, None, 19.65, None, None, None, None, 22.27, None, None, None, None, None, None,2016-05-21 12:00:00, None,21
56.18, None, None, None, 4.629, 278.8, None, None,10.0, 1003.0, None, None, None, None, None, None, None, None, 18.66, None, None, None, None, 29.29, None, None, None, None, None, None,2016-05-21 13:00:00, None,21
58.85, None, None, None, 5.434, 279.1, None, None,11.0, 1003.0, None, None, None, None, None, None, None, None, 18.97, None, None, None, None, 27.88, None, None, None, None, None, None,2016-05-21 14:00:00, None,21
56.06, None, None, None, 4.415, 279.0, None, None,10.0, 1004.0, None, None, None, None, None, None, None, None, 19.36, None, None, None, None, 29.63, None, None, None, None, None, None,2016-05-21 15:00:00, None,21
