AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
-0.3, 0.0,0.0, 0.3, 0.49,2019-03-12 00:00:00, 60.0, 115.0,99.0,11
0.1, None,0.0, 4.2, None,2019-03-12 00:15:00, 264.0, None,99.0,11
-0.4, None,0.0, 0.9, None,2019-03-12 00:30:00, 151.0, None,99.0,11
-0.5, None,0.0, 0.8, None,2019-03-12 00:45:00, 230.0, None,99.0,11
0.0, 0.0,0.0, 5.9, 0.485,2019-03-12 01:00:00, 251.0, 115.4,99.0,11
0.1, None,0.0, 4.2, None,2019-03-12 01:15:00, 259.0, None,99.0,11
-0.3, None,0.0, 3.8, None,2019-03-12 01:30:00, 264.0, None,99.0,11
-0.6, None,0.0, 1.0, None,2019-03-12 01:45:00, 118.0, None,99.0,11
-0.4, 0.0,0.0, 3.3, 0.483,2019-03-12 02:00:00, 275.0, 115.8,99.0,11
-0.4, None,0.0, 1.5, None,2019-03-12 02:15:00, 258.0, None,99.0,11
-0.1, None,0.0, 8.2, None,2019-03-12 02:30:00, 257.0, None,99.0,11
0.0, None,0.0, 9.2, None,2019-03-12 02:45:00, 261.0, None,99.0,11
-0.1, 0.0,0.0, 8.6, 0.483,2019-03-12 03:00:00, 275.0, 115.9,99.0,11
0.0, None,0.0, 8.6, None,2019-03-12 03:15:00, 267.0, None,98.0,11
-0.1, None,0.0, 10.5, None,2019-03-12 03:30:00, 273.0, None,98.0,11
-0.2, None,0.0, 12.0, None,2019-03-12 03:45:00, 268.0, None,96.0,11
-0.4, 0.0,0.0, 11.9, 0.482,2019-03-12 04:00:00, 274.0, 116.0,95.0,11
-0.5, None,0.0, 10.7, None,2019-03-12 04:15:00, 273.0, None,94.0,11
-0.5, None,0.0, 10.6, None,2019-03-12 04:30:00, 269.0, None,94.0,11
-0.5, None,0.0, 10.2, None,2019-03-12 04:45:00, 268.0, None,94.0,11
-0.5, 0.0,0.0, 9.7, 0.48,2019-03-12 05:00:00, 273.0, 116.6,94.0,11
