station_observations
AirTemperature, Rain, WindSpeed, time, WindDirection, RelativeHumidity
2.5, 0.0, 19.5, 2017-04-14 19:15:00, 28.0, 98.0
2.5, 0.0, 17.8, 2017-04-14 19:30:00, 28.0, 98.0
2.5, 0.0, 18.9, 2017-04-14 19:45:00, 31.0, 98.0
2.4, 0.0, 21.7, 2017-04-14 20:00:00, 29.0, 98.0
2.4, 0.0, 19.7, 2017-04-14 20:15:00, 23.0, 98.0
2.2, 0.0, 20.8, 2017-04-14 20:30:00, 30.0, 98.0
2.2, 0.0, 16.9, 2017-04-14 20:45:00, 31.0, 98.0
2.0, 0.0, 19.7, 2017-04-14 21:00:00, 32.0, 98.0
1.9, 0.0, 21.3, 2017-04-14 21:15:00, 34.0, 98.0
1.8, 0.0, 19.7, 2017-04-14 21:30:00, 32.0, 98.0
1.8, 0.0, 18.7, 2017-04-14 21:45:00, 32.0, 98.0
1.9, 0.0, 18.0, 2017-04-14 22:00:00, 33.0, 98.0
2.0, 0.0, 20.2, 2017-04-14 22:15:00, 38.0, 98.0
2.0, 0.0, 17.7, 2017-04-14 22:30:00, 33.0, 98.0
2.0, 0.0, 17.8, 2017-04-14 22:45:00, 39.0, 98.0
2.0, 0.0, 17.8, 2017-04-14 23:00:00, 38.0, 98.0
2.1, 0.0, 16.8, 2017-04-14 23:15:00, 35.0, 98.0
2.1, 0.0, 19.1, 2017-04-14 23:30:00, 38.0, 98.0
2.1, 0.0, 14.9, 2017-04-14 23:45:00, 23.0, 98.0
2.1, 0.0, 17.7, 2017-04-15 00:00:00, 31.0, 98.0
2.1, 0.0, 16.3, 2017-04-15 00:15:00, 31.0, 98.0
2.1, 0.0, 17.1, 2017-04-15 00:30:00, 30.0, 98.0
2.0, 0.0, 16.6, 2017-04-15 00:45:00, 33.0, 98.0
1.9, 0.0, 16.9, 2017-04-15 01:00:00, 31.0, 98.0
1.9, 0.0, 20.3, 2017-04-15 01:15:00, 40.0, 98.0
1.9, 0.0, 17.7, 2017-04-15 01:30:00, 39.0, 98.0
1.9, 0.0, 15.1, 2017-04-15 01:45:00, 24.0, 98.0
1.8, 0.25, 15.6, 2017-04-15 02:00:00, 23.0, 98.0
1.6, 0.0, 15.8, 2017-04-15 02:15:00, 26.0, 98.0
1.6, 0.0, 16.2, 2017-04-15 02:30:00, 32.0, 98.0
1.6, 0.0, 14.6, 2017-04-15 02:45:00, 28.0, 98.0
1.7, 0.0, 15.3, 2017-04-15 03:00:00, 24.0, 98.0
1.8, 0.0, 16.6, 2017-04-15 03:15:00, 29.0, 98.0
1.7, 0.0, 17.6, 2017-04-15 03:30:00, 29.0, 98.0
1.7, 0.0, 18.7, 2017-04-15 03:45:00, 31.0, 98.0
1.7, 0.0, 18.7, 2017-04-15 04:00:00, 31.0, 98.0
1.6, 0.0, 18.4, 2017-04-15 04:15:00, 40.0, 98.0
1.5, 0.0, 17.8, 2017-04-15 04:30:00, 37.0, 98.0
1.3, 0.0, 17.0, 2017-04-15 04:45:00, 33.0, 98.0
1.3, 0.0, 14.8, 2017-04-15 05:00:00, 28.0, 98.0
1.3, 0.0, 16.3, 2017-04-15 05:15:00, 26.0, 98.0
1.4, 0.0, 17.3, 2017-04-15 05:30:00, 25.0, 98.0
1.4, 0.0, 14.0, 2017-04-15 05:45:00, 23.0, 98.0
1.5, 0.0, 13.3, 2017-04-15 06:00:00, 22.0, 98.0
1.7, 0.0, 13.0, 2017-04-15 06:15:00, 17.0, 98.0
1.8, 0.0, 13.2, 2017-04-15 06:30:00, 20.0, 98.0
1.9, 0.0, 12.3, 2017-04-15 06:45:00, 16.0, 98.0
2.0, 0.0, 9.7, 2017-04-15 07:00:00, 9.0, 98.0
2.1, 0.0, 12.0, 2017-04-15 07:15:00, 16.0, 98.0
2.2, 0.0, 11.1, 2017-04-15 07:30:00, 12.0, 98.0
2.4, 0.0, 9.0, 2017-04-15 07:45:00, 9.0, 98.0
2.7, 0.0, 10.9, 2017-04-15 08:00:00, 11.0, 98.0
2.9, 0.0, 11.2, 2017-04-15 08:15:00, 14.0, 98.0
2.9, 0.0, 8.9, 2017-04-15 08:30:00, 0.0, 98.0
3.2, 0.0, 9.0, 2017-04-15 08:45:00, 6.0, 98.0
3.8, 0.0, 7.3, 2017-04-15 09:00:00, 7.0, 97.0
4.2, 0.0, 7.3, 2017-04-15 09:15:00, 356.0, 91.0
4.3, 0.0, 9.2, 2017-04-15 09:30:00, 6.0, 87.0
4.9, 0.0, 5.6, 2017-04-15 09:45:00, 2.0, 81.0
5.4, 0.0, 6.3, 2017-04-15 10:00:00, 0.0, 77.0
5.9, 0.0, 3.7, 2017-04-15 10:15:00, 356.0, 80.0
6.2, 0.0, 8.6, 2017-04-15 10:30:00, 9.0, 72.0
6.2, 0.0, 13.5, 2017-04-15 10:45:00, 30.0, 72.0
5.6, 0.0, 10.2, 2017-04-15 11:00:00, 21.0, 76.0
5.6, 0.0, 6.8, 2017-04-15 11:15:00, 6.0, 75.0
5.9, 0.0, 5.7, 2017-04-15 11:30:00, 9.0, 70.0
6.6, 0.0, 9.6, 2017-04-15 11:45:00, 10.0, 71.0
7.4, 0.0, 13.8, 2017-04-15 12:00:00, 35.0, 64.0
8.1, 0.0, 9.5, 2017-04-15 12:15:00, 4.0, 59.0
8.6, 0.0, 8.1, 2017-04-15 12:30:00, 3.0, 57.0
8.7, 0.0, 10.7, 2017-04-15 12:45:00, 19.0, 62.0
8.0, 0.0, 7.2, 2017-04-15 13:00:00, 7.0, 53.0
7.3, 0.0, 5.4, 2017-04-15 13:15:00, 347.0, 67.0
7.5, 0.0, 6.2, 2017-04-15 13:30:00, 335.0, 69.0
6.5, 0.0, 6.3, 2017-04-15 13:45:00, 329.0, 71.0
6.2, 0.0, 5.4, 2017-04-15 14:00:00, 332.0, 67.0
6.3, 0.0, 0.2, 2017-04-15 14:15:00, 337.0, 68.0
5.6, 0.0, 5.6, 2017-04-15 14:30:00, 346.0, 79.0
4.7, 0.51, 12.2, 2017-04-15 14:45:00, 340.0, 88.0
4.5, 0.25, 10.7, 2017-04-15 15:00:00, 325.0, 93.0
5.4, 0.0, 9.1, 2017-04-15 15:15:00, 325.0, 91.0
6.6, 0.0, 2.9, 2017-04-15 15:30:00, 327.0, 79.0
7.3, 0.0, 6.2, 2017-04-15 15:45:00, 328.0, 70.0
7.4, 0.0, 7.9, 2017-04-15 16:00:00, 341.0, 69.0
7.0, 0.0, 12.2, 2017-04-15 16:15:00, 344.0, 78.0
7.0, 0.0, 8.3, 2017-04-15 16:30:00, 338.0, 73.0
6.6, 0.0, 8.5, 2017-04-15 16:45:00, 349.0, 74.0
6.3, 0.0, 4.5, 2017-04-15 17:00:00, 343.0, 75.0
7.5, 0.0, 8.6, 2017-04-15 17:15:00, 339.0, 69.0
7.3, 0.0, 10.0, 2017-04-15 17:30:00, 343.0, 69.0
6.2, 0.0, 0.0, 2017-04-15 17:45:00, 341.0, 78.0
6.7, 0.0, 0.0, 2017-04-15 18:00:00, 340.0, 73.0
6.2, 0.0, 0.6, 2017-04-15 18:15:00, 340.0, 72.0
5.7, 0.0, 0.0, 2017-04-15 18:30:00, 340.0, 76.0
5.3, 0.0, 0.0, 2017-04-15 18:45:00, 340.0, 78.0
4.6, 0.0, 0.0, 2017-04-15 19:00:00, 340.0, 79.0
4.1, 0.0, 0.0, 2017-04-15 19:15:00, 340.0, 78.0
4.0, 0.0, 0.0, 2017-04-15 19:30:00, 340.0, 77.0
4.0, 0.0, 0.0, 2017-04-15 19:45:00, 340.0, 78.0
3.9, 0.0, 0.0, 2017-04-15 20:00:00, 340.0, 79.0
3.8, 0.0, 0.0, 2017-04-15 20:15:00, 340.0, 79.0
3.8, 0.0, 0.0, 2017-04-15 20:30:00, 339.0, 79.0
3.4, 0.0, 0.0, 2017-04-15 20:45:00, 334.0, 83.0
3.0, 0.0, 3.7, 2017-04-15 21:00:00, 300.0, 86.0
2.7, 0.0, 5.1, 2017-04-15 21:15:00, 298.0, 88.0
2.7, 0.0, 0.0, 2017-04-15 21:30:00, 301.0, 87.0
2.6, 0.0, 1.2, 2017-04-15 21:45:00, 289.0, 89.0
2.5, 0.0, 12.3, 2017-04-15 22:00:00, 283.0, 90.0
2.4, 0.0, 11.5, 2017-04-15 22:15:00, 291.0, 91.0
2.3, 0.0, 12.0, 2017-04-15 22:30:00, 290.0, 91.0
2.2, 0.0, 12.3, 2017-04-15 22:45:00, 287.0, 92.0
2.0, 0.0, 11.0, 2017-04-15 23:00:00, 293.0, 92.0
2.0, 0.0, 11.7, 2017-04-15 23:15:00, 291.0, 90.0
1.9, 0.0, 13.4, 2017-04-15 23:30:00, 278.0, 91.0
1.9, 0.0, 12.2, 2017-04-15 23:45:00, 284.0, 89.0
1.8, 0.0, 12.7, 2017-04-16 00:00:00, 278.0, 90.0
1.6, 0.0, 14.3, 2017-04-16 00:15:00, 263.0, 91.0
1.2, 0.0, 15.0, 2017-04-16 00:30:00, 256.0, 93.0
1.1, 0.0, 14.7, 2017-04-16 00:45:00, 248.0, 95.0
1.2, 0.0, 17.6, 2017-04-16 01:00:00, 227.0, 96.0
1.8, 0.0, 17.6, 2017-04-16 01:15:00, 231.0, 94.0
2.0, 0.0, 18.3, 2017-04-16 01:30:00, 230.0, 94.0
2.0, 0.0, 19.6, 2017-04-16 01:45:00, 219.0, 94.0
2.0, 0.0, 19.6, 2017-04-16 02:00:00, 222.0, 93.0
2.0, 0.0, 18.1, 2017-04-16 02:15:00, 236.0, 94.0
2.0, 0.0, 20.3, 2017-04-16 02:30:00, 215.0, 95.0
2.0, 0.0, 19.9, 2017-04-16 02:45:00, 225.0, 96.0
2.0, 0.0, 17.8, 2017-04-16 03:00:00, 238.0, 97.0
2.0, 0.0, 18.5, 2017-04-16 03:15:00, 237.0, 97.0
2.0, 0.0, 20.5, 2017-04-16 03:30:00, 232.0, 97.0
2.0, 0.0, 22.1, 2017-04-16 03:45:00, 219.0, 98.0
2.1, 0.0, 24.5, 2017-04-16 04:00:00, 211.0, 98.0
2.0, 0.0, 24.2, 2017-04-16 04:15:00, 212.0, 98.0
2.0, 0.0, 24.4, 2017-04-16 04:30:00, 213.0, 98.0
2.0, 0.0, 24.9, 2017-04-16 04:45:00, 213.0, 98.0
2.1, 0.0, 25.0, 2017-04-16 05:00:00, 211.0, 98.0
2.0, 0.0, 26.1, 2017-04-16 05:15:00, 210.0, 98.0
1.9, 0.0, 25.7, 2017-04-16 05:30:00, 214.0, 98.0
1.9, 0.0, 25.5, 2017-04-16 05:45:00, 213.0, 98.0
2.0, 0.0, 29.0, 2017-04-16 06:00:00, 211.0, 98.0
2.1, 0.0, 27.3, 2017-04-16 06:15:00, 210.0, 98.0
2.3, 0.26, 26.9, 2017-04-16 06:30:00, 206.0, 98.0
2.4, 0.0, 29.9, 2017-04-16 06:45:00, 207.0, 98.0
2.4, 0.0, 27.0, 2017-04-16 07:00:00, 209.0, 98.0
2.5, 0.0, 26.0, 2017-04-16 07:15:00, 211.0, 98.0
2.8, 0.0, 22.9, 2017-04-16 07:30:00, 218.0, 98.0
3.0, 0.0, 23.3, 2017-04-16 07:45:00, 217.0, 98.0
3.6, 0.0, 22.6, 2017-04-16 08:00:00, 218.0, 97.0
4.3, 0.0, 21.1, 2017-04-16 08:15:00, 224.0, 96.0
4.5, 0.0, 22.5, 2017-04-16 08:30:00, 221.0, 96.0
5.0, 0.0, 24.8, 2017-04-16 08:45:00, 220.0, 91.0
5.5, 0.0, 21.5, 2017-04-16 09:00:00, 227.0, 87.0
6.1, 0.0, 21.5, 2017-04-16 09:15:00, 234.0, 79.0
6.3, 0.0, 20.4, 2017-04-16 09:30:00, 228.0, 78.0
7.3, 0.0, 15.1, 2017-04-16 09:45:00, 261.0, 73.0
7.1, 0.0, 16.3, 2017-04-16 10:00:00, 257.0, 76.0
6.7, 0.0, 20.0, 2017-04-16 10:15:00, 231.0, 67.0
7.4, 0.0, 16.1, 2017-04-16 10:30:00, 255.0, 66.0
8.3, 0.0, 15.6, 2017-04-16 10:45:00, 251.0, 62.0
9.2, 0.0, 14.9, 2017-04-16 11:00:00, 273.0, 63.0
9.1, 0.0, 17.4, 2017-04-16 11:15:00, 266.0, 56.0
9.2, 0.0, 16.4, 2017-04-16 11:30:00, 272.0, 62.0
9.8, 0.0, 18.2, 2017-04-16 11:45:00, 262.0, 53.0
10.8, 0.0, 13.1, 2017-04-16 12:00:00, 282.0, 55.0
10.5, 0.0, 20.8, 2017-04-16 12:15:00, 256.0, 54.0
10.3, 0.0, 20.9, 2017-04-16 12:30:00, 255.0, 53.0
10.7, 0.0, 17.5, 2017-04-16 12:45:00, 254.0, 51.0
11.1, 0.0, 15.2, 2017-04-16 13:00:00, 273.0, 54.0
11.0, 0.0, 19.0, 2017-04-16 13:15:00, 259.0, 45.0
11.2, 0.0, 22.0, 2017-04-16 13:30:00, 254.0, 45.0
11.8, 0.0, 18.6, 2017-04-16 13:45:00, 261.0, 42.0
11.2, 0.0, 18.0, 2017-04-16 14:00:00, 264.0, 46.0
10.9, 0.0, 19.3, 2017-04-16 14:15:00, 260.0, 49.0
10.4, 0.0, 20.6, 2017-04-16 14:30:00, 257.0, 43.0
11.9, 0.0, 16.6, 2017-04-16 14:45:00, 269.0, 47.0
11.7, 0.0, 15.3, 2017-04-16 15:00:00, 276.0, 46.0
12.2, 0.0, 13.6, 2017-04-16 15:15:00, 280.0, 44.0
12.4, 0.0, 12.8, 2017-04-16 15:30:00, 287.0, 44.0
12.3, 0.0, 18.0, 2017-04-16 15:45:00, 264.0, 41.0
12.3, 0.0, 15.4, 2017-04-16 16:00:00, 273.0, 42.0
11.6, 0.0, 12.8, 2017-04-16 16:15:00, 279.0, 48.0
11.5, 0.0, 12.8, 2017-04-16 16:30:00, 279.0, 48.0
11.5, 0.0, 10.9, 2017-04-16 16:45:00, 296.0, 47.0
11.4, 0.0, 10.4, 2017-04-16 17:00:00, 290.0, 46.0
10.8, 0.0, 8.8, 2017-04-16 17:15:00, 307.0, 51.0
10.3, 0.0, 10.2, 2017-04-16 17:30:00, 304.0, 53.0
9.9, 0.0, 11.1, 2017-04-16 17:45:00, 296.0, 54.0
9.6, 0.0, 11.1, 2017-04-16 18:00:00, 293.0, 59.0
9.2, 0.0, 11.5, 2017-04-16 18:15:00, 291.0, 60.0
8.8, 0.0, 11.5, 2017-04-16 18:30:00, 291.0, 63.0
8.6, 0.0, 9.7, 2017-04-16 18:45:00, 304.0, 58.0
8.5, 0.0, 9.5, 2017-04-16 19:00:00, 296.0, 65.0
8.2, 0.0, 6.8, 2017-04-16 19:15:00, 311.0, 56.0
8.4, 0.0, 0.0, 2017-04-16 19:30:00, 313.0, 59.0
8.2, 0.0, 0.0, 2017-04-16 19:45:00, 310.0, 62.0
8.1, 0.0, 0.0, 2017-04-16 20:00:00, 311.0, 66.0
8.0, 0.0, 0.0, 2017-04-16 20:15:00, 314.0, 57.0
8.0, 0.0, 0.0, 2017-04-16 20:30:00, 316.0, 59.0
8.2, 0.0, 0.1, 2017-04-16 20:45:00, 317.0, 53.0
8.3, 0.0, 0.0, 2017-04-16 21:00:00, 315.0, 59.0
7.8, 0.0, 0.0, 2017-04-16 21:15:00, 315.0, 62.0
7.2, 0.0, 0.7, 2017-04-16 21:30:00, 309.0, 66.0
7.1, 0.0, 0.0, 2017-04-16 21:45:00, 312.0, 64.0
7.4, 0.0, 0.0, 2017-04-16 22:00:00, 312.0, 61.0
7.7, 0.0, 0.0, 2017-04-16 22:15:00, 312.0, 57.0
8.0, 0.0, 0.0, 2017-04-16 22:30:00, 312.0, 56.0
8.0, 0.0, 0.0, 2017-04-16 22:45:00, 315.0, 58.0
8.0, 0.0, 0.0, 2017-04-16 23:00:00, 316.0, 55.0
7.8, 0.0, 0.0, 2017-04-16 23:15:00, 316.0, 53.0
7.8, 0.0, 0.0, 2017-04-16 23:30:00, 308.0, 52.0
7.8, 0.0, 0.0, 2017-04-16 23:45:00, 300.0, 54.0
7.2, 0.0, 0.2, 2017-04-17 00:00:00, 299.0, 59.0
7.1, 0.0, 0.2, 2017-04-17 00:15:00, 290.0, 62.0
6.9, 0.0, 11.5, 2017-04-17 00:30:00, 288.0, 63.0
6.8, 0.0, 13.0, 2017-04-17 00:45:00, 282.0, 61.0
6.9, 0.0, 11.8, 2017-04-17 01:00:00, 284.0, 62.0
6.8, 0.0, 11.4, 2017-04-17 01:15:00, 278.0, 63.0
6.8, 0.0, 14.4, 2017-04-17 01:30:00, 231.0, 65.0
6.6, 0.0, 11.3, 2017-04-17 01:45:00, 259.0, 68.0
6.4, 0.0, 12.3, 2017-04-17 02:00:00, 272.0, 65.0
6.4, 0.0, 12.7, 2017-04-17 02:15:00, 258.0, 68.0
6.1, 0.0, 12.6, 2017-04-17 02:30:00, 267.0, 69.0
6.2, 0.0, 13.5, 2017-04-17 02:45:00, 253.0, 64.0
6.2, 0.0, 12.2, 2017-04-17 03:00:00, 254.0, 70.0
6.1, 0.0, 11.7, 2017-04-17 03:15:00, 270.0, 64.0
6.6, 0.0, 7.2, 2017-04-17 03:30:00, 304.0, 61.0
6.5, 0.0, 0.1, 2017-04-17 03:45:00, 9.0, 65.0
6.1, 0.0, 0.0, 2017-04-17 04:00:00, 3.0, 69.0
6.5, 0.0, 0.0, 2017-04-17 04:15:00, 13.0, 61.0
6.7, 0.0, 0.0, 2017-04-17 04:30:00, 13.0, 66.0
6.2, 0.0, 10.8, 2017-04-17 04:45:00, 17.0, 74.0
5.7, 0.0, 12.6, 2017-04-17 05:00:00, 26.0, 79.0
5.9, 0.0, 14.3, 2017-04-17 05:15:00, 34.0, 77.0
5.9, 0.0, 14.7, 2017-04-17 05:30:00, 44.0, 78.0
6.2, 0.0, 14.7, 2017-04-17 05:45:00, 37.0, 75.0
6.4, 0.0, 11.5, 2017-04-17 06:00:00, 23.0, 73.0
6.5, 0.0, 9.5, 2017-04-17 06:15:00, 10.0, 72.0
6.6, 0.0, 0.6, 2017-04-17 06:30:00, 1.0, 72.0
6.6, 0.0, 2.7, 2017-04-17 06:45:00, 358.0, 73.0
6.6, 0.0, 11.2, 2017-04-17 07:00:00, 19.0, 76.0
6.7, 0.0, 9.7, 2017-04-17 07:15:00, 15.0, 76.0
7.2, 0.0, 8.1, 2017-04-17 07:30:00, 11.0, 72.0
7.9, 0.0, 4.3, 2017-04-17 07:45:00, 358.0, 69.0
8.2, 0.0, 5.0, 2017-04-17 08:00:00, 9.0, 67.0
8.4, 0.0, 4.6, 2017-04-17 08:15:00, 320.0, 70.0
8.5, 0.0, 6.5, 2017-04-17 08:30:00, 311.0, 70.0
8.6, 0.0, 2.6, 2017-04-17 08:45:00, 312.0, 63.0
9.1, 0.0, 1.5, 2017-04-17 09:00:00, 314.0, 68.0
10.1, 0.0, 2.2, 2017-04-17 09:15:00, 321.0, 61.0
10.6, 0.0, 4.6, 2017-04-17 09:30:00, 318.0, 63.0
10.8, 0.0, 6.4, 2017-04-17 09:45:00, 308.0, 64.0
9.8, 0.0, 8.2, 2017-04-17 10:00:00, 317.0, 70.0
10.0, 0.0, 9.4, 2017-04-17 10:15:00, 305.0, 70.0
10.1, 0.0, 10.3, 2017-04-17 10:30:00, 308.0, 69.0
10.5, 0.0, 9.5, 2017-04-17 10:45:00, 306.0, 70.0
9.9, 0.0, 14.5, 2017-04-17 11:00:00, 286.0, 72.0
9.8, 0.0, 11.6, 2017-04-17 11:15:00, 298.0, 72.0
9.1, 0.0, 11.0, 2017-04-17 11:30:00, 306.0, 76.0
8.4, 0.0, 8.4, 2017-04-17 11:45:00, 305.0, 81.0
8.4, 0.0, 9.8, 2017-04-17 12:00:00, 302.0, 73.0
8.6, 0.0, 10.5, 2017-04-17 12:15:00, 303.0, 73.0
9.3, 0.0, 7.3, 2017-04-17 12:30:00, 310.0, 66.0
9.6, 0.0, 2.5, 2017-04-17 12:45:00, 323.0, 67.0
10.7, 0.0, 0.0, 2017-04-17 13:00:00, 329.0, 60.0
10.0, 0.0, 0.0, 2017-04-17 13:15:00, 327.0, 63.0
9.9, 0.0, 0.0, 2017-04-17 13:30:00, 323.0, 68.0
9.2, 0.0, 0.1, 2017-04-17 13:45:00, 7.0, 72.0
8.7, 0.0, 0.0, 2017-04-17 14:00:00, 18.0, 74.0
8.5, 0.0, 0.0, 2017-04-17 14:15:00, 355.0, 79.0
8.1, 0.0, 0.0, 2017-04-17 14:30:00, 355.0, 83.0
8.0, 0.25, 0.0, 2017-04-17 14:45:00, 355.0, 87.0
7.8, 0.0, 0.0, 2017-04-17 15:00:00, 343.0, 87.0
7.5, 0.0, 0.0, 2017-04-17 15:15:00, 327.0, 90.0
7.3, 0.26, 9.0, 2017-04-17 15:30:00, 274.0, 93.0
7.3, 0.25, 10.3, 2017-04-17 15:45:00, 291.0, 95.0
7.2, 0.0, 11.5, 2017-04-17 16:00:00, 278.0, 96.0
7.1, 0.0, 5.5, 2017-04-17 16:15:00, 310.0, 96.0
7.0, 0.0, 0.0, 2017-04-17 16:30:00, 316.0, 96.0
7.2, 0.0, 0.0, 2017-04-17 16:45:00, 317.0, 96.0
7.1, 0.25, 0.0, 2017-04-17 17:00:00, 335.0, 97.0
7.1, 0.51, 0.6, 2017-04-17 17:15:00, 32.0, 97.0
7.0, 0.0, 0.0, 2017-04-17 17:30:00, 32.0, 97.0
7.0, 0.0, 0.0, 2017-04-17 17:45:00, 32.0, 97.0
6.8, 0.0, 7.3, 2017-04-17 18:00:00, 2.0, 97.0
6.5, 0.0, 10.6, 2017-04-17 18:15:00, 13.0, 97.0
6.4, 0.0, 10.3, 2017-04-17 18:30:00, 14.0, 97.0
6.3, 0.0, 9.5, 2017-04-17 18:45:00, 9.0, 97.0
6.1, 0.0, 10.6, 2017-04-17 19:00:00, 14.0, 97.0
6.1, 0.26, 10.0, 2017-04-17 19:15:00, 6.0, 97.0
6.0, 0.0, 9.7, 2017-04-17 19:30:00, 8.0, 97.0
5.9, 0.25, 12.5, 2017-04-17 19:45:00, 20.0, 98.0
5.7, 0.0, 10.4, 2017-04-17 20:00:00, 6.0, 98.0
5.6, 0.0, 11.2, 2017-04-17 20:15:00, 8.0, 97.0
5.5, 0.0, 13.0, 2017-04-17 20:30:00, 12.0, 96.0
5.4, 0.0, 12.8, 2017-04-17 20:45:00, 11.0, 94.0
5.3, 0.0, 11.9, 2017-04-17 21:00:00, 12.0, 93.0
5.3, 0.0, 12.2, 2017-04-17 21:15:00, 12.0, 94.0
5.3, 0.0, 12.2, 2017-04-17 21:30:00, 13.0, 94.0
5.3, 0.0, 10.1, 2017-04-17 21:45:00, 11.0, 95.0
5.3, 0.0, 11.4, 2017-04-17 22:00:00, 6.0, 94.0
5.4, 0.0, 11.2, 2017-04-17 22:15:00, 8.0, 94.0
5.5, 0.0, 9.7, 2017-04-17 22:30:00, 2.0, 93.0
5.7, 0.0, 9.1, 2017-04-17 22:45:00, 2.0, 91.0
5.6, 0.25, 8.8, 2017-04-17 23:00:00, 4.0, 92.0
5.4, 0.0, 9.8, 2017-04-17 23:15:00, 348.0, 94.0
5.3, 0.0, 10.3, 2017-04-17 23:30:00, 359.0, 95.0
5.4, 0.0, 9.6, 2017-04-17 23:45:00, 7.0, 95.0
5.5, 0.0, 9.9, 2017-04-18 00:00:00, 9.0, 94.0
5.3, 0.0, 8.5, 2017-04-18 00:15:00, 2.0, 95.0
5.1, 0.0, 10.7, 2017-04-18 00:30:00, 3.0, 96.0
5.0, 0.0, 11.5, 2017-04-18 00:45:00, 5.0, 95.0
5.0, 0.0, 11.3, 2017-04-18 01:00:00, 7.0, 93.0
4.9, 0.0, 10.1, 2017-04-18 01:15:00, 2.0, 94.0
5.0, 0.0, 9.1, 2017-04-18 01:30:00, 8.0, 94.0
5.1, 0.0, 9.3, 2017-04-18 01:45:00, 12.0, 94.0
5.3, 0.0, 9.5, 2017-04-18 02:00:00, 2.0, 95.0
5.5, 0.0, 8.0, 2017-04-18 02:15:00, 31.0, 94.0
5.2, 0.0, 9.8, 2017-04-18 02:30:00, 348.0, 94.0
5.4, 0.0, 10.1, 2017-04-18 02:45:00, 20.0, 91.0
5.7, 0.0, 8.3, 2017-04-18 03:00:00, 355.0, 89.0
5.0, 0.0, 0.0, 2017-04-18 03:15:00, 326.0, 94.0
4.6, 0.0, 7.8, 2017-04-18 03:30:00, 326.0, 95.0
4.5, 0.0, 4.5, 2017-04-18 03:45:00, 328.0, 96.0
4.7, 0.0, 0.0, 2017-04-18 04:00:00, 339.0, 97.0
4.8, 0.0, 5.2, 2017-04-18 04:15:00, 335.0, 97.0
5.0, 0.0, 8.2, 2017-04-18 04:30:00, 317.0, 97.0
5.2, 0.0, 10.7, 2017-04-18 04:45:00, 316.0, 95.0
5.1, 0.0, 9.8, 2017-04-18 05:00:00, 309.0, 96.0
5.2, 0.0, 6.5, 2017-04-18 05:15:00, 316.0, 97.0
4.9, 0.26, 11.8, 2017-04-18 05:30:00, 12.0, 97.0
5.0, 0.51, 2.0, 2017-04-18 05:45:00, 33.0, 97.0
5.2, 0.0, 0.0, 2017-04-18 06:00:00, 27.0, 98.0
5.4, 0.25, 9.1, 2017-04-18 06:15:00, 351.0, 98.0
5.2, 0.51, 0.0, 2017-04-18 06:30:00, 358.0, 98.0
5.7, 0.25, 1.2, 2017-04-18 06:45:00, 355.0, 97.0
6.9, 0.0, 0.0, 2017-04-18 07:00:00, 352.0, 95.0
7.4, 0.0, 5.4, 2017-04-18 07:15:00, 353.0, 94.0
7.1, 0.0, 6.2, 2017-04-18 07:30:00, 8.0, 94.0
7.7, 0.0, 9.9, 2017-04-18 07:45:00, 11.0, 92.0
8.3, 0.0, 13.4, 2017-04-18 08:00:00, 16.0, 87.0
7.8, 0.0, 13.4, 2017-04-18 08:15:00, 21.0, 90.0
6.9, 0.0, 14.0, 2017-04-18 08:30:00, 25.0, 93.0
7.0, 0.0, 13.8, 2017-04-18 08:45:00, 19.0, 91.0
7.2, 0.0, 15.5, 2017-04-18 09:00:00, 28.0, 91.0
6.8, 0.0, 12.4, 2017-04-18 09:15:00, 15.0, 92.0
7.9, 0.0, 10.9, 2017-04-18 09:30:00, 13.0, 89.0
8.7, 0.0, 12.1, 2017-04-18 09:45:00, 14.0, 83.0
8.5, 0.0, 16.6, 2017-04-18 10:00:00, 35.0, 84.0
9.3, 0.0, 14.0, 2017-04-18 10:15:00, 29.0, 80.0
8.9, 0.0, 14.2, 2017-04-18 10:30:00, 23.0, 77.0
9.1, 0.0, 15.1, 2017-04-18 10:45:00, 26.0, 71.0
9.2, 0.0, 17.4, 2017-04-18 11:00:00, 35.0, 73.0
8.4, 0.0, 20.0, 2017-04-18 11:15:00, 41.0, 74.0
9.8, 0.0, 18.6, 2017-04-18 11:30:00, 30.0, 68.0
10.6, 0.0, 21.4, 2017-04-18 11:45:00, 39.0, 61.0
9.9, 0.0, 17.8, 2017-04-18 12:00:00, 39.0, 66.0
10.0, 0.0, 20.7, 2017-04-18 12:15:00, 35.0, 64.0
10.0, 0.0, 20.1, 2017-04-18 12:30:00, 35.0, 66.0
9.9, 0.0, 19.8, 2017-04-18 12:45:00, 28.0, 61.0
10.5, 0.0, 16.2, 2017-04-18 13:00:00, 20.0, 61.0
10.3, 0.0, 19.3, 2017-04-18 13:15:00, 34.0, 59.0
9.9, 0.0, 15.6, 2017-04-18 13:30:00, 27.0, 67.0
8.8, 0.0, 19.1, 2017-04-18 13:45:00, 27.0, 66.0
9.5, 0.0, 16.9, 2017-04-18 14:00:00, 31.0, 64.0
10.1, 0.0, 13.9, 2017-04-18 14:15:00, 29.0, 64.0
8.7, 0.0, 14.4, 2017-04-18 14:30:00, 21.0, 75.0
8.1, 0.0, 16.8, 2017-04-18 14:45:00, 21.0, 78.0
