pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.0, 1.005, 67.45, 7.5, 67.0, -4.0, 1.0, 0.9, -4.0, 0.1, 0.0,2020-04-15 00:00:00, -6999.0,16
0.0, 1.511, 67.39, 7.5, 67.0, -4.0, 1.5, 0.9, -4.0, 0.0, 0.0,2020-04-15 01:00:00, -6999.0,16
0.0, 2.446, 67.46, 7.5, 67.0, -3.0, 2.4, 0.9, -3.0, 0.0, 0.0,2020-04-15 02:00:00, -6999.0,16
0.0, 2.636, 67.05, 7.5, 67.0, -3.0, 2.6, 0.9, -3.0, 0.0, 0.0,2020-04-15 03:00:00, -6999.0,16
0.0, 1.554, 66.67, 7.5, 67.0, -4.0, 1.6, 0.9, -4.0, 0.0, 0.0,2020-04-15 04:00:00, -6999.0,16
0.0, 0.508, 66.55, 7.5, 67.0, -5.0, 0.5, 0.5, -5.0, 0.0, 0.0,2020-04-15 05:00:00, -6999.0,16
0.0, 0.563, 66.48, 7.5, 66.0, -5.0, 0.6, 0.2, -5.0, 0.0, 0.0,2020-04-15 06:00:00, -6999.0,16
0.0, 0.295, 66.42, 0.6, 66.0, -5.0, 0.3, -0.2, -5.0, 0.0, 0.0,2020-04-15 07:00:00, -6999.0,16
None, 0.804, 66.8, None, None, None, None, None, -5.0, None, None,2020-04-15 08:00:00, None,16
0.0, 2.295, 66.61, 2.6, 67.0, -3.0, 2.3, -0.2, -3.0, 0.0, 0.0,2020-04-15 09:00:00, -6999.0,16
0.0, 2.912, 66.67, 2.9, 67.0, -3.0, 2.9, -0.2, -3.0, 0.0, 0.0,2020-04-15 10:00:00, -6999.0,16
0.0, 3.861, 66.7, 4.1, 67.0, -2.0, 3.9, -0.2, -2.0, 0.0, 0.0,2020-04-15 11:00:00, -6999.0,16
0.0, 4.066, 66.64, 5.3, 67.0, -1.0, 4.1, -0.2, -1.0, 0.0, 0.0,2020-04-15 12:00:00, -6999.0,16
0.0, 3.634, 66.52, 5.3, 67.0, -2.0, 3.6, -0.2, -2.0, 0.0, 0.0,2020-04-15 13:00:00, -6999.0,16
0.0, 5.165, 66.76, 5.3, 67.0, -1.0, 5.2, -0.2, -1.0, 0.0, 0.0,2020-04-15 14:00:00, -6999.0,16
0.0, 4.523, 66.77, 5.3, 67.0, -1.0, 4.5, -0.2, -1.0, 0.0, 0.0,2020-04-15 15:00:00, -6999.0,16
0.0, 3.888, 66.35, 5.5, 66.0, -2.0, 3.9, -0.2, -2.0, 0.0, 0.0,2020-04-15 16:00:00, -6999.0,16
0.0, 4.583, 66.44, 5.5, 66.0, -1.0, 4.6, -0.2, -1.0, 0.0, 0.0,2020-04-15 17:00:00, -6999.0,16
0.0, 2.72, 66.12, 5.5, 66.0, -3.0, 2.7, -0.2, -3.0, 0.0, 0.0,2020-04-15 18:00:00, -6999.0,16
0.0, 1.03, 65.87, 2.9, 66.0, -5.0, 1.0, 1.1, -5.0, 0.0, 0.0,2020-04-15 19:00:00, -6999.0,16
0.0, -0.334, 65.75, 2.9, 66.0, -6.0, -0.3, -0.4, -6.0, 0.0, 0.0,2020-04-15 20:00:00, -6999.0,16
