wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
180.0, None, None,0.0, None,9.3, None,21.4, None, None, None,43.0,2017-09-03 00:00:00, None,36,,,,,,,,,,,,
41.0, None, None,0.0, None,5.7, None,19.3, None, None, None,51.0,2017-09-03 01:00:00, None,36,,,,,,,,,,,,
51.0, None, None,0.0, None,5.8, None,17.2, None, None, None,58.0,2017-09-03 02:00:00, None,36,,,,,,,,,,,,
58.0, None, None,0.0, None,6.3, None,17.7, None, None, None,54.0,2017-09-03 03:00:00, None,36,,,,,,,,,,,,
31.0, None, None,0.0, None,5.0, None,16.7, None, None, None,59.0,2017-09-03 04:00:00, None,36,,,,,,,,,,,,
110.0, None, None,0.0, None,3.8, None,15.2, None, None, None,66.0,2017-09-03 05:00:00, None,36,,,,,,,,,,,,
59.0, None, None,0.0, None,4.4, None,14.5, None, None, None,70.0,2017-09-03 06:00:00, None,36,,,,,,,,,,,,
171.0, None, None,0.0, None,2.7, None,16.1, None, None, None,69.0,2017-09-03 07:00:00, None,36,,,,,,,,,,,,
303.0, None, None,0.0, None,3.3, None,19.5, None, None, None,53.0,2017-09-03 08:00:00, None,36,,,,,,,,,,,,
262.0, None, None,0.0, None,3.5, None,21.9, None, None, None,47.0,2017-09-03 09:00:00, None,36,,,,,,,,,,,,
296.0, None, None,0.0, None,6.6, None,24.7, None, None, None,40.0,2017-09-03 10:00:00, None,36,,,,,,,,,,,,
306.0, None, None,0.0, None,10.7, None,26.3, None, None, None,37.0,2017-09-03 11:00:00, None,36,,,,,,,,,,,,
342.0, None, None,0.0, None,6.2, None,29.1, None, None, None,32.0,2017-09-03 12:00:00, None,36,,,,,,,,,,,,
301.0, None, None,0.0, None,9.0, None,30.0, None, None, None,29.0,2017-09-03 13:00:00, None,36,,,,,,,,,,,,
304.0, None, None,0.0, None,10.1, None,31.0, None, None, None,29.0,2017-09-03 14:00:00, None,36,,,,,,,,,,,,
33.0, None, None,0.0, None,5.5, None,32.2, None, None, None,25.0,2017-09-03 15:00:00, None,36,,,,,,,,,,,,
353.0, None, None,0.0, None,11.8, None,32.0, None, None, None,22.0,2017-09-03 16:00:00, None,36,,,,,,,,,,,,
331.0, None, None,0.0, None,8.9, None,31.5, None, None, None,20.0,2017-09-03 17:00:00, None,36,,,,,,,,,,,,
8.0, None, None,0.0, None,3.2, None,28.1, None, None, None,29.0,2017-09-03 18:00:00, None,36,,,,,,,,,,,,
90.0, None, None,0.0, None,5.5, None,25.5, None, None, None,31.0,2017-09-03 19:00:00, None,36,,,,,,,,,,,,
101.0, None, None,0.0, None,9.7, None,25.1, None, None, None,32.0,2017-09-03 20:00:00, None,36,,,,,,,,,,,,
103.0, None, None,0.0, None,10.6, None,23.7, None, None, None,35.0,2017-09-03 21:00:00, None,36,,,,,,,,,,,,
102.0, None, None,0.0, None,8.1, None,22.4, None, None, None,39.0,2017-09-03 22:00:00, None,36,,,,,,,,,,,,
48.0, None, None,0.0, None,5.1, None,20.3, None, None, None,47.0,2017-09-03 23:00:00, None,36,,,,,,,,,,,,
113.0, None, None,0.0, None,3.2, None,18.3, None, None, None,52.0,2017-09-04 00:00:00, None,36,,,,,,,,,,,,
63.0, None, None,0.0, None,3.5, None,16.9, None, None, None,54.0,2017-09-04 01:00:00, None,36,,,,,,,,,,,,
76.0, None, None,0.0, None,7.7, None,16.1, None, None, None,54.0,2017-09-04 02:00:00, None,36,,,,,,,,,,,,
143.0, None, None,0.0, None,3.0, None,15.0, None, None, None,62.0,2017-09-04 03:00:00, None,36,,,,,,,,,,,,
48.0, None, None,0.0, None,4.4, None,13.6, None, None, None,65.0,2017-09-04 04:00:00, None,36,,,,,,,,,,,,
80.0, None, None,0.0, None,3.5, None,13.4, None, None, None,66.0,2017-09-04 05:00:00, None,36,,,,,,,,,,,,
67.0, None, None,0.0, None,2.9, None,13.4, None, None, None,67.0,2017-09-04 06:00:00, None,36,,,,,,,,,,,,
192.0, None, None,0.0, None,1.7, None,14.7, None, None, None,67.0,2017-09-04 07:00:00, None,36,,,,,,,,,,,,
243.0, None, None,0.0, None,2.0, None,20.1, None, None, None,51.0,2017-09-04 08:00:00, None,36,,,,,,,,,,,,
303.0, None, None,0.0, None,3.6, None,21.7, None, None, None,44.0,2017-09-04 09:00:00, None,36,,,,,,,,,,,,
249.0, None, None,0.0, None,5.8, None,24.2, None, None, None,37.0,2017-09-04 10:00:00, None,36,,,,,,,,,,,,
285.0, None, None,0.0, None,6.3, None,27.3, None, None, None,31.0,2017-09-04 11:00:00, None,36,,,,,,,,,,,,
336.0, None, None,0.0, None,7.0, None,28.9, None, None, None,28.0,2017-09-04 12:00:00, None,36,,,,,,,,,,,,
292.0, None, None,0.0, None,9.6, None,30.5, None, None, None,27.0,2017-09-04 13:00:00, None,36,,,,,,,,,,,,
284.0, None, None,0.0, None,7.2, None,32.0, None, None, None,23.0,2017-09-04 14:00:00, None,36,,,,,,,,,,,,
314.0, None, None,0.0, None,10.1, None,32.2, None, None, None,23.0,2017-09-04 15:00:00, None,36,,,,,,,,,,,,
