RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
50.14, None, None, None,13.0,71.8,-9.0,-0.6,-9.0, None, None, None, None, None, None, None, None, None,-0.55, None,1.1,50.0, None,12.58, None,-0.6,-0.1, None,2022-05-14 00:00:00, None,20,,
50.04, None, None, None,14.46,66.71,-9.0,-0.9,-9.0, None, None, None, None, None, None, None, None, None,-0.838, None,1.1,50.0, None,12.38, None,-0.8,0.0, None,2022-05-14 01:00:00, None,20,,
44.15, None, None, None,18.81,64.44,-10.0,-0.9,-10.0, None, None, None, None, None, None, None, None, None,-0.502, None,1.1,44.0, None,11.11, None,-0.5,0.0, None,2022-05-14 02:00:00, None,20,,
37.98, None, None, None,21.4,62.2,-12.0,-0.9,-12.0, None, None, None, None, None, None, None, None, None,-0.406, None,1.1,38.0, None,10.96, None,-0.4,-0.1, None,2022-05-14 03:00:00, None,20,,
35.7, None, None, None,23.1,60.99,-12.0,-0.9,-12.0, None, None, None, None, None, None, None, None, None,-0.396, None,1.1,36.0, None,12.62, None,-0.4,0.0, None,2022-05-14 04:00:00, None,20,,
37.25, None, None, None,21.84,63.63,-12.0,-0.9,-12.0, None, None, None, None, None, None, None, None, None,-0.644, None,1.1,37.0, None,12.07, None,-0.6,0.0, None,2022-05-14 05:00:00, None,20,,
37.56, None, None, None,19.34,65.46,-12.0,-0.9,-12.0, None, None, None, None, None, None, None, None, None,-0.606, None,1.1,38.0, None,12.58, None,-0.6,0.0, None,2022-05-14 06:00:00, None,20,,
36.53, None, None, None,17.99,65.75,-12.0,-0.6,-12.0, None, None, None, None, None, None, None, None, None,-0.147, None,0.0,37.0, None,13.0, None,-0.1,0.0, None,2022-05-14 07:00:00, None,20,,
24.49, None, None, None,17.06,63.26,-17.0,-0.6,-17.0, None, None, None, None, None, None, None, None, None,1.169, None,1.2,24.0, None,12.59, None,1.2,-0.2, None,2022-05-14 08:00:00, None,20,,
22.81, None, None, None,17.07,56.99,-17.0,-0.6,-17.0, None, None, None, None, None, None, None, None, None,1.954, None,2.0,23.0, None,12.26, None,2.0,0.1, None,2022-05-14 09:00:00, None,20,,
