pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0,0.9,0.865,63.86,0.0, 0.0,6.0,64.0,-0.4,2022-05-14 00:00:00, None,-5.0,20
0.0,0.4,0.364,64.55,0.0, 0.0,6.0,65.0,-0.4,2022-05-14 01:00:00, None,-5.0,20
0.0,1.0,0.956,62.93,0.0, 0.0,6.0,63.0,-0.4,2022-05-14 02:00:00, None,-5.0,20
0.0,2.0,1.97,56.58,0.0, 0.0,6.0,57.0,-0.4,2022-05-14 03:00:00, None,-6.0,20
0.0,1.8,1.842,58.34,0.0, 0.0,6.0,58.0,-0.4,2022-05-14 04:00:00, None,-5.0,20
0.0,1.6,1.608,59.21,0.0, 0.0,6.0,59.0,-0.4,2022-05-14 05:00:00, None,-6.0,20
0.0,1.2,1.198,65.64,0.0, 0.0,6.0,66.0,-0.4,2022-05-14 06:00:00, None,-5.0,20
0.0,0.7,0.677,76.81,0.0, 0.0,1.3,77.0,0.6,2022-05-14 07:00:00, None,-3.0,20
0.0,0.0,0.009,93.3,0.1, 0.0,1.3,93.0,-0.1,2022-05-14 08:00:00, None,-1.0,20
0.9,-0.8,-0.784,99.6,0.9, 1.0,1.3,100.0,-0.8,2022-05-14 09:00:00, None,-1.0,20
1.5,-0.2,-0.222,99.9,0.6, 1.0,1.3,100.0,-0.8,2022-05-14 10:00:00, None,0.0,20
2.4,0.2,0.191,99.9,0.9, 1.0,1.3,100.0,-0.8,2022-05-14 11:00:00, None,0.0,20
2.6,0.6,0.581,99.9,0.2, 0.0,1.3,100.0,-0.8,2022-05-14 12:00:00, None,1.0,20
2.6,1.2,1.241,99.9,0.0, 0.0,1.4,100.0,-0.8,2022-05-14 13:00:00, None,1.0,20
2.8,2.1,2.116,99.9,0.2, 0.0,2.1,100.0,-0.8,2022-05-14 14:00:00, None,2.0,20
2.8,3.0,2.993,99.9,0.0, 0.0,3.0,100.0,-0.8,2022-05-14 15:00:00, None,3.0,20
2.8,3.5,3.51,96.2,0.1, 0.0,3.6,96.0,-0.8,2022-05-14 16:00:00, None,3.0,20
2.8,3.6,3.61,97.4,0.1, 0.0,3.7,97.0,-0.8,2022-05-14 17:00:00, None,3.0,20
2.8,4.1,4.074,95.8,0.0, 0.0,4.3,96.0,-0.8,2022-05-14 18:00:00, None,4.0,20
