pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 4.93, 88.8, 8.1, 89.0, None, None, 3.0, 4.9, 5.0, 3.0, 1.1, None, 0.0,2022-03-19 00:00:00, 0.0, 0.024, None,12
None, 4.46, 90.7, 8.1, 91.0, None, None, 3.0, 4.5, 4.4, 3.0, 0.5, None, 0.0,2022-03-19 01:00:00, 0.0, -0.008, None,12
None, 4.097, 92.0, 8.1, 92.0, None, None, 3.0, 4.1, 4.1, 3.0, 0.3, None, 0.0,2022-03-19 02:00:00, 0.0, 0.03, None,12
None, 4.006, 93.1, 8.1, 93.0, None, None, 3.0, 4.0, 4.0, 3.0, 0.0, None, 0.0,2022-03-19 03:00:00, 0.0, 0.027, None,12
None, 3.832, 93.5, 8.1, 94.0, None, None, 3.0, 3.8, 3.8, 3.0, -0.1, None, 0.0,2022-03-19 04:00:00, 0.0, -0.033, None,12
None, 3.715, 93.7, 8.1, 94.0, None, None, 3.0, 3.7, 3.7, 3.0, 0.1, None, 0.0,2022-03-19 05:00:00, 0.0, -0.011, None,12
None, 3.662, 94.0, 8.1, 94.0, None, None, 3.0, 3.7, 3.7, 3.0, -0.1, None, 0.0,2022-03-19 06:00:00, 0.0, 0.002, None,12
None, 3.418, 94.4, 3.7, 94.0, None, None, 3.0, 3.4, 3.4, 3.0, 0.0, None, 0.0,2022-03-19 07:00:00, 0.0, -0.043, None,12
None, 3.363, 94.5, 3.7, 95.0, None, None, 3.0, 3.4, 3.3, 3.0, 0.1, None, 0.0,2022-03-19 08:00:00, 0.0, -0.031, None,12
None, 3.738, 89.2, 3.7, 89.0, None, None, 2.0, 3.7, 3.3, 2.0, 0.1, None, 0.0,2022-03-19 09:00:00, 0.0, -0.066, None,12
None, 5.077, 68.57, 5.1, 69.0, None, None, 0.0, 5.1, 3.3, 0.0, -0.6, None, 0.0,2022-03-19 10:00:00, 0.0, 0.005, None,12
None, 5.066, 67.2, 5.6, 67.0, None, None, -1.0, 5.1, 3.3, -1.0, -0.2, None, 0.0,2022-03-19 11:00:00, 0.0, -0.096, None,12
None, 6.175, 66.8, 6.7, 67.0, None, None, 1.0, 6.2, 3.3, 1.0, 0.0, None, 0.0,2022-03-19 12:00:00, 0.0, -0.052, None,12
None, 7.374, 54.72, 7.3, 55.0, None, None, -1.0, 7.4, 3.3, -1.0, -0.8, None, 0.0,2022-03-19 13:00:00, 0.0, 0.079, None,12
None, 7.225, 54.03, 7.4, 54.0, None, None, -1.0, 7.2, 3.3, -1.0, 0.3, None, 0.0,2022-03-19 14:00:00, 0.0, 0.018, None,12
None, 7.409, 55.3, 7.4, 55.0, None, None, -1.0, 7.4, 3.3, -1.0, 0.7, None, 0.0,2022-03-19 15:00:00, 0.0, 0.009, None,12
None, 6.789, 58.76, 7.5, 59.0, None, None, -1.0, 6.8, 3.3, -1.0, 0.3, None, 0.0,2022-03-19 16:00:00, 0.0, -0.069, None,12
None, 5.808, 70.02, 7.5, 70.0, None, None, 1.0, 5.8, 3.3, 1.0, 0.1, None, 0.0,2022-03-19 17:00:00, 0.0, -0.066, None,12
None, 5.798, 66.14, 7.5, 66.0, None, None, 0.0, 5.8, 3.3, 0.0, 0.3, None, 0.0,2022-03-19 18:00:00, 0.0, -0.044, None,12
None, 4.587, 77.03, 5.8, 77.0, None, None, 1.0, 4.6, 4.6, 1.0, -0.1, None, 0.0,2022-03-19 19:00:00, 0.0, -0.107, None,12
