pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 6.2, 6.231, 6.0, 1.0, 7.5, None,2022-03-19 00:00:00, None,12
None, 5.9, 5.947, 6.0, 1.4, 7.5, None,2022-03-19 01:00:00, None,12
None, 5.8, 5.775, 5.8, 1.4, 7.5, None,2022-03-19 02:00:00, None,12
None, 5.7, 5.692, 5.7, 0.5, 7.5, None,2022-03-19 03:00:00, None,12
None, 5.6, 5.607, 5.6, 0.3, 7.5, None,2022-03-19 04:00:00, None,12
None, 5.5, 5.5, 5.5, 0.6, 7.5, None,2022-03-19 05:00:00, None,12
None, 5.4, 5.43, 5.4, 1.6, 7.5, None,2022-03-19 06:00:00, None,12
None, 5.5, 5.489, 5.3, 0.3, 5.5, None,2022-03-19 07:00:00, None,12
None, 5.5, 5.491, 5.3, 2.5, 5.6, None,2022-03-19 08:00:00, None,12
None, 7.0, 6.967, 5.3, -0.1, 6.9, None,2022-03-19 09:00:00, None,12
None, 7.4, 7.397, 5.3, 0.3, 7.5, None,2022-03-19 10:00:00, None,12
None, 7.2, 7.247, 5.3, -0.8, 7.5, None,2022-03-19 11:00:00, None,12
None, 8.3, 8.33, 5.3, 0.6, 8.5, None,2022-03-19 12:00:00, None,12
None, 8.9, 8.9, 5.3, 0.1, 9.1, None,2022-03-19 13:00:00, None,12
None, 9.5, 9.47, 5.3, 0.0, 9.3, None,2022-03-19 14:00:00, None,12
None, 8.5, 8.48, 5.3, -0.3, 9.9, None,2022-03-19 15:00:00, None,12
None, 8.7, 8.74, 5.3, -1.1, 9.9, None,2022-03-19 16:00:00, None,12
None, 11.1, 11.1, 5.3, 1.5, 11.4, None,2022-03-19 17:00:00, None,12
None, 8.3, 8.29, 5.3, -0.4, 11.4, None,2022-03-19 18:00:00, None,12
None, 6.8, 6.758, 6.8, -0.1, 8.4, None,2022-03-19 19:00:00, None,12
None, 5.4, 5.367, 5.4, -0.2, 8.4, None,2022-03-19 20:00:00, None,12
None, 5.9, 5.904, 5.3, 0.1, 8.4, None,2022-03-19 21:00:00, None,12
None, 5.0, 5.044, 4.9, -0.3, 8.4, None,2022-03-19 22:00:00, None,12
None, 4.7, 4.696, 4.5, 0.0, 8.4, None,2022-03-19 23:00:00, None,12
None, 3.8, 3.823, 3.8, -0.1, 8.4, None,2022-03-20 00:00:00, None,12
None, 3.5, 3.459, 3.4, -0.1, 8.4, None,2022-03-20 01:00:00, None,12
None, 3.9, 3.93, 3.4, 0.0, 8.4, None,2022-03-20 02:00:00, None,12
None, 3.6, 3.597, 3.4, 0.0, 8.4, None,2022-03-20 03:00:00, None,12
None, 4.1, 4.087, 3.4, 0.1, 8.4, None,2022-03-20 04:00:00, None,12
None, 3.5, 3.481, 3.4, -0.1, 8.4, None,2022-03-20 05:00:00, None,12
None, 3.9, 3.871, 3.3, 0.0, 8.4, None,2022-03-20 06:00:00, None,12
None, 4.3, 4.29, 3.9, 0.1, 4.3, None,2022-03-20 07:00:00, None,12
None, 4.2, 4.212, 3.9, 0.0, 4.3, None,2022-03-20 08:00:00, None,12
None, 5.2, 5.246, 3.9, 0.3, 5.3, None,2022-03-20 09:00:00, None,12
None, 6.0, 6.046, 3.9, 0.2, 6.3, None,2022-03-20 10:00:00, None,12
None, 6.8, 6.796, 3.9, 0.1, 7.0, None,2022-03-20 11:00:00, None,12
None, 6.1, 6.084, 3.9, -0.1, 7.2, None,2022-03-20 12:00:00, None,12
None, 5.0, 5.039, 3.9, 0.0, 7.2, None,2022-03-20 13:00:00, None,12
None, 5.0, 5.023, 3.9, 0.7, 7.2, None,2022-03-20 14:00:00, None,12
None, 4.9, 4.852, 3.9, 1.9, 7.2, None,2022-03-20 15:00:00, None,12
None, 4.4, 4.437, 3.9, 1.7, 7.2, None,2022-03-20 16:00:00, None,12
None, 4.0, 4.034, 3.9, 2.1, 7.2, None,2022-03-20 17:00:00, None,12
None, 3.4, 3.427, 3.4, 1.8, 7.2, None,2022-03-20 18:00:00, None,12
None, 3.4, 3.41, 3.2, 0.8, 3.5, None,2022-03-20 19:00:00, None,12
None, 3.2, 3.246, 3.1, 1.9, 3.5, None,2022-03-20 20:00:00, None,12
None, 3.2, 3.225, 3.1, 1.6, 3.5, None,2022-03-20 21:00:00, None,12
None, 3.4, 3.372, 3.1, 1.3, 3.5, None,2022-03-20 22:00:00, None,12
None, 3.5, 3.482, 3.1, 1.3, 3.5, None,2022-03-20 23:00:00, None,12
None, 3.4, 3.38, 3.1, 1.1, 3.5, None,2022-03-21 00:00:00, None,12
None, 2.8, 2.83, 2.8, 1.9, 3.5, None,2022-03-21 01:00:00, None,12
None, 3.0, 2.967, 2.8, 1.3, 3.5, None,2022-03-21 02:00:00, None,12
None, 2.7, 2.697, 2.7, 1.4, 3.5, None,2022-03-21 03:00:00, None,12
None, 2.4, 2.44, 2.4, 1.8, 3.5, None,2022-03-21 04:00:00, None,12
None, 2.7, 2.661, 2.3, 1.0, 3.5, None,2022-03-21 05:00:00, None,12
None, 3.0, 2.951, 2.3, 0.9, 3.5, None,2022-03-21 06:00:00, None,12
None, 3.1, 3.102, 2.9, 0.2, 3.2, None,2022-03-21 07:00:00, None,12
None, 3.2, 3.2, 2.9, 0.1, 3.2, None,2022-03-21 08:00:00, None,12
None, 3.7, 3.721, 2.9, 0.2, 3.7, None,2022-03-21 09:00:00, None,12
None, 4.5, 4.533, 2.9, 0.3, 4.7, None,2022-03-21 10:00:00, None,12
None, 5.2, 5.195, 2.9, 0.2, 5.5, None,2022-03-21 11:00:00, None,12
25.4, 5.8, 5.789, 2.9, 0.0, 5.9, None,2022-03-21 12:00:00, None,12
25.4, 6.2, 6.218, 2.9, 0.0, 6.4, None,2022-03-21 13:00:00, None,12
24.7, 7.1, 7.1, 2.9, 0.1, 7.3, None,2022-03-21 14:00:00, None,12
22.8, 7.7, 7.688, 2.9, 0.1, 8.1, None,2022-03-21 15:00:00, None,12
None, 7.6, 7.55, 2.9, -0.2, 8.1, None,2022-03-21 16:00:00, None,12
None, 8.2, 8.2, 2.9, 0.1, 8.3, None,2022-03-21 17:00:00, None,12
None, 7.0, 7.004, 2.9, 0.0, 8.3, None,2022-03-21 18:00:00, None,12
None, 6.2, 6.22, 6.2, -0.1, 7.0, None,2022-03-21 19:00:00, None,12
None, 5.6, 5.604, 5.4, -0.1, 7.0, None,2022-03-21 20:00:00, None,12
None, 5.4, 5.388, 5.4, 0.2, 7.0, None,2022-03-21 21:00:00, None,12
None, 5.4, 5.413, 5.4, 0.2, 7.0, None,2022-03-21 22:00:00, None,12
None, 5.5, 5.498, 5.4, 0.6, 7.0, None,2022-03-21 23:00:00, None,12
None, 5.8, 5.755, 5.4, 0.9, 7.0, None,2022-03-22 00:00:00, None,12
None, None, 5.842, None, None, None, None,2022-03-22 01:00:00, None,12
None, 5.9, 5.903, 5.4, 0.4, 7.0, None,2022-03-22 02:00:00, None,12
None, 5.9, 5.897, 5.4, 0.4, 7.0, None,2022-03-22 03:00:00, None,12
None, 5.9, 5.931, 5.4, 0.4, 7.0, None,2022-03-22 04:00:00, None,12
None, 5.7, 5.717, 5.4, 0.3, 7.0, None,2022-03-22 05:00:00, None,12
None, 5.9, 5.89, 5.4, 0.3, 7.0, None,2022-03-22 06:00:00, None,12
None, 5.8, 5.807, 5.8, 0.4, 5.9, None,2022-03-22 07:00:00, None,12
None, 5.8, 5.754, 5.7, -0.1, 5.9, None,2022-03-22 08:00:00, None,12
None, 5.9, 5.944, 5.7, 0.2, 6.0, None,2022-03-22 09:00:00, None,12
None, 6.4, 6.386, 5.7, 0.1, 6.5, None,2022-03-22 10:00:00, None,12
None, 7.0, 6.99, 5.7, 0.1, 7.0, None,2022-03-22 11:00:00, None,12
None, 6.9, 6.876, 5.7, 0.1, 7.0, None,2022-03-22 12:00:00, None,12
None, 7.8, 7.76, 5.7, 0.4, 7.9, None,2022-03-22 13:00:00, None,12
None, 7.7, 7.69, 5.7, 0.2, 8.3, None,2022-03-22 14:00:00, None,12
None, 7.8, 7.838, 5.7, 0.5, 8.3, None,2022-03-22 15:00:00, None,12
None, 8.0, 7.995, 5.7, 0.9, 8.3, None,2022-03-22 16:00:00, None,12
None, 8.3, 8.33, 5.7, 0.3, 8.3, None,2022-03-22 17:00:00, None,12
None, 8.6, 8.58, 5.7, -0.2, 8.8, None,2022-03-22 18:00:00, None,12
None, 8.5, 8.51, 8.2, 0.2, 8.6, None,2022-03-22 19:00:00, None,12
None, 7.9, 7.883, 7.7, 0.0, 8.6, None,2022-03-22 20:00:00, None,12
None, 7.7, 7.663, 7.5, -0.1, 8.6, None,2022-03-22 21:00:00, None,12
None, 7.8, 7.754, 7.5, 0.0, 8.6, None,2022-03-22 22:00:00, None,12
None, 7.3, 7.267, 7.2, -0.1, 8.6, None,2022-03-22 23:00:00, None,12
None, 7.9, 7.868, 7.2, 0.1, 8.6, None,2022-03-23 00:00:00, None,12
None, 7.6, 7.595, 7.2, 0.1, 8.6, None,2022-03-23 01:00:00, None,12
None, 7.8, 7.811, 7.2, 0.0, 8.6, None,2022-03-23 02:00:00, None,12
None, 8.0, 7.978, 7.2, 0.0, 8.6, None,2022-03-23 03:00:00, None,12
None, 7.9, 7.871, 7.2, 0.0, 8.6, None,2022-03-23 04:00:00, None,12
None, 7.9, 7.925, 7.2, -0.1, 8.6, None,2022-03-23 05:00:00, None,12
None, 8.0, 7.957, 7.2, 0.1, 8.6, None,2022-03-23 06:00:00, None,12
None, 8.4, 8.41, 7.9, 0.1, 8.3, None,2022-03-23 07:00:00, None,12
None, 8.6, 8.56, 7.9, 0.3, 8.6, None,2022-03-23 08:00:00, None,12
None, 8.9, 8.85, 7.9, 4.4, 9.0, None,2022-03-23 09:00:00, None,12
None, 9.3, 9.28, 7.9, 3.2, 9.7, None,2022-03-23 10:00:00, None,12
None, 9.6, 9.56, 7.9, 2.8, 9.8, None,2022-03-23 11:00:00, None,12
None, 10.0, 10.01, 7.9, 1.6, 10.0, None,2022-03-23 12:00:00, None,12
None, 10.7, 10.72, 7.9, 0.6, 10.5, None,2022-03-23 13:00:00, None,12
None, 11.1, 11.11, 7.9, -0.5, 11.8, None,2022-03-23 14:00:00, None,12
None, 10.6, 10.64, 7.9, -0.1, 11.8, None,2022-03-23 15:00:00, None,12
None, 12.4, 12.43, 7.9, 1.0, 13.8, None,2022-03-23 16:00:00, None,12
None, 13.7, 13.67, 7.9, 0.0, 13.8, None,2022-03-23 17:00:00, None,12
None, 11.7, 11.71, 7.9, -0.2, 14.1, None,2022-03-23 18:00:00, None,12
None, 9.9, 9.85, 9.5, -0.3, 12.3, None,2022-03-23 19:00:00, None,12
None, 7.3, 7.285, 7.3, -0.3, 12.3, None,2022-03-23 20:00:00, None,12
None, 5.9, 5.88, 5.9, -0.1, 12.3, None,2022-03-23 21:00:00, None,12
None, 5.5, 5.497, 5.5, -0.1, 12.3, None,2022-03-23 22:00:00, None,12
None, 5.0, 4.955, 5.0, -0.1, 12.3, None,2022-03-23 23:00:00, None,12
None, 4.6, 4.572, 4.5, 0.0, 12.3, None,2022-03-24 00:00:00, None,12
None, 3.9, 3.881, 3.9, 0.0, 12.3, None,2022-03-24 01:00:00, None,12
None, 3.4, 3.374, 3.4, -0.2, 12.3, None,2022-03-24 02:00:00, None,12
None, 3.1, 3.141, 3.1, 0.0, 12.3, None,2022-03-24 03:00:00, None,12
None, 2.7, 2.69, 2.7, -0.2, 12.3, None,2022-03-24 04:00:00, None,12
None, 2.7, 2.724, 2.6, 0.0, 12.3, None,2022-03-24 05:00:00, None,12
None, 2.4, 2.446, 2.3, 0.0, 12.3, None,2022-03-24 06:00:00, None,12
None, 2.5, 2.528, 2.4, 0.0, 2.8, None,2022-03-24 07:00:00, None,12
None, 2.9, 2.883, 2.4, 0.1, 2.9, None,2022-03-24 08:00:00, None,12
None, 4.3, 4.295, 2.4, 0.4, 4.3, None,2022-03-24 09:00:00, None,12
None, 5.1, 5.067, 2.4, 0.3, 5.0, None,2022-03-24 10:00:00, None,12
None, 7.1, 7.096, 2.4, 0.2, 7.1, None,2022-03-24 11:00:00, None,12
None, 8.8, 8.77, 2.4, 0.3, 9.2, None,2022-03-24 12:00:00, None,12
None, 9.7, 9.71, 2.4, 0.0, 9.6, None,2022-03-24 13:00:00, None,12
None, 10.9, 10.85, 2.4, -0.1, 10.9, None,2022-03-24 14:00:00, None,12
None, 11.9, 11.94, 2.4, 0.0, 11.9, None,2022-03-24 15:00:00, None,12
None, 14.0, 14.03, 2.4, 0.1, 13.9, None,2022-03-24 16:00:00, None,12
None, 10.6, 10.59, 2.4, -0.4, 14.3, None,2022-03-24 17:00:00, None,12
None, 11.1, 11.1, 2.4, 0.0, 14.3, None,2022-03-24 18:00:00, None,12
None, 9.0, 9.04, 9.1, -0.4, 11.1, None,2022-03-24 19:00:00, None,12
None, 8.0, 8.01, 8.0, -0.2, 11.1, None,2022-03-24 20:00:00, None,12
None, 7.7, 7.749, 7.6, 0.0, 11.1, None,2022-03-24 21:00:00, None,12
None, 9.5, 9.52, 7.5, 0.0, 11.1, None,2022-03-24 22:00:00, None,12
None, 7.8, 7.79, 7.5, -0.1, 11.1, None,2022-03-24 23:00:00, None,12
None, 8.0, 7.989, 7.4, 0.0, 11.1, None,2022-03-25 00:00:00, None,12
None, 8.5, 8.47, 7.4, 0.0, 11.1, None,2022-03-25 01:00:00, None,12
None, 7.4, 7.362, 7.3, 0.0, 11.1, None,2022-03-25 02:00:00, None,12
None, 7.4, 7.394, 6.9, 0.0, 11.1, None,2022-03-25 03:00:00, None,12
None, 6.4, 6.367, 6.5, -0.1, 11.1, None,2022-03-25 04:00:00, None,12
None, 5.7, 5.743, 5.7, -0.3, 11.1, None,2022-03-25 05:00:00, None,12
None, 5.1, 5.066, 5.1, 0.0, 11.1, None,2022-03-25 06:00:00, None,12
None, 5.1, 5.116, 5.0, 0.0, 5.5, None,2022-03-25 07:00:00, None,12
None, 5.8, 5.766, 5.0, 0.2, 5.7, None,2022-03-25 08:00:00, None,12
None, 6.5, 6.477, 5.0, 0.1, 6.5, None,2022-03-25 09:00:00, None,12
None, 7.9, 7.894, 5.0, 0.2, 7.9, None,2022-03-25 10:00:00, None,12
None, 9.6, 9.56, 5.0, 0.1, 9.5, None,2022-03-25 11:00:00, None,12
None, 9.7, 9.66, 5.0, 0.0, 10.2, None,2022-03-25 12:00:00, None,12
None, 10.0, 10.03, 5.0, -0.1, 10.2, None,2022-03-25 13:00:00, None,12
None, 9.6, 9.57, 5.0, 0.0, 10.2, None,2022-03-25 14:00:00, None,12
None, 10.0, 9.96, 5.0, -0.1, 10.2, None,2022-03-25 15:00:00, None,12
None, 11.6, 11.63, 5.0, 0.4, 12.4, None,2022-03-25 16:00:00, None,12
None, 11.6, 11.56, 5.0, -0.2, 12.4, None,2022-03-25 17:00:00, None,12
None, 10.7, 10.65, 5.0, -0.1, 12.4, None,2022-03-25 18:00:00, None,12
None, 8.6, 8.56, 8.6, -0.2, 10.7, None,2022-03-25 19:00:00, None,12
None, 7.8, 7.783, 7.8, 0.0, 10.7, None,2022-03-25 20:00:00, None,12
None, 7.5, 7.525, 7.5, 0.1, 10.7, None,2022-03-25 21:00:00, None,12
None, 7.6, 7.608, 7.4, 0.1, 10.7, None,2022-03-25 22:00:00, None,12
None, 7.2, 7.232, 7.2, 0.1, 10.7, None,2022-03-25 23:00:00, None,12
