air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
7.6,7.6, 993.2, None,9.6,78.0, None,2022-03-19 00:00:00, None,4.0, 986.0,12
6.9,6.9, 992.2, None,9.6,84.0, None,2022-03-19 01:00:00, None,4.0, 985.0,12
6.9,6.9, 992.2, None,9.6,86.0, None,2022-03-19 02:00:00, None,5.0, 985.0,12
6.8,6.8, 992.2, None,9.6,84.0, None,2022-03-19 03:00:00, None,4.0, 985.0,12
6.1,6.1, 991.2, None,9.6,84.0, None,2022-03-19 04:00:00, None,4.0, 984.0,12
6.0,5.9, 991.2, None,9.6,85.0, None,2022-03-19 05:00:00, None,4.0, 984.0,12
5.7,5.7, 991.2, None,9.6,86.0, None,2022-03-19 06:00:00, None,3.0, 984.0,12
5.8,5.5, 991.2, None,5.8,87.0, None,2022-03-19 07:00:00, None,4.0, 984.0,12
6.7,5.5, 991.2, None,6.7,87.0, None,2022-03-19 08:00:00, None,5.0, 984.0,12
6.9,5.5, 991.1, None,7.3,79.0, None,2022-03-19 09:00:00, None,3.0, 984.0,12
7.3,5.5, 992.2, None,7.6,72.0, None,2022-03-19 10:00:00, None,3.0, 985.0,12
7.9,5.5, 993.2, None,7.9,62.0, None,2022-03-19 11:00:00, None,1.0, 986.0,12
8.6,5.5, 994.2, None,8.6,51.0, None,2022-03-19 12:00:00, None,-1.0, 987.0,12
9.1,5.5, 995.2, None,9.1,44.0, None,2022-03-19 13:00:00, None,-2.0, 988.0,12
9.1,5.5, 995.2, None,9.3,45.0, None,2022-03-19 14:00:00, None,-2.0, 988.0,12
9.4,5.5, 996.2, None,9.7,40.0, None,2022-03-19 15:00:00, None,-3.0, 989.0,12
9.6,5.5, 996.2, None,9.9,34.0, None,2022-03-19 16:00:00, None,-5.0, 989.0,12
9.5,5.5, 996.2, None,9.9,33.0, None,2022-03-19 17:00:00, None,-6.0, 989.0,12
9.5,5.5, 997.2, None,9.9,32.0, None,2022-03-19 18:00:00, None,-6.0, 990.0,12
8.6,8.7, 997.2, None,9.5,45.0, None,2022-03-19 19:00:00, None,-3.0, 990.0,12
8.0,7.9, 997.2, None,9.5,49.0, None,2022-03-19 20:00:00, None,-2.0, 990.0,12
6.9,6.9, 998.2, None,9.5,56.0, None,2022-03-19 21:00:00, None,-1.0, 991.0,12
6.4,6.2, 998.2, None,9.5,59.0, None,2022-03-19 22:00:00, None,-1.0, 991.0,12
6.0,6.0, 999.2, None,9.5,60.0, None,2022-03-19 23:00:00, None,-1.0, 992.0,12
6.1,5.7, 999.2, None,9.5,58.0, None,2022-03-20 00:00:00, None,-1.0, 992.0,12
6.2,5.7, 1000.2, None,9.5,60.0, None,2022-03-20 01:00:00, None,-1.0, 993.0,12
5.7,5.7, 1000.2, None,9.5,65.0, None,2022-03-20 02:00:00, None,0.0, 993.0,12
5.6,5.6, 1001.2, None,9.5,70.0, None,2022-03-20 03:00:00, None,1.0, 994.0,12
5.5,5.3, 1001.2, None,9.5,72.0, None,2022-03-20 04:00:00, None,1.0, 994.0,12
5.1,4.9, 1001.2, None,9.5,72.0, None,2022-03-20 05:00:00, None,1.0, 994.0,12
4.4,4.4, 1001.2, None,9.5,75.0, None,2022-03-20 06:00:00, None,0.0, 994.0,12
4.2,4.3, 1002.3, None,4.9,75.0, None,2022-03-20 07:00:00, None,0.0, 995.0,12
3.9,3.7, 1002.3, None,4.9,80.0, None,2022-03-20 08:00:00, None,1.0, 995.0,12
4.5,3.7, 1002.3, None,4.9,82.0, None,2022-03-20 09:00:00, None,2.0, 995.0,12
5.7,3.7, 1003.3, None,5.7,78.0, None,2022-03-20 10:00:00, None,2.0, 996.0,12
5.9,3.7, 1003.3, None,6.0,72.0, None,2022-03-20 11:00:00, None,1.0, 996.0,12
5.9,3.7, 1003.3, None,6.2,71.0, None,2022-03-20 12:00:00, None,1.0, 996.0,12
6.4,3.7, 1004.3, None,6.4,74.0, None,2022-03-20 13:00:00, None,2.0, 997.0,12
5.4,3.7, 1004.3, None,6.4,77.0, None,2022-03-20 14:00:00, None,2.0, 997.0,12
5.7,3.7, 1004.3, None,6.4,80.0, None,2022-03-20 15:00:00, None,2.0, 997.0,12
5.7,3.7, 1003.3, None,6.4,82.0, None,2022-03-20 16:00:00, None,3.0, 996.0,12
5.8,3.7, 1003.3, None,6.4,78.0, None,2022-03-20 17:00:00, None,2.0, 996.0,12
5.5,3.7, 1003.3, None,6.4,85.0, None,2022-03-20 18:00:00, None,3.0, 996.0,12
5.6,5.1, 1003.3, None,5.7,85.0, None,2022-03-20 19:00:00, None,3.0, 996.0,12
4.7,4.7, 1003.3, None,5.7,88.0, None,2022-03-20 20:00:00, None,3.0, 996.0,12
4.9,4.7, 1003.3, None,5.7,86.0, None,2022-03-20 21:00:00, None,3.0, 996.0,12
5.0,4.7, 1003.3, None,5.7,85.0, None,2022-03-20 22:00:00, None,3.0, 996.0,12
4.9,4.7, 1004.3, None,5.7,86.0, None,2022-03-20 23:00:00, None,3.0, 997.0,12
5.0,4.7, 1004.3, None,5.7,85.0, None,2022-03-21 00:00:00, None,3.0, 997.0,12
5.3,4.7, 1003.3, None,5.7,86.0, None,2022-03-21 01:00:00, None,3.0, 996.0,12
5.0,4.7, 1004.3, None,5.7,86.0, None,2022-03-21 02:00:00, None,3.0, 997.0,12
4.7,4.7, 1004.3, None,5.7,86.0, None,2022-03-21 03:00:00, None,2.0, 997.0,12
4.4,4.3, 1004.3, None,5.7,86.0, None,2022-03-21 04:00:00, None,2.0, 997.0,12
3.8,3.8, 1004.3, None,5.7,87.0, None,2022-03-21 05:00:00, None,2.0, 997.0,12
3.7,3.7, 1004.3, None,5.7,87.0, None,2022-03-21 06:00:00, None,2.0, 997.0,12
3.7,3.6, 1004.3, None,3.7,87.0, None,2022-03-21 07:00:00, None,2.0, 997.0,12
4.0,3.6, 1005.3, None,4.0,84.0, None,2022-03-21 08:00:00, None,1.0, 998.0,12
4.2,3.6, 1005.3, None,4.2,83.0, None,2022-03-21 09:00:00, None,2.0, 998.0,12
4.6,3.6, 1005.3, None,4.6,81.0, None,2022-03-21 10:00:00, None,2.0, 998.0,12
5.1,3.6, 1006.3, None,5.1,82.0, None,2022-03-21 11:00:00, None,2.0, 999.0,12
5.7,3.6, 1006.3, None,5.6,80.0, None,2022-03-21 12:00:00, None,2.0, 999.0,12
6.1,3.6, 1006.3, None,6.1,79.0, None,2022-03-21 13:00:00, None,3.0, 999.0,12
6.7,3.6, 1006.3, None,6.7,77.0, None,2022-03-21 14:00:00, None,3.0, 999.0,12
6.8,3.6, 1006.3, None,6.9,77.0, None,2022-03-21 15:00:00, None,3.0, 999.0,12
7.5,3.6, 1006.3, None,7.5,73.0, None,2022-03-21 16:00:00, None,3.0, 999.0,12
7.7,3.6, 1006.3, None,7.7,75.0, None,2022-03-21 17:00:00, None,4.0, 999.0,12
7.7,3.6, 1006.3, None,7.8,78.0, None,2022-03-21 18:00:00, None,4.0, 999.0,12
7.7,7.6, 1006.3, None,7.8,77.0, None,2022-03-21 19:00:00, None,4.0, 999.0,12
7.6,7.6, 1006.3, None,7.8,77.0, None,2022-03-21 20:00:00, None,4.0, 999.0,12
7.4,7.4, 1006.3, None,7.8,78.0, None,2022-03-21 21:00:00, None,4.0, 999.0,12
7.7,7.4, 1006.3, None,7.9,73.0, None,2022-03-21 22:00:00, None,3.0, 999.0,12
7.0,7.0, 1006.3, None,7.9,81.0, None,2022-03-21 23:00:00, None,4.0, 999.0,12
7.1,7.0, 1006.3, None,7.9,81.0, None,2022-03-22 00:00:00, None,4.0, 999.0,12
7.2,6.8, 1006.3, None,7.9,82.0, None,2022-03-22 01:00:00, None,4.0, 999.0,12
6.6,6.5, 1007.3, None,7.9,88.0, None,2022-03-22 03:00:00, None,5.0, 1000.0,12
6.7,6.5, 1007.3, None,7.9,88.0, None,2022-03-22 04:00:00, None,5.0, 1000.0,12
6.9,6.5, 1007.3, None,7.9,87.0, None,2022-03-22 05:00:00, None,5.0, 1000.0,12
6.9,6.5, 1007.3, None,7.9,87.0, None,2022-03-22 06:00:00, None,5.0, 1000.0,12
7.0,6.9, 1007.3, None,7.3,87.0, None,2022-03-22 07:00:00, None,5.0, 1000.0,12
7.3,6.9, 1007.3, None,7.6,86.0, None,2022-03-22 08:00:00, None,5.0, 1000.0,12
7.3,6.9, 1007.3, None,7.6,87.0, None,2022-03-22 09:00:00, None,5.0, 1000.0,12
7.7,6.9, 1007.3, None,7.7,89.0, None,2022-03-22 10:00:00, None,6.0, 1000.0,12
8.1,6.9, 1007.3, None,8.1,89.0, None,2022-03-22 11:00:00, None,6.0, 1000.0,12
8.6,6.9, 1007.3, None,8.6,89.0, None,2022-03-22 12:00:00, None,7.0, 1000.0,12
9.1,6.9, 1007.3, None,9.1,89.0, None,2022-03-22 13:00:00, None,7.0, 1000.0,12
9.6,6.9, 1007.3, None,9.6,89.0, None,2022-03-22 14:00:00, None,8.0, 1000.0,12
10.1,6.9, 1006.3, None,10.1,88.0, None,2022-03-22 15:00:00, None,8.0, 999.0,12
10.4,6.9, 1006.3, None,10.4,86.0, None,2022-03-22 16:00:00, None,8.0, 999.0,12
11.0,6.9, 1005.2, None,11.0,84.0, None,2022-03-22 17:00:00, None,8.0, 998.0,12
11.4,6.9, 1004.2, None,11.5,81.0, None,2022-03-22 18:00:00, None,8.0, 997.0,12
11.1,11.1, 1004.2, None,11.5,82.0, None,2022-03-22 19:00:00, None,8.0, 997.0,12
10.7,10.7, 1003.2, None,11.5,83.0, None,2022-03-22 20:00:00, None,8.0, 996.0,12
10.7,10.7, 1002.2, None,11.5,82.0, None,2022-03-22 21:00:00, None,8.0, 995.0,12
10.6,10.6, 1002.2, None,11.5,83.0, None,2022-03-22 22:00:00, None,8.0, 995.0,12
10.5,10.4, 1001.2, None,11.5,83.0, None,2022-03-22 23:00:00, None,8.0, 994.0,12
10.6,10.4, 1001.2, None,11.5,82.0, None,2022-03-23 00:00:00, None,8.0, 994.0,12
10.7,10.4, 1000.2, None,11.5,81.0, None,2022-03-23 01:00:00, None,8.0, 993.0,12
10.5,10.4, 1001.2, None,11.5,81.0, None,2022-03-23 02:00:00, None,7.0, 994.0,12
10.5,10.3, 1000.2, None,11.5,81.0, None,2022-03-23 03:00:00, None,7.0, 993.0,12
10.5,10.3, 999.2, None,11.5,81.0, None,2022-03-23 04:00:00, None,7.0, 992.0,12
10.2,10.1, 999.2, None,11.5,83.0, None,2022-03-23 05:00:00, None,7.0, 992.0,12
10.2,10.1, 999.2, None,11.5,83.0, None,2022-03-23 06:00:00, None,8.0, 992.0,12
10.4,10.2, 999.2, None,10.8,81.0, None,2022-03-23 07:00:00, None,7.0, 992.0,12
10.1,9.9, 999.2, None,10.8,84.0, None,2022-03-23 08:00:00, None,8.0, 992.0,12
10.3,9.9, 999.2, None,10.8,83.0, None,2022-03-23 09:00:00, None,7.0, 992.0,12
10.5,9.9, 1000.2, None,10.8,86.0, None,2022-03-23 10:00:00, None,8.0, 993.0,12
9.7,9.4, 999.2, None,10.8,89.0, None,2022-03-23 11:00:00, None,8.0, 992.0,12
9.5,9.4, 1000.2, None,10.8,89.0, None,2022-03-23 12:00:00, None,8.0, 993.0,12
9.8,9.4, 1000.2, None,10.8,88.0, None,2022-03-23 13:00:00, None,8.0, 993.0,12
10.8,9.4, 1000.2, None,10.9,80.0, None,2022-03-23 14:00:00, None,8.0, 993.0,12
9.6,9.4, 1000.2, None,11.5,81.0, None,2022-03-23 15:00:00, None,6.0, 993.0,12
10.2,9.4, 1001.2, None,11.5,70.0, None,2022-03-23 16:00:00, None,5.0, 994.0,12
11.0,9.4, 1000.2, None,11.5,52.0, None,2022-03-23 17:00:00, None,1.0, 993.0,12
10.8,9.4, 1001.2, None,11.5,52.0, None,2022-03-23 18:00:00, None,1.0, 994.0,12
9.9,9.9, 1001.2, None,10.9,55.0, None,2022-03-23 19:00:00, None,1.0, 994.0,12
9.2,9.1, 1002.2, None,10.9,59.0, None,2022-03-23 20:00:00, None,2.0, 995.0,12
9.3,9.1, 1003.2, None,10.9,56.0, None,2022-03-23 21:00:00, None,1.0, 996.0,12
9.2,8.8, 1004.2, None,10.9,55.0, None,2022-03-23 22:00:00, None,1.0, 997.0,12
9.2,8.8, 1005.2, None,10.9,51.0, None,2022-03-23 23:00:00, None,0.0, 998.0,12
