pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,4.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 01:00:00, None, 0.075, None,16
None, None,4.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 02:00:00, None, -0.012, None,16
None, None,4.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 03:00:00, None, 0.051, None,16
None, None,3.797, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 04:00:00, None, 0.17, None,16
None, None,3.938, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 05:00:00, None, 0.118, None,16
None, None,3.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 06:00:00, None, 0.065, None,16
None, None,3.976, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 07:00:00, None, 0.144, None,16
None, None,4.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 08:00:00, None, 0.194, None,16
None, None,5.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 09:00:00, None, 0.212, None,16
None, None,6.191, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 10:00:00, None, 0.044, None,16
None, None,6.775, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 11:00:00, None, 0.274, None,16
None, None,8.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 12:00:00, None, 0.239, None,16
None, None,10.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 13:00:00, None, -0.268, None,16
None, None,10.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 14:00:00, None, 0.175, None,16
None, None,11.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 15:00:00, None, 0.405, None,16
None, None,12.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 16:00:00, None, 0.088, None,16
None, None,10.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 17:00:00, None, 0.085, None,16
None, None,9.61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 18:00:00, None, 0.015, None,16
None, None,9.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 19:00:00, None, 0.012, None,16
None, None,9.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 20:00:00, None, -0.234, None,16
None, None,8.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 21:00:00, None, -0.185, None,16
None, None,9.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 22:00:00, None, -0.218, None,16
None, None,9.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-16 23:00:00, None, -0.243, None,16
None, None,9.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 00:00:00, None, -0.207, None,16
None, None,8.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 01:00:00, None, -0.017, None,16
None, None,7.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 02:00:00, None, -0.207, None,16
None, None,6.848, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 03:00:00, None, -0.191, None,16
None, None,5.284, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 04:00:00, None, -0.045, None,16
None, None,4.991, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 05:00:00, None, -0.199, None,16
None, None,4.907, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 06:00:00, None, -0.115, None,16
None, None,5.723, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 07:00:00, None, -0.051, None,16
None, None,6.822, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 08:00:00, None, -0.197, None,16
None, None,8.77, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 09:00:00, None, 0.405, None,16
None, None,9.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-17 10:00:00, None, 0.229, None,16
