WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.619,86.0,2016-04-15 00:00:00,7.49,16
None, None, 1.083,86.4,2016-04-15 01:00:00,7.41,16
None, None, 1.833,86.4,2016-04-15 02:00:00,7.14,16
None, None, 1.538,87.4,2016-04-15 03:00:00,6.829,16
None, None, 1.057,88.1,2016-04-15 04:00:00,6.792,16
None, None, 0.453999,88.2,2016-04-15 05:00:00,7.12,16
None, None, 1.254,88.0,2016-04-15 06:00:00,7.09,16
None, None, 0.319999,86.5,2016-04-15 07:00:00,7.88,16
None, None, 0.804,86.6,2016-04-15 08:00:00,8.67,16
None, None, 2.332,77.5,2016-04-15 09:00:00,10.04,16
None, None, 3.244,71.5,2016-04-15 10:00:00,10.7,16
None, None, 1.959,73.2,2016-04-15 11:00:00,10.82,16
None, None, 1.356,70.9,2016-04-15 12:00:00,11.3,16
None, None, 1.685,67.61,2016-04-15 13:00:00,11.8,16
None, None, 1.432,64.94,2016-04-15 14:00:00,12.15,16
None, None, 2.644,63.14,2016-04-15 15:00:00,12.82,16
None, None, 3.513,65.84,2016-04-15 16:00:00,12.62,16
None, None, 1.471,65.44,2016-04-15 17:00:00,12.71,16
None, None, 2.169,61.26,2016-04-15 18:00:00,12.77,16
None, None, 2.458,65.46,2016-04-15 19:00:00,12.2,16
None, None, 2.347,70.3,2016-04-15 20:00:00,11.52,16
None, None, 2.145,73.5,2016-04-15 21:00:00,10.88,16
None, None, 2.003,78.9,2016-04-15 22:00:00,10.05,16
None, None, 1.332,81.8,2016-04-15 23:00:00,8.65,16
None, None, 0.81,84.1,2016-04-16 00:00:00,8.08,16
None, None, 0.742999,84.8,2016-04-16 01:00:00,7.97,16
None, None, 1.285,84.4,2016-04-16 02:00:00,8.46,16
None, None, 0.786,84.8,2016-04-16 03:00:00,8.32,16
None, None, 0.705999,83.8,2016-04-16 04:00:00,8.78,16
None, None, 0.924,83.5,2016-04-16 05:00:00,8.73,16
None, None, 0.804,83.0,2016-04-16 06:00:00,8.87,16
None, None, 0.651,80.5,2016-04-16 07:00:00,9.28,16
None, None, 0.160999,78.4,2016-04-16 08:00:00,10.13,16
None, None, 0.658999,74.4,2016-04-16 09:00:00,10.49,16
None, None, 0.911,68.5,2016-04-16 10:00:00,11.24,16
None, None, 0.224,70.1,2016-04-16 11:00:00,11.55,16
