time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-12-23,5.0,0.6,-4.3,52
2016-12-24,0.0,-1.0,-7.8,52
2016-12-25,0.0,-2.0,-9.4,52
2016-12-26,0.0,0.4,-3.1,52
2016-12-27,0.0,2.7,-3.0,52
2016-12-28,0.0,1.7,-2.6,52
2016-12-29,6.0,2.5,-1.0,52
