AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
14.9, 0.0,2021-08-13 00:00:00, 11.3, 31.2,33
14.1, None,2021-08-13 01:00:00, None, None,33
13.5, None,2021-08-13 02:00:00, None, None,33
13.0, None,2021-08-13 03:00:00, None, None,33
12.5, None,2021-08-13 04:00:00, None, None,33
12.1, None,2021-08-13 05:00:00, None, None,33
11.3, None,2021-08-13 06:00:00, None, None,33
13.1, None,2021-08-13 07:00:00, None, None,33
15.3, None,2021-08-13 08:00:00, None, None,33
19.3, None,2021-08-13 09:00:00, None, None,33
24.0, None,2021-08-13 10:00:00, None, None,33
28.5, None,2021-08-13 11:00:00, None, None,33
30.7, None,2021-08-13 12:00:00, None, None,33
31.2, None,2021-08-13 13:00:00, None, None,33
30.0, None,2021-08-13 14:00:00, None, None,33
29.7, None,2021-08-13 15:00:00, None, None,33
28.4, None,2021-08-13 16:00:00, None, None,33
28.8, None,2021-08-13 17:00:00, None, None,33
27.0, None,2021-08-13 18:00:00, None, None,33
25.1, None,2021-08-13 19:00:00, None, None,33
24.2, None,2021-08-13 20:00:00, None, None,33
22.4, None,2021-08-13 21:00:00, None, None,33
20.0, None,2021-08-13 22:00:00, None, None,33
18.2, None,2021-08-13 23:00:00, None, None,33
17.1, 0.0,2021-08-14 00:00:00, 13.5, 23.6,33
16.6, None,2021-08-14 01:00:00, None, None,33
17.1, None,2021-08-14 02:00:00, None, None,33
16.5, None,2021-08-14 03:00:00, None, None,33
15.9, None,2021-08-14 04:00:00, None, None,33
18.5, None,2021-08-14 05:00:00, None, None,33
18.5, None,2021-08-14 06:00:00, None, None,33
19.4, None,2021-08-14 07:00:00, None, None,33
21.4, None,2021-08-14 08:00:00, None, None,33
21.9, None,2021-08-14 09:00:00, None, None,33
22.1, None,2021-08-14 10:00:00, None, None,33
22.5, None,2021-08-14 11:00:00, None, None,33
22.7, None,2021-08-14 12:00:00, None, None,33
23.6, None,2021-08-14 13:00:00, None, None,33
23.2, None,2021-08-14 14:00:00, None, None,33
23.6, None,2021-08-14 15:00:00, None, None,33
23.2, None,2021-08-14 16:00:00, None, None,33
23.2, None,2021-08-14 17:00:00, None, None,33
23.3, None,2021-08-14 18:00:00, None, None,33
22.0, None,2021-08-14 19:00:00, None, None,33
19.4, None,2021-08-14 20:00:00, None, None,33
16.4, None,2021-08-14 21:00:00, None, None,33
14.4, None,2021-08-14 22:00:00, None, None,33
