snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
182.0, None, None,2018-12-17 00:00:00, 2.4, None, None,51
182.0, None, None,2018-12-17 01:00:00, 2.4, None, None,51
182.0, None, None,2018-12-17 02:00:00, 2.6, None, None,51
183.0, None, None,2018-12-17 03:00:00, 2.3, None, None,51
182.0, None, None,2018-12-17 04:00:00, 1.7, None, None,51
183.0, None, None,2018-12-17 05:00:00, 0.9, None, None,51
183.0, None, None,2018-12-17 06:00:00, 0.5, None, None,51
183.0, None, None,2018-12-17 07:00:00, -0.4, None, None,51
186.0, None, None,2018-12-17 08:00:00, -0.3, None, None,51
186.0, None, None,2018-12-17 09:00:00, -0.2, None, None,51
187.0, None, None,2018-12-17 10:00:00, -0.3, None, None,51
188.0, None, None,2018-12-17 11:00:00, -0.3, None, None,51
188.0, None, None,2018-12-17 12:00:00, -0.3, None, None,51
188.0, None, None,2018-12-17 13:00:00, -0.4, None, None,51
188.0, None, None,2018-12-17 14:00:00, -0.5, None, None,51
189.0, None, None,2018-12-17 15:00:00, -0.6, None, None,51
190.0, 0.0, None,2018-12-17 16:00:00, -0.9, None, None,51
190.0, None, None,2018-12-17 17:00:00, -0.8, None, None,51
190.0, None, None,2018-12-17 18:00:00, -0.6, None, None,51
190.0, None, None,2018-12-17 19:00:00, 0.0, None, None,51
190.0, None, None,2018-12-17 20:00:00, 0.2, None, None,51
190.0, None, None,2018-12-17 21:00:00, 0.2, None, None,51
190.0, None, None,2018-12-17 22:00:00, 0.0, None, None,51
190.0, None, None,2018-12-17 23:00:00, -0.3, None, None,51
190.0, None, None,2018-12-18 00:00:00, -0.6, None, None,51
190.0, None, None,2018-12-18 01:00:00, -0.9, None, None,51
190.0, None, None,2018-12-18 02:00:00, -1.2, None, None,51
191.0, None, None,2018-12-18 03:00:00, -1.1, None, None,51
193.0, None, None,2018-12-18 04:00:00, -0.5, None, None,51
194.0, None, None,2018-12-18 05:00:00, -0.1, None, None,51
196.0, None, None,2018-12-18 06:00:00, -0.3, None, None,51
200.0, None, None,2018-12-18 07:00:00, -0.2, None, None,51
203.0, None, None,2018-12-18 08:00:00, -0.3, None, None,51
204.0, None, None,2018-12-18 09:00:00, -0.3, None, None,51
206.0, None, None,2018-12-18 10:00:00, -0.4, None, None,51
206.0, None, None,2018-12-18 11:00:00, -0.3, None, None,51
207.0, None, None,2018-12-18 12:00:00, -0.2, None, None,51
208.0, None, None,2018-12-18 13:00:00, -0.2, None, None,51
209.0, None, None,2018-12-18 14:00:00, -0.1, None, None,51
211.0, None, None,2018-12-18 15:00:00, -0.1, None, None,51
212.0, 0.0, None,2018-12-18 16:00:00, 0.0, None, None,51
214.0, None, None,2018-12-18 17:00:00, -0.1, None, None,51
215.0, None, None,2018-12-18 18:00:00, -0.3, None, None,51
215.0, None, None,2018-12-18 19:00:00, -0.4, None, None,51
217.0, None, None,2018-12-18 20:00:00, -0.8, None, None,51
221.0, None, None,2018-12-18 21:00:00, -0.8, None, None,51
223.0, None, None,2018-12-18 22:00:00, -0.6, None, None,51
223.0, None, None,2018-12-18 23:00:00, -0.9, None, None,51
225.0, None, None,2018-12-19 00:00:00, -1.0, None, None,51
226.0, None, None,2018-12-19 01:00:00, -1.1, None, None,51
227.0, None, None,2018-12-19 02:00:00, -1.2, None, None,51
230.0, None, None,2018-12-19 03:00:00, -1.2, None, None,51
230.0, None, None,2018-12-19 04:00:00, -1.3, None, None,51
232.0, None, None,2018-12-19 05:00:00, -1.4, None, None,51
233.0, None, None,2018-12-19 06:00:00, -1.6, None, None,51
233.0, None, None,2018-12-19 07:00:00, -1.9, None, None,51
233.0, None, None,2018-12-19 08:00:00, -1.9, None, None,51
234.0, None, None,2018-12-19 09:00:00, -1.8, None, None,51
236.0, None, None,2018-12-19 10:00:00, -2.1, None, None,51
236.0, None, None,2018-12-19 11:00:00, -2.2, None, None,51
238.0, None, None,2018-12-19 12:00:00, -2.1, None, None,51
239.0, None, None,2018-12-19 13:00:00, -2.0, None, None,51
240.0, None, None,2018-12-19 14:00:00, -1.7, None, None,51
242.0, None, None,2018-12-19 15:00:00, -1.7, None, None,51
244.0, 0.0, None,2018-12-19 16:00:00, -1.7, None, None,51
245.0, None, None,2018-12-19 17:00:00, -1.8, None, None,51
247.0, None, None,2018-12-19 18:00:00, -1.6, None, None,51
247.0, None, None,2018-12-19 19:00:00, -1.3, None, None,51
248.0, None, None,2018-12-19 20:00:00, -0.5, None, None,51
248.0, None, None,2018-12-19 21:00:00, -0.6, None, None,51
248.0, None, None,2018-12-19 22:00:00, -0.8, None, None,51
248.0, None, None,2018-12-19 23:00:00, -1.0, None, None,51
248.0, None, None,2018-12-20 00:00:00, -1.6, None, None,51
248.0, None, None,2018-12-20 01:00:00, -2.3, None, None,51
248.0, None, None,2018-12-20 02:00:00, -2.9, None, None,51
248.0, None, None,2018-12-20 03:00:00, -3.3, None, None,51
248.0, None, None,2018-12-20 04:00:00, -3.5, None, None,51
248.0, None, None,2018-12-20 05:00:00, -3.1, None, None,51
248.0, None, None,2018-12-20 06:00:00, -2.8, None, None,51
248.0, None, None,2018-12-20 07:00:00, -2.6, None, None,51
248.0, None, None,2018-12-20 08:00:00, -1.8, None, None,51
248.0, None, None,2018-12-20 09:00:00, -0.6, None, None,51
248.0, None, None,2018-12-20 10:00:00, -0.2, None, None,51
248.0, None, None,2018-12-20 11:00:00, 0.2, None, None,51
250.0, None, None,2018-12-20 12:00:00, 1.3, None, None,51
251.0, None, None,2018-12-20 13:00:00, 0.4, None, None,51
254.0, None, None,2018-12-20 14:00:00, 1.2, None, None,51
257.0, None, None,2018-12-20 15:00:00, 1.5, None, None,51
258.0, 0.0, None,2018-12-20 16:00:00, 1.8, None, None,51
258.0, None, None,2018-12-20 17:00:00, 2.9, None, None,51
258.0, None, None,2018-12-20 18:00:00, 2.2, None, None,51
258.0, None, None,2018-12-20 19:00:00, 2.0, None, None,51
258.0, None, None,2018-12-20 20:00:00, 1.8, None, None,51
258.0, None, None,2018-12-20 21:00:00, 1.7, None, None,51
257.0, None, None,2018-12-20 22:00:00, 0.9, None, None,51
257.0, None, None,2018-12-20 23:00:00, 0.0, None, None,51
257.0, None, None,2018-12-21 00:00:00, -1.0, None, None,51
257.0, None, None,2018-12-21 01:00:00, -1.9, None, None,51
258.0, None, None,2018-12-21 02:00:00, -2.7, None, None,51
259.0, None, None,2018-12-21 03:00:00, -3.0, None, None,51
258.0, None, None,2018-12-21 04:00:00, -3.1, None, None,51
258.0, None, None,2018-12-21 05:00:00, -3.6, None, None,51
258.0, None, None,2018-12-21 06:00:00, -3.9, None, None,51
258.0, None, None,2018-12-21 07:00:00, -4.5, None, None,51
260.0, None, None,2018-12-21 08:00:00, -5.0, None, None,51
264.0, None, None,2018-12-21 09:00:00, -5.8, None, None,51
268.0, None, None,2018-12-21 10:00:00, -6.4, None, None,51
269.0, None, None,2018-12-21 11:00:00, -6.8, None, None,51
270.0, None, None,2018-12-21 12:00:00, -7.2, None, None,51
270.0, None, None,2018-12-21 13:00:00, -7.3, None, None,51
269.0, None, None,2018-12-21 14:00:00, -7.3, None, None,51
269.0, None, None,2018-12-21 15:00:00, -7.5, None, None,51
269.0, 0.0, None,2018-12-21 16:00:00, -7.2, None, None,51
269.0, None, None,2018-12-21 17:00:00, -7.0, None, None,51
269.0, None, None,2018-12-21 18:00:00, -6.9, None, None,51
269.0, None, None,2018-12-21 19:00:00, -6.9, None, None,51
269.0, None, None,2018-12-21 20:00:00, -6.7, None, None,51
269.0, None, None,2018-12-21 21:00:00, -6.2, None, None,51
269.0, None, None,2018-12-21 22:00:00, -6.5, None, None,51
269.0, None, None,2018-12-21 23:00:00, -6.7, None, None,51
