wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
13.0, 98.0, None, 0.0, -6.3, 0.2, -6.0, -5.7, 347.0, 0.0, 0.0, 97.0,2022-12-10 00:00:00,50
7.0, 97.0, 0.2, 0.0, -6.1, 0.1, -5.7, -5.7, 13.0, 0.0, 0.0, 100.0,2022-12-10 01:00:00,50
42.0, 100.0, 0.1, 0.0, -5.7, 0.4, -5.7, -5.0, 7.0, 0.0, 0.0, 99.0,2022-12-10 02:00:00,50
41.0, 99.0, 0.4, 0.0, -5.1, 0.1, -5.0, -4.8, 42.0, 0.0, 0.0, 100.0,2022-12-10 03:00:00,50
149.0, 100.0, 0.1, 0.0, -4.8, 0.0, -4.8, -4.6, 41.0, 0.0, 0.0, 100.0,2022-12-10 04:00:00,50
185.0, 100.0, None, 0.0, -4.6, 0.0, -4.6, -4.5, 149.0, 0.0, 0.0, 99.0,2022-12-10 05:00:00,50
275.0, 99.0, None, 0.0, -4.6, 0.0, -4.5, -4.7, 185.0, 0.0, 0.0, 100.0,2022-12-10 06:00:00,50
266.0, 100.0, None, 0.0, -4.7, 0.0, -4.7, -4.5, 275.0, 0.0, 0.0, 100.0,2022-12-10 07:00:00,50
4.0, 100.0, None, 0.0, -4.5, 0.0, -4.5, -4.0, 266.0, 0.0, 0.0, 100.0,2022-12-10 08:00:00,50
4.0, 100.0, None, 0.0, -4.0, 0.1, -4.0, -2.8, 4.0, 0.0, 0.0, 97.0,2022-12-10 09:00:00,50
4.0, 97.0, 0.1, 0.0, -3.2, 0.0, -2.8, -2.6, 4.0, 0.0, 0.0, 97.0,2022-12-10 10:00:00,50
4.0, 97.0, None, 0.0, -3.0, 0.0, -2.6, -2.5, 4.0, 0.0, 0.0, 96.0,2022-12-10 11:00:00,50
2.0, 96.0, None, 0.0, -3.0, 0.2, -2.5, -2.2, 4.0, 0.0, 0.0, 96.0,2022-12-10 12:00:00,50
181.0, 96.0, 0.2, 0.0, -2.8, 0.1, -2.2, -2.2, 2.0, 0.0, 0.0, 100.0,2022-12-10 13:00:00,50
171.0, 100.0, 0.1, 0.0, -2.2, 0.0, -2.2, -2.4, 181.0, 0.0, 0.0, 100.0,2022-12-10 14:00:00,50
121.0, 100.0, None, 0.0, -2.4, 0.0, -2.4, -2.7, 171.0, 0.0, 0.0, 100.0,2022-12-10 15:00:00,50
105.0, 100.0, None, 0.0, -2.7, 0.0, -2.7, -2.8, 121.0, 0.0, 0.0, 100.0,2022-12-10 16:00:00,50
167.0, 100.0, None, 0.0, -2.8, 0.0, -2.8, -2.8, 105.0, 0.0, 0.0, 100.0,2022-12-10 17:00:00,50
156.0, 100.0, None, 0.0, -2.8, 0.0, -2.8, -2.8, 167.0, 0.0, 0.0, 100.0,2022-12-10 18:00:00,50
169.0, 100.0, None, 0.0, -2.8, 0.0, -2.8, -2.8, 156.0, 0.0, 0.0, 100.0,2022-12-10 19:00:00,50
166.0, 100.0, None, 0.0, -2.8, 0.0, -2.8, -2.9, 169.0, 0.0, 0.0, 100.0,2022-12-10 20:00:00,50
114.0, 100.0, None, 0.0, -2.9, 0.0, -2.9, -3.0, 166.0, 0.0, 0.0, 100.0,2022-12-10 21:00:00,50
120.0, 100.0, None, 0.0, -3.0, 0.0, -3.0, -3.0, 114.0, 0.0, 0.0, 100.0,2022-12-10 22:00:00,50
, 100.0, None, None, -3.0, None, -3.0, None, 120.0, 0.0, 0.0, None,2022-12-10 23:00:00,50
3.0, 100.0, None, 0.0, -3.0, 0.0, -3.0, -3.1, 3.0, 0.0, 0.0, 100.0,2022-12-11 00:00:00,50
3.0, 100.0, None, 0.0, -3.1, 0.0, -3.1, -3.1, 3.0, 0.0, 0.0, 100.0,2022-12-11 01:00:00,50
3.0, 100.0, None, 0.0, -3.1, 0.0, -3.1, -2.9, 3.0, 0.0, 0.0, 100.0,2022-12-11 02:00:00,50
3.0, 100.0, None, 0.0, -2.9, 0.0, -2.9, -2.9, 3.0, 0.0, 0.0, 100.0,2022-12-11 03:00:00,50
3.0, 100.0, None, 0.0, -2.9, 0.0, -2.9, -2.9, 3.0, 0.0, 0.0, 100.0,2022-12-11 04:00:00,50
3.0, 100.0, None, 0.0, -2.9, 0.0, -2.9, -2.9, 3.0, 0.0, 0.0, 100.0,2022-12-11 05:00:00,50
3.0, 100.0, None, 0.0, -2.9, 0.0, -2.9, -3.0, 3.0, 0.0, 0.0, 100.0,2022-12-11 06:00:00,50
3.0, 100.0, None, 0.0, -3.0, 0.0, -3.0, -2.8, 3.0, 0.0, 0.0, 100.0,2022-12-11 07:00:00,50
3.0, 100.0, None, 0.0, -2.8, 0.0, -2.8, -2.0, 3.0, 0.0, 0.0, 100.0,2022-12-11 08:00:00,50
4.0, 100.0, None, 0.0, -2.0, 0.0, -2.0, -0.6, 3.0, 0.0, 0.0, 100.0,2022-12-11 09:00:00,50
55.0, 100.0, None, 0.0, -0.6, 0.0, -0.6, 0.1, 4.0, 0.0, 0.0, 95.0,2022-12-11 10:00:00,50
71.0, 95.0, None, 0.0, -0.6, 0.0, 0.1, 1.2, 55.0, 0.0, 0.0, 89.0,2022-12-11 11:00:00,50
53.0, 89.0, None, 0.0, -0.4, 0.0, 1.2, 0.6, 71.0, 0.0, 0.0, 92.0,2022-12-11 12:00:00,50
94.0, 92.0, None, 0.0, -0.5, 0.0, 0.6, 2.0, 53.0, 0.0, 0.0, 87.0,2022-12-11 13:00:00,50
112.0, 87.0, None, 0.0, 0.1, 0.0, 2.0, 0.3, 94.0, 0.0, 0.0, 94.0,2022-12-11 14:00:00,50
169.0, 94.0, None, 0.0, -0.6, 0.0, 0.3, -1.3, 112.0, 0.0, 0.0, 100.0,2022-12-11 15:00:00,50
357.0, 100.0, None, 0.0, -1.3, 0.0, -1.3, -2.0, 169.0, 0.0, 0.0, 100.0,2022-12-11 16:00:00,50
9.0, 100.0, None, 0.0, -2.0, 0.0, -2.0, -2.2, 357.0, 0.0, 0.0, 100.0,2022-12-11 17:00:00,50
2.0, 100.0, None, 0.0, -2.2, 0.0, -2.2, -2.4, 9.0, 0.0, 0.0, 100.0,2022-12-11 18:00:00,50
30.0, 100.0, None, 0.0, -2.4, 0.0, -2.4, -2.5, 2.0, 0.0, 0.0, 100.0,2022-12-11 19:00:00,50
233.0, 100.0, None, 0.0, -2.5, 0.0, -2.5, -2.6, 30.0, 0.0, 0.0, 100.0,2022-12-11 20:00:00,50
242.0, 100.0, None, 0.0, -2.6, 0.0, -2.6, -2.3, 233.0, 0.0, 0.0, 100.0,2022-12-11 21:00:00,50
236.0, 100.0, None, 0.0, -2.3, 0.0, -2.3, -2.2, 242.0, 0.0, 0.0, 100.0,2022-12-11 22:00:00,50
, 100.0, None, None, -2.2, None, -2.2, None, 236.0, 0.0, 0.0, None,2022-12-11 23:00:00,50
112.0, 100.0, None, 0.0, -2.3, 0.0, -2.3, -2.4, 236.0, 0.0, 0.0, 100.0,2022-12-12 00:00:00,50
47.0, 100.0, None, 0.0, -2.4, 0.1, -2.4, -2.5, 112.0, 0.0, 0.0, 100.0,2022-12-12 01:00:00,50
275.0, 100.0, 0.1, 0.0, -2.5, 1.1, -2.5, -2.5, 47.0, 0.0, 0.0, 100.0,2022-12-12 02:00:00,50
259.0, 100.0, 1.1, 0.0, -2.5, 3.1, -2.5, -2.7, 275.0, 0.0, 0.0, 100.0,2022-12-12 03:00:00,50
262.0, 100.0, 3.1, 0.0, -2.7, 1.3, -2.7, -2.9, 259.0, 0.0, 0.0, 97.0,2022-12-12 04:00:00,50
250.0, 97.0, 1.3, 0.0, -3.3, 0.2, -2.9, -3.3, 262.0, 0.0, 0.0, 94.0,2022-12-12 05:00:00,50
285.0, 94.0, 0.2, 0.0, -4.1, 0.6, -3.3, -3.4, 250.0, 0.0, 0.0, 92.0,2022-12-12 06:00:00,50
264.0, 92.0, 0.6, 0.0, -4.5, 5.8, -3.4, -4.2, 285.0, 0.0, 0.0, 92.0,2022-12-12 07:00:00,50
260.0, 92.0, 5.8, 0.0, -5.3, 7.6, -4.2, -4.0, 264.0, 0.0, 0.0, 88.0,2022-12-12 08:00:00,50
272.0, 88.0, 7.6, 0.0, -5.7, 5.6, -4.0, -3.1, 260.0, 0.0, 0.0, 89.0,2022-12-12 09:00:00,50
247.0, 89.0, 5.6, 0.0, -4.7, 4.6, -3.1, -2.3, 272.0, 0.0, 0.0, 85.0,2022-12-12 10:00:00,50
251.0, 85.0, 4.6, 0.0, -4.5, 4.9, -2.3, -2.3, 247.0, 0.0, 0.0, 86.0,2022-12-12 11:00:00,50
93.0, 86.0, 4.9, 0.0, -4.3, 1.8, -2.3, -2.1, 251.0, 0.0, 0.0, 98.0,2022-12-12 12:00:00,50
49.0, 98.0, 1.8, 0.0, -2.4, 2.5, -2.1, -2.9, 93.0, 0.0, 0.0, 100.0,2022-12-12 13:00:00,50
22.0, 100.0, 2.5, 0.0, -2.9, 0.5, -2.9, -3.7, 49.0, 0.0, 0.0, 100.0,2022-12-12 14:00:00,50
113.0, 100.0, 0.5, 0.0, -3.7, 1.0, -3.7, -4.2, 22.0, 0.0, 0.0, 100.0,2022-12-12 15:00:00,50
63.0, 100.0, None, 0.0, -4.2, 1.7, -4.2, -4.7, 113.0, 0.0, 0.0, 100.0,2022-12-12 16:00:00,50
84.0, 100.0, 1.7, 0.0, -4.7, 1.7, -4.7, -5.1, 63.0, 0.0, 0.0, 100.0,2022-12-12 17:00:00,50
95.0, 100.0, 1.7, 0.0, -5.1, 1.5, -5.1, -5.5, 84.0, 0.0, 0.0, 100.0,2022-12-12 18:00:00,50
114.0, 100.0, 1.5, 0.0, -5.5, 0.5, -5.5, -5.9, 95.0, 0.0, 0.0, 100.0,2022-12-12 19:00:00,50
58.0, None, None, 0.0, None, 1.5, None, -6.1, None, None, None, 100.0,2022-12-12 20:00:00,50
39.0, 100.0, 1.5, 0.0, -6.1, 1.8, -6.1, -6.3, 58.0, 0.0, 0.0, 100.0,2022-12-12 21:00:00,50
58.0, 100.0, 1.8, 0.0, -6.3, 0.2, -6.3, -6.5, 39.0, 0.0, 0.0, 100.0,2022-12-12 22:00:00,50
, 100.0, 0.2, None, -6.5, None, -6.5, None, 58.0, 0.0, 0.0, None,2022-12-12 23:00:00,50
90.0, 100.0, 1.2, 0.0, -6.6, 1.2, -6.6, -6.7, 52.0, 0.0, 0.0, 100.0,2022-12-13 00:00:00,50
80.0, 100.0, 1.2, 0.0, -6.7, 0.0, -6.7, -6.8, 90.0, 0.0, 0.0, 100.0,2022-12-13 01:00:00,50
54.0, 100.0, None, 0.0, -6.8, 0.5, -6.8, -6.9, 80.0, 0.0, 0.0, 100.0,2022-12-13 02:00:00,50
186.0, 100.0, 0.5, 0.0, -6.9, 0.0, -6.9, -7.0, 54.0, 0.0, 0.0, 100.0,2022-12-13 03:00:00,50
208.0, 100.0, None, 0.0, -7.0, 0.0, -7.0, -7.1, 186.0, 0.0, 0.0, 100.0,2022-12-13 04:00:00,50
127.0, 100.0, None, 0.0, -7.1, 0.3, -7.1, -7.0, 208.0, 0.0, 0.0, 100.0,2022-12-13 05:00:00,50
79.0, 100.0, 0.3, 0.0, -7.0, 1.6, -7.0, -7.2, 127.0, 0.0, 0.0, 100.0,2022-12-13 06:00:00,50
49.0, 100.0, 1.6, 0.0, -7.2, 1.5, -7.2, -7.2, 79.0, 0.0, 0.0, 99.0,2022-12-13 07:00:00,50
75.0, 99.0, 1.5, 0.0, -7.3, 1.8, -7.2, -6.8, 49.0, 0.0, 0.0, 97.0,2022-12-13 08:00:00,50
115.0, 97.0, 1.8, 0.0, -7.2, 0.1, -6.8, -6.3, 75.0, 0.0, 0.0, 96.0,2022-12-13 09:00:00,50
50.0, 96.0, 0.1, 0.0, -6.8, 2.6, -6.3, -6.3, 115.0, 0.0, 0.0, 94.0,2022-12-13 10:00:00,50
58.0, 94.0, 2.6, 0.0, -7.1, 1.3, -6.3, -5.4, 50.0, 0.0, 0.0, 94.0,2022-12-13 11:00:00,50
60.0, 94.0, 1.3, 0.0, -6.2, 2.4, -5.4, -5.6, 58.0, 0.0, 0.0, 95.0,2022-12-13 12:00:00,50
5.0, 95.0, 2.4, 0.0, -6.3, 0.8, -5.6, -5.5, 60.0, 0.0, 0.0, 94.0,2022-12-13 13:00:00,50
35.0, 94.0, 0.8, 0.0, -6.3, 2.5, -5.5, -5.8, 5.0, 0.0, 0.0, 95.0,2022-12-13 14:00:00,50
316.0, 95.0, 2.5, 0.0, -6.5, 0.0, -5.8, -6.0, 35.0, 0.0, 0.0, 98.0,2022-12-13 15:00:00,50
14.0, 98.0, None, 0.0, -6.3, 0.0, -6.0, -6.0, 316.0, 0.0, 0.0, 99.0,2022-12-13 16:00:00,50
307.0, 99.0, None, 0.0, -6.1, 0.1, -6.0, -6.0, 14.0, 0.0, 0.0, 99.0,2022-12-13 17:00:00,50
307.0, 99.0, 0.1, 0.0, -6.1, 0.0, -6.0, -6.0, 307.0, 0.0, 0.0, 100.0,2022-12-13 18:00:00,50
162.0, 100.0, None, 0.0, -6.0, 0.1, -6.0, -6.0, 307.0, 0.0, 0.0, 100.0,2022-12-13 19:00:00,50
144.0, 100.0, 0.1, 0.0, -6.0, 0.6, -6.0, -6.1, 162.0, 0.0, 0.0, 100.0,2022-12-13 20:00:00,50
174.0, 100.0, 0.6, 0.0, -6.1, 0.0, -6.1, -6.3, 144.0, 0.0, 0.0, 99.0,2022-12-13 21:00:00,50
40.0, 99.0, None, 0.0, -6.4, 0.2, -6.3, -6.4, 174.0, 0.0, 0.0, 99.0,2022-12-13 22:00:00,50
, 99.0, 0.2, None, -6.5, None, -6.4, None, 40.0, 0.0, 0.0, None,2022-12-13 23:00:00,50
345.0, 100.0, 1.3, 0.0, -6.4, 1.2, -6.4, -6.7, 139.0, 0.0, 0.0, 100.0,2022-12-14 00:00:00,50
276.0, 100.0, 1.2, 0.0, -6.7, 1.7, -6.7, -6.7, 345.0, 0.0, 0.0, 100.0,2022-12-14 01:00:00,50
22.0, 100.0, 1.7, 0.0, -6.7, 0.2, -6.7, -6.7, 276.0, 0.0, 0.0, 100.0,2022-12-14 02:00:00,50
