air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
16.0, 15.2, 9.2, 64.0, 69.0, 0.0, 0.0, 9.0, 0.0,2021-07-30 00:00:00,31
15.5, 15.2, 9.2, 66.0, 63.0, 0.0, 0.0, 8.0, 0.0,2021-07-30 01:00:00,31
15.2, 15.1, 9.6, 69.0, 56.0, 0.0, 0.0, 9.0, 0.0,2021-07-30 02:00:00,31
15.1, None, 6.4, 56.0, None, 0.0, 0.0, 9.0, None,2021-07-30 04:00:00,31
None, 16.5, None, None, 46.0, None, None, None, 0.0,2021-07-30 05:00:00,31
None, 19.1, None, None, 40.0, None, None, None, 0.0,2021-07-30 06:00:00,31
16.5, 22.0, 4.9, 46.0, 38.0, None, 0.0, 8.0, 0.0,2021-07-30 07:00:00,31
19.1, 21.3, 5.2, 40.0, 50.0, None, 0.0, 8.0, 0.0,2021-07-30 08:00:00,31
None, 23.5, None, None, 41.0, None, None, None, 0.0,2021-07-30 09:00:00,31
21.3, 24.2, 10.5, 50.0, 35.0, None, 0.0, 4.0, 0.0,2021-07-30 10:00:00,31
23.5, 24.7, 9.5, 41.0, 35.0, None, 0.0, 4.0, 0.0,2021-07-30 11:00:00,31
24.2, 24.8, 7.8, 35.0, 35.0, None, 0.0, 5.0, 0.0,2021-07-30 12:00:00,31
24.7, 25.9, 8.2, 35.0, 33.0, None, 0.0, 5.0, 0.0,2021-07-30 13:00:00,31
24.8, 25.5, 8.3, 35.0, 36.0, None, 0.0, 6.0, 0.0,2021-07-30 14:00:00,31
25.9, 24.9, 8.4, 33.0, 40.0, None, 0.0, 5.0, 0.0,2021-07-30 15:00:00,31
25.5, 23.6, 9.3, 36.0, 42.0, None, 0.0, 5.0, 0.0,2021-07-30 16:00:00,31
None, 23.0, None, None, 44.0, None, None, None, 0.0,2021-07-30 17:00:00,31
None, 22.7, None, None, 42.0, None, None, None, 0.0,2021-07-30 18:00:00,31
None, 19.4, None, None, 55.0, None, None, None, 0.0,2021-07-30 19:00:00,31
22.7, 16.6, 9.1, 42.0, 59.0, None, 0.0, 5.0, 0.0,2021-07-30 20:00:00,31
19.4, 16.5, 10.1, 55.0, 59.0, None, 0.0, 7.0, 0.0,2021-07-30 21:00:00,31
None, 16.4, None, None, 60.0, None, None, None, 0.0,2021-07-30 22:00:00,31
None, 16.8, None, None, 56.0, None, None, None, 0.0,2021-07-30 23:00:00,31
16.4, 16.8, 8.6, 60.0, 51.0, None, 0.0, 9.0, 0.0,2021-07-31 00:00:00,31
16.8, 16.8, 8.0, 56.0, 52.0, None, 0.0, 9.0, 0.0,2021-07-31 01:00:00,31
None, 17.4, None, None, 49.0, None, None, None, 0.0,2021-07-31 02:00:00,31
16.8, 17.2, 6.9, 52.0, 52.0, None, 0.0, 8.0, 0.0,2021-07-31 03:00:00,31
None, 17.0, None, None, 53.0, None, None, None, 0.0,2021-07-31 04:00:00,31
None, 17.0, None, None, 54.0, None, None, None, 0.0,2021-07-31 05:00:00,31
17.0, 20.6, 7.4, 53.0, 44.0, 0.0, 0.0, 8.0, 0.0,2021-07-31 06:00:00,31
17.0, 23.5, 7.6, 54.0, 38.0, 0.0, 0.0, 9.0, 0.0,2021-07-31 07:00:00,31
20.6, 22.8, 7.9, 44.0, 46.0, 0.0, 0.0, 8.0, 0.0,2021-07-31 08:00:00,31
23.5, 24.2, 8.4, 38.0, 39.0, 0.0, 0.0, 3.0, 0.0,2021-07-31 09:00:00,31
None, 25.0, None, None, 37.0, None, None, None, 0.0,2021-07-31 10:00:00,31
None, 26.2, None, None, 38.0, None, None, None, 0.0,2021-07-31 11:00:00,31
25.0, 26.0, 9.3, 37.0, 40.0, 0.0, 0.0, 4.0, 0.0,2021-07-31 12:00:00,31
26.2, 25.6, 10.8, 38.0, 36.0, 0.0, 0.0, 4.0, 0.0,2021-07-31 13:00:00,31
26.0, 25.9, 11.4, 40.0, 39.0, 0.0, 0.0, 4.0, 0.0,2021-07-31 14:00:00,31
None, 25.9, None, None, 40.0, None, None, None, 0.0,2021-07-31 15:00:00,31
None, 24.5, None, None, 44.0, None, None, None, 0.0,2021-07-31 16:00:00,31
None, 22.6, None, None, 49.0, None, None, None, 0.0,2021-07-31 17:00:00,31
None, 22.2, None, None, 54.0, None, None, None, 0.0,2021-07-31 18:00:00,31
22.6, 18.8, 11.4, 49.0, 67.0, 0.0, 0.0, None, 0.0,2021-07-31 19:00:00,31
22.2, 16.9, 12.5, 54.0, 70.0, 0.0, 0.0, 4.0, 0.0,2021-07-31 20:00:00,31
18.8, 17.1, 12.5, 67.0, 64.0, 0.0, 0.0, 7.0, 0.0,2021-07-31 21:00:00,31
16.9, 16.8, 11.4, 70.0, 66.0, 0.0, 0.0, 8.0, 0.0,2021-07-31 22:00:00,31
