TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-0.817,0.6,70.0,7.02,793.85,0.0,9.94,2018-04-30 00:00:00,336.9, None,18
-1.356,0.6,70.2,4.48,793.85,0.0,7.8,2018-04-30 01:00:00,341.2, None,18
-1.498,0.6,70.9,5.26,793.95,0.0,7.6,2018-04-30 02:00:00,349.6, None,18
-1.613,0.6,70.4,5.65,794.05,0.0,8.58,2018-04-30 03:00:00,346.8, None,18
-2.218,0.6,70.2,5.26,794.05,0.0,7.21,2018-04-30 04:00:00,344.0, None,18
-1.958,19.4,70.5,4.87,794.15,0.0,7.02,2018-04-30 05:00:00,345.4, None,18
-1.498,234.4,69.6,5.26,794.45,0.0,8.38,2018-04-30 06:00:00,345.4, None,18
-0.93,399.4,67.1,6.24,794.85,0.0,9.74,2018-04-30 07:00:00,345.4, None,18
-0.088,564.4,64.0,4.68,794.95,0.0,8.58,2018-04-30 08:00:00,334.1, None,18
0.77,700.6,60.7,3.12,795.25,0.0,6.43,2018-04-30 09:00:00,299.0, None,18
1.913,801.9,61.0,2.14,795.35,0.0,4.68,2018-04-30 10:00:00,265.3, None,18
2.155,878.1,59.6,3.12,795.15,0.0,6.43,2018-04-30 11:00:00,242.9, None,18
3.354,884.4,55.1,3.9,794.85,0.0,8.77,2018-04-30 12:00:00,256.9, None,18
3.749,866.9,50.2,5.26,794.55,0.0,11.5,2018-04-30 13:00:00,230.2, None,18
3.722,603.1,46.9,6.24,794.15,0.0,11.3,2018-04-30 14:00:00,224.6, None,18
3.827,405.6,46.3,6.24,793.75,0.0,10.13,2018-04-30 15:00:00,224.6, None,18
3.168,144.4,44.2,6.82,793.65,0.0,11.69,2018-04-30 16:00:00,273.8, None,18
2.717,188.1,45.6,6.63,793.25,0.0,10.13,2018-04-30 17:00:00,293.4, None,18
2.236,63.1,49.5,6.63,792.95,0.0,10.52,2018-04-30 18:00:00,273.8, None,18
1.751,5.6,56.0,6.82,792.65,0.0,10.13,2018-04-30 19:00:00,286.4, None,18
1.453,0.6,57.2,8.19,792.35,0.0,14.42,2018-04-30 20:00:00,294.8, None,18
-1.384,0.6,68.7,10.33,792.35,0.0,18.71,2018-04-30 21:00:00,308.9, None,18
-2.218,0.6,92.3,12.86,792.35,0.0,17.35,2018-04-30 22:00:00,339.7, None,18
-1.929,0.6,90.6,9.94,792.85,0.0,15.4,2018-04-30 23:00:00,339.7, None,18
-1.986,0.6,89.8,10.52,792.95,0.0,15.79,2018-05-01 00:00:00,339.7, None,18
-1.958,0.6,87.8,10.52,792.95,0.0,14.81,2018-05-01 01:00:00,335.5, None,18
-2.305,0.6,88.4,9.36,793.25,0.0,13.64,2018-05-01 02:00:00,338.3, None,18
-2.305,0.6,86.5,8.38,793.45,0.0,12.67,2018-05-01 03:00:00,338.3, None,18
-2.508,0.6,85.8,6.63,793.85,0.0,10.91,2018-05-01 04:00:00,341.2, None,18
-2.218,64.4,82.3,5.26,794.15,0.0,9.16,2018-05-01 05:00:00,349.6, None,18
-2.508,240.6,82.0,6.04,794.35,0.0,8.97,2018-05-01 06:00:00,339.7, None,18
-2.247,406.9,79.1,6.82,794.65,0.0,9.36,2018-05-01 07:00:00,341.2, None,18
-1.613,583.1,80.4,6.04,795.15,0.0,8.97,2018-05-01 08:00:00,346.8, None,18
-1.015,711.9,78.4,4.48,795.55,0.0,10.33,2018-05-01 09:00:00,324.3, None,18
-0.423,763.1,70.6,5.46,795.65,0.0,11.3,2018-05-01 10:00:00,313.1, None,18
-0.199,464.4,69.1,5.26,795.75,0.0,11.11,2018-05-01 11:00:00,294.8, None,18
0.577,383.1,68.0,5.07,795.75,0.0,12.67,2018-05-01 12:00:00,299.0, None,18
1.94,599.4,64.5,5.46,795.95,0.0,12.28,2018-05-01 13:00:00,282.2, None,18
2.37,271.9,60.6,5.26,796.05,0.0,11.89,2018-05-01 14:00:00,268.1, None,18
2.503,819.4,58.3,5.07,795.85,0.0,10.13,2018-05-01 15:00:00,268.1, None,18
3.116,553.1,56.4,5.26,795.75,0.0,11.89,2018-05-01 16:00:00,269.6, None,18
3.063,348.1,55.8,5.85,795.65,0.0,12.28,2018-05-01 17:00:00,282.2, None,18
2.503,133.1,57.8,6.43,795.55,0.0,11.3,2018-05-01 18:00:00,289.2, None,18
2.128,6.9,60.9,6.04,795.75,0.0,10.52,2018-05-01 19:00:00,296.2, None,18
2.047,0.6,63.3,6.82,795.95,0.0,9.36,2018-05-01 20:00:00,299.0, None,18
1.967,0.6,65.8,7.02,796.05,0.0,10.13,2018-05-01 21:00:00,296.2, None,18
1.913,0.6,66.8,6.63,795.85,0.0,9.16,2018-05-01 22:00:00,297.6, None,18
1.697,0.6,66.9,4.68,795.75,0.0,7.99,2018-05-01 23:00:00,307.5, None,18
1.94,0.6,66.2,3.7,795.55,0.0,6.82,2018-05-02 00:00:00,314.5, None,18
1.615,0.6,69.2,5.07,795.35,0.0,8.58,2018-05-02 01:00:00,311.7, None,18
1.044,0.6,75.8,7.41,795.25,0.0,11.69,2018-05-02 02:00:00,313.1, None,18
0.605,0.6,83.0,6.43,795.45,0.0,10.91,2018-05-02 03:00:00,314.5, None,18
0.384,0.6,89.0,5.07,795.35,0.0,7.6,2018-05-02 04:00:00,308.9, None,18
0.246,16.9,92.7,5.65,795.05,0.0,8.77,2018-05-02 05:00:00,304.7, None,18
0.273,95.6,92.9,6.82,795.15,0.0,10.52,2018-05-02 06:00:00,315.9, None,18
1.208,325.6,86.0,6.24,795.25,0.0,11.11,2018-05-02 07:00:00,308.9, None,18
1.208,385.6,83.0,4.09,795.45,0.0,6.43,2018-05-02 08:00:00,299.0, None,18
1.235,335.6,83.3,4.48,795.45,0.0,7.21,2018-05-02 09:00:00,293.4, None,18
2.584,1054.4,81.0,4.68,795.75,0.0,7.8,2018-05-02 10:00:00,300.4, None,18
3.089,619.4,76.0,4.29,795.85,0.0,8.97,2018-05-02 11:00:00,272.4, None,18
3.142,320.6,70.2,6.43,795.55,0.0,9.94,2018-05-02 12:00:00,258.3, None,18
2.797,241.9,68.9,6.63,795.85,0.0,9.36,2018-05-02 13:00:00,272.4, None,18
3.801,445.6,69.8,6.43,795.75,0.0,9.94,2018-05-02 14:00:00,283.6, None,18
