pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -9.54,74.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 00:00:00, None, None, 82.6,10
None, None, -9.5,79.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 01:00:00, None, None, 82.5,10
None, None, -9.41,82.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 02:00:00, None, None, 82.5,10
None, None, -8.72,82.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 03:00:00, None, None, 82.5,10
None, None, -8.18,82.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 04:00:00, None, None, 82.4,10
None, None, -7.89,82.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 05:00:00, None, None, 82.4,10
None, None, -8.13,84.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 06:00:00, None, None, 82.4,10
None, None, -8.38,84.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 07:00:00, None, None, 82.4,10
None, None, -8.14,84.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 08:00:00, None, None, 82.3,10
None, None, -5.991,72.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 09:00:00, None, None, 82.2,10
