time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2017-03-05,0.0,3.3,-1.4,10
2017-03-06,3.0,5.0,-6.8,10
2017-03-07,3.0,5.5,-5.2,10
2017-03-08,2.0,3.4,-5.7,10
2017-03-09,7.0,1.6,-7.5,10
2017-03-10,2.0,5.2,0.0,10
2017-03-11,3.0,6.2,1.1,10
