station_observations
WDIR_VECT, BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
62.3, 993.0, -0.6, 2.655, 95.9, 95.9, 2020-01-01 00:00:00, -0.616998
62.3, 993.0, -0.6, None, 95.9, None, 2020-01-01 01:00:00, None
68.0, 993.0, -0.7, None, 96.0, None, 2020-01-01 02:00:00, None
71.0, 992.0, -0.8, None, 95.9, None, 2020-01-01 03:00:00, None
81.1, 992.0, -0.8, None, 95.9, None, 2020-01-01 04:00:00, None
125.7, 992.0, -0.9, None, 95.9, None, 2020-01-01 05:00:00, None
116.0, 992.0, -1.0, None, 95.9, None, 2020-01-01 06:00:00, None
119.4, 991.0, -1.1, None, 95.8, None, 2020-01-01 07:00:00, None
123.9, 990.0, -1.4, None, 95.7, None, 2020-01-01 08:00:00, None
164.5, 992.0, -1.0, None, 95.5, None, 2020-01-01 09:00:00, None
179.7, 994.0, -0.6, None, 95.4, None, 2020-01-01 10:00:00, None
190.4, 995.0, -0.2, None, 95.3, None, 2020-01-01 11:00:00, None
201.7, 999.0, 0.3, None, 94.0, None, 2020-01-01 12:00:00, None
209.4, 1003.0, 0.9, None, 88.4, None, 2020-01-01 13:00:00, None
213.6, 998.0, 0.9, None, 90.8, None, 2020-01-01 14:00:00, None
244.8, 997.0, 0.6, None, 74.1, None, 2020-01-01 15:00:00, None
248.1, 991.0, -0.8, None, 79.7, None, 2020-01-01 16:00:00, None
263.1, 987.0, -1.8, None, 64.7, None, 2020-01-01 17:00:00, None
269.0, 984.0, -2.8, None, 68.6, None, 2020-01-01 18:00:00, None
242.7, 982.0, -3.7, None, 70.1, None, 2020-01-01 19:00:00, None
255.6, 981.0, -4.0, None, 69.4, None, 2020-01-01 20:00:00, None
261.2, 980.0, -4.3, None, 70.2, None, 2020-01-01 21:00:00, None
236.0, 979.0, -4.7, None, 74.2, None, 2020-01-01 22:00:00, None
263.8, 979.0, -4.9, None, 70.1, None, 2020-01-01 23:00:00, None
271.6, 977.0, -5.1, None, 71.9, None, 2020-01-02 00:00:00, None
265.2, 977.0, -5.4, None, 65.2, None, 2020-01-02 01:00:00, None
268.9, 977.0, -5.4, None, 61.3, None, 2020-01-02 02:00:00, None
271.5, 976.0, -5.7, None, 62.1, None, 2020-01-02 03:00:00, None
273.5, 976.0, -5.9, None, 66.8, None, 2020-01-02 04:00:00, None
268.5, 975.0, -6.2, None, 68.0, None, 2020-01-02 05:00:00, None
269.6, 975.0, -6.2, None, 67.8, None, 2020-01-02 06:00:00, None
254.5, 973.0, -6.7, None, 68.6, None, 2020-01-02 07:00:00, None
249.0, 972.0, -7.1, None, 75.3, None, 2020-01-02 08:00:00, None
229.7, 972.0, -7.6, None, 73.9, None, 2020-01-02 09:00:00, None
230.8, 976.0, -7.2, None, 72.3, None, 2020-01-02 10:00:00, None
