station_observations
WDIR_VECT, TEMP_MEAN, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
349.0, 0.3, 96.4, 96.4, 2020-01-01 00:00:00, 0.301999
350.7, 0.3, 96.4, None, 2020-01-01 01:00:00, None
344.9, 0.3, 96.4, None, 2020-01-01 02:00:00, None
336.3, 0.3, 96.5, None, 2020-01-01 03:00:00, None
342.9, 0.3, 96.6, None, 2020-01-01 04:00:00, None
351.8, 0.2, 96.7, None, 2020-01-01 05:00:00, None
351.7, 0.1, 96.7, None, 2020-01-01 06:00:00, None
None, -0.1, 96.8, None, 2020-01-01 07:00:00, None
None, -0.1, 96.8, None, 2020-01-01 08:00:00, None
None, 0.0, 96.9, None, 2020-01-01 09:00:00, None
151.0, 0.0, 97.0, None, 2020-01-01 10:00:00, None
155.1, 0.3, 97.0, None, 2020-01-01 11:00:00, None
153.9, 0.5, 96.6, None, 2020-01-01 12:00:00, None
160.1, 1.2, 94.5, None, 2020-01-01 13:00:00, None
157.2, 1.5, 91.8, None, 2020-01-01 14:00:00, None
158.3, 1.9, 90.8, None, 2020-01-01 15:00:00, None
168.9, 2.5, 88.4, None, 2020-01-01 16:00:00, None
154.1, 2.4, 87.7, None, 2020-01-01 17:00:00, None
223.6, 2.4, 74.4, None, 2020-01-01 18:00:00, None
242.1, 1.3, 69.0, None, 2020-01-01 19:00:00, None
268.5, 0.8, 56.9, None, 2020-01-01 20:00:00, None
247.4, -0.2, 54.9, None, 2020-01-01 21:00:00, None
204.7, -1.2, 62.6, None, 2020-01-01 22:00:00, None
198.0, -1.8, 67.2, None, 2020-01-01 23:00:00, None
198.0, -2.1, 69.8, None, 2020-01-02 00:00:00, None
200.7, -2.8, 71.6, None, 2020-01-02 01:00:00, None
221.3, -3.0, 70.9, None, 2020-01-02 02:00:00, None
229.2, -2.9, 66.3, None, 2020-01-02 03:00:00, None
236.4, -3.4, 65.0, None, 2020-01-02 04:00:00, None
235.5, -3.8, 61.6, None, 2020-01-02 05:00:00, None
250.5, -4.1, 59.7, None, 2020-01-02 06:00:00, None
169.2, -4.5, 61.8, None, 2020-01-02 07:00:00, None
151.0, -5.6, 70.3, None, 2020-01-02 08:00:00, None
156.1, -6.5, 77.3, None, 2020-01-02 09:00:00, None
152.9, -6.1, 74.4, None, 2020-01-02 10:00:00, None
152.1, -4.8, 68.2, None, 2020-01-02 11:00:00, None
159.1, -3.8, 64.4, None, 2020-01-02 12:00:00, None
160.3, -3.0, 61.7, None, 2020-01-02 13:00:00, None
156.7, -3.1, 62.7, None, 2020-01-02 14:00:00, None
153.5, -3.2, 64.3, None, 2020-01-02 15:00:00, None
145.7, -3.5, 67.3, None, 2020-01-02 16:00:00, None
139.0, -3.9, 70.7, None, 2020-01-02 17:00:00, None
141.8, -4.1, 73.4, None, 2020-01-02 18:00:00, None
120.7, -4.4, 75.7, None, 2020-01-02 19:00:00, None
109.6, -4.7, 78.8, None, 2020-01-02 20:00:00, None
50.7, -4.7, 82.1, None, 2020-01-02 21:00:00, None
34.6, -5.0, 87.5, None, 2020-01-02 22:00:00, None
345.5, -5.1, 90.4, None, 2020-01-02 23:00:00, None
351.8, -5.0, 90.9, None, 2020-01-03 00:00:00, None
343.7, -5.0, 90.7, None, 2020-01-03 01:00:00, None
344.7, -4.9, 91.9, None, 2020-01-03 02:00:00, None
337.5, -4.8, 92.5, None, 2020-01-03 03:00:00, None
334.2, -4.8, 92.9, None, 2020-01-03 04:00:00, None
337.5, -4.6, 93.2, None, 2020-01-03 05:00:00, None
332.2, -4.5, 93.5, None, 2020-01-03 06:00:00, None
335.2, -4.2, 93.6, None, 2020-01-03 07:00:00, None
346.5, -4.0, 93.8, None, 2020-01-03 08:00:00, None
350.2, -3.8, 93.8, None, 2020-01-03 09:00:00, None
344.2, -3.5, 94.1, None, 2020-01-03 10:00:00, None
340.0, -3.2, 94.3, None, 2020-01-03 11:00:00, None
44.4, -2.0, 94.3, None, 2020-01-03 12:00:00, None
163.1, 1.0, 93.3, None, 2020-01-03 13:00:00, None
163.9, 2.4, 82.9, None, 2020-01-03 14:00:00, None
158.5, 2.8, 82.8, None, 2020-01-03 15:00:00, None
155.8, 3.1, 82.6, None, 2020-01-03 16:00:00, None
156.2, 3.6, 80.9, None, 2020-01-03 17:00:00, None
161.9, 4.4, 76.0, None, 2020-01-03 18:00:00, None
172.2, 5.3, 71.2, None, 2020-01-03 19:00:00, None
174.8, 5.2, 72.3, None, 2020-01-03 20:00:00, None
177.6, 5.2, 72.9, None, 2020-01-03 21:00:00, None
193.4, 5.6, 70.7, None, 2020-01-03 22:00:00, None
189.6, 3.8, 82.9, None, 2020-01-03 23:00:00, None
155.8, 2.7, 88.4, None, 2020-01-04 00:00:00, None
167.1, 2.5, 87.4, None, 2020-01-04 01:00:00, None
166.4, 1.9, 87.2, None, 2020-01-04 02:00:00, None
168.7, 1.3, 85.8, None, 2020-01-04 03:00:00, None
183.9, 0.6, 82.1, None, 2020-01-04 04:00:00, None
172.0, 1.1, 74.8, None, 2020-01-04 05:00:00, None
190.9, 0.0, 86.1, None, 2020-01-04 06:00:00, None
187.0, 0.0, 78.4, None, 2020-01-04 07:00:00, None
202.8, 0.5, 65.9, None, 2020-01-04 08:00:00, None
193.8, 0.2, 67.8, None, 2020-01-04 09:00:00, None
196.6, 0.3, 63.0, None, 2020-01-04 10:00:00, None
198.7, 0.5, 58.6, None, 2020-01-04 11:00:00, None
211.3, 1.5, 52.4, None, 2020-01-04 12:00:00, None
195.8, 1.4, 55.6, None, 2020-01-04 13:00:00, None
186.6, 0.9, 59.6, None, 2020-01-04 14:00:00, None
185.9, 1.4, 57.4, None, 2020-01-04 15:00:00, None
175.8, 1.5, 55.3, None, 2020-01-04 16:00:00, None
173.1, 0.9, 58.5, None, 2020-01-04 17:00:00, None
180.9, 1.0, 57.1, None, 2020-01-04 18:00:00, None
181.2, 1.5, 55.2, None, 2020-01-04 19:00:00, None
175.6, 0.4, 58.4, None, 2020-01-04 20:00:00, None
159.1, -0.9, 61.6, None, 2020-01-04 21:00:00, None
167.8, -0.3, 57.7, None, 2020-01-04 22:00:00, None
166.1, -0.5, 58.8, None, 2020-01-04 23:00:00, None
167.4, -0.6, 60.1, None, 2020-01-05 00:00:00, None
166.1, -0.8, 60.9, None, 2020-01-05 01:00:00, None
168.4, -0.2, 59.3, None, 2020-01-05 02:00:00, None
166.8, -0.2, 59.8, None, 2020-01-05 03:00:00, None
159.2, -0.6, 60.9, None, 2020-01-05 04:00:00, None
166.6, -0.1, 61.2, None, 2020-01-05 05:00:00, None
167.4, 0.2, 61.2, None, 2020-01-05 06:00:00, None
172.3, 0.8, 61.0, None, 2020-01-05 07:00:00, None
176.6, 1.3, 60.8, None, 2020-01-05 08:00:00, None
183.7, 1.4, 61.0, None, 2020-01-05 09:00:00, None
202.3, 1.3, 60.5, None, 2020-01-05 10:00:00, None
233.4, -0.2, 78.5, None, 2020-01-05 11:00:00, None
197.6, -0.5, 74.2, None, 2020-01-05 12:00:00, None
171.5, -0.4, 77.4, None, 2020-01-05 13:00:00, None
191.4, 0.1, 69.5, None, 2020-01-05 14:00:00, None
171.7, 0.3, 72.4, None, 2020-01-05 15:00:00, None
190.3, -0.3, 66.9, None, 2020-01-05 16:00:00, None
177.0, -2.0, 76.6, None, 2020-01-05 17:00:00, None
176.4, -3.0, 68.3, None, 2020-01-05 18:00:00, None
148.5, -3.5, 70.9, None, 2020-01-05 19:00:00, None
198.0, -4.2, 74.5, None, 2020-01-05 20:00:00, None
189.7, -2.1, 65.0, None, 2020-01-05 21:00:00, None
141.6, -3.6, 73.2, None, 2020-01-05 22:00:00, None
120.1, -3.8, 72.8, None, 2020-01-05 23:00:00, None
131.6, -4.3, 73.9, None, 2020-01-06 00:00:00, None
125.3, -5.2, 75.1, None, 2020-01-06 01:00:00, None
139.3, -5.5, 74.5, None, 2020-01-06 02:00:00, None
144.4, -5.3, 73.8, None, 2020-01-06 03:00:00, None
164.3, -5.6, 77.2, None, 2020-01-06 04:00:00, None
178.5, -5.8, 79.9, None, 2020-01-06 05:00:00, None
170.8, -5.4, 78.2, None, 2020-01-06 06:00:00, None
170.5, -5.8, 80.3, None, 2020-01-06 07:00:00, None
175.8, -6.5, 86.0, None, 2020-01-06 08:00:00, None
156.6, -5.9, 83.4, None, 2020-01-06 09:00:00, None
204.3, -5.4, 83.4, None, 2020-01-06 10:00:00, None
9.4, -5.1, 82.4, None, 2020-01-06 11:00:00, None
208.1, -2.9, 73.5, None, 2020-01-06 12:00:00, None
