station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
241.8, 10.2, 1.303, 93.7, 93.7, 2020-01-01 00:00:00, 10.17
256.4, 10.4, None, 91.5, None, 2020-01-01 01:00:00, None
238.3, 10.8, None, 86.9, None, 2020-01-01 02:00:00, None
233.8, 9.6, None, 97.0, None, 2020-01-01 03:00:00, None
250.0, 10.2, None, 91.8, None, 2020-01-01 04:00:00, None
255.6, 9.8, None, 91.7, None, 2020-01-01 05:00:00, None
263.9, 9.6, None, 88.9, None, 2020-01-01 06:00:00, None
257.4, 9.9, None, 84.3, None, 2020-01-01 07:00:00, None
243.1, 8.8, None, 90.4, None, 2020-01-01 08:00:00, None
165.5, 7.6, None, 95.4, None, 2020-01-01 09:00:00, None
237.1, 8.8, None, 85.9, None, 2020-01-01 10:00:00, None
248.7, 11.4, None, 72.1, None, 2020-01-01 11:00:00, None
251.9, 11.6, None, 72.4, None, 2020-01-01 12:00:00, None
255.0, 11.8, None, 71.4, None, 2020-01-01 13:00:00, None
256.6, 12.0, None, 70.7, None, 2020-01-01 14:00:00, None
250.5, 11.5, None, 74.1, None, 2020-01-01 15:00:00, None
258.0, 10.8, None, 76.7, None, 2020-01-01 16:00:00, None
245.8, 9.6, None, 81.9, None, 2020-01-01 17:00:00, None
256.5, 8.9, None, 79.2, None, 2020-01-01 18:00:00, None
257.0, 8.6, None, 73.8, None, 2020-01-01 19:00:00, None
246.9, 8.1, None, 70.4, None, 2020-01-01 20:00:00, None
272.0, 7.5, None, 66.6, None, 2020-01-01 21:00:00, None
354.9, 6.3, None, 75.1, None, 2020-01-01 22:00:00, None
234.0, 4.1, None, 92.8, None, 2020-01-01 23:00:00, None
285.4, 3.1, None, 98.9, None, 2020-01-02 00:00:00, None
236.3, 2.4, None, 99.9, None, 2020-01-02 01:00:00, None
237.1, 1.9, None, 99.8, None, 2020-01-02 02:00:00, None
243.7, 2.6, None, 96.7, None, 2020-01-02 03:00:00, None
111.9, 1.9, None, 99.9, None, 2020-01-02 04:00:00, None
1.2, 2.0, None, 99.9, None, 2020-01-02 05:00:00, None
320.4, 2.0, None, 99.9, None, 2020-01-02 06:00:00, None
207.9, 2.2, None, 99.8, None, 2020-01-02 07:00:00, None
250.7, 2.5, None, 99.9, None, 2020-01-02 08:00:00, None
241.7, 3.6, None, 90.0, None, 2020-01-02 09:00:00, None
207.0, 3.9, None, 90.9, None, 2020-01-02 10:00:00, None
162.9, 4.2, None, 90.9, None, 2020-01-02 11:00:00, None
210.3, 4.2, None, 93.4, None, 2020-01-02 12:00:00, None
173.6, 3.2, None, 99.0, None, 2020-01-02 13:00:00, None
53.9, 2.8, None, 99.8, None, 2020-01-02 14:00:00, None
352.4, 1.9, None, 99.8, None, 2020-01-02 15:00:00, None
343.2, 1.2, None, 99.8, None, 2020-01-02 16:00:00, None
325.2, 1.7, None, 99.8, None, 2020-01-02 17:00:00, None
297.6, 2.2, None, 99.8, None, 2020-01-02 18:00:00, None
282.4, 2.5, None, 99.8, None, 2020-01-02 19:00:00, None
282.0, 3.0, None, 99.8, None, 2020-01-02 20:00:00, None
233.4, 2.5, None, 99.8, None, 2020-01-02 21:00:00, None
256.7, 2.3, None, 99.8, None, 2020-01-02 22:00:00, None
252.0, 2.5, None, 99.8, None, 2020-01-02 23:00:00, None
252.7, 2.7, None, 99.8, None, 2020-01-03 00:00:00, None
245.7, 3.0, None, 99.8, None, 2020-01-03 01:00:00, None
236.0, 3.2, None, 99.8, None, 2020-01-03 02:00:00, None
235.8, 4.0, None, 99.8, None, 2020-01-03 03:00:00, None
244.0, 4.0, None, 99.8, None, 2020-01-03 04:00:00, None
159.8, 6.7, None, 99.9, None, 2020-01-03 05:00:00, None
157.1, 7.7, None, 99.9, None, 2020-01-03 06:00:00, None
159.7, 7.9, None, 99.9, None, 2020-01-03 07:00:00, None
154.1, 8.0, None, 99.8, None, 2020-01-03 08:00:00, None
287.0, 7.5, None, 99.9, None, 2020-01-03 09:00:00, None
151.1, 8.1, None, 99.7, None, 2020-01-03 10:00:00, None
156.3, 9.2, None, 98.6, None, 2020-01-03 11:00:00, None
160.2, 9.4, None, 97.5, None, 2020-01-03 12:00:00, None
151.1, 9.3, None, 96.5, None, 2020-01-03 13:00:00, None
160.7, 9.5, None, 95.7, None, 2020-01-03 14:00:00, None
147.0, 8.9, None, 99.9, None, 2020-01-03 15:00:00, None
17.6, 8.5, None, 99.9, None, 2020-01-03 16:00:00, None
169.4, 8.6, None, 99.3, None, 2020-01-03 17:00:00, None
159.1, 8.8, None, 99.3, None, 2020-01-03 18:00:00, None
201.3, 8.4, None, 99.9, None, 2020-01-03 19:00:00, None
232.7, 8.6, None, 97.8, None, 2020-01-03 20:00:00, None
205.8, 7.7, None, 98.4, None, 2020-01-03 21:00:00, None
175.5, 7.2, None, 98.3, None, 2020-01-03 22:00:00, None
177.7, 6.8, None, 99.9, None, 2020-01-03 23:00:00, None
172.5, 6.4, None, 99.9, None, 2020-01-04 00:00:00, None
247.2, 6.3, None, 96.2, None, 2020-01-04 01:00:00, None
245.1, 5.7, None, 96.4, None, 2020-01-04 02:00:00, None
253.4, 5.3, None, 93.1, None, 2020-01-04 03:00:00, None
255.4, 4.3, None, 90.5, None, 2020-01-04 04:00:00, None
239.7, 4.1, None, 88.1, None, 2020-01-04 05:00:00, None
239.8, 4.0, None, 88.8, None, 2020-01-04 06:00:00, None
189.1, 2.3, None, 99.8, None, 2020-01-04 07:00:00, None
247.7, 1.5, None, 99.8, None, 2020-01-04 08:00:00, None
249.4, 2.2, None, 99.8, None, 2020-01-04 09:00:00, None
216.1, 2.9, None, 99.8, None, 2020-01-04 10:00:00, None
229.6, 5.4, None, 93.2, None, 2020-01-04 11:00:00, None
228.5, 5.5, None, 91.1, None, 2020-01-04 12:00:00, None
164.4, 5.8, None, 91.9, None, 2020-01-04 13:00:00, None
160.0, 5.8, None, 94.5, None, 2020-01-04 14:00:00, None
158.7, 5.9, None, 96.3, None, 2020-01-04 15:00:00, None
154.3, 5.4, None, 99.6, None, 2020-01-04 16:00:00, None
266.9, 5.1, None, 99.9, None, 2020-01-04 17:00:00, None
310.0, 4.5, None, 99.9, None, 2020-01-04 18:00:00, None
280.6, 4.3, None, 99.9, None, 2020-01-04 19:00:00, None
249.8, 4.3, None, 99.9, None, 2020-01-04 20:00:00, None
289.3, 4.0, None, 99.9, None, 2020-01-04 21:00:00, None
262.8, 3.9, None, 99.8, None, 2020-01-04 22:00:00, None
295.9, 3.7, None, 99.8, None, 2020-01-04 23:00:00, None
266.0, 3.2, None, 99.8, None, 2020-01-05 00:00:00, None
185.9, 3.7, None, 99.8, None, 2020-01-05 01:00:00, None
193.1, 4.5, None, 99.8, None, 2020-01-05 02:00:00, None
236.0, 4.2, None, 99.8, None, 2020-01-05 03:00:00, None
220.3, 4.4, None, 99.9, None, 2020-01-05 04:00:00, None
287.1, 4.0, None, 99.8, None, 2020-01-05 05:00:00, None
186.1, 4.3, None, 99.8, None, 2020-01-05 06:00:00, None
171.6, 4.4, None, 99.9, None, 2020-01-05 07:00:00, None
168.8, 4.5, None, 99.9, None, 2020-01-05 08:00:00, None
160.8, 4.9, None, 99.9, None, 2020-01-05 09:00:00, None
173.9, 5.1, None, 99.9, None, 2020-01-05 10:00:00, None
203.4, 5.5, None, 99.4, None, 2020-01-05 11:00:00, None
248.0, 6.8, None, 83.9, None, 2020-01-05 12:00:00, None
285.5, 7.2, None, 66.2, None, 2020-01-05 13:00:00, None
266.1, 7.6, None, 53.8, None, 2020-01-05 14:00:00, None
267.3, 7.9, None, 49.3, None, 2020-01-05 15:00:00, None
294.7, 7.4, None, 54.3, None, 2020-01-05 16:00:00, None
233.6, 6.0, None, 74.8, None, 2020-01-05 17:00:00, None
228.8, 5.2, None, 80.7, None, 2020-01-05 18:00:00, None
342.8, 4.5, None, 91.9, None, 2020-01-05 19:00:00, None
252.1, 4.1, None, 98.7, None, 2020-01-05 20:00:00, None
216.9, 3.8, None, 98.7, None, 2020-01-05 21:00:00, None
141.8, 3.5, None, 99.9, None, 2020-01-05 22:00:00, None
265.4, 3.5, None, 99.9, None, 2020-01-05 23:00:00, None
97.6, 3.3, None, 99.9, None, 2020-01-06 00:00:00, None
214.5, 3.3, None, 99.8, None, 2020-01-06 01:00:00, None
115.6, 3.2, None, 99.8, None, 2020-01-06 02:00:00, None
330.8, 3.2, None, 99.8, None, 2020-01-06 03:00:00, None
316.7, 3.2, None, 99.8, None, 2020-01-06 04:00:00, None
245.3, 2.9, None, 99.8, None, 2020-01-06 05:00:00, None
244.8, 2.5, None, 99.8, None, 2020-01-06 06:00:00, None
245.5, 2.4, None, 99.8, None, 2020-01-06 07:00:00, None
241.7, 2.2, None, 99.8, None, 2020-01-06 08:00:00, None
253.2, 2.4, None, 99.8, None, 2020-01-06 09:00:00, None
255.3, 2.8, None, 99.8, None, 2020-01-06 10:00:00, None
250.7, 3.3, None, 99.8, None, 2020-01-06 11:00:00, None
256.2, 4.2, None, 99.9, None, 2020-01-06 12:00:00, None
253.7, 4.7, None, 99.9, None, 2020-01-06 13:00:00, None
277.0, 5.3, None, 99.9, None, 2020-01-06 14:00:00, None
14.3, 5.6, None, 99.9, None, 2020-01-06 15:00:00, None
9.3, 5.4, None, 99.9, None, 2020-01-06 16:00:00, None
14.1, 5.3, None, 99.9, None, 2020-01-06 17:00:00, None
351.2, 5.1, None, 99.9, None, 2020-01-06 18:00:00, None
348.4, 5.0, None, 99.9, None, 2020-01-06 19:00:00, None
348.5, 5.0, None, 99.9, None, 2020-01-06 20:00:00, None
346.6, 4.9, None, 99.9, None, 2020-01-06 21:00:00, None
222.9, 5.0, None, 99.9, None, 2020-01-06 22:00:00, None
260.3, 5.0, None, 99.9, None, 2020-01-06 23:00:00, None
230.8, 4.9, None, 99.9, None, 2020-01-07 00:00:00, None
257.9, 4.8, None, 99.9, None, 2020-01-07 01:00:00, None
236.8, 4.8, None, 99.9, None, 2020-01-07 02:00:00, None
199.6, 4.8, None, 99.9, None, 2020-01-07 03:00:00, None
241.3, 4.8, None, 99.9, None, 2020-01-07 04:00:00, None
209.5, 4.7, None, 99.9, None, 2020-01-07 05:00:00, None
350.5, 4.7, None, 99.9, None, 2020-01-07 06:00:00, None
229.9, 5.1, None, 99.9, None, 2020-01-07 07:00:00, None
221.4, 6.4, None, 99.9, None, 2020-01-07 08:00:00, None
156.4, 8.7, None, 99.9, None, 2020-01-07 09:00:00, None
160.4, 10.2, None, 98.8, None, 2020-01-07 10:00:00, None
157.9, 10.0, None, 98.7, None, 2020-01-07 11:00:00, None
155.2, 9.4, None, 99.8, None, 2020-01-07 12:00:00, None
154.8, 10.0, None, 98.6, None, 2020-01-07 13:00:00, None
155.2, 10.1, None, 97.5, None, 2020-01-07 14:00:00, None
154.2, 9.6, None, 99.9, None, 2020-01-07 15:00:00, None
156.3, 9.2, None, 99.9, None, 2020-01-07 16:00:00, None
163.2, 9.0, None, 99.9, None, 2020-01-07 17:00:00, None
189.0, 8.6, None, 99.9, None, 2020-01-07 18:00:00, None
204.7, 7.9, None, 99.9, None, 2020-01-07 19:00:00, None
210.3, 7.2, None, 99.9, None, 2020-01-07 20:00:00, None
227.5, 7.1, None, 98.3, None, 2020-01-07 21:00:00, None
247.1, 6.6, None, 91.8, None, 2020-01-07 22:00:00, None
248.8, 6.2, None, 90.3, None, 2020-01-07 23:00:00, None
153.0, 5.8, None, 92.4, None, 2020-01-08 00:00:00, None
126.4, 5.1, None, 95.1, None, 2020-01-08 01:00:00, None
240.7, 4.3, None, 90.9, None, 2020-01-08 02:00:00, None
251.7, 4.5, None, 80.7, None, 2020-01-08 03:00:00, None
