WDIR_VECT,time,week_of_year
206.7,2022-01-01 00:00:00,1
221.3,2022-01-01 01:00:00,1
231.6,2022-01-01 02:00:00,1
221.3,2022-01-01 03:00:00,1
234.0,2022-01-01 04:00:00,1
206.3,2022-01-01 05:00:00,1
140.6,2022-01-01 06:00:00,1
143.8,2022-01-01 07:00:00,1
145.6,2022-01-01 08:00:00,1
145.1,2022-01-01 09:00:00,1
144.0,2022-01-01 10:00:00,1
147.8,2022-01-01 11:00:00,1
140.3,2022-01-01 12:00:00,1
142.7,2022-01-01 13:00:00,1
141.3,2022-01-01 14:00:00,1
142.1,2022-01-01 15:00:00,1
145.1,2022-01-01 16:00:00,1
157.3,2022-01-01 17:00:00,1
167.1,2022-01-01 18:00:00,1
167.5,2022-01-01 19:00:00,1
150.9,2022-01-01 20:00:00,1
145.4,2022-01-01 21:00:00,1
153.1,2022-01-01 22:00:00,1
161.9,2022-01-01 23:00:00,1
152.9,2022-01-02 00:00:00,1
149.9,2022-01-02 01:00:00,1
149.1,2022-01-02 02:00:00,1
125.2,2022-01-02 03:00:00,1
135.3,2022-01-02 04:00:00,1
132.9,2022-01-02 05:00:00,1
128.2,2022-01-02 06:00:00,1
132.3,2022-01-02 07:00:00,1
162.6,2022-01-02 08:00:00,1
148.5,2022-01-02 09:00:00,1
143.3,2022-01-02 10:00:00,1
153.8,2022-01-02 11:00:00,1
149.8,2022-01-02 12:00:00,1
141.7,2022-01-02 13:00:00,1
150.2,2022-01-02 14:00:00,1
152.4,2022-01-02 15:00:00,1
155.0,2022-01-02 16:00:00,1
155.6,2022-01-02 17:00:00,1
159.2,2022-01-02 18:00:00,1
168.6,2022-01-02 19:00:00,1
166.0,2022-01-02 20:00:00,1
149.5,2022-01-02 21:00:00,1
148.4,2022-01-02 22:00:00,1
142.6,2022-01-02 23:00:00,1
149.7,2022-01-03 00:00:00,1
161.7,2022-01-03 01:00:00,1
171.5,2022-01-03 02:00:00,1
174.3,2022-01-03 03:00:00,1
165.3,2022-01-03 04:00:00,1
184.6,2022-01-03 05:00:00,1
170.2,2022-01-03 06:00:00,1
168.3,2022-01-03 07:00:00,1
