station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, time, MIN_TEMP
None, None, None, None, None, -8.9, 77.0, None, None, 491.0, 215.0, 2020-01-02 21:00:00, None
None, None, None, None, None, -9.5, 77.0, None, None, 491.0, 215.0, 2020-01-02 22:00:00, None
None, None, None, None, None, -9.9, 77.0, None, None, 491.0, 215.0, 2020-01-02 23:00:00, None
None, None, None, None, None, -12.3, 77.0, None, None, 491.0, 215.0, 2020-01-03 00:00:00, None
None, None, None, None, None, -14.1, 77.0, None, None, 491.0, 215.0, 2020-01-03 01:00:00, None
None, None, None, None, None, -15.0, 77.0, None, None, 491.0, 215.0, 2020-01-03 02:00:00, None
None, None, None, None, None, -15.5, 77.0, None, None, 491.0, 215.0, 2020-01-03 03:00:00, None
None, None, None, None, None, -16.1, 77.0, None, None, 492.0, 215.0, 2020-01-03 04:00:00, None
None, None, None, None, None, -16.6, 77.0, None, None, 492.0, 214.0, 2020-01-03 05:00:00, None
None, None, None, None, None, -16.9, 77.0, None, None, 492.0, 214.0, 2020-01-03 06:00:00, None
None, None, None, None, None, -17.2, 77.0, None, None, 492.0, 214.0, 2020-01-03 07:00:00, None
None, None, None, None, None, -17.7, 76.0, None, None, 492.0, 214.0, 2020-01-03 08:00:00, None
None, None, None, None, None, -19.0, None, None, None, 492.0, 214.0, 2020-01-03 09:00:00, None
None, None, None, None, None, -20.0, None, None, None, 492.0, 213.0, 2020-01-03 10:00:00, None
None, None, None, None, None, -20.6, None, None, None, 492.0, 213.0, 2020-01-03 11:00:00, None
None, None, None, None, None, -21.2, None, None, None, 492.0, 212.0, 2020-01-03 12:00:00, None
None, None, None, None, None, -21.2, None, None, None, 493.0, 212.0, 2020-01-03 13:00:00, None
None, None, None, None, None, -20.2, None, None, None, 492.0, 212.0, 2020-01-03 14:00:00, None
None, None, None, None, None, -19.4, None, None, None, 492.0, 212.0, 2020-01-03 15:00:00, None
None, 435.0, None, None, None, -18.9, None, None, None, 492.0, 212.0, 2020-01-03 16:00:00, None
None, None, None, None, None, -17.6, None, None, None, 492.0, 212.0, 2020-01-03 17:00:00, None
None, None, None, None, None, -16.5, None, None, None, 492.0, 212.0, 2020-01-03 18:00:00, None
None, None, None, None, None, -15.1, 77.0, None, None, 492.0, 212.0, 2020-01-03 19:00:00, None
None, None, None, None, None, -13.8, 77.0, None, None, 491.0, 212.0, 2020-01-03 20:00:00, None
None, None, None, None, None, -12.5, 77.0, None, None, 491.0, 213.0, 2020-01-03 21:00:00, None
None, None, None, None, None, -12.0, 78.0, None, None, 491.0, 213.0, 2020-01-03 22:00:00, None
None, None, None, None, None, -11.6, 78.0, None, None, 491.0, 214.0, 2020-01-03 23:00:00, None
None, None, None, None, None, -11.5, 78.0, None, None, 491.0, 214.0, 2020-01-04 00:00:00, None
None, None, None, None, None, -11.6, 78.0, None, None, 491.0, 215.0, 2020-01-04 01:00:00, None
None, None, None, None, None, -11.3, 78.0, None, None, 491.0, 215.0, 2020-01-04 02:00:00, None
None, None, None, None, None, -11.3, 78.0, None, None, 491.0, 216.0, 2020-01-04 03:00:00, None
None, None, None, None, None, -11.2, 80.0, None, None, 491.0, 217.0, 2020-01-04 04:00:00, None
None, None, None, None, None, -10.8, 81.0, None, None, 491.0, 218.0, 2020-01-04 05:00:00, None
None, None, None, None, None, -10.7, 83.0, None, None, 491.0, 218.0, 2020-01-04 06:00:00, None
None, None, None, None, None, -10.7, 81.0, None, None, 491.0, 218.0, 2020-01-04 07:00:00, None
None, None, None, None, None, -11.3, 82.0, None, None, 491.0, 219.0, 2020-01-04 08:00:00, None
None, None, None, None, None, -12.3, 82.0, None, None, 491.0, 219.0, 2020-01-04 09:00:00, None
None, None, None, None, None, -13.5, 81.0, None, None, 491.0, 219.0, 2020-01-04 10:00:00, None
None, None, None, None, None, -14.5, 81.0, None, None, 491.0, 219.0, 2020-01-04 11:00:00, None
None, None, None, None, None, -15.2, 81.0, None, None, 491.0, 219.0, 2020-01-04 12:00:00, None
None, None, None, None, None, -15.8, 81.0, None, None, 491.0, 219.0, 2020-01-04 13:00:00, None
None, None, None, None, None, -11.2, 81.0, None, None, 491.0, 218.0, 2020-01-04 14:00:00, None
None, None, None, None, None, -10.8, 81.0, None, None, 491.0, 218.0, 2020-01-04 15:00:00, None
None, 435.0, None, None, None, -13.2, 80.0, None, None, 491.0, 218.0, 2020-01-04 16:00:00, None
None, None, None, None, None, -14.9, 80.0, None, None, 491.0, 218.0, 2020-01-04 17:00:00, None
None, None, None, None, None, -15.2, 81.0, None, None, 491.0, 218.0, 2020-01-04 18:00:00, None
None, None, None, None, None, -14.7, 81.0, None, None, 491.0, 218.0, 2020-01-04 19:00:00, None
None, None, None, None, None, -12.4, 80.0, None, None, 491.0, 218.0, 2020-01-04 20:00:00, None
None, None, None, None, None, -10.6, 80.0, None, None, 491.0, 218.0, 2020-01-04 21:00:00, None
None, None, None, None, None, -10.0, 81.0, None, None, 491.0, 219.0, 2020-01-04 22:00:00, None
None, None, None, None, None, -10.0, 80.0, None, None, 491.0, 219.0, 2020-01-04 23:00:00, None
None, None, None, None, None, -9.7, 81.0, None, None, 491.0, 219.0, 2020-01-05 00:00:00, None
None, None, None, None, None, -9.7, 80.0, None, None, 491.0, 220.0, 2020-01-05 01:00:00, None
None, None, None, None, None, -9.8, 78.0, None, None, 491.0, 220.0, 2020-01-05 02:00:00, None
None, None, None, None, None, -9.7, 81.0, None, None, 491.0, 220.0, 2020-01-05 03:00:00, None
None, None, None, None, None, -9.2, 81.0, None, None, 491.0, 220.0, 2020-01-05 04:00:00, None
None, None, None, None, None, -8.9, 80.0, None, None, 491.0, 221.0, 2020-01-05 05:00:00, None
None, None, None, None, None, -9.1, 76.0, None, None, 491.0, 222.0, 2020-01-05 06:00:00, None
None, None, None, None, None, -9.0, 82.0, None, None, 491.0, 222.0, 2020-01-05 07:00:00, None
None, None, None, None, None, -9.0, 85.0, None, None, 491.0, 223.0, 2020-01-05 08:00:00, None
None, None, None, None, None, -8.9, 84.0, None, None, 491.0, 224.0, 2020-01-05 09:00:00, None
None, None, None, None, None, -8.8, 86.0, None, None, 491.0, 224.0, 2020-01-05 10:00:00, None
None, None, None, None, None, -8.7, 84.0, None, None, 491.0, 225.0, 2020-01-05 11:00:00, None
None, None, None, None, None, -8.7, 87.0, None, None, 491.0, 226.0, 2020-01-05 12:00:00, None
None, None, None, None, None, -8.7, 86.0, None, None, 491.0, 226.0, 2020-01-05 13:00:00, None
None, None, None, None, None, -8.7, 87.0, None, None, 491.0, 227.0, 2020-01-05 14:00:00, None
None, None, None, None, None, -8.7, 86.0, None, None, 491.0, 228.0, 2020-01-05 15:00:00, None
None, 435.0, None, None, None, -8.6, 88.0, None, None, 491.0, 228.0, 2020-01-05 16:00:00, None
None, None, None, None, None, -10.5, 88.0, None, None, 490.0, 228.0, 2020-01-05 17:00:00, None
None, None, None, None, None, -11.9, 87.0, None, None, 491.0, 228.0, 2020-01-05 18:00:00, None
None, None, None, None, None, -11.1, 86.0, None, None, 491.0, 228.0, 2020-01-05 19:00:00, None
None, None, None, None, None, -11.6, 86.0, None, None, 491.0, 228.0, 2020-01-05 20:00:00, None
None, None, None, None, None, -9.3, 86.0, None, None, 491.0, 228.0, 2020-01-05 21:00:00, None
None, None, None, None, None, -10.8, 86.0, None, None, 491.0, 228.0, 2020-01-05 22:00:00, None
None, None, None, None, None, -10.9, 86.0, None, None, 491.0, 228.0, 2020-01-05 23:00:00, None
None, None, None, None, None, -13.3, 86.0, None, None, 491.0, 228.0, 2020-01-06 00:00:00, None
None, None, None, None, None, -15.5, 86.0, None, None, 491.0, 228.0, 2020-01-06 01:00:00, None
None, None, None, None, None, -17.1, 86.0, None, None, 491.0, 227.0, 2020-01-06 02:00:00, None
None, None, None, None, None, -18.7, 86.0, None, None, 492.0, 227.0, 2020-01-06 03:00:00, None
None, None, None, None, None, -19.7, 85.0, None, None, 492.0, 227.0, 2020-01-06 04:00:00, None
None, None, None, None, None, -20.7, 85.0, None, None, 492.0, 226.0, 2020-01-06 05:00:00, None
None, None, None, None, None, -21.4, 85.0, None, None, 492.0, 226.0, 2020-01-06 06:00:00, None
None, None, None, None, None, -22.0, 85.0, None, None, 492.0, 225.0, 2020-01-06 07:00:00, None
None, None, None, None, None, -21.6, 85.0, None, None, 492.0, 225.0, 2020-01-06 08:00:00, None
None, None, None, None, None, -19.7, 85.0, None, None, 492.0, 224.0, 2020-01-06 09:00:00, None
None, None, None, None, None, -18.0, 85.0, None, None, 492.0, 224.0, 2020-01-06 10:00:00, None
None, None, None, None, None, -16.9, 85.0, None, None, 491.0, 224.0, 2020-01-06 11:00:00, None
None, None, None, None, None, -13.8, 84.0, None, None, 491.0, 224.0, 2020-01-06 12:00:00, None
None, None, None, None, None, -13.5, 84.0, None, None, 491.0, 224.0, 2020-01-06 13:00:00, None
None, None, None, None, None, -13.2, 84.0, None, None, 491.0, 225.0, 2020-01-06 14:00:00, None
None, None, None, None, None, -13.3, 84.0, None, None, 491.0, 225.0, 2020-01-06 15:00:00, None
None, 435.0, None, None, None, -13.7, 84.0, None, None, 491.0, 225.0, 2020-01-06 16:00:00, None
None, None, None, None, None, -13.9, 84.0, None, None, 491.0, 225.0, 2020-01-06 17:00:00, None
None, None, None, None, None, -14.6, 84.0, None, None, 491.0, 225.0, 2020-01-06 18:00:00, None
None, None, None, None, None, -15.5, 84.0, None, None, 491.0, 225.0, 2020-01-06 19:00:00, None
None, None, None, None, None, -14.8, 84.0, None, None, 491.0, 225.0, 2020-01-06 20:00:00, None
None, None, None, None, None, -13.5, 83.0, None, None, 491.0, 225.0, 2020-01-06 21:00:00, None
None, None, None, None, None, -14.4, 83.0, None, None, 491.0, 225.0, 2020-01-06 22:00:00, None
None, None, None, None, None, -14.8, 83.0, None, None, 491.0, 225.0, 2020-01-06 23:00:00, None
None, None, None, None, None, -16.4, 83.0, None, None, 491.0, 225.0, 2020-01-07 00:00:00, None
None, None, None, None, None, -18.2, 83.0, None, None, 491.0, 225.0, 2020-01-07 01:00:00, None
None, None, None, None, None, -19.4, 83.0, None, None, 491.0, 225.0, 2020-01-07 02:00:00, None
None, None, None, None, None, -20.3, 83.0, None, None, 492.0, 225.0, 2020-01-07 03:00:00, None
None, None, None, None, None, -20.3, 83.0, None, None, 491.0, 225.0, 2020-01-07 04:00:00, None
None, None, None, None, None, -21.3, 83.0, None, None, 492.0, 224.0, 2020-01-07 05:00:00, None
None, None, None, None, None, -21.7, 83.0, None, None, 492.0, 224.0, 2020-01-07 06:00:00, None
None, None, None, None, None, -21.4, 83.0, None, None, 491.0, 224.0, 2020-01-07 07:00:00, None
None, None, None, None, None, -21.5, 83.0, None, None, 491.0, 224.0, 2020-01-07 08:00:00, None
None, None, None, None, None, -21.6, 83.0, None, None, 491.0, 224.0, 2020-01-07 09:00:00, None
None, None, None, None, None, -21.3, 83.0, None, None, 491.0, 224.0, 2020-01-07 10:00:00, None
None, None, None, None, None, -21.0, 83.0, None, None, 491.0, 223.0, 2020-01-07 11:00:00, None
None, None, None, None, None, -21.6, 82.0, None, None, 491.0, 223.0, 2020-01-07 12:00:00, None
None, None, None, None, None, -21.6, 82.0, None, None, 491.0, 223.0, 2020-01-07 13:00:00, None
None, None, None, None, None, -21.5, 82.0, None, None, 491.0, 223.0, 2020-01-07 14:00:00, None
None, None, None, None, None, -21.1, 82.0, None, None, 490.0, 223.0, 2020-01-07 15:00:00, None
None, 439.0, None, None, None, -21.0, 82.0, None, None, 490.0, 223.0, 2020-01-07 16:00:00, None
None, None, None, None, None, -20.5, 82.0, None, None, 490.0, 223.0, 2020-01-07 17:00:00, None
None, None, None, None, None, -19.9, 82.0, None, None, 490.0, 223.0, 2020-01-07 18:00:00, None
None, None, None, None, None, -18.4, 82.0, None, None, 490.0, 223.0, 2020-01-07 19:00:00, None
None, None, None, None, None, -16.9, 82.0, None, None, 490.0, 223.0, 2020-01-07 20:00:00, None
None, None, None, None, None, -15.6, 82.0, None, None, 491.0, 223.0, 2020-01-07 21:00:00, None
None, None, None, None, None, -14.6, 82.0, None, None, 491.0, 224.0, 2020-01-07 22:00:00, None
None, None, None, None, None, -14.5, 82.0, None, None, 491.0, 224.0, 2020-01-07 23:00:00, None
None, None, None, None, None, -15.2, 81.0, None, None, 490.0, 224.0, 2020-01-08 00:00:00, None
None, None, None, None, None, -16.6, 82.0, None, None, 490.0, 224.0, 2020-01-08 01:00:00, None
None, None, None, None, None, -18.1, 81.0, None, None, 491.0, 224.0, 2020-01-08 02:00:00, None
None, None, None, None, None, -19.1, 81.0, None, None, 491.0, 224.0, 2020-01-08 03:00:00, None
None, None, None, None, None, -19.7, 81.0, None, None, 491.0, 224.0, 2020-01-08 04:00:00, None
None, None, None, None, None, -20.4, 81.0, None, None, 491.0, 224.0, 2020-01-08 05:00:00, None
None, None, None, None, None, -21.7, 81.0, None, None, 491.0, 224.0, 2020-01-08 06:00:00, None
None, None, None, None, None, -22.5, 81.0, None, None, 491.0, 224.0, 2020-01-08 07:00:00, None
None, None, None, None, None, -23.3, 81.0, None, None, 491.0, 223.0, 2020-01-08 08:00:00, None
None, None, None, None, None, -24.0, 81.0, None, None, 491.0, 223.0, 2020-01-08 09:00:00, None
None, None, None, None, None, -24.6, 81.0, None, None, 491.0, 223.0, 2020-01-08 10:00:00, None
None, None, None, None, None, -25.0, 81.0, None, None, 491.0, 223.0, 2020-01-08 11:00:00, None
None, None, None, None, None, -25.4, 81.0, None, None, 491.0, 223.0, 2020-01-08 12:00:00, None
None, None, None, None, None, -25.7, 81.0, None, None, 490.0, 222.0, 2020-01-08 13:00:00, None
None, None, None, None, None, -25.6, 81.0, None, None, 490.0, 222.0, 2020-01-08 14:00:00, None
None, None, None, None, None, -24.8, 81.0, None, None, 489.0, 222.0, 2020-01-08 15:00:00, None
None, 439.0, None, None, None, -24.9, 81.0, None, None, 489.0, 222.0, 2020-01-08 16:00:00, None
None, None, None, None, None, -25.3, 81.0, None, None, 488.0, 222.0, 2020-01-08 17:00:00, None
None, None, None, None, None, -24.8, 81.0, None, None, 488.0, 222.0, 2020-01-08 18:00:00, None
None, None, None, None, None, -22.5, 81.0, None, None, 488.0, 222.0, 2020-01-08 19:00:00, None
None, None, None, None, None, -18.2, 81.0, None, None, 488.0, 222.0, 2020-01-08 20:00:00, None
None, None, None, None, None, -16.0, 81.0, None, None, 490.0, 222.0, 2020-01-08 21:00:00, None
None, None, None, None, None, -15.2, 81.0, None, None, 490.0, 223.0, 2020-01-08 22:00:00, None
None, None, None, None, None, -14.5, 81.0, None, None, 490.0, 224.0, 2020-01-08 23:00:00, None
None, None, None, None, None, -15.5, 81.0, None, None, 490.0, 224.0, 2020-01-09 00:00:00, None
None, None, None, None, None, -15.6, 81.0, None, None, 490.0, 224.0, 2020-01-09 01:00:00, None
None, None, None, None, None, -15.7, 80.0, None, None, 490.0, 225.0, 2020-01-09 02:00:00, None
None, None, None, None, None, -16.3, 82.0, None, None, 490.0, 225.0, 2020-01-09 03:00:00, None
None, None, None, None, None, -16.4, 80.0, None, None, 490.0, 225.0, 2020-01-09 04:00:00, None
None, None, None, None, None, -16.3, 80.0, None, None, 491.0, 225.0, 2020-01-09 05:00:00, None
None, None, None, None, None, -17.2, 80.0, None, None, 491.0, 226.0, 2020-01-09 06:00:00, None
None, None, None, None, None, -17.4, 80.0, None, None, 491.0, 226.0, 2020-01-09 07:00:00, None
None, None, None, None, None, -16.9, 81.0, None, None, 491.0, 226.0, 2020-01-09 08:00:00, None
None, None, None, None, None, -16.5, 81.0, None, None, 491.0, 226.0, 2020-01-09 09:00:00, None
None, None, None, None, None, -16.4, 81.0, None, None, 491.0, 226.0, 2020-01-09 10:00:00, None
None, None, None, None, None, -16.3, 81.0, None, None, 491.0, 226.0, 2020-01-09 11:00:00, None
None, None, None, None, None, -16.3, 81.0, None, None, 491.0, 226.0, 2020-01-09 12:00:00, None
None, None, None, None, None, -16.5, 81.0, None, None, 491.0, 226.0, 2020-01-09 13:00:00, None
None, None, None, None, None, -16.8, 81.0, None, None, 491.0, 226.0, 2020-01-09 14:00:00, None
None, None, None, None, None, -16.9, 81.0, None, None, 491.0, 226.0, 2020-01-09 15:00:00, None
None, 435.0, None, None, None, -17.2, 80.0, None, None, 491.0, 226.0, 2020-01-09 16:00:00, None
None, None, None, None, None, -17.8, 80.0, None, None, 491.0, 226.0, 2020-01-09 17:00:00, None
None, None, None, None, None, -18.0, 81.0, None, None, 491.0, 226.0, 2020-01-09 18:00:00, None
None, None, None, None, None, -17.3, 81.0, None, None, 491.0, 226.0, 2020-01-09 19:00:00, None
None, None, None, None, None, -17.0, 79.0, None, None, 491.0, 226.0, 2020-01-09 20:00:00, None
None, None, None, None, None, -16.8, 78.0, None, None, 491.0, 226.0, 2020-01-09 21:00:00, None
None, None, None, None, None, -17.1, 79.0, None, None, 491.0, 226.0, 2020-01-09 22:00:00, None
None, None, None, None, None, -17.3, 80.0, None, None, 491.0, 226.0, 2020-01-09 23:00:00, None
None, None, None, None, None, -18.3, 80.0, None, None, 491.0, 226.0, 2020-01-10 00:00:00, None
None, None, None, None, None, -18.8, 81.0, None, None, 491.0, 226.0, 2020-01-10 01:00:00, None
None, None, None, None, None, -19.2, 80.0, None, None, 491.0, 226.0, 2020-01-10 02:00:00, None
None, None, None, None, None, -19.3, 80.0, None, None, 491.0, 226.0, 2020-01-10 03:00:00, None
None, None, None, None, None, -19.2, 80.0, None, None, 491.0, 225.0, 2020-01-10 04:00:00, None
None, None, None, None, None, -19.5, 80.0, None, None, 491.0, 225.0, 2020-01-10 05:00:00, None
None, None, None, None, None, -19.7, 80.0, None, None, 491.0, 225.0, 2020-01-10 06:00:00, None
None, None, None, None, None, -20.0, 80.0, None, None, 491.0, 225.0, 2020-01-10 07:00:00, None
None, None, None, None, None, -19.9, 80.0, None, None, 491.0, 225.0, 2020-01-10 08:00:00, None
None, None, None, None, None, -19.9, 80.0, None, None, 491.0, 225.0, 2020-01-10 09:00:00, None
None, None, None, None, None, -20.0, 78.0, None, None, 491.0, 225.0, 2020-01-10 10:00:00, None
None, None, None, None, None, -19.7, 80.0, None, None, 491.0, 225.0, 2020-01-10 11:00:00, None
None, None, None, None, None, -19.7, 81.0, None, None, 491.0, 225.0, 2020-01-10 12:00:00, None
None, None, None, None, None, -19.3, 81.0, None, None, 491.0, 225.0, 2020-01-10 13:00:00, None
None, None, None, None, None, -19.0, 82.0, None, None, 491.0, 225.0, 2020-01-10 14:00:00, None
None, None, None, None, None, -18.8, 82.0, None, None, 491.0, 226.0, 2020-01-10 15:00:00, None
None, 443.0, None, None, None, -19.0, 83.0, None, None, 491.0, 226.0, 2020-01-10 16:00:00, None
None, None, None, None, None, -18.4, 83.0, None, None, 491.0, 226.0, 2020-01-10 17:00:00, None
None, None, None, None, None, -18.3, 83.0, None, None, 491.0, 227.0, 2020-01-10 18:00:00, None
None, None, None, None, None, -18.0, 83.0, None, None, 491.0, 227.0, 2020-01-10 19:00:00, None
None, None, None, None, None, -17.8, 83.0, None, None, 491.0, 227.0, 2020-01-10 20:00:00, None
None, None, None, None, None, -17.7, 83.0, None, None, 491.0, 228.0, 2020-01-10 21:00:00, None
None, None, None, None, None, -17.9, 83.0, None, None, 491.0, 228.0, 2020-01-10 22:00:00, None
None, None, None, None, None, -18.4, 83.0, None, None, 491.0, 229.0, 2020-01-10 23:00:00, None
None, None, None, None, None, -19.0, 83.0, None, None, 491.0, 229.0, 2020-01-11 00:00:00, None
None, None, None, None, None, -19.5, 83.0, None, None, 491.0, 229.0, 2020-01-11 01:00:00, None
None, None, None, None, None, -19.8, 84.0, None, None, 491.0, 229.0, 2020-01-11 02:00:00, None
None, None, None, None, None, -20.1, 84.0, None, None, 491.0, 229.0, 2020-01-11 03:00:00, None
None, None, None, None, None, -20.3, 84.0, None, None, 491.0, 229.0, 2020-01-11 04:00:00, None
None, None, None, None, None, -20.6, 84.0, None, None, 491.0, 229.0, 2020-01-11 05:00:00, None
None, None, None, None, None, -20.9, 84.0, None, None, 491.0, 230.0, 2020-01-11 06:00:00, None
None, None, None, None, None, -21.3, 84.0, None, None, 491.0, 230.0, 2020-01-11 07:00:00, None
None, None, None, None, None, -21.7, 84.0, None, None, 491.0, 230.0, 2020-01-11 08:00:00, None
None, None, None, None, None, -22.3, 84.0, None, None, 491.0, 230.0, 2020-01-11 09:00:00, None
None, None, None, None, None, -22.3, 84.0, None, None, 490.0, 230.0, 2020-01-11 10:00:00, None
None, None, None, None, None, -22.4, 84.0, None, None, 490.0, 230.0, 2020-01-11 11:00:00, None
None, None, None, None, None, -22.8, 83.0, None, None, 490.0, 230.0, 2020-01-11 12:00:00, None
None, None, None, None, None, -23.3, 84.0, None, None, 490.0, 230.0, 2020-01-11 13:00:00, None
None, None, None, None, None, -23.5, 83.0, None, None, 490.0, 230.0, 2020-01-11 14:00:00, None
None, None, None, None, None, -23.7, 84.0, None, None, 490.0, 230.0, 2020-01-11 15:00:00, None
None, 446.0, None, None, None, -24.3, 84.0, None, None, 489.0, 229.0, 2020-01-11 16:00:00, None
None, None, None, None, None, -25.3, 83.0, None, None, 489.0, 229.0, 2020-01-11 17:00:00, None
None, None, None, None, None, -26.0, 83.0, None, None, 489.0, 229.0, 2020-01-11 18:00:00, None
None, None, None, None, None, -26.1, 83.0, None, None, 489.0, 229.0, 2020-01-11 19:00:00, None
None, None, None, None, None, -18.6, 81.0, None, None, 489.0, 229.0, 2020-01-11 20:00:00, None
None, None, None, None, None, -22.7, 83.0, None, None, 490.0, 229.0, 2020-01-11 21:00:00, None
None, None, None, None, None, -25.0, 83.0, None, None, 490.0, 229.0, 2020-01-11 22:00:00, None
None, None, None, None, None, -24.8, 83.0, None, None, 489.0, 229.0, 2020-01-11 23:00:00, None
None, None, None, None, None, -24.5, 83.0, None, None, 489.0, 229.0, 2020-01-12 00:00:00, None
None, None, None, None, None, -25.5, 83.0, None, None, 488.0, 229.0, 2020-01-12 01:00:00, None
None, None, None, None, None, -25.6, 83.0, None, None, 487.0, 229.0, 2020-01-12 02:00:00, None
None, None, None, None, None, -26.2, 83.0, None, None, 487.0, 228.0, 2020-01-12 03:00:00, None
None, None, None, None, None, -26.6, 83.0, None, None, 487.0, 228.0, 2020-01-12 04:00:00, None
None, None, None, None, None, -26.0, 83.0, None, None, 486.0, 228.0, 2020-01-12 05:00:00, None
None, None, None, None, None, -27.5, 83.0, None, None, 486.0, 228.0, 2020-01-12 06:00:00, None
None, None, None, None, None, -27.5, 83.0, None, None, 485.0, 228.0, 2020-01-12 07:00:00, None
None, None, None, None, None, -28.1, 83.0, None, None, 485.0, 228.0, 2020-01-12 08:00:00, None
None, None, None, None, None, -29.0, 83.0, None, None, 484.0, 228.0, 2020-01-12 09:00:00, None
