station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, MAX_TEMP
None, 124.0, 213.0, None, None, 2020-01-02 14:00:00, -10.8, None, None
None, 124.0, 213.0, None, None, 2020-01-02 15:00:00, -10.5, None, None
None, 124.0, 213.0, 0.0, None, 2020-01-02 16:00:00, -10.6, None, None
None, 124.0, 213.0, None, None, 2020-01-02 17:00:00, -11.2, None, None
None, 124.0, 213.0, None, None, 2020-01-02 18:00:00, -11.0, None, None
None, 125.0, 213.0, None, None, 2020-01-02 19:00:00, -10.3, None, None
None, 125.0, 213.0, None, None, 2020-01-02 20:00:00, -9.1, None, None
None, 125.0, 213.0, None, None, 2020-01-02 21:00:00, -8.8, None, None
None, 124.0, 213.0, None, None, 2020-01-02 22:00:00, -8.8, None, None
None, 124.0, 213.0, None, None, 2020-01-02 23:00:00, -9.5, None, None
None, 124.0, 213.0, None, None, 2020-01-03 00:00:00, -9.5, None, None
None, 124.0, 213.0, None, None, 2020-01-03 01:00:00, -9.8, None, None
None, 124.0, 213.0, None, None, 2020-01-03 02:00:00, -9.8, None, None
None, 124.0, 213.0, None, None, 2020-01-03 03:00:00, -10.0, None, None
None, 124.0, 215.0, None, None, 2020-01-03 04:00:00, -10.0, None, None
None, 124.0, 218.0, None, None, 2020-01-03 05:00:00, -9.9, None, None
None, 124.0, 220.0, None, None, 2020-01-03 06:00:00, -10.1, None, None
None, 124.0, 224.0, None, None, 2020-01-03 07:00:00, -10.1, None, None
None, 125.0, 227.0, None, None, 2020-01-03 08:00:00, -10.2, None, None
None, 125.0, 232.0, None, None, 2020-01-03 09:00:00, -10.1, None, None
None, 125.0, 235.0, None, None, 2020-01-03 10:00:00, -9.9, None, None
None, 125.0, 236.0, None, None, 2020-01-03 11:00:00, -9.9, None, None
None, 125.0, 238.0, None, None, 2020-01-03 12:00:00, -10.1, None, None
None, 125.0, 239.0, None, None, 2020-01-03 13:00:00, -10.0, None, None
None, 125.0, 241.0, None, None, 2020-01-03 14:00:00, -9.9, None, None
None, 125.0, 242.0, None, None, 2020-01-03 15:00:00, -9.7, None, None
None, 125.0, 245.0, 0.0, None, 2020-01-03 16:00:00, -9.0, None, None
None, 125.0, 245.0, None, None, 2020-01-03 17:00:00, -8.3, None, None
None, 125.0, 246.0, None, None, 2020-01-03 18:00:00, -8.3, None, None
None, 125.0, 250.0, None, None, 2020-01-03 19:00:00, -7.8, None, None
None, 126.0, 253.0, None, None, 2020-01-03 20:00:00, -3.9, None, None
None, 125.0, 254.0, None, None, 2020-01-03 21:00:00, -1.9, None, None
None, 124.0, 258.0, None, None, 2020-01-03 22:00:00, -1.2, None, None
None, 124.0, 261.0, None, None, 2020-01-03 23:00:00, -1.5, None, None
None, 125.0, 261.0, None, None, 2020-01-04 00:00:00, -1.7, None, None
None, 125.0, 264.0, None, None, 2020-01-04 01:00:00, -1.2, None, None
None, 125.0, 266.0, None, None, 2020-01-04 02:00:00, -1.3, None, None
None, 125.0, 268.0, None, None, 2020-01-04 03:00:00, -0.9, None, None
None, 125.0, 268.0, None, None, 2020-01-04 04:00:00, -1.4, None, None
None, 124.0, 268.0, None, None, 2020-01-04 05:00:00, -3.1, None, None
None, 123.0, 268.0, None, None, 2020-01-04 06:00:00, -4.8, None, None
None, 123.0, 268.0, None, None, 2020-01-04 07:00:00, -5.2, None, None
None, 123.0, 268.0, None, None, 2020-01-04 08:00:00, -5.8, None, None
None, 122.0, 268.0, None, None, 2020-01-04 09:00:00, -6.0, None, None
None, 122.0, 268.0, None, None, 2020-01-04 10:00:00, -6.1, None, None
None, 122.0, 268.0, None, None, 2020-01-04 11:00:00, -6.4, None, None
None, 122.0, 268.0, None, None, 2020-01-04 12:00:00, -6.3, None, None
None, 122.0, 268.0, None, None, 2020-01-04 13:00:00, -6.3, None, None
None, 122.0, 268.0, None, None, 2020-01-04 14:00:00, -6.9, None, None
None, 122.0, 268.0, None, None, 2020-01-04 15:00:00, -7.7, None, None
None, 122.0, 268.0, 0.0, None, 2020-01-04 16:00:00, -8.0, None, None
None, 122.0, 268.0, None, None, 2020-01-04 17:00:00, -7.7, None, None
None, 122.0, 268.0, None, None, 2020-01-04 18:00:00, -7.5, None, None
None, 123.0, 268.0, None, None, 2020-01-04 19:00:00, -6.9, None, None
None, 123.0, 268.0, None, None, 2020-01-04 20:00:00, -5.9, None, None
None, 122.0, 268.0, None, None, 2020-01-04 21:00:00, -5.7, None, None
None, 122.0, 268.0, None, None, 2020-01-04 22:00:00, -6.1, None, None
None, 122.0, 268.0, None, None, 2020-01-04 23:00:00, -6.5, None, None
None, 122.0, 268.0, None, None, 2020-01-05 00:00:00, -6.2, None, None
None, 122.0, 268.0, None, None, 2020-01-05 01:00:00, -6.5, None, None
None, 122.0, 268.0, None, None, 2020-01-05 02:00:00, -6.5, None, None
None, 122.0, 268.0, None, None, 2020-01-05 03:00:00, -6.7, None, None
None, 122.0, 268.0, None, None, 2020-01-05 04:00:00, -6.5, None, None
None, 122.0, 268.0, None, None, 2020-01-05 05:00:00, -6.9, None, None
None, 122.0, 268.0, None, None, 2020-01-05 06:00:00, -6.6, None, None
None, 122.0, 268.0, None, None, 2020-01-05 07:00:00, -6.2, None, None
None, 122.0, 271.0, None, None, 2020-01-05 08:00:00, -6.1, None, None
None, 122.0, 272.0, None, None, 2020-01-05 09:00:00, -5.8, None, None
None, 122.0, 274.0, None, None, 2020-01-05 10:00:00, -5.1, None, None
None, 122.0, 276.0, None, None, 2020-01-05 11:00:00, -4.4, None, None
None, 122.0, 276.0, None, None, 2020-01-05 12:00:00, -4.1, None, None
None, 122.0, 277.0, None, None, 2020-01-05 13:00:00, -4.0, None, None
None, 122.0, 277.0, None, None, 2020-01-05 14:00:00, -4.0, None, None
None, 122.0, 277.0, None, None, 2020-01-05 15:00:00, -6.3, None, None
None, 122.0, 277.0, 0.0, None, 2020-01-05 16:00:00, -7.4, None, None
None, 122.0, 277.0, None, None, 2020-01-05 17:00:00, -8.4, None, None
None, 122.0, 277.0, None, None, 2020-01-05 18:00:00, -9.5, None, None
None, 123.0, 277.0, None, None, 2020-01-05 19:00:00, -8.3, None, None
None, 123.0, 277.0, None, None, 2020-01-05 20:00:00, -6.8, None, None
None, 123.0, 277.0, None, None, 2020-01-05 21:00:00, -7.5, None, None
None, 123.0, 277.0, None, None, 2020-01-05 23:00:00, -7.5, None, None
None, 122.0, 277.0, None, None, 2020-01-06 00:00:00, -7.5, None, None
None, 122.0, 277.0, None, None, 2020-01-06 01:00:00, -8.4, None, None
None, 122.0, 277.0, None, None, 2020-01-06 02:00:00, -8.1, None, None
None, 122.0, 277.0, None, None, 2020-01-06 03:00:00, -8.0, None, None
None, 122.0, 277.0, None, None, 2020-01-06 04:00:00, -7.8, None, None
None, 122.0, 277.0, None, None, 2020-01-06 05:00:00, -8.0, None, None
None, 122.0, 277.0, None, None, 2020-01-06 06:00:00, -8.0, None, None
None, 122.0, 277.0, None, None, 2020-01-06 07:00:00, -8.0, None, None
None, 122.0, 277.0, None, None, 2020-01-06 08:00:00, -8.1, None, None
None, 122.0, 277.0, None, None, 2020-01-06 09:00:00, -8.6, None, None
None, 122.0, 277.0, None, None, 2020-01-06 10:00:00, -9.2, None, None
None, 121.0, 277.0, None, None, 2020-01-06 11:00:00, -9.5, None, None
None, 121.0, 277.0, None, None, 2020-01-06 12:00:00, -9.8, None, None
None, 120.0, 277.0, None, None, 2020-01-06 13:00:00, -10.1, None, None
None, 120.0, 278.0, None, None, 2020-01-06 14:00:00, -10.3, None, None
None, 119.0, 280.0, None, None, 2020-01-06 15:00:00, -10.8, None, None
None, 120.0, 280.0, 0.0, None, 2020-01-06 16:00:00, -9.4, None, None
None, 122.0, 280.0, None, None, 2020-01-06 17:00:00, -8.7, None, None
None, 122.0, 280.0, None, None, 2020-01-06 18:00:00, -8.6, None, None
None, 123.0, 280.0, None, None, 2020-01-06 19:00:00, -7.5, None, None
None, 123.0, 280.0, None, None, 2020-01-06 20:00:00, -6.5, None, None
None, 123.0, 281.0, None, None, 2020-01-06 21:00:00, -5.8, None, None
None, 122.0, 283.0, None, None, 2020-01-06 23:00:00, -5.3, None, None
None, 123.0, 283.0, None, None, 2020-01-07 00:00:00, -7.5, None, None
None, 122.0, 283.0, None, None, 2020-01-07 01:00:00, -9.5, None, None
None, 122.0, 283.0, None, None, 2020-01-07 02:00:00, -10.6, None, None
None, 119.0, 283.0, None, None, 2020-01-07 03:00:00, -11.8, None, None
None, 108.0, 284.0, None, None, 2020-01-07 04:00:00, -13.7, None, None
None, 101.0, 284.0, None, None, 2020-01-07 05:00:00, -14.9, None, None
None, 122.0, 284.0, None, None, 2020-01-07 06:00:00, -14.8, None, None
None, 125.0, 284.0, None, None, 2020-01-07 07:00:00, -13.8, None, None
None, 126.0, 284.0, None, None, 2020-01-07 08:00:00, -11.9, None, None
None, 125.0, 283.0, None, None, 2020-01-07 09:00:00, -10.2, None, None
None, 124.0, 284.0, None, None, 2020-01-07 10:00:00, -9.3, None, None
None, 123.0, 284.0, None, None, 2020-01-07 11:00:00, -9.4, None, None
None, 123.0, 286.0, None, None, 2020-01-07 12:00:00, -9.4, None, None
None, 123.0, 287.0, None, None, 2020-01-07 13:00:00, -9.1, None, None
None, 123.0, 288.0, None, None, 2020-01-07 14:00:00, -9.5, None, None
None, 123.0, 290.0, None, None, 2020-01-07 15:00:00, -10.1, None, None
None, 123.0, 290.0, 0.0, None, 2020-01-07 16:00:00, -10.4, None, None
None, 123.0, 291.0, None, None, 2020-01-07 17:00:00, -10.6, None, None
None, 123.0, 293.0, None, None, 2020-01-07 18:00:00, -10.5, None, None
None, 123.0, 293.0, None, None, 2020-01-07 19:00:00, -10.8, None, None
None, 123.0, 295.0, None, None, 2020-01-07 20:00:00, -10.5, None, None
None, 123.0, 298.0, None, None, 2020-01-07 21:00:00, -10.4, None, None
None, 123.0, 300.0, None, None, 2020-01-07 22:00:00, -10.4, None, None
None, 123.0, 301.0, None, None, 2020-01-07 23:00:00, -10.5, None, None
None, 123.0, 302.0, None, None, 2020-01-08 00:00:00, -10.5, None, None
None, 123.0, 302.0, None, None, 2020-01-08 01:00:00, -11.0, None, None
None, 123.0, 303.0, None, None, 2020-01-08 02:00:00, -11.3, None, None
None, 123.0, 303.0, None, None, 2020-01-08 03:00:00, -12.7, None, None
None, 123.0, 303.0, None, None, 2020-01-08 04:00:00, -13.4, None, None
None, 124.0, 303.0, None, None, 2020-01-08 05:00:00, -12.6, None, None
None, 124.0, 303.0, None, None, 2020-01-08 06:00:00, -12.6, None, None
None, 124.0, 303.0, None, None, 2020-01-08 07:00:00, -11.8, None, None
None, 124.0, 303.0, None, None, 2020-01-08 08:00:00, -11.1, None, None
None, 124.0, 303.0, None, None, 2020-01-08 09:00:00, -10.8, None, None
None, 124.0, 302.0, None, None, 2020-01-08 10:00:00, -11.1, None, None
None, 124.0, 302.0, None, None, 2020-01-08 11:00:00, -11.0, None, None
None, 124.0, 303.0, None, None, 2020-01-08 12:00:00, -11.6, None, None
None, 124.0, 303.0, None, None, 2020-01-08 13:00:00, -12.6, None, None
None, 124.0, 303.0, None, None, 2020-01-08 14:00:00, -12.6, None, None
None, 124.0, 303.0, None, None, 2020-01-08 15:00:00, -12.3, None, None
None, 124.0, 303.0, 0.0, None, 2020-01-08 16:00:00, -12.3, None, None
None, 124.0, 303.0, None, None, 2020-01-08 17:00:00, -13.0, None, None
None, 124.0, 303.0, None, None, 2020-01-08 18:00:00, -11.7, None, None
None, 124.0, 303.0, None, None, 2020-01-08 19:00:00, -10.4, None, None
None, 124.0, 302.0, None, None, 2020-01-08 20:00:00, -10.0, None, None
None, 124.0, 302.0, None, None, 2020-01-08 21:00:00, -9.4, None, None
None, 123.0, 302.0, None, None, 2020-01-08 22:00:00, -7.9, None, None
None, 123.0, 302.0, None, None, 2020-01-08 23:00:00, -8.8, None, None
None, 122.0, 303.0, None, None, 2020-01-09 00:00:00, -9.7, None, None
None, 122.0, 303.0, None, None, 2020-01-09 01:00:00, -10.9, None, None
None, 122.0, 303.0, None, None, 2020-01-09 02:00:00, -11.2, None, None
None, 122.0, 303.0, None, None, 2020-01-09 03:00:00, -11.3, None, None
None, 123.0, 303.0, None, None, 2020-01-09 04:00:00, -10.4, None, None
None, 123.0, 303.0, None, None, 2020-01-09 05:00:00, -10.4, None, None
None, 123.0, 303.0, None, None, 2020-01-09 06:00:00, -10.4, None, None
None, 123.0, 302.0, None, None, 2020-01-09 07:00:00, -10.1, None, None
None, 123.0, 303.0, None, None, 2020-01-09 08:00:00, -10.7, None, None
None, 122.0, 303.0, None, None, 2020-01-09 09:00:00, -11.4, None, None
None, 123.0, 303.0, None, None, 2020-01-09 10:00:00, -11.5, None, None
None, 123.0, 303.0, None, None, 2020-01-09 11:00:00, -11.8, None, None
None, 123.0, 303.0, None, None, 2020-01-09 12:00:00, -11.7, None, None
None, 123.0, 303.0, None, None, 2020-01-09 13:00:00, -11.0, None, None
None, 123.0, 303.0, None, None, 2020-01-09 14:00:00, -10.8, None, None
None, 123.0, 303.0, None, None, 2020-01-09 15:00:00, -10.6, None, None
None, 123.0, 303.0, 0.0, None, 2020-01-09 16:00:00, -10.5, None, None
None, 122.0, 303.0, None, None, 2020-01-09 17:00:00, -10.7, None, None
None, 122.0, 303.0, None, None, 2020-01-09 18:00:00, -9.7, None, None
None, 119.0, 302.0, None, None, 2020-01-09 19:00:00, -8.7, None, None
None, 120.0, 302.0, None, None, 2020-01-09 20:00:00, -7.9, None, None
None, 120.0, 303.0, None, None, 2020-01-09 21:00:00, -7.4, None, None
None, 120.0, 303.0, None, None, 2020-01-09 22:00:00, -6.8, None, None
None, 120.0, 302.0, None, None, 2020-01-09 23:00:00, -6.7, None, None
None, 121.0, 303.0, None, None, 2020-01-10 00:00:00, -6.9, None, None
None, 121.0, 303.0, None, None, 2020-01-10 01:00:00, -6.9, None, None
None, 121.0, 303.0, None, None, 2020-01-10 02:00:00, -6.8, None, None
None, 121.0, 304.0, None, None, 2020-01-10 03:00:00, -6.7, None, None
None, 121.0, 306.0, None, None, 2020-01-10 04:00:00, -6.9, None, None
None, 121.0, 307.0, None, None, 2020-01-10 05:00:00, -6.8, None, None
None, 121.0, 307.0, None, None, 2020-01-10 06:00:00, -7.1, None, None
None, 121.0, 307.0, None, None, 2020-01-10 07:00:00, -6.9, None, None
None, 121.0, 309.0, None, None, 2020-01-10 08:00:00, -7.1, None, None
None, 121.0, 309.0, None, None, 2020-01-10 09:00:00, -7.4, None, None
None, 122.0, 315.0, None, None, 2020-01-10 10:00:00, -7.7, None, None
None, 122.0, 319.0, None, None, 2020-01-10 11:00:00, -8.1, None, None
None, 122.0, 320.0, None, None, 2020-01-10 12:00:00, -8.5, None, None
None, 122.0, 323.0, None, None, 2020-01-10 13:00:00, -8.5, None, None
None, 122.0, 326.0, None, None, 2020-01-10 14:00:00, -8.2, None, None
None, 122.0, 328.0, None, None, 2020-01-10 15:00:00, -8.0, None, None
None, 122.0, 328.0, 0.0, None, 2020-01-10 16:00:00, -7.7, None, None
None, 122.0, 328.0, None, None, 2020-01-10 17:00:00, -7.5, None, None
None, 122.0, 328.0, None, None, 2020-01-10 18:00:00, -7.3, None, None
None, 122.0, 328.0, None, None, 2020-01-10 19:00:00, -6.3, None, None
None, 122.0, 328.0, None, None, 2020-01-10 20:00:00, -6.0, None, None
None, 122.0, 328.0, None, None, 2020-01-10 21:00:00, -3.1, None, None
None, 122.0, 328.0, None, None, 2020-01-10 22:00:00, -5.0, None, None
None, 122.0, 328.0, None, None, 2020-01-10 23:00:00, -2.6, None, None
None, 122.0, 328.0, None, None, 2020-01-11 00:00:00, -5.4, None, None
None, 122.0, 328.0, None, None, 2020-01-11 01:00:00, -6.9, None, None
None, 122.0, 328.0, None, None, 2020-01-11 02:00:00, -7.9, None, None
None, 122.0, 328.0, None, None, 2020-01-11 03:00:00, -8.6, None, None
None, 121.0, 328.0, None, None, 2020-01-11 04:00:00, -7.4, None, None
None, 122.0, 328.0, None, None, 2020-01-11 05:00:00, -6.4, None, None
None, 122.0, 328.0, None, None, 2020-01-11 06:00:00, -6.0, None, None
None, 122.0, 328.0, None, None, 2020-01-11 07:00:00, -6.9, None, None
None, 122.0, 328.0, None, None, 2020-01-11 08:00:00, -7.6, None, None
None, 122.0, 328.0, None, None, 2020-01-11 09:00:00, -8.2, None, None
None, 122.0, 328.0, None, None, 2020-01-11 10:00:00, -8.6, None, None
None, 122.0, 328.0, None, None, 2020-01-11 11:00:00, -5.2, None, None
None, 122.0, 328.0, None, None, 2020-01-11 12:00:00, -4.5, None, None
None, 122.0, 328.0, None, None, 2020-01-11 13:00:00, -5.1, None, None
None, 122.0, 328.0, None, None, 2020-01-11 14:00:00, -5.9, None, None
None, 121.0, 328.0, None, None, 2020-01-11 15:00:00, -7.1, None, None
None, 122.0, 328.0, 0.0, None, 2020-01-11 16:00:00, -8.4, None, None
None, 122.0, 328.0, None, None, 2020-01-11 17:00:00, -9.7, None, None
None, 122.0, 328.0, None, None, 2020-01-11 18:00:00, -9.9, None, None
None, 122.0, 328.0, None, None, 2020-01-11 19:00:00, -10.2, None, None
None, 121.0, 328.0, None, None, 2020-01-11 20:00:00, -10.5, None, None
None, 121.0, 328.0, None, None, 2020-01-11 21:00:00, -10.6, None, None
None, 121.0, 328.0, None, None, 2020-01-11 22:00:00, -11.5, None, None
None, 122.0, 328.0, None, None, 2020-01-11 23:00:00, -10.9, None, None
None, 122.0, 328.0, None, None, 2020-01-12 00:00:00, -10.9, None, None
None, 122.0, 328.0, None, None, 2020-01-12 01:00:00, -13.0, None, None
None, 120.0, 328.0, None, None, 2020-01-12 02:00:00, -15.2, None, None
None, 120.0, 328.0, None, None, 2020-01-12 03:00:00, -16.7, None, None
None, 123.0, 328.0, None, None, 2020-01-12 04:00:00, -18.2, None, None
None, 125.0, 328.0, None, None, 2020-01-12 05:00:00, -19.6, None, None
None, 128.0, 328.0, None, None, 2020-01-12 06:00:00, -21.2, None, None
None, 132.0, 328.0, None, None, 2020-01-12 07:00:00, -22.5, None, None
None, 138.0, 328.0, None, None, 2020-01-12 08:00:00, -23.7, None, None
None, 151.0, 328.0, None, None, 2020-01-12 09:00:00, -24.5, None, None
None, None, None, 0.0, None, 2020-01-12 16:00:00, None, None, None
None, 658.0, 328.0, None, None, 2020-01-12 18:00:00, -26.7, None, None
None, 594.0, 328.0, None, None, 2020-01-12 19:00:00, -26.3, None, None
None, 492.0, 328.0, None, None, 2020-01-12 20:00:00, -25.9, None, None
None, 355.0, 328.0, None, None, 2020-01-12 21:00:00, -25.6, None, None
None, 257.0, 328.0, None, None, 2020-01-12 22:00:00, -26.0, None, None
None, 220.0, 328.0, None, None, 2020-01-12 23:00:00, -25.6, None, None
None, 206.0, 328.0, None, None, 2020-01-13 00:00:00, -26.1, None, None
None, 302.0, 328.0, None, None, 2020-01-13 01:00:00, -27.1, None, None
None, 430.0, 328.0, None, None, 2020-01-13 02:00:00, -28.5, None, None
None, 593.0, 328.0, None, None, 2020-01-13 03:00:00, -29.3, None, None
None, 770.0, 328.0, None, None, 2020-01-13 04:00:00, -30.2, None, None
None, 932.0, 328.0, None, None, 2020-01-13 05:00:00, -30.5, None, None
None, 1023.0, 328.0, None, None, 2020-01-13 06:00:00, -30.4, None, None
None, 1048.0, 328.0, None, None, 2020-01-13 07:00:00, -29.6, None, None
None, 1045.0, 328.0, None, None, 2020-01-13 08:00:00, -30.2, None, None
None, 1078.0, 328.0, None, None, 2020-01-13 09:00:00, -30.3, None, None
None, 1108.0, 328.0, None, None, 2020-01-13 10:00:00, -30.1, None, None
None, 1069.0, 328.0, None, None, 2020-01-13 11:00:00, -28.6, None, None
None, 956.0, 328.0, None, None, 2020-01-13 12:00:00, -28.1, None, None
None, 865.0, 328.0, None, None, 2020-01-13 13:00:00, -28.0, None, None
None, 818.0, 328.0, None, None, 2020-01-13 14:00:00, -28.6, None, None
None, 805.0, 328.0, None, None, 2020-01-13 15:00:00, -29.1, None, None
None, 835.0, 328.0, 0.0, None, 2020-01-13 16:00:00, -29.4, None, None
None, 868.0, 328.0, None, None, 2020-01-13 17:00:00, -30.0, None, None
None, 901.0, 328.0, None, None, 2020-01-13 18:00:00, -29.5, None, None
None, 830.0, 328.0, None, None, 2020-01-13 19:00:00, -26.8, None, None
None, 581.0, 328.0, None, None, 2020-01-13 20:00:00, -25.5, None, None
None, 255.0, 328.0, None, None, 2020-01-13 21:00:00, -25.6, None, None
None, 53.0, 328.0, None, None, 2020-01-13 22:00:00, -26.0, None, None
None, 10.0, 329.0, None, None, 2020-01-13 23:00:00, -26.9, None, None
None, 91.0, 329.0, None, None, 2020-01-14 00:00:00, -27.7, None, None
None, 257.0, 329.0, None, None, 2020-01-14 01:00:00, -29.6, None, None
None, 469.0, 329.0, None, None, 2020-01-14 02:00:00, -30.3, None, None
None, 644.0, 329.0, None, None, 2020-01-14 03:00:00, -30.6, None, None
None, 780.0, 329.0, None, None, 2020-01-14 04:00:00, -30.5, None, None
None, 843.0, 329.0, None, None, 2020-01-14 05:00:00, -30.8, None, None
None, 896.0, 329.0, None, None, 2020-01-14 06:00:00, -30.8, None, None
None, 949.0, 329.0, None, None, 2020-01-14 07:00:00, -31.3, None, None
None, 1004.0, 329.0, None, None, 2020-01-14 08:00:00, -31.6, None, None
None, 1057.0, 329.0, None, None, 2020-01-14 09:00:00, -31.7, None, None
None, 1095.0, 329.0, None, None, 2020-01-14 10:00:00, -31.5, None, None
None, 1125.0, 329.0, None, None, 2020-01-14 11:00:00, -31.7, None, None
None, 1134.0, 329.0, None, None, 2020-01-14 12:00:00, -32.0, None, None
None, 1164.0, 329.0, None, None, 2020-01-14 13:00:00, -32.5, None, None
None, 1197.0, 329.0, None, None, 2020-01-14 14:00:00, -31.9, None, None
None, 1212.0, 329.0, None, None, 2020-01-14 15:00:00, -33.1, None, None
None, 1266.0, 329.0, 0.0, None, 2020-01-14 16:00:00, -33.6, None, None
None, 1339.0, 329.0, None, None, 2020-01-14 17:00:00, -33.8, None, None
None, 1378.0, 329.0, None, None, 2020-01-14 18:00:00, -32.8, None, None
None, 1300.0, 329.0, None, None, 2020-01-14 19:00:00, -29.8, None, None
None, 1074.0, 329.0, None, None, 2020-01-14 20:00:00, -28.8, None, None
None, 749.0, 329.0, None, None, 2020-01-14 21:00:00, -28.6, None, None
None, 529.0, 330.0, None, None, 2020-01-14 22:00:00, -28.8, None, None
None, 439.0, 330.0, None, None, 2020-01-14 23:00:00, -28.9, None, None
None, 416.0, 330.0, None, None, 2020-01-15 00:00:00, -29.3, None, None
None, 479.0, 330.0, None, None, 2020-01-15 01:00:00, -31.4, None, None
None, 659.0, 330.0, None, None, 2020-01-15 02:00:00, -32.5, None, None
None, 829.0, 330.0, None, None, 2020-01-15 03:00:00, -32.2, None, None
None, 894.0, 330.0, None, None, 2020-01-15 04:00:00, -31.9, None, None
None, 906.0, 330.0, None, None, 2020-01-15 05:00:00, -31.6, None, None
None, 874.0, 330.0, None, None, 2020-01-15 06:00:00, -30.4, None, None
None, 822.0, 330.0, None, None, 2020-01-15 07:00:00, -30.7, None, None
None, 800.0, 330.0, None, None, 2020-01-15 08:00:00, -31.5, None, None
None, 832.0, 330.0, None, None, 2020-01-15 09:00:00, -31.5, None, None
None, 846.0, 330.0, None, None, 2020-01-15 10:00:00, -31.1, None, None
None, 841.0, 330.0, None, None, 2020-01-15 11:00:00, -31.5, None, None
None, 872.0, 330.0, None, None, 2020-01-15 12:00:00, -32.0, None, None
None, 912.0, 330.0, None, None, 2020-01-15 13:00:00, -32.7, None, None
None, 963.0, 330.0, None, None, 2020-01-15 14:00:00, -33.0, None, None
None, 1007.0, 330.0, None, None, 2020-01-15 15:00:00, -33.0, None, None
None, 1044.0, 330.0, 0.0, None, 2020-01-15 16:00:00, -33.2, None, None
None, 1071.0, 330.0, None, None, 2020-01-15 17:00:00, -33.5, None, None
None, 1089.0, 330.0, None, None, 2020-01-15 18:00:00, -33.0, None, None
None, 1050.0, 330.0, None, None, 2020-01-15 19:00:00, -31.3, None, None
None, 908.0, 330.0, None, None, 2020-01-15 20:00:00, -31.3, None, None
None, 721.0, 330.0, None, None, 2020-01-15 21:00:00, -31.2, None, None
None, 609.0, 332.0, None, None, 2020-01-15 22:00:00, -31.4, None, None
None, 582.0, 333.0, None, None, 2020-01-15 23:00:00, -31.4, None, None
None, 583.0, 334.0, None, None, 2020-01-16 00:00:00, -31.9, None, None
