wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
10.0, 101.7, 0.7, 270.0, 68.0, 6.1,2020-10-21 00:00:00, None, None, None, None, -0.05,43
19.0, 101.7, -0.7, 315.0, 59.0, 6.8,2020-10-21 01:00:00, None, None, 34.0, None, 0.04,43
4.0, 101.8, -0.3, 292.5, 63.0, 6.1,2020-10-21 02:00:00, None, None, None, None, 0.09,43
11.0, 101.8, 0.1, 315.0, 71.0, 4.9,2020-10-21 03:00:00, None, None, None, None, 0.13,43
5.0, 101.8, 0.6, 270.0, 79.0, 4.0,2020-10-21 04:00:00, None, None, None, None, 0.04,43
7.0, 101.8, 0.9, 315.0, 82.0, 3.8,2020-10-21 05:00:00, None, None, None, None, 0.06,43
9.0, 101.9, 0.5, 225.0, 81.0, 3.4,2020-10-21 06:00:00, None, None, None, None, 0.01,43
3.0, 101.9, 0.5, 315.0, 83.0, 3.1,2020-10-21 07:00:00, None, None, None, None, 0.06,43
6.0, 101.9, 0.2, 225.0, 81.0, 3.1,2020-10-21 08:00:00, None, None, None, None, 0.05,43
3.0, 102.0, 0.7, 292.5, 78.0, 4.2,2020-10-21 09:00:00, None, None, None, None, 0.1,43
5.0, 102.0, 0.6, 315.0, 71.0, 5.4,2020-10-21 10:00:00, None, None, None, None, 0.14,43
8.0, 102.1, 0.3, 0.0, 60.0, 7.5,2020-10-21 11:00:00, None, None, None, None, 0.17,43
12.0, 102.1, -0.9, 0.0, 53.0, 8.0,2020-10-21 12:00:00, None, None, None, None, 0.15,43
14.0, 102.1, -2.8, 337.5, 44.0, 8.8,2020-10-21 13:00:00, None, None, 28.0, None, 0.12,43
24.0, 102.2, -3.8, 315.0, 41.0, 8.7,2020-10-21 14:00:00, None, None, 36.0, None, 0.13,43
9.0, 102.3, -2.7, 337.5, 47.0, 8.0,2020-10-21 15:00:00, None, None, None, None, 0.13,43
13.0, 102.4, -4.2, 337.5, 43.0, 7.8,2020-10-21 16:00:00, None, None, None, None, 0.18,43
12.0, 102.4, -5.9, 337.5, 39.0, 7.1,2020-10-21 17:00:00, None, None, 35.0, None, 0.21,43
15.0, 102.5, -5.3, 315.0, 44.0, 5.9,2020-10-21 18:00:00, None, None, None, None, 0.23,43
11.0, 102.6, -5.1, 292.5, 49.0, 4.7,2020-10-21 19:00:00, None, None, None, None, 0.2,43
12.0, 102.6, -5.3, 270.0, 52.0, 3.5,2020-10-21 20:00:00, None, None, None, None, 0.15,43
13.0, 102.7, -5.0, 270.0, 55.0, 3.3,2020-10-21 21:00:00, None, None, None, None, 0.14,43
9.0, 102.7, -4.8, 247.5, 56.0, 3.0,2020-10-21 22:00:00, None, None, None, None, 0.15,43
9.0, 102.8, -5.0, 337.5, 59.0, 2.2,2020-10-21 23:00:00, 1.5, None, 35.0, 9.7, 0.16,43
5.0, 102.8, -5.1, 247.5, 60.0, 1.9,2020-10-22 00:00:00, None, None, None, None, 0.14,43
10.0, 102.8, -4.9, 292.5, 59.0, 2.2,2020-10-22 01:00:00, None, None, None, None, 0.1,43
8.0, 102.9, -5.4, 270.0, 58.0, 2.1,2020-10-22 02:00:00, None, None, None, None, 0.1,43
9.0, 102.9, -5.6, 270.0, 58.0, 1.9,2020-10-22 03:00:00, None, None, None, None, 0.1,43
7.0, 103.0, -5.6, 247.5, 68.0, -0.3,2020-10-22 04:00:00, None, None, None, None, 0.11,43
11.0, 103.0, -5.7, 270.0, 70.0, -1.0,2020-10-22 05:00:00, None, None, None, None, 0.09,43
5.0, 103.1, -5.9, 202.5, 68.0, -0.7,2020-10-22 06:00:00, None, None, None, None, 0.1,43
5.0, 103.1, -5.8, 225.0, 71.0, -1.3,2020-10-22 07:00:00, None, None, None, None, 0.12,43
3.0, 103.2, -5.5, 180.0, 70.0, -0.8,2020-10-22 08:00:00, None, None, None, None, 0.14,43
1.0, 103.2, -5.8, 67.5, 55.0, 2.4,2020-10-22 09:00:00, None, None, None, None, 0.16,43
7.0, 103.2, -3.8, 112.5, 55.0, 4.5,2020-10-22 10:00:00, None, None, None, None, 0.13,43
2.0, 103.2, -5.0, 225.0, 47.0, 5.2,2020-10-22 11:00:00, None, None, None, None, 0.09,43
5.0, 103.2, -6.1, 0.0, 40.0, 6.4,2020-10-22 12:00:00, None, None, None, None, 0.01,43
