pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 6.129, 99.0, None, None, None, None, 53.37, None, 9.16, 310.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 12:00:00, None, None, 8.15,43
None, None, 6.064, 98.9, None, None, None, None, 59.91, None, 7.269, 314.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 13:00:00, None, None, 8.14,43
None, None, 5.81, 99.1, None, None, None, None, 71.8, None, 7.301, 341.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 14:00:00, None, None, 7.172,43
None, None, 6.189, 98.8, None, None, None, None, 66.82, None, 6.861, 7.088, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 15:00:00, None, None, 6.638,43
None, None, 5.746, 99.1, None, None, None, None, 69.97, None, 3.855, 60.08, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 16:00:00, None, None, 6.056,43
None, None, 5.273, 99.2, None, None, None, None, 53.63, None, 5.363, 359.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 17:00:00, None, None, 5.133,43
None, None, 4.145, 97.9, None, None, None, None, 57.32, None, 4.223, 20.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 18:00:00, None, None, 5.25,43
None, None, 3.795, 98.3, None, None, None, None, 62.67, None, 2.403, 357.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 19:00:00, None, None, 5.169,43
None, None, 2.984, 87.8, None, None, None, None, 21.63, None, 12.17, 52.43, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 20:00:00, None, None, 3.542,43
None, None, 2.921, 84.2, None, None, None, None, 17.04, None, 13.32, 58.67, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 21:00:00, None, None, 5.014,43
None, None, 3.0, 80.4, None, None, None, None, 8.92, None, 14.53, 73.17, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 22:00:00, None, None, 5.031,43
None, None, 2.669, 75.63, None, None, None, None, 15.19, None, 19.6, 61.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-25 23:00:00, None, None, 5.329,43
None, None, 2.29, 74.73, None, None, None, None, 18.76, None, 16.6, 44.86, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 00:00:00, None, None, 5.186,43
None, None, 1.852, 72.36, None, None, None, None, 12.23, None, 20.5, 62.54, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 01:00:00, None, None, 5.195,43
None, None, 1.181, 75.68, None, None, None, None, 9.6, None, 23.0, 70.22, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 02:00:00, None, None, 5.4,43
None, None, 1.369, 68.42, None, None, None, None, 11.81, None, 21.8, 72.13, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 03:00:00, None, None, 5.364,43
None, None, 0.9, 71.77, None, None, None, None, 12.68, None, 18.82, 64.73, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 04:00:00, None, None, 5.228,43
None, None, 0.238, 78.63, None, None, None, None, 15.68, None, 18.28, 83.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 05:00:00, None, None, 5.494,43
None, None, 0.009, 74.69, None, None, None, None, 11.19, None, 19.44, 87.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 06:00:00, None, None, 5.355,43
None, None, -0.484, 79.34, None, None, None, None, 6.8, None, 18.65, 78.27, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 07:00:00, None, None, 5.293,43
None, None, -0.326, 77.54, None, None, None, None, 6.515, None, 21.4, 80.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 08:00:00, None, None, 5.4,43
None, None, 1.146, 72.75, None, None, None, None, 9.47, None, 16.15, 79.54, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 09:00:00, None, None, 6.065,43
None, None, 2.624, 71.94, None, None, None, None, 18.99, None, 9.94, 89.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 10:00:00, None, None, 6.014,43
None, None, 2.732, 66.65, None, None, None, None, 21.6, None, 10.66, 92.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 11:00:00, None, None, 6.205,43
None, None, 5.88, 64.57, None, None, None, None, 27.09, None, 9.25, 96.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 12:00:00, None, None, 4.991,43
None, None, 5.415, 62.65, None, None, None, None, 26.91, None, 6.295, 103.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 13:00:00, None, None, 6.032,43
None, None, 7.478, 56.67, None, None, None, None, 20.71, None, 8.91, 94.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 14:00:00, None, None, 5.383,43
None, None, 9.26, 52.55, None, None, None, None, 24.91, None, 4.713, 118.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 15:00:00, None, None, 4.853,43
None, None, 9.91, 56.04, None, None, None, None, 36.9, None, 3.515, 197.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 16:00:00, None, None, 4.257,43
None, None, 9.83, 51.64, None, None, None, None, 46.9, None, 2.679, 187.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 17:00:00, None, None, 2.822,43
None, None, 7.445, 55.8, None, None, None, None, 11.43, None, 11.69, 64.08, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 18:00:00, None, None, 3.599,43
None, None, 5.903, 54.67, None, None, None, None, 25.49, None, 13.35, 69.17, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 19:00:00, None, None, 4.117,43
None, None, 7.646, 27.67, None, None, None, None, 18.73, None, 17.98, 65.09, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 20:00:00, None, None, 3.889,43
None, None, 8.31, 18.52, None, None, None, None, 20.17, None, 11.85, 52.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 21:00:00, None, None, 3.898,43
None, None, 8.55, 16.65, None, None, None, None, 21.14, None, 11.65, 57.03, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 22:00:00, None, None, 3.033,43
None, None, 9.38, 10.69, None, None, None, None, 58.05, None, 3.657, 3.482, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-26 23:00:00, None, None, 3.422,43
None, None, 8.01, 20.19, None, None, None, None, 18.04, None, 14.17, 78.18, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 00:00:00, None, None, 3.426,43
None, None, 8.15, 16.08, None, None, None, None, 8.99, None, 12.34, 74.48, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 01:00:00, None, None, 3.625,43
None, None, 10.07, 7.116, None, None, None, None, 16.49, None, 10.19, 80.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 02:00:00, None, None, 3.365,43
None, None, 9.83, 8.86, None, None, None, None, 10.06, None, 16.48, 63.51, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 08:00:00, None, None, 1.691,43
None, None, 11.02, 8.19, None, None, None, None, 8.3, None, 18.38, 70.22, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 09:00:00, None, None, 3.486,43
None, None, 12.07, 9.87, None, None, None, None, 8.52, None, 19.17, 87.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 10:00:00, None, None, 2.96,43
None, None, 13.43, 13.2, None, None, None, None, 9.88, None, 19.08, 90.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 11:00:00, None, None, 2.597,43
None, None, 14.16, 19.86, None, None, None, None, 14.53, None, 15.96, 90.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 12:00:00, None, None, 1.486,43
None, None, 15.34, 30.71, None, None, None, None, 20.27, None, 11.0, 105.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 13:00:00, None, None, 0.234,43
None, None, 15.68, 35.08, None, None, None, None, 17.24, None, 10.22, 105.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 14:00:00, None, None, -0.18,43
None, None, 15.8, 32.22, None, None, None, None, 13.11, None, 11.33, 94.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 15:00:00, None, None, -0.407,43
None, None, 15.65, 35.66, None, None, None, None, 12.13, None, 12.62, 90.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 16:00:00, None, None, -1.717,43
None, None, 15.35, 39.45, None, None, None, None, 15.7, None, 10.54, 78.88, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 17:00:00, None, None, -1.846,43
None, None, 14.37, 43.82, None, None, None, None, 13.07, None, 11.46, 76.65, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 18:00:00, None, None, -2.044,43
None, None, 13.22, 45.97, None, None, None, None, 9.11, None, 13.31, 75.58, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 19:00:00, None, None, -1.884,43
None, None, 13.71, 42.81, None, None, None, None, 9.52, None, 16.19, 86.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 20:00:00, None, None, -1.467,43
None, None, 13.61, 41.94, None, None, None, None, 6.87, None, 19.12, 77.81, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 21:00:00, None, None, -0.814,43
None, None, 13.79, 40.76, None, None, None, None, 5.175, None, 19.27, 85.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 22:00:00, None, None, -1.325,43
None, None, 14.2, 39.36, None, None, None, None, 5.161, None, 18.51, 85.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-27 23:00:00, None, None, -0.947,43
None, None, 14.13, 37.71, None, None, None, None, 7.108, None, 18.92, 75.55, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-28 00:00:00, None, None, -1.812,43
None, None, 13.29, 39.71, None, None, None, None, 7.732, None, 20.23, 83.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-28 01:00:00, None, None, -0.084,43
None, None, 12.85, 40.74, None, None, None, None, 6.635, None, 24.18, 76.32, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-28 02:00:00, None, None, -0.469,43
None, None, 13.4, 37.96, None, None, None, None, 10.79, None, 17.3, 80.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-28 03:00:00, None, None, -0.775,43
None, None, 14.19, 35.99, None, None, None, None, 13.95, None, 13.47, 91.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-28 04:00:00, None, None, -1.186,43
