pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,6.601, None, None, None, None, None, None, None, None, None, None,2017-10-25 12:00:00, None, None,43
None,6.744, None, None, None, None, None, None, None, None, None, None,2017-10-25 13:00:00, None, None,43
None,7.5, None, None, None, None, None, None, None, None, None, None,2017-10-25 14:00:00, None, None,43
None,7.44, None, None, None, None, None, None, None, None, None, None,2017-10-25 15:00:00, None, None,43
None,7.7, None, None, None, None, None, None, None, None, None, None,2017-10-25 16:00:00, None, None,43
None,7.27, None, None, None, None, None, None, None, None, None, None,2017-10-25 17:00:00, None, None,43
None,6.809, None, None, None, None, None, None, None, None, None, None,2017-10-25 18:00:00, None, None,43
None,6.666, None, None, None, None, None, None, None, None, None, None,2017-10-25 19:00:00, None, None,43
None,6.062, None, None, None, None, None, None, None, None, None, None,2017-10-25 20:00:00, None, None,43
None,5.488, None, None, None, None, None, None, None, None, None, None,2017-10-25 21:00:00, None, None,43
None,5.259, None, None, None, None, None, None, None, None, None, None,2017-10-25 22:00:00, None, None,43
None,4.468, None, None, None, None, None, None, None, None, None, None,2017-10-25 23:00:00, None, None,43
None,3.621, None, None, None, None, None, None, None, None, None, None,2017-10-26 00:00:00, None, None,43
None,3.508, None, None, None, None, None, None, None, None, None, None,2017-10-26 01:00:00, None, None,43
None,2.578, None, None, None, None, None, None, None, None, None, None,2017-10-26 02:00:00, None, None,43
None,3.471, None, None, None, None, None, None, None, None, None, None,2017-10-26 03:00:00, None, None,43
None,2.161, None, None, None, None, None, None, None, None, None, None,2017-10-26 04:00:00, None, None,43
None,1.413, None, None, None, None, None, None, None, None, None, None,2017-10-26 05:00:00, None, None,43
