ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
0.0,0.0,0.0,2020-05-21, 0.0,21
0.0,0.0,0.0,2020-05-22, 0.0,21
8.0,8.0,0.0,2020-05-25, 0.0,21
0.0,0.0,0.0,2020-05-26, 0.0,21
