station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, 804.0, 953.0, None, None, None, 2012-01-01 00:00:00, -12.7, None, 241.0, None
None, None, 804.0, 954.0, None, None, None, 2012-01-01 01:00:00, -12.6, None, 240.0, None
None, None, 804.0, 955.0, None, None, None, 2012-01-01 02:00:00, -12.4, None, 240.0, None
None, None, 804.0, 957.0, None, None, None, 2012-01-01 03:00:00, -12.5, None, 240.0, None
None, None, 805.0, 957.0, None, None, None, 2012-01-01 04:00:00, -12.8, None, 240.0, None
None, None, 804.0, 957.0, None, None, None, 2012-01-01 05:00:00, -12.0, None, 239.0, None
None, None, 934.0, None, None, None, None, 2012-01-01 06:00:00, -6.6, None, 284.0, None
None, None, 934.0, 1204.0, None, None, None, 2012-01-01 07:00:00, -6.0, None, 285.0, None
None, None, 934.0, 1207.0, None, None, None, 2012-01-01 08:00:00, -6.5, None, 284.0, None
None, None, 806.0, None, None, None, None, 2012-01-01 09:00:00, -12.3, None, 245.0, None
None, None, 806.0, 963.0, None, None, None, 2012-01-01 10:00:00, -12.1, None, 246.0, None
None, None, 807.0, 964.0, None, None, None, 2012-01-01 11:00:00, -12.1, None, 247.0, None
None, None, 806.0, 965.0, None, None, None, 2012-01-01 12:00:00, -12.0, None, 246.0, None
None, None, 806.0, 966.0, None, None, None, 2012-01-01 13:00:00, -12.0, None, 246.0, None
None, None, 807.0, 968.0, None, None, None, 2012-01-01 14:00:00, -11.9, None, 246.0, None
None, None, 807.0, 969.0, None, None, None, 2012-01-01 15:00:00, -10.8, None, 246.0, None
None, None, 806.0, 970.0, None, None, None, 2012-01-01 16:00:00, -10.8, None, 245.0, None
None, None, 806.0, 971.0, None, None, None, 2012-01-01 17:00:00, -11.7, None, 245.0, None
None, None, 807.0, 971.0, None, None, None, 2012-01-01 18:00:00, -11.0, None, 245.0, None
None, None, 807.0, 973.0, None, None, None, 2012-01-01 19:00:00, -11.4, None, 244.0, None
None, None, 807.0, 976.0, None, None, None, 2012-01-01 20:00:00, -11.9, None, 245.0, None
None, None, 809.0, 980.0, None, None, None, 2012-01-01 21:00:00, -11.9, None, 247.0, None
None, None, 810.0, 982.0, None, None, None, 2012-01-01 22:00:00, -11.8, None, 249.0, None
None, None, 811.0, 985.0, None, None, None, 2012-01-01 23:00:00, -11.5, None, 249.0, None
None, None, 811.0, 986.0, None, None, None, 2012-01-02 00:00:00, -11.3, None, 249.0, None
None, None, 812.0, 988.0, None, None, None, 2012-01-02 01:00:00, -10.9, None, 249.0, None
None, None, 812.0, 989.0, None, None, None, 2012-01-02 02:00:00, -10.3, None, 248.0, None
None, None, 812.0, 990.0, None, None, None, 2012-01-02 03:00:00, -9.7, None, 248.0, None
None, None, 813.0, 991.0, None, None, None, 2012-01-02 04:00:00, -8.6, None, 248.0, None
None, None, 814.0, 993.0, None, None, None, 2012-01-02 05:00:00, -7.5, None, 249.0, None
None, None, 814.0, 994.0, None, None, None, 2012-01-02 06:00:00, -6.2, None, 249.0, None
None, None, 815.0, 994.0, None, None, None, 2012-01-02 07:00:00, -5.0, None, 250.0, None
None, None, 816.0, 995.0, None, None, None, 2012-01-02 08:00:00, -4.6, None, 250.0, None
None, None, 817.0, 996.0, None, None, None, 2012-01-02 09:00:00, -3.0, None, 250.0, None
None, None, 817.0, 997.0, None, None, None, 2012-01-02 10:00:00, -3.1, None, 251.0, None
None, None, 818.0, 998.0, None, None, None, 2012-01-02 11:00:00, -2.1, None, 251.0, None
None, None, 819.0, 998.0, None, None, None, 2012-01-02 12:00:00, -2.0, None, 252.0, None
None, None, 820.0, 999.0, None, None, None, 2012-01-02 13:00:00, -3.2, None, 251.0, None
None, None, 822.0, 1000.0, None, None, None, 2012-01-02 14:00:00, -2.5, None, None, None
None, None, 823.0, 1002.0, None, None, None, 2012-01-02 15:00:00, -2.5, None, None, None
None, None, 824.0, 1005.0, None, None, None, 2012-01-02 16:00:00, -2.3, None, 255.0, None
None, None, 824.0, 1004.0, None, None, None, 2012-01-02 17:00:00, -2.4, None, 255.0, None
None, None, 824.0, 1005.0, None, None, None, 2012-01-02 18:00:00, -1.9, None, 255.0, None
None, None, 823.0, 1005.0, None, None, None, 2012-01-02 19:00:00, -1.6, None, 255.0, None
None, None, 824.0, 1007.0, None, None, None, 2012-01-02 20:00:00, -1.0, None, 254.0, None
None, None, 824.0, 1007.0, None, None, None, 2012-01-02 21:00:00, -0.4, None, 253.0, None
None, None, 825.0, 1008.0, None, None, None, 2012-01-02 22:00:00, -1.3, None, 253.0, None
None, None, 825.0, 1007.0, None, None, None, 2012-01-02 23:00:00, -1.5, None, 252.0, None
None, None, 825.0, 1007.0, None, None, None, 2012-01-03 00:00:00, -1.9, None, 251.0, None
None, None, 825.0, 1007.0, None, None, None, 2012-01-03 01:00:00, -2.4, None, 251.0, None
None, None, 825.0, 1006.0, None, None, None, 2012-01-03 02:00:00, -2.4, None, 251.0, None
None, None, 825.0, 1006.0, None, None, None, 2012-01-03 03:00:00, -3.2, None, 250.0, None
None, None, 826.0, 1005.0, None, None, None, 2012-01-03 04:00:00, -3.3, None, 249.0, None
None, None, 826.0, 1005.0, None, None, None, 2012-01-03 05:00:00, -2.9, None, 250.0, None
None, None, 826.0, 1005.0, None, None, None, 2012-01-03 06:00:00, -3.4, None, 249.0, None
None, None, 826.0, 1006.0, None, None, None, 2012-01-03 07:00:00, -3.2, None, 248.0, None
None, None, 826.0, 1007.0, None, None, None, 2012-01-03 08:00:00, -3.1, None, 248.0, None
None, None, 826.0, 1008.0, None, None, None, 2012-01-03 09:00:00, -3.2, None, 249.0, None
None, None, 827.0, 1010.0, None, None, None, 2012-01-03 10:00:00, -3.2, None, 248.0, None
None, None, 827.0, 1011.0, None, None, None, 2012-01-03 11:00:00, -3.3, None, 248.0, None
None, None, 827.0, 1011.0, None, None, None, 2012-01-03 12:00:00, -3.2, None, 247.0, None
None, None, 827.0, 1012.0, None, None, None, 2012-01-03 13:00:00, -2.9, None, 247.0, None
None, None, 827.0, 1013.0, None, None, None, 2012-01-03 14:00:00, -2.7, None, 248.0, None
None, None, 828.0, 1017.0, None, None, None, 2012-01-03 15:00:00, -3.0, None, 249.0, None
None, None, 830.0, 1022.0, None, None, None, 2012-01-03 16:00:00, -2.8, None, 250.0, None
None, None, 831.0, 1021.0, None, None, None, 2012-01-03 17:00:00, -2.7, None, 251.0, None
None, None, 833.0, 1025.0, None, None, None, 2012-01-03 18:00:00, -2.7, None, 253.0, None
None, None, 834.0, 1027.0, None, None, None, 2012-01-03 19:00:00, -2.6, None, 254.0, None
