station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, -6.2, 79.0, None, None, 534.0, 194.0, None, 2012-01-01 00:00:00, None
None, None, None, None, None, -10.9, 84.0, None, None, 534.0, 192.0, None, 2012-01-01 01:00:00, None
None, None, None, None, None, -12.5, 83.0, None, None, 535.0, 192.0, None, 2012-01-01 02:00:00, None
None, None, None, None, None, -13.2, 82.0, None, None, 535.0, 192.0, None, 2012-01-01 03:00:00, None
None, None, None, None, None, -13.0, 84.0, None, None, 535.0, 192.0, None, 2012-01-01 04:00:00, None
None, None, None, None, None, -12.4, 83.0, None, None, 535.0, 193.0, None, 2012-01-01 05:00:00, None
None, None, None, None, None, -11.8, 83.0, None, None, 535.0, 192.0, None, 2012-01-01 06:00:00, None
None, None, None, None, None, -11.2, 82.0, None, None, 535.0, 192.0, None, 2012-01-01 07:00:00, None
None, None, None, None, None, -11.4, 82.0, None, None, 535.0, 192.0, None, 2012-01-01 08:00:00, None
None, None, None, None, None, -11.3, 82.0, None, None, 535.0, 192.0, None, 2012-01-01 09:00:00, None
None, None, None, None, None, -11.2, 82.0, None, None, 535.0, 192.0, None, 2012-01-01 10:00:00, None
None, None, None, None, None, -11.0, 82.0, None, None, 535.0, 192.0, None, 2012-01-01 11:00:00, None
None, None, None, None, None, -10.4, 81.0, None, None, 535.0, 192.0, None, 2012-01-01 12:00:00, None
None, None, None, None, None, -10.2, 81.0, None, None, 535.0, 192.0, None, 2012-01-01 13:00:00, None
None, None, None, None, None, -10.1, 81.0, None, None, 535.0, 192.0, None, 2012-01-01 14:00:00, None
None, None, None, None, None, -10.2, 81.0, None, None, 535.0, 192.0, None, 2012-01-01 15:00:00, None
None, 1.0, None, None, None, -10.5, 80.0, None, None, 535.0, 192.0, None, 2012-01-01 16:00:00, None
None, None, None, None, None, -9.6, 81.0, None, None, 535.0, 192.0, None, 2012-01-01 17:00:00, None
None, None, None, None, None, -8.4, 80.0, None, None, 535.0, 192.0, None, 2012-01-01 18:00:00, None
None, None, None, None, None, -7.4, 80.0, None, None, 534.0, 193.0, None, 2012-01-01 19:00:00, None
None, None, None, None, None, -6.5, 80.0, None, None, 534.0, 193.0, None, 2012-01-01 20:00:00, None
None, None, None, None, None, -6.5, 80.0, None, None, 534.0, 193.0, None, 2012-01-01 21:00:00, None
None, None, None, None, None, -2.6, 76.0, None, None, 534.0, 201.0, None, 2012-01-01 22:00:00, None
None, None, None, None, None, -2.4, 75.0, None, None, 534.0, 203.0, None, 2012-01-01 23:00:00, None
None, None, None, None, None, -3.2, 76.0, None, None, 534.0, 200.0, None, 2012-01-02 00:00:00, None
None, None, None, None, None, -6.4, 79.0, None, None, 534.0, 195.0, None, 2012-01-02 01:00:00, None
None, None, None, None, None, -6.4, 79.0, None, None, 534.0, 195.0, None, 2012-01-02 02:00:00, None
None, None, None, None, None, -6.0, 79.0, None, None, 534.0, 195.0, None, 2012-01-02 03:00:00, None
None, None, None, None, None, -5.6, 79.0, None, None, 534.0, 195.0, None, 2012-01-02 04:00:00, None
None, None, None, None, None, -5.5, 78.0, None, None, 534.0, 196.0, None, 2012-01-02 05:00:00, None
None, None, None, None, None, -5.4, 78.0, None, None, 535.0, 196.0, None, 2012-01-02 06:00:00, None
None, None, None, None, None, -5.0, 78.0, None, None, 534.0, 197.0, None, 2012-01-02 07:00:00, None
None, None, None, None, None, -4.7, 78.0, None, None, 534.0, 197.0, None, 2012-01-02 08:00:00, None
None, None, None, None, None, -4.4, 78.0, None, None, 534.0, 197.0, None, 2012-01-02 09:00:00, None
None, None, None, None, None, -4.3, 78.0, None, None, 534.0, 197.0, None, 2012-01-02 10:00:00, None
None, None, None, None, None, -5.0, 78.0, None, None, 535.0, 197.0, None, 2012-01-02 11:00:00, None
None, None, None, None, None, -4.8, 77.0, None, None, 535.0, 198.0, None, 2012-01-02 12:00:00, None
None, None, None, None, None, -4.4, 77.0, None, None, 535.0, 198.0, None, 2012-01-02 13:00:00, None
None, None, None, None, None, -4.1, 77.0, None, None, 535.0, 198.0, None, 2012-01-02 14:00:00, None
None, None, None, None, None, -4.4, 78.0, None, None, 535.0, 198.0, None, 2012-01-02 15:00:00, None
None, 1.0, None, None, None, -4.1, 77.0, None, None, 535.0, 199.0, None, 2012-01-02 16:00:00, None
None, None, None, None, None, -3.8, 77.0, None, None, 535.0, 199.0, None, 2012-01-02 17:00:00, None
None, None, None, None, None, -2.7, 77.0, None, None, 534.0, 199.0, None, 2012-01-02 18:00:00, None
None, None, None, None, None, -2.7, 77.0, None, None, 534.0, 200.0, None, 2012-01-02 19:00:00, None
None, None, None, None, None, -2.5, 76.0, None, None, 534.0, 200.0, None, 2012-01-02 20:00:00, None
None, None, None, None, None, -2.6, 75.0, None, None, 534.0, 200.0, None, 2012-01-02 21:00:00, None
None, None, None, None, None, -3.0, 72.0, None, None, 536.0, 199.0, None, 2012-01-02 22:00:00, None
None, None, None, None, None, -3.1, 72.0, None, None, 536.0, 198.0, None, 2012-01-02 23:00:00, None
None, None, None, None, None, -3.2, 72.0, None, None, 536.0, 199.0, None, 2012-01-03 00:00:00, None
None, None, None, None, None, -3.2, 75.0, None, None, 534.0, 199.0, None, 2012-01-03 01:00:00, None
None, None, None, None, None, -3.8, 75.0, None, None, 534.0, 200.0, None, 2012-01-03 02:00:00, None
None, None, None, None, None, -4.6, 74.0, None, None, 535.0, 200.0, None, 2012-01-03 03:00:00, None
None, None, None, None, None, -4.4, 74.0, None, None, 535.0, 199.0, None, 2012-01-03 04:00:00, None
None, None, None, None, None, -4.3, 73.0, None, None, 535.0, 198.0, None, 2012-01-03 05:00:00, None
None, None, None, None, None, -4.4, 74.0, None, None, 535.0, 199.0, None, 2012-01-03 06:00:00, None
None, None, None, None, None, -4.6, 76.0, None, None, 535.0, 198.0, None, 2012-01-03 07:00:00, None
None, None, None, None, None, -4.2, 77.0, None, None, 535.0, 198.0, None, 2012-01-03 08:00:00, None
None, None, None, None, None, -3.8, 77.0, None, None, 535.0, 198.0, None, 2012-01-03 09:00:00, None
None, None, None, None, None, -3.6, 77.0, None, None, 535.0, 198.0, None, 2012-01-03 10:00:00, None
None, None, None, None, None, -3.6, 77.0, None, None, 535.0, 197.0, None, 2012-01-03 11:00:00, None
