station_observations
snw_dpth_wtr_equiv, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
1142.0, None, 2012-01-06 01:00:00, None, None, None, None
1142.0, None, 2012-01-06 02:00:00, None, None, None, None
1142.0, None, 2012-01-06 03:00:00, None, None, None, None
1142.0, None, 2012-01-06 04:00:00, None, None, None, None
1142.0, None, 2012-01-06 05:00:00, None, None, None, None
1142.0, None, 2012-01-06 06:00:00, None, None, None, None
1142.0, None, 2012-01-06 07:00:00, None, None, None, None
1142.0, None, 2012-01-06 08:00:00, None, None, None, None
1142.0, None, 2012-01-06 09:00:00, None, None, None, None
1142.0, None, 2012-01-06 10:00:00, None, None, None, None
1142.0, None, 2012-01-06 11:00:00, None, None, None, None
1142.0, None, 2012-01-06 12:00:00, None, None, None, None
1142.0, None, 2012-01-06 13:00:00, None, None, None, None
1142.0, None, 2012-01-06 14:00:00, None, None, None, None
1142.0, None, 2012-01-06 15:00:00, None, None, None, None
1142.0, None, 2012-01-06 16:00:00, None, None, None, None
1142.0, None, 2012-01-06 17:00:00, None, None, None, None
1142.0, None, 2012-01-06 18:00:00, None, None, None, None
1142.0, None, 2012-01-06 19:00:00, None, None, None, None
1142.0, None, 2012-01-06 20:00:00, None, None, None, None
1142.0, None, 2012-01-06 21:00:00, None, None, None, None
1142.0, None, 2012-01-06 22:00:00, None, None, None, None
1142.0, None, 2012-01-06 23:00:00, None, None, None, None
1142.0, None, 2012-01-07 00:00:00, None, None, None, None
1142.0, None, 2012-01-07 01:00:00, None, None, None, None
1142.0, None, 2012-01-07 02:00:00, None, None, None, None
1142.0, None, 2012-01-07 03:00:00, None, None, None, None
1142.0, None, 2012-01-07 04:00:00, None, None, None, None
1142.0, None, 2012-01-07 05:00:00, None, None, None, None
1142.0, None, 2012-01-07 06:00:00, None, None, None, None
1142.0, None, 2012-01-07 07:00:00, None, None, None, None
1142.0, None, 2012-01-07 08:00:00, None, None, None, None
1142.0, None, 2012-01-07 09:00:00, None, None, None, None
1142.0, None, 2012-01-07 10:00:00, None, None, None, None
1142.0, None, 2012-01-07 11:00:00, None, None, None, None
1142.0, None, 2012-01-07 12:00:00, None, None, None, None
1142.0, None, 2012-01-07 13:00:00, None, None, None, None
1142.0, None, 2012-01-07 14:00:00, None, None, None, None
1142.0, None, 2012-01-07 15:00:00, None, None, None, None
1142.0, None, 2012-01-07 16:00:00, None, None, None, None
1142.0, None, 2012-01-07 17:00:00, None, None, None, None
1142.0, None, 2012-01-07 18:00:00, None, None, None, None
1142.0, None, 2012-01-07 19:00:00, None, None, None, None
1142.0, None, 2012-01-07 20:00:00, None, None, None, None
1142.0, None, 2012-01-07 21:00:00, None, None, None, None
1142.0, None, 2012-01-07 22:00:00, None, None, None, None
1142.0, None, 2012-01-07 23:00:00, None, None, None, None
1142.0, None, 2012-01-08 00:00:00, None, None, None, None
1142.0, None, 2012-01-08 01:00:00, None, None, None, None
1142.0, None, 2012-01-08 02:00:00, None, None, None, None
1142.0, None, 2012-01-08 03:00:00, None, None, None, None
1142.0, None, 2012-01-08 04:00:00, None, None, None, None
1142.0, None, 2012-01-08 05:00:00, None, None, None, None
1142.0, None, 2012-01-08 06:00:00, None, None, None, None
1142.0, None, 2012-01-08 07:00:00, None, None, None, None
1142.0, None, 2012-01-08 08:00:00, None, None, None, None
1142.0, None, 2012-01-08 09:00:00, None, None, None, None
1142.0, None, 2012-01-08 10:00:00, None, None, None, None
1142.0, None, 2012-01-08 11:00:00, None, None, None, None
1142.0, None, 2012-01-08 12:00:00, None, None, None, None
1142.0, None, 2012-01-08 13:00:00, None, None, None, None
1142.0, None, 2012-01-08 14:00:00, None, None, None, None
1223.0, None, 2012-01-08 16:00:00, None, None, None, None
1226.0, None, 2012-01-08 17:00:00, None, None, None, None
1229.0, None, 2012-01-08 18:00:00, None, None, None, None
1232.0, None, 2012-01-08 19:00:00, None, None, None, None
1233.0, None, 2012-01-08 20:00:00, None, None, None, None
1235.0, None, 2012-01-08 21:00:00, None, None, None, None
1236.0, None, 2012-01-08 22:00:00, None, None, None, None
1237.0, None, 2012-01-08 23:00:00, None, None, None, None
1237.0, None, 2012-01-09 00:00:00, None, None, None, None
1238.0, None, 2012-01-09 01:00:00, None, None, None, None
1239.0, None, 2012-01-09 02:00:00, None, None, None, None
1240.0, None, 2012-01-09 03:00:00, None, None, None, None
1241.0, None, 2012-01-09 04:00:00, None, None, None, None
1242.0, None, 2012-01-09 05:00:00, None, None, None, None
1243.0, None, 2012-01-09 06:00:00, None, None, None, None
1243.0, None, 2012-01-09 07:00:00, None, None, None, None
1244.0, None, 2012-01-09 08:00:00, None, None, None, None
1245.0, None, 2012-01-09 09:00:00, None, None, None, None
1246.0, None, 2012-01-09 10:00:00, None, None, None, None
1246.0, None, 2012-01-09 11:00:00, None, None, None, None
1246.0, None, 2012-01-09 12:00:00, None, None, None, None
1247.0, None, 2012-01-09 13:00:00, None, None, None, None
1247.0, None, 2012-01-09 14:00:00, None, None, None, None
1247.0, None, 2012-01-09 15:00:00, None, None, None, None
1248.0, None, 2012-01-09 16:00:00, None, None, None, None
1248.0, None, 2012-01-09 17:00:00, None, None, None, None
1249.0, None, 2012-01-09 18:00:00, None, None, None, None
1249.0, None, 2012-01-09 19:00:00, None, None, None, None
1250.0, None, 2012-01-09 20:00:00, None, None, None, None
1250.0, None, 2012-01-09 21:00:00, None, None, None, None
1251.0, None, 2012-01-09 22:00:00, None, None, None, None
1251.0, None, 2012-01-09 23:00:00, None, None, None, None
1252.0, None, 2012-01-10 00:00:00, None, None, None, None
1252.0, None, 2012-01-10 01:00:00, None, None, None, None
1252.0, None, 2012-01-10 02:00:00, None, None, None, None
1252.0, None, 2012-01-10 03:00:00, None, None, None, None
1252.0, None, 2012-01-10 04:00:00, None, None, None, None
1252.0, None, 2012-01-10 05:00:00, None, None, None, None
1252.0, None, 2012-01-10 06:00:00, None, None, None, None
1252.0, None, 2012-01-10 07:00:00, None, None, None, None
1252.0, None, 2012-01-10 08:00:00, None, None, None, None
1252.0, None, 2012-01-10 09:00:00, None, None, None, None
1252.0, None, 2012-01-10 10:00:00, None, None, None, None
1252.0, None, 2012-01-10 11:00:00, None, None, None, None
1253.0, None, 2012-01-10 12:00:00, None, None, None, None
1253.0, None, 2012-01-10 13:00:00, None, None, None, None
1253.0, None, 2012-01-10 14:00:00, None, None, None, None
1253.0, None, 2012-01-10 15:00:00, None, None, None, None
1253.0, None, 2012-01-10 16:00:00, None, None, None, None
1253.0, None, 2012-01-10 17:00:00, None, None, None, None
1254.0, None, 2012-01-10 18:00:00, None, None, None, None
1254.0, None, 2012-01-10 19:00:00, None, None, None, None
1254.0, None, 2012-01-10 20:00:00, None, None, None, None
1254.0, None, 2012-01-10 21:00:00, None, None, None, None
1254.0, None, 2012-01-10 22:00:00, None, None, None, None
1254.0, None, 2012-01-10 23:00:00, None, None, None, None
1254.0, None, 2012-01-11 00:00:00, None, None, None, None
1254.0, None, 2012-01-11 01:00:00, None, None, None, None
1254.0, None, 2012-01-11 02:00:00, None, None, None, None
1254.0, None, 2012-01-11 03:00:00, None, None, None, None
1254.0, None, 2012-01-11 04:00:00, None, None, None, None
1254.0, None, 2012-01-11 05:00:00, None, None, None, None
1254.0, None, 2012-01-11 06:00:00, None, None, None, None
1254.0, None, 2012-01-11 07:00:00, None, None, None, None
1254.0, None, 2012-01-11 08:00:00, None, None, None, None
1254.0, None, 2012-01-11 09:00:00, None, None, None, None
1254.0, None, 2012-01-11 10:00:00, None, None, None, None
1254.0, None, 2012-01-11 11:00:00, None, None, None, None
1254.0, None, 2012-01-11 12:00:00, None, None, None, None
1254.0, None, 2012-01-11 13:00:00, None, None, None, None
1254.0, None, 2012-01-11 14:00:00, None, None, None, None
1256.0, None, 2012-01-11 15:00:00, None, None, None, None
1258.0, None, 2012-01-11 16:00:00, None, None, None, None
1259.0, None, 2012-01-11 17:00:00, None, None, None, None
1260.0, None, 2012-01-11 18:00:00, None, None, None, None
1260.0, None, 2012-01-11 19:00:00, None, None, None, None
1261.0, None, 2012-01-11 20:00:00, None, None, None, None
1262.0, None, 2012-01-11 21:00:00, None, None, None, None
1262.0, None, 2012-01-11 22:00:00, None, None, None, None
1263.0, None, 2012-01-11 23:00:00, None, None, None, None
1264.0, None, 2012-01-12 00:00:00, None, None, None, None
1264.0, None, 2012-01-12 01:00:00, None, None, None, None
1265.0, None, 2012-01-12 02:00:00, None, None, None, None
1266.0, None, 2012-01-12 03:00:00, None, None, None, None
1266.0, None, 2012-01-12 04:00:00, None, None, None, None
1267.0, None, 2012-01-12 05:00:00, None, None, None, None
1268.0, None, 2012-01-12 06:00:00, None, None, None, None
1268.0, None, 2012-01-12 07:00:00, None, None, None, None
1269.0, None, 2012-01-12 08:00:00, None, None, None, None
1270.0, None, 2012-01-12 09:00:00, None, None, None, None
1270.0, None, 2012-01-12 10:00:00, None, None, None, None
1271.0, None, 2012-01-12 11:00:00, None, None, None, None
1272.0, None, 2012-01-12 12:00:00, None, None, None, None
1273.0, None, 2012-01-12 13:00:00, None, None, None, None
1274.0, None, 2012-01-12 14:00:00, None, None, None, None
1275.0, None, 2012-01-12 15:00:00, None, None, None, None
1276.0, None, 2012-01-12 16:00:00, None, None, None, None
1277.0, None, 2012-01-12 17:00:00, None, None, None, None
1278.0, None, 2012-01-12 18:00:00, None, None, None, None
1278.0, None, 2012-01-12 19:00:00, None, None, None, None
1279.0, None, 2012-01-12 20:00:00, None, None, None, None
1280.0, None, 2012-01-12 21:00:00, None, None, None, None
1281.0, None, 2012-01-12 22:00:00, None, None, None, None
1282.0, None, 2012-01-12 23:00:00, None, None, None, None
1284.0, None, 2012-01-13 00:00:00, None, None, None, None
1285.0, None, 2012-01-13 01:00:00, None, None, None, None
1286.0, None, 2012-01-13 02:00:00, None, None, None, None
1288.0, None, 2012-01-13 03:00:00, None, None, None, None
1289.0, None, 2012-01-13 04:00:00, None, None, None, None
1290.0, None, 2012-01-13 05:00:00, None, None, None, None
1291.0, None, 2012-01-13 06:00:00, None, None, None, None
1292.0, None, 2012-01-13 07:00:00, None, None, None, None
1292.0, None, 2012-01-13 08:00:00, None, None, None, None
1293.0, None, 2012-01-13 09:00:00, None, None, None, None
1293.0, None, 2012-01-13 10:00:00, None, None, None, None
1294.0, None, 2012-01-13 11:00:00, None, None, None, None
1294.0, None, 2012-01-13 12:00:00, None, None, None, None
1295.0, None, 2012-01-13 13:00:00, None, None, None, None
1296.0, None, 2012-01-13 14:00:00, None, None, None, None
1297.0, None, 2012-01-13 15:00:00, None, None, None, None
1297.0, None, 2012-01-13 16:00:00, None, None, None, None
1297.0, None, 2012-01-13 17:00:00, None, None, None, None
1297.0, None, 2012-01-13 18:00:00, None, None, None, None
1298.0, None, 2012-01-13 19:00:00, None, None, None, None
1298.0, None, 2012-01-13 20:00:00, None, None, None, None
1298.0, None, 2012-01-13 21:00:00, None, None, None, None
1299.0, None, 2012-01-13 22:00:00, None, None, None, None
1299.0, None, 2012-01-13 23:00:00, None, None, None, None
1300.0, None, 2012-01-14 00:00:00, None, None, None, None
1301.0, None, 2012-01-14 01:00:00, None, None, None, None
1302.0, None, 2012-01-14 02:00:00, None, None, None, None
1303.0, None, 2012-01-14 03:00:00, None, None, None, None
1304.0, None, 2012-01-14 04:00:00, None, None, None, None
1305.0, None, 2012-01-14 05:00:00, None, None, None, None
1306.0, None, 2012-01-14 06:00:00, None, None, None, None
1306.0, None, 2012-01-14 07:00:00, None, None, None, None
1306.0, None, 2012-01-14 08:00:00, None, None, None, None
1306.0, None, 2012-01-14 09:00:00, None, None, None, None
1306.0, None, 2012-01-14 10:00:00, None, None, None, None
1306.0, None, 2012-01-14 11:00:00, None, None, None, None
1307.0, None, 2012-01-14 12:00:00, None, None, None, None
1307.0, None, 2012-01-14 13:00:00, None, None, None, None
1307.0, None, 2012-01-14 14:00:00, None, None, None, None
1307.0, None, 2012-01-14 15:00:00, None, None, None, None
1307.0, None, 2012-01-14 16:00:00, None, None, None, None
1308.0, None, 2012-01-14 17:00:00, None, None, None, None
1308.0, None, 2012-01-14 18:00:00, None, None, None, None
1308.0, None, 2012-01-14 19:00:00, None, None, None, None
1308.0, None, 2012-01-14 20:00:00, None, None, None, None
1308.0, None, 2012-01-14 21:00:00, None, None, None, None
1309.0, None, 2012-01-14 22:00:00, None, None, None, None
1309.0, None, 2012-01-14 23:00:00, None, None, None, None
1309.0, None, 2012-01-15 00:00:00, None, None, None, None
1310.0, None, 2012-01-15 01:00:00, None, None, None, None
1310.0, None, 2012-01-15 02:00:00, None, None, None, None
1310.0, None, 2012-01-15 03:00:00, None, None, None, None
1310.0, None, 2012-01-15 04:00:00, None, None, None, None
1311.0, None, 2012-01-15 05:00:00, None, None, None, None
1311.0, None, 2012-01-15 06:00:00, None, None, None, None
1311.0, None, 2012-01-15 07:00:00, None, None, None, None
1311.0, None, 2012-01-15 08:00:00, None, None, None, None
1311.0, None, 2012-01-15 09:00:00, None, None, None, None
1311.0, None, 2012-01-15 10:00:00, None, None, None, None
1311.0, None, 2012-01-15 11:00:00, None, None, None, None
1311.0, None, 2012-01-15 12:00:00, None, None, None, None
1312.0, None, 2012-01-15 13:00:00, None, None, None, None
1312.0, None, 2012-01-15 14:00:00, None, None, None, None
1312.0, None, 2012-01-15 15:00:00, None, None, None, None
1312.0, None, 2012-01-15 16:00:00, None, None, None, None
1312.0, None, 2012-01-15 17:00:00, None, None, None, None
1312.0, None, 2012-01-15 18:00:00, None, None, None, None
1312.0, None, 2012-01-15 19:00:00, None, None, None, None
1312.0, None, 2012-01-15 20:00:00, None, None, None, None
1312.0, None, 2012-01-15 21:00:00, None, None, None, None
1312.0, None, 2012-01-15 22:00:00, None, None, None, None
1312.0, None, 2012-01-15 23:00:00, None, None, None, None
1312.0, None, 2012-01-16 00:00:00, None, None, None, None
1312.0, None, 2012-01-16 01:00:00, None, None, None, None
1312.0, None, 2012-01-16 02:00:00, None, None, None, None
1312.0, None, 2012-01-16 03:00:00, None, None, None, None
1312.0, None, 2012-01-16 04:00:00, None, None, None, None
1312.0, None, 2012-01-16 05:00:00, None, None, None, None
1312.0, None, 2012-01-16 06:00:00, None, None, None, None
1312.0, None, 2012-01-16 07:00:00, None, None, None, None
1312.0, None, 2012-01-16 08:00:00, None, None, None, None
1312.0, None, 2012-01-16 09:00:00, None, None, None, None
1312.0, None, 2012-01-16 10:00:00, None, None, None, None
1312.0, None, 2012-01-16 11:00:00, None, None, None, None
1312.0, None, 2012-01-16 12:00:00, None, None, None, None
1313.0, None, 2012-01-16 13:00:00, None, None, None, None
1313.0, None, 2012-01-16 14:00:00, None, None, None, None
1313.0, None, 2012-01-16 15:00:00, None, None, None, None
1313.0, None, 2012-01-16 16:00:00, None, None, None, None
1313.0, None, 2012-01-16 17:00:00, None, None, None, None
1313.0, None, 2012-01-16 18:00:00, None, None, None, None
1313.0, None, 2012-01-16 19:00:00, None, None, None, None
1313.0, None, 2012-01-16 20:00:00, None, None, None, None
1313.0, None, 2012-01-16 21:00:00, None, None, None, None
1314.0, None, 2012-01-16 22:00:00, None, None, None, None
1314.0, None, 2012-01-16 23:00:00, None, None, None, None
1314.0, None, 2012-01-17 00:00:00, None, None, None, None
1314.0, None, 2012-01-17 01:00:00, None, None, None, None
1314.0, None, 2012-01-17 02:00:00, None, None, None, None
1314.0, None, 2012-01-17 03:00:00, None, None, None, None
1314.0, None, 2012-01-17 04:00:00, None, None, None, None
1314.0, None, 2012-01-17 05:00:00, None, None, None, None
1314.0, None, 2012-01-17 06:00:00, None, None, None, None
1314.0, None, 2012-01-17 07:00:00, None, None, None, None
1314.0, None, 2012-01-17 08:00:00, None, None, None, None
1314.0, None, 2012-01-17 09:00:00, None, None, None, None
1314.0, None, 2012-01-17 10:00:00, None, None, None, None
1314.0, None, 2012-01-17 11:00:00, None, None, None, None
1314.0, None, 2012-01-17 12:00:00, None, None, None, None
1314.0, None, 2012-01-17 13:00:00, None, None, None, None
1314.0, None, 2012-01-17 14:00:00, None, None, None, None
1314.0, None, 2012-01-17 15:00:00, None, None, None, None
1315.0, None, 2012-01-17 16:00:00, None, None, None, None
1315.0, None, 2012-01-17 17:00:00, None, None, None, None
1315.0, None, 2012-01-17 18:00:00, None, None, None, None
1315.0, None, 2012-01-17 19:00:00, None, None, None, None
1314.0, None, 2012-01-17 20:00:00, None, None, None, None
1314.0, None, 2012-01-17 21:00:00, None, None, None, None
1314.0, None, 2012-01-17 22:00:00, None, None, None, None
1315.0, None, 2012-01-17 23:00:00, None, None, None, None
1315.0, None, 2012-01-18 00:00:00, None, None, None, None
1315.0, None, 2012-01-18 01:00:00, None, None, None, None
1315.0, None, 2012-01-18 02:00:00, None, None, None, None
1315.0, None, 2012-01-18 03:00:00, None, None, None, None
1315.0, None, 2012-01-18 04:00:00, None, None, None, None
1315.0, None, 2012-01-18 05:00:00, None, None, None, None
1315.0, None, 2012-01-18 06:00:00, None, None, None, None
1315.0, None, 2012-01-18 07:00:00, None, None, None, None
1315.0, None, 2012-01-18 08:00:00, None, None, None, None
1315.0, None, 2012-01-18 09:00:00, None, None, None, None
1315.0, None, 2012-01-18 10:00:00, None, None, None, None
1315.0, None, 2012-01-18 11:00:00, None, None, None, None
1315.0, None, 2012-01-18 12:00:00, None, None, None, None
1315.0, None, 2012-01-18 13:00:00, None, None, None, None
1315.0, None, 2012-01-18 14:00:00, None, None, None, None
1315.0, None, 2012-01-18 15:00:00, None, None, None, None
1315.0, None, 2012-01-18 16:00:00, None, None, None, None
1315.0, None, 2012-01-18 17:00:00, None, None, None, None
1315.0, None, 2012-01-18 18:00:00, None, None, None, None
1315.0, None, 2012-01-18 19:00:00, None, None, None, None
1315.0, None, 2012-01-18 20:00:00, None, None, None, None
1315.0, None, 2012-01-18 21:00:00, None, None, None, None
1315.0, None, 2012-01-18 22:00:00, None, None, None, None
1315.0, None, 2012-01-18 23:00:00, None, None, None, None
1315.0, None, 2012-01-19 00:00:00, None, None, None, None
1315.0, None, 2012-01-19 01:00:00, None, None, None, None
1315.0, None, 2012-01-19 02:00:00, None, None, None, None
1315.0, None, 2012-01-19 03:00:00, None, None, None, None
1315.0, None, 2012-01-19 04:00:00, None, None, None, None
1315.0, None, 2012-01-19 05:00:00, None, None, None, None
1315.0, None, 2012-01-19 06:00:00, None, None, None, None
1315.0, None, 2012-01-19 07:00:00, None, None, None, None
1315.0, None, 2012-01-19 08:00:00, None, None, None, None
1315.0, None, 2012-01-19 09:00:00, None, None, None, None
1315.0, None, 2012-01-19 10:00:00, None, None, None, None
1315.0, None, 2012-01-19 11:00:00, None, None, None, None
1315.0, None, 2012-01-19 12:00:00, None, None, None, None
1315.0, None, 2012-01-19 13:00:00, None, None, None, None
1315.0, None, 2012-01-19 14:00:00, None, None, None, None
1315.0, None, 2012-01-19 15:00:00, None, None, None, None
1315.0, None, 2012-01-19 16:00:00, None, None, None, None
1315.0, None, 2012-01-19 17:00:00, None, None, None, None
1315.0, None, 2012-01-19 18:00:00, None, None, None, None
1315.0, None, 2012-01-19 19:00:00, None, None, None, None
1315.0, None, 2012-01-19 20:00:00, None, None, None, None
1315.0, None, 2012-01-19 21:00:00, None, None, None, None
1315.0, None, 2012-01-19 22:00:00, None, None, None, None
1315.0, None, 2012-01-19 23:00:00, None, None, None, None
1315.0, None, 2012-01-20 00:00:00, None, None, None, None
1315.0, None, 2012-01-20 01:00:00, None, None, None, None
1315.0, None, 2012-01-20 02:00:00, None, None, None, None
1315.0, None, 2012-01-20 03:00:00, None, None, None, None
1315.0, None, 2012-01-20 04:00:00, None, None, None, None
1315.0, None, 2012-01-20 05:00:00, None, None, None, None
1315.0, None, 2012-01-20 06:00:00, None, None, None, None
1315.0, None, 2012-01-20 07:00:00, None, None, None, None
1315.0, None, 2012-01-20 08:00:00, None, None, None, None
1315.0, None, 2012-01-20 09:00:00, None, None, None, None
1315.0, None, 2012-01-20 10:00:00, None, None, None, None
1315.0, None, 2012-01-20 11:00:00, None, None, None, None
1315.0, None, 2012-01-20 12:00:00, None, None, None, None
1315.0, None, 2012-01-20 13:00:00, None, None, None, None
1315.0, None, 2012-01-20 14:00:00, None, None, None, None
1317.0, None, 2012-01-20 15:00:00, None, None, None, None
1319.0, None, 2012-01-20 16:00:00, None, None, None, None
1321.0, None, 2012-01-20 17:00:00, None, None, None, None
1322.0, None, 2012-01-20 18:00:00, None, None, None, None
1323.0, None, 2012-01-20 19:00:00, None, None, None, None
1323.0, None, 2012-01-20 20:00:00, None, None, None, None
1325.0, None, 2012-01-20 21:00:00, None, None, None, None
1326.0, None, 2012-01-20 22:00:00, None, None, None, None
