station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, -9.6, 217.0, None, None, 652.0, 883.0, None, 2012-01-01 00:00:00, None
None, None, None, None, None, -9.8, 217.0, None, None, 660.0, 883.0, None, 2012-01-01 01:00:00, None
None, None, None, None, None, -9.9, 217.0, None, None, 640.0, 883.0, None, 2012-01-01 02:00:00, None
None, None, None, None, None, -9.2, 217.0, None, None, 612.0, 884.0, None, 2012-01-01 03:00:00, None
None, None, None, None, None, -8.6, 217.0, None, None, 582.0, 884.0, None, 2012-01-01 04:00:00, None
None, None, None, None, None, -8.1, 216.0, None, None, 558.0, 884.0, None, 2012-01-01 05:00:00, None
None, None, None, None, None, -7.3, 216.0, None, None, 539.0, 884.0, None, 2012-01-01 06:00:00, None
None, None, None, None, None, -6.9, 216.0, None, None, 526.0, 884.0, None, 2012-01-01 07:00:00, None
None, None, None, None, None, -6.4, 215.0, None, None, 517.0, 884.0, None, 2012-01-01 08:00:00, None
None, None, None, None, None, -6.0, 216.0, None, None, 506.0, 884.0, None, 2012-01-01 09:00:00, None
None, None, None, None, None, -5.5, 215.0, None, None, 495.0, 884.0, None, 2012-01-01 10:00:00, None
None, None, None, None, None, -6.3, 215.0, None, None, 513.0, 884.0, None, 2012-01-01 11:00:00, None
None, None, None, None, None, -5.9, 215.0, None, None, 514.0, 884.0, None, 2012-01-01 12:00:00, None
None, None, None, None, None, -5.5, 213.0, None, None, 503.0, 884.0, None, 2012-01-01 13:00:00, None
None, None, None, None, None, -4.7, 215.0, None, None, 476.0, 884.0, None, 2012-01-01 14:00:00, None
None, None, None, None, None, -3.9, 214.0, None, None, 451.0, 884.0, None, 2012-01-01 15:00:00, None
None, 12.0, None, None, None, -3.1, 214.0, None, None, 437.0, 884.0, None, 2012-01-01 16:00:00, None
None, None, None, None, None, -2.1, 214.0, None, None, 412.0, 884.0, None, 2012-01-01 17:00:00, None
None, None, None, None, None, -1.3, 214.0, None, None, 379.0, 884.0, None, 2012-01-01 18:00:00, None
None, None, None, None, None, 0.0, 215.0, None, None, 486.0, 885.0, None, 2012-01-01 19:00:00, None
None, None, None, None, None, 2.5, 213.0, None, None, 491.0, 885.0, None, 2012-01-01 20:00:00, None
None, None, None, None, None, 3.5, 213.0, None, None, 491.0, 887.0, None, 2012-01-01 21:00:00, None
None, None, None, None, None, 4.3, 213.0, None, None, 491.0, 888.0, None, 2012-01-01 22:00:00, None
None, None, None, None, None, 4.7, 213.0, None, None, 491.0, 888.0, None, 2012-01-01 23:00:00, None
None, None, None, None, None, 4.8, 212.0, None, None, 491.0, 889.0, None, 2012-01-02 00:00:00, None
None, None, None, None, None, 5.3, 211.0, None, None, 491.0, 890.0, None, 2012-01-02 01:00:00, None
None, None, None, None, None, 5.7, 211.0, None, None, 490.0, 891.0, None, 2012-01-02 02:00:00, None
None, None, None, None, None, 6.1, 210.0, None, None, 491.0, 891.0, None, 2012-01-02 03:00:00, None
None, None, None, None, None, 6.0, 211.0, None, None, 491.0, 891.0, None, 2012-01-02 04:00:00, None
None, None, None, None, None, 6.0, 211.0, None, None, 491.0, 892.0, None, 2012-01-02 05:00:00, None
None, None, None, None, None, 5.3, 210.0, None, None, 491.0, 892.0, None, 2012-01-02 06:00:00, None
None, None, None, None, None, 4.3, 210.0, None, None, 491.0, 892.0, None, 2012-01-02 07:00:00, None
None, None, None, None, None, 4.7, 210.0, None, None, 491.0, 892.0, None, 2012-01-02 08:00:00, None
None, None, None, None, None, 6.0, 209.0, None, None, 491.0, 892.0, None, 2012-01-02 09:00:00, None
None, None, None, None, None, 6.6, 209.0, None, None, 491.0, 892.0, None, 2012-01-02 10:00:00, None
None, None, None, None, None, 6.4, 209.0, None, None, 491.0, 892.0, None, 2012-01-02 11:00:00, None
None, None, None, None, None, 6.7, 209.0, None, None, 491.0, 893.0, None, 2012-01-02 12:00:00, None
None, None, None, None, None, 6.2, 210.0, None, None, 492.0, 893.0, None, 2012-01-02 13:00:00, None
None, None, None, None, None, 6.6, 208.0, None, None, 490.0, 894.0, None, 2012-01-02 14:00:00, None
None, None, None, None, None, 6.6, 208.0, None, None, 490.0, 894.0, None, 2012-01-02 15:00:00, None
None, 75.0, None, None, None, 6.2, 207.0, None, None, 492.0, 894.0, None, 2012-01-02 16:00:00, None
None, None, None, None, None, 6.1, 208.0, None, None, 490.0, 894.0, None, 2012-01-02 17:00:00, None
None, None, None, None, None, 6.0, 207.0, None, None, 491.0, 894.0, None, 2012-01-02 18:00:00, None
None, None, None, None, None, 5.9, 207.0, None, None, 492.0, 894.0, None, 2012-01-02 19:00:00, None
None, None, None, None, None, 5.6, 206.0, None, None, 492.0, 894.0, None, 2012-01-02 20:00:00, None
None, None, None, None, None, 5.9, 206.0, None, None, 492.0, 895.0, None, 2012-01-02 21:00:00, None
None, None, None, None, None, 2.8, 207.0, None, None, 492.0, 895.0, None, 2012-01-02 22:00:00, None
None, None, None, None, None, 0.3, 207.0, None, None, 492.0, 895.0, None, 2012-01-02 23:00:00, None
None, None, None, None, None, 0.0, 206.0, None, None, 491.0, 895.0, None, 2012-01-03 00:00:00, None
None, None, None, None, None, -0.3, 205.0, None, None, 492.0, 895.0, None, 2012-01-03 01:00:00, None
None, None, None, None, None, -1.0, 208.0, None, None, 494.0, 897.0, None, 2012-01-03 02:00:00, None
None, None, None, None, None, -1.3, 209.0, None, None, 496.0, 896.0, None, 2012-01-03 03:00:00, None
None, None, None, None, None, -1.1, 211.0, None, None, 499.0, 896.0, None, 2012-01-03 04:00:00, None
None, None, None, None, None, -0.8, 212.0, None, None, 500.0, 896.0, None, 2012-01-03 05:00:00, None
None, None, None, None, None, -1.0, 214.0, None, None, 502.0, 896.0, None, 2012-01-03 06:00:00, None
None, None, None, None, None, -1.2, 216.0, None, None, 504.0, 898.0, None, 2012-01-03 07:00:00, None
None, None, None, None, None, -1.7, 217.0, None, None, 504.0, 898.0, None, 2012-01-03 08:00:00, None
None, None, None, None, None, -2.3, 216.0, None, None, 504.0, 898.0, None, 2012-01-03 09:00:00, None
None, None, None, None, None, -2.6, 216.0, None, None, 504.0, 899.0, None, 2012-01-03 10:00:00, None
None, None, None, None, None, -3.2, 217.0, None, None, 504.0, 899.0, None, 2012-01-03 11:00:00, None
None, None, None, None, None, -3.5, 216.0, None, None, 504.0, 903.0, None, 2012-01-03 12:00:00, None
None, None, None, None, None, -3.5, 216.0, None, None, 504.0, 903.0, None, 2012-01-03 13:00:00, None
None, None, None, None, None, -3.1, 215.0, None, None, 504.0, 904.0, None, 2012-01-03 14:00:00, None
None, None, None, None, None, -2.7, 215.0, None, None, 504.0, 904.0, None, 2012-01-03 15:00:00, None
None, 99.0, None, None, None, -2.4, 214.0, None, None, 504.0, 904.0, None, 2012-01-03 16:00:00, None
None, None, None, None, None, -2.1, 214.0, None, None, 503.0, 904.0, None, 2012-01-03 17:00:00, None
None, None, None, None, None, -1.6, 212.0, None, None, 504.0, 904.0, None, 2012-01-03 18:00:00, None
None, None, None, None, None, -0.8, 212.0, None, None, 504.0, 904.0, None, 2012-01-03 19:00:00, None
None, None, None, None, None, -0.5, 212.0, None, None, 505.0, 905.0, None, 2012-01-03 20:00:00, None
None, None, None, None, None, -0.4, 213.0, None, None, 506.0, 908.0, None, 2012-01-03 21:00:00, None
None, None, None, None, None, -0.6, 215.0, None, None, 506.0, 909.0, None, 2012-01-03 22:00:00, None
None, None, None, None, None, -0.6, 217.0, None, None, 507.0, 915.0, None, 2012-01-03 23:00:00, None
