station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -11.5, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 00:00:00, None
None, None, None, None, -12.5, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 01:00:00, None
None, None, None, None, -14.2, 42.0, None, None, 541.0, 194.0, None, 2012-01-01 02:00:00, None
None, None, None, None, -14.8, 42.0, None, None, 541.0, 194.0, None, 2012-01-01 03:00:00, None
None, None, None, None, -15.0, 41.0, None, None, 542.0, 194.0, None, 2012-01-01 04:00:00, None
None, None, None, None, -14.5, 42.0, None, None, 542.0, 194.0, None, 2012-01-01 05:00:00, None
None, None, None, None, -12.6, 42.0, None, None, 542.0, 193.0, None, 2012-01-01 06:00:00, None
None, None, None, None, -12.6, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 07:00:00, None
None, None, None, None, -10.4, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 08:00:00, None
None, None, None, None, -10.7, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 09:00:00, None
None, None, None, None, -10.7, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 10:00:00, None
None, None, None, None, -10.0, 42.0, None, None, 541.0, 193.0, None, 2012-01-01 11:00:00, None
None, None, None, None, -11.4, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 12:00:00, None
None, None, None, None, -11.9, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 13:00:00, None
None, None, None, None, -11.3, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 14:00:00, None
None, None, None, None, -8.6, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 15:00:00, None
None, 128.0, None, None, -8.0, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 16:00:00, None
None, None, None, None, -8.9, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 17:00:00, None
None, None, None, None, -7.6, 41.0, None, None, 541.0, 193.0, None, 2012-01-01 18:00:00, None
None, None, None, None, -4.9, 40.0, None, None, 540.0, 193.0, None, 2012-01-01 19:00:00, None
None, None, None, None, -2.7, 41.0, None, None, 540.0, 193.0, None, 2012-01-01 20:00:00, None
None, None, None, None, -2.0, 41.0, None, None, 540.0, 193.0, None, 2012-01-01 21:00:00, None
None, None, None, None, -1.3, 41.0, None, None, 540.0, 193.0, None, 2012-01-01 22:00:00, None
None, None, None, None, -2.0, 42.0, None, None, 540.0, 193.0, None, 2012-01-01 23:00:00, None
None, None, None, None, -2.4, 41.0, None, None, 540.0, 194.0, None, 2012-01-02 00:00:00, None
None, None, None, None, -2.5, 41.0, None, None, 540.0, 194.0, None, 2012-01-02 01:00:00, None
None, None, None, None, -1.4, 41.0, None, None, 540.0, 194.0, None, 2012-01-02 02:00:00, None
None, None, None, None, -1.4, 41.0, None, None, 540.0, 194.0, None, 2012-01-02 03:00:00, None
None, None, None, None, 1.9, 41.0, None, None, 539.0, 194.0, None, 2012-01-02 04:00:00, None
None, None, None, None, 2.6, 41.0, None, None, 543.0, 195.0, None, 2012-01-02 05:00:00, None
None, None, None, None, 1.9, 41.0, None, None, 539.0, 195.0, None, 2012-01-02 06:00:00, None
None, None, None, None, 2.0, 41.0, None, None, 540.0, 195.0, None, 2012-01-02 07:00:00, None
None, None, None, None, 2.4, 41.0, None, None, 539.0, 196.0, None, 2012-01-02 08:00:00, None
None, None, None, None, 5.3, 41.0, None, None, 539.0, 196.0, None, 2012-01-02 09:00:00, None
None, None, None, None, 5.9, 41.0, None, None, 537.0, 197.0, None, 2012-01-02 10:00:00, None
None, None, None, None, 5.7, 41.0, None, None, 538.0, 198.0, None, 2012-01-02 11:00:00, None
None, None, None, None, 5.3, 41.0, None, None, 538.0, 199.0, None, 2012-01-02 12:00:00, None
None, None, None, None, 4.8, 41.0, None, None, 538.0, 199.0, None, 2012-01-02 13:00:00, None
None, None, None, None, 3.5, 41.0, None, None, 538.0, 199.0, None, 2012-01-02 14:00:00, None
None, None, None, None, 3.0, 41.0, None, None, 538.0, 199.0, None, 2012-01-02 15:00:00, None
None, 128.0, None, None, 3.6, 40.0, None, None, 538.0, 199.0, None, 2012-01-02 16:00:00, None
None, None, None, None, 2.7, 40.0, None, None, 538.0, 199.0, None, 2012-01-02 17:00:00, None
None, None, None, None, 1.8, 40.0, None, None, 539.0, 199.0, None, 2012-01-02 18:00:00, None
None, None, None, None, 0.5, 40.0, None, None, 539.0, 199.0, None, 2012-01-02 19:00:00, None
None, None, None, None, 2.8, 40.0, None, None, 539.0, 199.0, None, 2012-01-02 20:00:00, None
None, None, None, None, 2.5, 39.0, None, None, 539.0, 199.0, None, 2012-01-02 21:00:00, None
None, None, None, None, 2.0, 40.0, None, None, 539.0, 199.0, None, 2012-01-02 22:00:00, None
None, None, None, None, 1.2, 40.0, None, None, 539.0, 199.0, None, 2012-01-02 23:00:00, None
None, None, None, None, 0.1, 40.0, None, None, 539.0, 199.0, None, 2012-01-03 00:00:00, None
None, None, None, None, -0.9, 40.0, None, None, 539.0, 199.0, None, 2012-01-03 01:00:00, None
None, None, None, None, -1.2, 40.0, None, None, 539.0, 199.0, None, 2012-01-03 02:00:00, None
None, None, None, None, -3.0, 40.0, None, None, 539.0, 199.0, None, 2012-01-03 03:00:00, None
None, None, None, None, -3.1, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 04:00:00, None
None, None, None, None, -3.4, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 05:00:00, None
None, None, None, None, -4.0, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 06:00:00, None
None, None, None, None, -3.5, 41.0, None, None, 540.0, 199.0, None, 2012-01-03 07:00:00, None
None, None, None, None, -2.9, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 08:00:00, None
None, None, None, None, -2.4, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 09:00:00, None
None, None, None, None, -3.2, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 10:00:00, None
None, None, None, None, -3.7, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 11:00:00, None
None, None, None, None, -4.0, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 12:00:00, None
None, None, None, None, -1.8, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 13:00:00, None
None, None, None, None, -3.1, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 14:00:00, None
None, None, None, None, -2.3, 40.0, None, None, 540.0, 199.0, None, 2012-01-03 15:00:00, None
