station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -9.8, 209.0, None, None, 780.0, 689.0, None, 2012-01-01 00:00:00, None
None, None, None, None, -11.1, 209.0, None, None, 780.0, 690.0, None, 2012-01-01 01:00:00, None
None, None, None, None, -10.8, 209.0, None, None, 780.0, 690.0, None, 2012-01-01 02:00:00, None
None, None, None, None, -10.5, 208.0, None, None, 780.0, 691.0, None, 2012-01-01 03:00:00, None
None, None, None, None, -11.6, 208.0, None, None, 780.0, 691.0, None, 2012-01-01 04:00:00, None
None, None, None, None, -12.0, 208.0, None, None, 780.0, 691.0, None, 2012-01-01 05:00:00, None
None, None, None, None, -11.8, 207.0, None, None, 780.0, 691.0, None, 2012-01-01 06:00:00, None
None, None, None, None, -11.8, 207.0, None, None, 780.0, 692.0, None, 2012-01-01 07:00:00, None
None, None, None, None, -12.1, 207.0, None, None, 780.0, 692.0, None, 2012-01-01 08:00:00, None
None, None, None, None, -11.1, 206.0, None, None, 780.0, 693.0, None, 2012-01-01 09:00:00, None
None, None, None, None, -11.3, 206.0, None, None, 780.0, 693.0, None, 2012-01-01 10:00:00, None
None, None, None, None, -11.9, 206.0, None, None, 780.0, 692.0, None, 2012-01-01 11:00:00, None
None, None, None, None, -12.8, 206.0, None, None, 780.0, 695.0, None, 2012-01-01 12:00:00, None
None, None, None, None, -11.7, 205.0, None, None, 780.0, 695.0, None, 2012-01-01 13:00:00, None
None, None, None, None, -12.6, 205.0, None, None, 780.0, 695.0, None, 2012-01-01 14:00:00, None
None, None, None, None, -11.3, 205.0, None, None, 780.0, 696.0, None, 2012-01-01 15:00:00, None
None, None, None, None, -9.2, 204.0, None, None, 780.0, 696.0, None, 2012-01-01 16:00:00, None
None, None, None, None, -9.4, 205.0, None, None, 780.0, 697.0, None, 2012-01-01 17:00:00, None
None, None, None, None, -8.0, 204.0, None, None, 780.0, 697.0, None, 2012-01-01 18:00:00, None
None, None, None, None, -6.9, 203.0, None, None, 780.0, 697.0, None, 2012-01-01 19:00:00, None
None, None, None, None, -5.6, 202.0, None, None, 779.0, 699.0, None, 2012-01-01 20:00:00, None
None, None, None, None, -5.4, 202.0, None, None, 779.0, 699.0, None, 2012-01-01 21:00:00, None
None, None, None, None, -3.1, 203.0, None, None, 779.0, 701.0, None, 2012-01-01 22:00:00, None
None, None, None, None, -3.3, 202.0, None, None, 779.0, 702.0, None, 2012-01-01 23:00:00, None
None, None, None, None, -3.4, 202.0, None, None, 779.0, 702.0, None, 2012-01-02 00:00:00, None
None, None, None, None, -2.4, 202.0, None, None, 779.0, 703.0, None, 2012-01-02 01:00:00, None
None, None, None, None, 0.2, 201.0, None, None, 779.0, 704.0, None, 2012-01-02 02:00:00, None
None, None, None, None, 2.5, 201.0, None, None, 779.0, 703.0, None, 2012-01-02 03:00:00, None
None, None, None, None, 2.6, 201.0, None, None, 779.0, 703.0, None, 2012-01-02 04:00:00, None
None, None, None, None, 3.4, 200.0, None, None, 779.0, 704.0, None, 2012-01-02 05:00:00, None
None, None, None, None, 1.7, 200.0, None, None, 780.0, 703.0, None, 2012-01-02 06:00:00, None
None, None, None, None, 1.3, 200.0, None, None, 781.0, 704.0, None, 2012-01-02 07:00:00, None
None, None, None, None, 0.3, 199.0, None, None, 781.0, 704.0, None, 2012-01-02 08:00:00, None
None, None, None, None, 0.0, 194.0, None, None, 784.0, 709.0, None, 2012-01-02 09:00:00, None
None, None, None, None, 0.1, 200.0, None, None, 785.0, 711.0, None, 2012-01-02 10:00:00, None
None, None, None, None, 0.4, 201.0, None, None, 785.0, 709.0, None, 2012-01-02 11:00:00, None
None, None, None, None, 0.7, 201.0, None, None, 786.0, 709.0, None, 2012-01-02 12:00:00, None
None, None, None, None, 0.6, 199.0, None, None, 787.0, 710.0, None, 2012-01-02 13:00:00, None
None, None, None, None, 0.4, 200.0, None, None, 788.0, 711.0, None, 2012-01-02 14:00:00, None
None, None, None, None, 0.5, 198.0, None, None, 790.0, 712.0, None, 2012-01-02 15:00:00, None
None, None, None, None, 0.5, 200.0, None, None, 791.0, 713.0, None, 2012-01-02 16:00:00, None
None, None, None, None, 0.2, 200.0, None, None, 792.0, 713.0, None, 2012-01-02 17:00:00, None
None, None, None, None, 0.4, 202.0, None, None, 793.0, 714.0, None, 2012-01-02 18:00:00, None
None, None, None, None, 0.7, 199.0, None, None, 793.0, 717.0, None, 2012-01-02 19:00:00, None
None, None, None, None, 0.3, 199.0, None, None, 794.0, 719.0, None, 2012-01-02 20:00:00, None
None, None, None, None, 0.5, 201.0, None, None, 794.0, 721.0, None, 2012-01-02 21:00:00, None
None, None, None, None, -0.2, 200.0, None, None, 796.0, 723.0, None, 2012-01-02 22:00:00, None
None, None, None, None, -0.1, 201.0, None, None, 796.0, 723.0, None, 2012-01-02 23:00:00, None
None, None, None, None, -0.3, 202.0, None, None, 796.0, 722.0, None, 2012-01-03 00:00:00, None
None, None, None, None, -0.5, 201.0, None, None, 797.0, 722.0, None, 2012-01-03 01:00:00, None
None, None, None, None, -0.4, 202.0, None, None, 797.0, 723.0, None, 2012-01-03 02:00:00, None
None, None, None, None, -0.5, 207.0, None, None, 798.0, 722.0, None, 2012-01-03 03:00:00, None
None, None, None, None, -0.3, 204.0, None, None, 798.0, 722.0, None, 2012-01-03 04:00:00, None
None, None, None, None, -0.2, 205.0, None, None, 799.0, 722.0, None, 2012-01-03 05:00:00, None
None, None, None, None, -0.4, 203.0, None, None, 799.0, 722.0, None, 2012-01-03 06:00:00, None
None, None, None, None, 0.1, 206.0, None, None, 799.0, 722.0, None, 2012-01-03 07:00:00, None
None, None, None, None, 0.8, 206.0, None, None, 799.0, 722.0, None, 2012-01-03 08:00:00, None
None, None, None, None, 0.9, 206.0, None, None, 800.0, 722.0, None, 2012-01-03 09:00:00, None
None, None, None, None, 0.9, 205.0, None, None, 801.0, 723.0, None, 2012-01-03 10:00:00, None
None, None, None, None, 0.7, 205.0, None, None, 801.0, 724.0, None, 2012-01-03 11:00:00, None
None, None, None, None, 0.3, 204.0, None, None, 801.0, 726.0, None, 2012-01-03 12:00:00, None
None, None, None, None, -0.7, 204.0, None, None, 801.0, 728.0, None, 2012-01-03 13:00:00, None
None, None, None, None, -1.0, 204.0, None, None, 802.0, 728.0, None, 2012-01-03 14:00:00, None
None, None, None, None, -0.9, 205.0, None, None, 803.0, 730.0, None, 2012-01-03 15:00:00, None
None, None, None, None, -0.7, 205.0, None, None, 804.0, 734.0, None, 2012-01-03 16:00:00, None
None, None, None, None, -0.5, 207.0, None, None, 806.0, 734.0, None, 2012-01-03 17:00:00, None
None, None, None, None, -0.2, 206.0, None, None, 807.0, 735.0, None, 2012-01-03 18:00:00, None
None, None, None, None, 0.0, 207.0, None, None, 808.0, 735.0, None, 2012-01-03 19:00:00, None
None, None, None, None, 0.0, 220.0, None, None, 821.0, 758.0, None, 2012-01-04 04:00:00, None
None, None, None, None, 0.0, 221.0, None, None, 822.0, 761.0, None, 2012-01-04 05:00:00, None
None, None, None, None, 0.1, 222.0, None, None, 823.0, 765.0, None, 2012-01-04 06:00:00, None
None, None, None, None, 0.3, 222.0, None, None, 824.0, 768.0, None, 2012-01-04 07:00:00, None
None, None, None, None, 0.3, 221.0, None, None, 824.0, 773.0, None, 2012-01-04 08:00:00, None
None, None, None, None, 0.6, 220.0, None, None, 824.0, 773.0, None, 2012-01-04 09:00:00, None
None, None, None, None, 0.7, 219.0, None, None, 826.0, 773.0, None, 2012-01-04 10:00:00, None
None, None, None, None, 0.9, 218.0, None, None, 828.0, 774.0, None, 2012-01-04 11:00:00, None
None, None, None, None, 0.6, 218.0, None, None, 840.0, 778.0, None, 2012-01-04 12:00:00, None
None, None, None, None, 0.3, 217.0, None, None, 843.0, 780.0, None, 2012-01-04 13:00:00, None
None, None, None, None, 0.0, 214.0, None, None, 845.0, 779.0, None, 2012-01-04 14:00:00, None
None, None, None, None, 0.2, 222.0, None, None, 848.0, 786.0, None, 2012-01-04 18:00:00, None
None, None, None, None, 0.1, 223.0, None, None, 848.0, 787.0, None, 2012-01-04 19:00:00, None
None, None, None, None, 0.7, 224.0, None, None, 848.0, 790.0, None, 2012-01-04 20:00:00, None
None, None, None, None, 0.2, 223.0, None, None, 848.0, 792.0, None, 2012-01-04 21:00:00, None
None, None, None, None, 0.2, 224.0, None, None, 848.0, 796.0, None, 2012-01-04 22:00:00, None
None, None, None, None, -0.1, 224.0, None, None, 849.0, 799.0, None, 2012-01-04 23:00:00, None
None, None, None, None, -0.7, 231.0, None, None, 849.0, 799.0, None, 2012-01-05 00:00:00, None
None, None, None, None, -1.4, 233.0, None, None, 850.0, 802.0, None, 2012-01-05 01:00:00, None
None, None, None, None, -1.5, 232.0, None, None, 850.0, 804.0, None, 2012-01-05 02:00:00, None
None, None, None, None, -1.8, 231.0, None, None, 850.0, 805.0, None, 2012-01-05 03:00:00, None
None, None, None, None, -1.7, 235.0, None, None, 850.0, 807.0, None, 2012-01-05 04:00:00, None
None, None, None, None, -2.1, 237.0, None, None, 850.0, 807.0, None, 2012-01-05 05:00:00, None
None, None, None, None, -2.5, 232.0, None, None, 850.0, 807.0, None, 2012-01-05 06:00:00, None
None, None, None, None, -2.7, 238.0, None, None, 850.0, 807.0, None, 2012-01-05 07:00:00, None
None, None, None, None, -3.2, 240.0, None, None, 850.0, 809.0, None, 2012-01-05 08:00:00, None
None, None, None, None, -3.5, 238.0, None, None, 850.0, 809.0, None, 2012-01-05 09:00:00, None
None, None, None, None, -3.7, 232.0, None, None, 850.0, 810.0, None, 2012-01-05 10:00:00, None
None, None, None, None, -4.0, 239.0, None, None, 850.0, 811.0, None, 2012-01-05 11:00:00, None
None, None, None, None, -4.1, 239.0, None, None, 850.0, 812.0, None, 2012-01-05 12:00:00, None
None, None, None, None, -4.2, 239.0, None, None, 850.0, 813.0, None, 2012-01-05 13:00:00, None
None, None, None, None, -4.4, 238.0, None, None, 850.0, 814.0, None, 2012-01-05 14:00:00, None
None, None, None, None, -4.8, 239.0, None, None, 850.0, 814.0, None, 2012-01-05 15:00:00, None
None, None, None, None, -5.0, 238.0, None, None, 850.0, 814.0, None, 2012-01-05 16:00:00, None
None, None, None, None, -4.8, 238.0, None, None, 850.0, 814.0, None, 2012-01-05 17:00:00, None
None, None, None, None, -4.3, 237.0, None, None, 850.0, 813.0, None, 2012-01-05 18:00:00, None
