station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, -10.3, 176.0, None, None, 613.0, 443.0, None, 2012-01-01 00:00:00, None
None, None, None, None, None, -11.8, 175.0, None, None, 613.0, 443.0, None, 2012-01-01 01:00:00, None
None, None, None, None, None, -12.6, 175.0, None, None, 613.0, 443.0, None, 2012-01-01 02:00:00, None
None, None, None, None, None, -12.6, 174.0, None, None, 613.0, 443.0, None, 2012-01-01 03:00:00, None
None, None, None, None, None, -12.2, 174.0, None, None, 613.0, 443.0, None, 2012-01-01 04:00:00, None
None, None, None, None, None, -12.3, 174.0, None, None, 613.0, 443.0, None, 2012-01-01 05:00:00, None
None, None, None, None, None, -12.0, 173.0, None, None, 613.0, 443.0, None, 2012-01-01 06:00:00, None
None, None, None, None, None, -11.7, 173.0, None, None, 614.0, 443.0, None, 2012-01-01 07:00:00, None
None, None, None, None, None, -11.4, 172.0, None, None, 613.0, 443.0, None, 2012-01-01 08:00:00, None
None, None, None, None, None, -11.2, 172.0, None, None, 613.0, 443.0, None, 2012-01-01 09:00:00, None
None, None, None, None, None, -10.9, 172.0, None, None, 613.0, 443.0, None, 2012-01-01 10:00:00, None
None, None, None, None, None, -10.6, 172.0, None, None, 613.0, 443.0, None, 2012-01-01 11:00:00, None
None, None, None, None, None, -10.6, 171.0, None, None, 613.0, 443.0, None, 2012-01-01 12:00:00, None
None, None, None, None, None, -10.6, 171.0, None, None, 613.0, 443.0, None, 2012-01-01 13:00:00, None
None, None, None, None, None, -10.0, 170.0, None, None, 613.0, 443.0, None, 2012-01-01 14:00:00, None
None, None, None, None, None, -9.5, 170.0, None, None, 613.0, 443.0, None, 2012-01-01 15:00:00, None
None, 443.0, None, None, None, -9.1, 170.0, None, None, 614.0, 443.0, None, 2012-01-01 16:00:00, None
None, None, None, None, None, -8.9, 170.0, None, None, 613.0, 443.0, None, 2012-01-01 17:00:00, None
None, None, None, None, None, -8.2, 169.0, None, None, 613.0, 443.0, None, 2012-01-01 18:00:00, None
None, None, None, None, None, -6.9, 169.0, None, None, 613.0, 444.0, None, 2012-01-01 19:00:00, None
None, None, None, None, None, -6.5, 169.0, None, None, 613.0, 444.0, None, 2012-01-01 20:00:00, None
None, None, None, None, None, -5.4, 168.0, None, None, 613.0, 444.0, None, 2012-01-01 21:00:00, None
None, None, None, None, None, -4.4, 168.0, None, None, 613.0, 444.0, None, 2012-01-01 22:00:00, None
None, None, None, None, None, -3.9, 167.0, None, None, 612.0, 444.0, None, 2012-01-01 23:00:00, None
None, None, None, None, None, -3.7, 167.0, None, None, 612.0, 444.0, None, 2012-01-02 00:00:00, None
None, None, None, None, None, -4.1, 167.0, None, None, 612.0, 444.0, None, 2012-01-02 01:00:00, None
None, None, None, None, None, -4.4, 167.0, None, None, 612.0, 444.0, None, 2012-01-02 02:00:00, None
None, None, None, None, None, -4.5, 166.0, None, None, 612.0, 444.0, None, 2012-01-02 03:00:00, None
None, None, None, None, None, -4.7, 166.0, None, None, 612.0, 444.0, None, 2012-01-02 04:00:00, None
