station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
0.0, None, 358.0, None, -2.5, 52.0, None, None, 1.0, 131.0, None, 2021-01-01 00:00:00, None
None, None, 357.0, None, -2.5, 52.0, None, None, None, 131.0, None, 2021-01-01 01:00:00, None
None, None, 357.0, None, -3.3, 52.0, None, None, 0.0, 131.0, None, 2021-01-01 02:00:00, None
0.0, None, 358.0, None, -4.5, 52.0, None, None, 1.0, 132.0, None, 2021-01-01 03:00:00, None
0.0, None, 358.0, None, -4.3, 52.0, None, None, 0.0, 132.0, None, 2021-01-01 04:00:00, None
0.0, None, 358.0, None, -2.9, 52.0, None, None, 0.0, 131.0, None, 2021-01-01 05:00:00, None
None, None, 357.0, None, -2.7, 52.0, None, None, None, 132.0, None, 2021-01-01 06:00:00, None
None, None, 357.0, None, -1.4, 52.0, None, None, 0.0, 132.0, None, 2021-01-01 07:00:00, None
None, None, 357.0, None, -1.4, 52.0, None, None, 0.0, 132.0, None, 2021-01-01 08:00:00, None
0.0, None, 358.0, None, 0.0, 53.0, None, None, 1.0, 132.0, None, 2021-01-01 09:00:00, None
None, None, 357.0, None, 0.1, 53.0, None, None, None, 133.0, None, 2021-01-01 10:00:00, None
None, None, 357.0, None, 0.2, 53.0, None, None, 0.0, 133.0, None, 2021-01-01 11:00:00, None
0.0, None, 357.0, None, 0.6, 53.0, None, None, 0.0, 133.0, None, 2021-01-01 12:00:00, None
0.0, None, 357.0, None, 0.2, 52.0, None, None, 0.0, 133.0, None, 2021-01-01 13:00:00, None
1.0, None, 358.0, None, 0.4, 52.0, None, None, 1.0, 133.0, None, 2021-01-01 14:00:00, None
1.0, None, 358.0, None, -0.1, 52.0, None, None, 0.0, 133.0, None, 2021-01-01 15:00:00, None
2.0, None, 359.0, None, -0.1, 53.0, None, None, 1.0, 134.0, None, 2021-01-01 16:00:00, None
4.0, None, 361.0, None, -0.3, 55.0, None, None, 2.0, 135.0, None, 2021-01-01 17:00:00, None
4.0, None, 362.0, None, -0.5, 57.0, None, None, 1.0, 137.0, None, 2021-01-01 18:00:00, None
4.0, None, 362.0, None, -2.1, 57.0, None, None, 0.0, 137.0, None, 2021-01-01 19:00:00, None
5.0, None, 362.0, None, -2.4, 57.0, None, None, 0.0, 137.0, None, 2021-01-01 20:00:00, None
5.0, None, 363.0, None, -2.7, 57.0, None, None, 1.0, 137.0, None, 2021-01-01 21:00:00, None
6.0, None, 363.0, None, -2.5, 277.0, None, None, 0.0, 137.0, None, 2021-01-01 22:00:00, None
6.0, None, 363.0, None, -2.7, 277.0, None, None, 0.0, 137.0, None, 2021-01-01 23:00:00, None
5.0, None, 363.0, None, -2.8, 57.0, None, None, 0.0, 137.0, None, 2021-01-02 00:00:00, None
6.0, None, 363.0, None, -2.6, 57.0, None, None, 0.0, 137.0, None, 2021-01-02 01:00:00, None
6.0, None, 363.0, None, -2.4, 277.0, None, None, 0.0, 137.0, None, 2021-01-02 02:00:00, None
5.0, None, 363.0, None, -2.5, 60.0, None, None, 0.0, 137.0, None, 2021-01-02 03:00:00, None
5.0, None, 363.0, None, -2.0, 59.0, None, None, 0.0, 138.0, None, 2021-01-02 04:00:00, None
5.0, None, 363.0, None, -1.5, 59.0, None, None, 0.0, 139.0, None, 2021-01-02 05:00:00, None
6.0, None, 363.0, None, -1.1, 59.0, None, None, 0.0, 140.0, None, 2021-01-02 06:00:00, None
6.0, None, 363.0, None, -1.4, 59.0, None, None, 0.0, 141.0, None, 2021-01-02 07:00:00, None
7.0, None, 364.0, None, -1.4, 59.0, None, None, 1.0, 141.0, None, 2021-01-02 08:00:00, None
6.0, None, 364.0, None, -2.1, 58.0, None, None, 0.0, 141.0, None, 2021-01-02 09:00:00, None
7.0, None, 364.0, None, -2.2, 60.0, None, None, 0.0, 141.0, None, 2021-01-02 10:00:00, None
9.0, None, 366.0, None, -1.9, 61.0, None, None, 2.0, 142.0, None, 2021-01-02 11:00:00, None
10.0, None, 367.0, None, -2.1, 62.0, None, None, 1.0, 143.0, None, 2021-01-02 12:00:00, None
13.0, None, 370.0, None, -2.2, 67.0, None, None, 3.0, 146.0, None, 2021-01-02 13:00:00, None
14.0, None, 372.0, None, -2.5, 70.0, None, None, 2.0, 149.0, None, 2021-01-02 14:00:00, None
17.0, None, 375.0, None, -3.0, 73.0, None, None, 3.0, 152.0, None, 2021-01-02 15:00:00, None
16.0, None, 375.0, None, -3.5, 74.0, None, None, 0.0, 153.0, None, 2021-01-02 16:00:00, None
14.0, None, 375.0, None, -4.3, 74.0, None, None, 0.0, 153.0, None, 2021-01-02 17:00:00, None
14.0, None, 376.0, None, -4.4, 74.0, None, None, 1.0, 153.0, None, 2021-01-02 18:00:00, None
16.0, None, 378.0, None, -4.6, 76.0, None, None, 2.0, 155.0, None, 2021-01-02 19:00:00, None
17.0, None, 379.0, None, -5.5, 78.0, None, None, 1.0, 156.0, None, 2021-01-02 20:00:00, None
16.0, None, 379.0, None, -6.4, 78.0, None, None, 0.0, 156.0, None, 2021-01-02 21:00:00, None
16.0, None, 379.0, None, -6.7, 78.0, None, None, 0.0, 156.0, None, 2021-01-02 22:00:00, None
16.0, None, 379.0, None, -7.8, 77.0, None, None, 0.0, 156.0, None, 2021-01-02 23:00:00, None
16.0, None, 379.0, None, -7.2, 77.0, None, None, 0.0, 156.0, None, 2021-01-03 00:00:00, None
16.0, None, 379.0, None, -8.5, 77.0, None, None, 0.0, 156.0, None, 2021-01-03 01:00:00, None
16.0, None, 379.0, None, -7.9, 76.0, None, None, 0.0, 156.0, None, 2021-01-03 02:00:00, None
16.0, None, 379.0, None, -7.5, 76.0, None, None, 0.0, 156.0, None, 2021-01-03 03:00:00, None
16.0, None, 379.0, None, -7.8, 76.0, None, None, 0.0, 156.0, None, 2021-01-03 04:00:00, None
16.0, None, 379.0, None, -7.6, 76.0, None, None, 0.0, 156.0, None, 2021-01-03 05:00:00, None
16.0, None, 379.0, None, -7.0, 75.0, None, None, 0.0, 156.0, None, 2021-01-03 06:00:00, None
16.0, None, 379.0, None, -7.4, 75.0, None, None, 0.0, 156.0, None, 2021-01-03 07:00:00, None
15.0, None, 379.0, None, -8.5, 75.0, None, None, 0.0, 157.0, None, 2021-01-03 08:00:00, None
15.0, None, 379.0, None, -8.6, 74.0, None, None, 0.0, 157.0, None, 2021-01-03 09:00:00, None
15.0, None, 379.0, None, -6.4, 74.0, None, None, 0.0, 157.0, None, 2021-01-03 10:00:00, None
13.0, None, 379.0, None, -5.3, 74.0, None, None, 0.0, 157.0, None, 2021-01-03 11:00:00, None
