pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,45.0, None, -3.8,-3.9, 127.0, None, None, None,412.0,2022-04-02 02:00:00, None,14
None, None,44.0, None, -2.3,-2.9, 127.0, None, None, None,412.0,2022-04-02 10:00:00, None,14
None, None,47.0, None, -4.1,-4.1, 128.0, None, None, None,413.0,2022-04-03 05:00:00, None,14
None, None,47.0, None, -5.6,-5.7, 128.0, None, None, None,413.0,2022-04-03 08:00:00, None,14
None, None,47.0, None, -1.3,-1.4, 127.0, None, None, None,415.0,2022-04-03 19:00:00, None,14
None, None,47.0, None, -14.0,-13.9, 127.0, None, None, None,414.0,2022-04-04 07:00:00, None,14
None, None,47.0, None, 4.5,2.4, 125.0, None, None, None,415.0,2022-04-04 14:00:00, None,14
0.0, None,47.0, None, 2.1,2.0, 125.0, None, None, None,415.0,2022-04-04 19:00:00, None,14
None, None,47.0, None, -3.1,-2.9, 126.0, None, None, None,415.0,2022-04-04 21:00:00, None,14
None, None,48.0, None, -9.3,-9.3, 125.0, None, None, None,415.0,2022-04-06 05:00:00, None,14
None, None,48.0, None, -12.6,-12.6, 125.0, None, None, None,414.0,2022-04-06 07:00:00, None,14
None, None,48.0, None, -0.5,-0.7, 124.0, None, None, None,416.0,2022-04-06 19:00:00, None,14
None, None,48.0, None, -1.7,-1.8, 124.0, None, None, None,416.0,2022-04-06 21:00:00, None,14
None, None,48.0, None, -2.9,-3.0, 124.0, None, None, None,416.0,2022-04-07 00:00:00, None,14
None, None,48.0, None, 0.0,-0.7, 123.0, None, None, None,416.0,2022-04-07 11:00:00, None,14
None, None,48.0, None, -7.3,-7.3, 123.0, None, None, None,417.0,2022-04-08 03:00:00, None,14
None, None,48.0, None, 1.9,0.8, 122.0, None, None, None,415.0,2022-04-08 13:00:00, None,14
