max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
15.5,-6999.0,34.7,15.9,-6999.0,9.5,9.5, 0.0,283.0,0.0,2020-07-01 00:00:00,6.0,-6999.0,27
15.5,-6999.0,36.2,16.2,-6999.0,9.1,9.1, 0.0,281.0,0.0,2020-07-01 01:00:00,6.0,-6999.0,27
15.5,-6999.0,33.5,15.7,-6999.0,8.7,8.6, 0.0,283.0,1.0,2020-07-01 02:00:00,7.0,-6999.0,27
15.5,-6999.0,34.5,14.9,-6999.0,8.0,8.0, 0.0,279.0,0.0,2020-07-01 03:00:00,7.0,-6999.0,27
15.5,-6999.0,33.7,15.2,-6999.0,7.8,-6999.0, 0.0,283.0,0.0,2020-07-01 04:00:00,7.0,-6999.0,27
15.5,-6999.0,33.0,13.0,-6999.0,7.7,-6999.0, 0.0,283.0,0.0,2020-07-01 05:00:00,7.0,-6999.0,27
15.5,-6999.0,33.0,13.5,-6999.0,7.1,-6999.0, 0.0,277.0,-1.0,2020-07-01 06:00:00,6.0,-6999.0,27
7.9,-6999.0,27.3,13.5,-6999.0,7.4,6.9, 0.0,274.0,0.0,2020-07-01 07:00:00,6.0,-6999.0,27
8.4,-6999.0,28.7,13.2,-6999.0,8.4,6.9, 0.0,275.0,0.0,2020-07-01 08:00:00,6.0,-6999.0,27
9.4,-6999.0,20.3,10.6,-6999.0,9.2,6.9, 0.0,269.0,2.0,2020-07-01 09:00:00,8.0,-6999.0,27
9.4,-6999.0,21.6,11.2,-6999.0,9.4,6.9, 0.0,266.0,0.0,2020-07-01 10:00:00,8.0,-6999.0,27
10.3,-6999.0,22.4,11.5,-6999.0,10.2,6.9, 0.0,264.0,1.0,2020-07-01 11:00:00,9.0,-6999.0,27
10.8,-6999.0,27.4,14.2,-6999.0,10.5,6.9, 0.0,270.0,-1.0,2020-07-01 12:00:00,7.0,-6999.0,27
11.6,-6999.0,27.7,14.1,-6999.0,10.8,6.9, 0.0,269.0,1.0,2020-07-01 13:00:00,8.0,-6999.0,27
11.6,-6999.0,25.6,14.2,-6999.0,10.9,6.9, 0.0,272.0,1.0,2020-07-01 14:00:00,9.0,-6999.0,27
13.2,-6999.0,34.0,16.0,-6999.0,13.0,6.9, 0.0,271.0,0.0,2020-07-01 15:00:00,9.0,-6999.0,27
13.7,-6999.0,34.4,17.1,-6999.0,12.7,6.9, 0.0,265.0,0.0,2020-07-01 16:00:00,9.0,-6999.0,27
13.8,-6999.0,34.2,17.4,-6999.0,13.5,6.9, 0.0,265.0,-2.0,2020-07-01 17:00:00,8.0,-6999.0,27
14.2,-6999.0,34.4,17.7,-6999.0,12.8,6.9, 0.0,267.0,-1.0,2020-07-01 18:00:00,7.0,-6999.0,27
12.9,-6999.0,35.5,17.0,-6999.0,12.8,12.0, 0.0,273.0,2.0,2020-07-01 19:00:00,9.0,-6999.0,27
13.0,-6999.0,36.2,17.2,-6999.0,12.7,12.0, 0.0,270.0,-2.0,2020-07-01 20:00:00,7.0,-6999.0,27
13.0,-6999.0,36.6,16.9,-6999.0,11.4,11.4, 0.0,270.0,1.0,2020-07-01 21:00:00,8.0,-6999.0,27
13.0,-6999.0,40.1,17.6,-6999.0,11.8,11.2, 0.0,274.0,-1.0,2020-07-01 22:00:00,7.0,-6999.0,27
13.0,-6999.0,34.5,16.8,-6999.0,10.9,10.9, 0.0,276.0,0.0,2020-07-01 23:00:00,7.0,-6999.0,27
13.0,-6999.0,35.0,17.1,-6999.0,10.8,10.4, 0.0,277.0,0.0,2020-07-02 00:00:00,7.0,-6999.0,27
13.0,-6999.0,31.8,15.9,-6999.0,11.2,10.4, 0.0,278.0,-1.0,2020-07-02 01:00:00,7.0,-6999.0,27
