CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -10.56, 91.3, None, None, None, None, 9.68, None, 0.703, 246.6, None, None, None, None, None, None, None, None, None,2018-02-26 00:00:00, None, 359.7,9
None, -10.33, 92.6, None, None, None, None, 12.06, None, 1.038, 245.6, None, None, None, None, None, None, None, None, None,2018-02-26 01:00:00, None, 359.8,9
None, -10.37, 92.3, None, None, None, None, 22.26, None, 0.519, 252.4, None, None, None, None, None, None, None, None, None,2018-02-26 02:00:00, None, 359.5,9
None, -10.62, 92.2, None, None, None, None, 19.35, None, 0.82, 243.3, None, None, None, None, None, None, None, None, None,2018-02-26 03:00:00, None, 359.5,9
None, -10.19, 92.4, None, None, None, None, 13.82, None, 1.114, 239.7, None, None, None, None, None, None, None, None, None,2018-02-26 04:00:00, None, 358.4,9
None, -10.18, 92.1, None, None, None, None, 24.02, None, 0.906, 243.9, None, None, None, None, None, None, None, None, None,2018-02-26 05:00:00, None, None,9
None, -10.07, 92.3, None, None, None, None, 23.11, None, 0.213, 266.3, None, None, None, None, None, None, None, None, None,2018-02-26 06:00:00, None, 358.2,9
None, -10.37, 92.3, None, None, None, None, 37.51, None, 0.351, 267.9, None, None, None, None, None, None, None, None, None,2018-02-26 07:00:00, None, 357.6,9
None, -9.63, 92.6, None, None, None, None, 18.18, None, 1.731, 238.8, None, None, None, None, None, None, None, None, None,2018-02-26 08:00:00, None, 357.0,9
None, -8.48, 93.1, None, None, None, None, 22.43, None, 2.209, 235.9, None, None, None, None, None, None, None, None, None,2018-02-26 09:00:00, None, 356.4,9
None, -7.187, 93.5, None, None, None, None, 33.67, None, 1.388, 256.4, None, None, None, None, None, None, None, None, None,2018-02-26 10:00:00, None, 355.5,9
None, -5.841, 94.6, None, None, None, None, 30.67, None, 2.581, 238.8, None, None, None, None, None, None, None, None, None,2018-02-26 11:00:00, None, 355.2,9
None, -6.228, 94.7, None, None, None, None, 35.37, None, 2.888, 236.4, None, None, None, None, None, None, None, None, None,2018-02-26 12:00:00, None, 355.0,9
None, -5.954, 93.3, None, None, None, None, 23.05, None, 3.721, 228.4, None, None, None, None, None, None, None, None, None,2018-02-26 13:00:00, None, 354.4,9
None, -6.257, 94.1, None, None, None, None, 24.18, None, 3.681, 231.1, None, None, None, None, None, None, None, None, None,2018-02-26 14:00:00, None, 353.9,9
None, -7.429, 93.3, None, None, None, None, 26.39, None, 3.265, 232.6, None, None, None, None, None, None, None, None, None,2018-02-26 15:00:00, None, 353.7,9
None, -8.49, 93.0, None, None, None, None, 19.35, None, 5.143, 226.3, None, None, None, None, None, None, None, None, None,2018-02-26 16:00:00, None, 354.7,9
None, -8.99, 92.8, None, None, None, None, 19.78, None, 5.037, 226.9, None, None, None, None, None, None, None, None, None,2018-02-26 17:00:00, None, 354.4,9
None, -9.64, 92.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 18:00:00, None, None,9
None, -9.6, 92.5, None, None, None, None, 23.33, None, 5.867, 228.2, None, None, None, None, None, None, None, None, None,2018-02-26 19:00:00, None, 354.0,9
None, -9.4, 92.8, None, None, None, None, 25.13, None, 4.793, 228.9, None, None, None, None, None, None, None, None, None,2018-02-26 20:00:00, None, 353.1,9
None, -9.06, 92.9, None, None, None, None, 25.15, None, 4.026, 232.1, None, None, None, None, None, None, None, None, None,2018-02-26 21:00:00, None, 352.9,9
None, -8.79, 93.1, None, None, None, None, 26.87, None, 5.078, 228.6, None, None, None, None, None, None, None, None, None,2018-02-26 22:00:00, None, 355.7,9
None, -8.58, 93.2, None, None, None, None, 23.34, None, 6.489, 227.2, None, None, None, None, None, None, None, None, None,2018-02-26 23:00:00, None, 355.9,9
None, -8.37, 93.4, None, None, None, None, 26.61, None, 7.07, 230.0, None, None, None, None, None, None, None, None, None,2018-02-27 00:00:00, None, 357.0,9
None, -8.19, 93.5, None, None, None, None, 25.07, None, 6.784, 226.2, None, None, None, None, None, None, None, None, None,2018-02-27 01:00:00, None, 357.4,9
None, -7.911, 93.7, None, None, None, None, 30.5, None, 6.257, 231.2, None, None, None, None, None, None, None, None, None,2018-02-27 02:00:00, None, 358.5,9
None, -7.763, 93.7, None, None, None, None, 29.05, None, 5.708, 232.4, None, None, None, None, None, None, None, None, None,2018-02-27 03:00:00, None, 358.6,9
None, -7.862, 93.7, None, None, None, None, 27.38, None, 6.562, 228.7, None, None, None, None, None, None, None, None, None,2018-02-27 04:00:00, None, 358.3,9
None, -7.668, 93.8, None, None, None, None, 34.98, None, 5.633, 229.7, None, None, None, None, None, None, None, None, None,2018-02-27 05:00:00, None, 358.8,9
None, -7.467, 94.0, None, None, None, None, 28.05, None, 6.459, 227.6, None, None, None, None, None, None, None, None, None,2018-02-27 06:00:00, None, 359.2,9
