CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -9.87, 87.8, None, None, None, None, 17.14, None, 8.53, 246.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 00:00:00, None, None,9
None, -9.99, 87.8, None, None, None, None, 17.51, None, 9.21, 228.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 01:00:00, None, None,9
None, -10.15, 87.7, None, None, None, None, 19.0, None, 8.33, 254.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 02:00:00, None, None,9
None, -10.36, 87.4, None, None, None, None, 11.31, None, 6.785, 248.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 03:00:00, None, None,9
None, -10.19, 87.6, None, None, None, None, 9.0, None, 10.9, 251.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 04:00:00, None, None,9
None, -10.14, 87.6, None, None, None, None, 12.76, None, 10.1, 244.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 05:00:00, None, None,9
None, -10.14, 87.7, None, None, None, None, 22.08, None, 8.82, 232.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 06:00:00, None, None,9
None, -10.31, 87.5, None, None, None, None, 25.5, None, 6.64, 228.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 07:00:00, None, None,9
None, -10.08, 87.8, None, None, None, None, 24.39, None, 9.2, 206.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 08:00:00, None, None,9
None, -9.74, 88.0, None, None, None, None, 25.34, None, 10.36, 206.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-02-26 09:00:00, None, None,9
