station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
296.9, 3.4, 1.3774, 93.9, 93.937, 2020-01-01 00:00:00, 3.44229
93.3, 4.5, None, 94.3, None, 2020-01-01 01:00:00, None
111.8, 6.9, None, 92.0, None, 2020-01-01 02:00:00, None
135.7, 8.0, None, 86.3, None, 2020-01-01 03:00:00, None
113.9, 7.4, None, 87.9, None, 2020-01-01 04:00:00, None
92.8, 6.8, None, 90.1, None, 2020-01-01 05:00:00, None
111.6, 7.2, None, 89.9, None, 2020-01-01 06:00:00, None
110.1, 6.9, None, 90.7, None, 2020-01-01 07:00:00, None
123.3, 7.2, None, 88.0, None, 2020-01-01 08:00:00, None
115.5, 7.1, None, 87.4, None, 2020-01-01 09:00:00, None
129.7, 7.7, None, 80.9, None, 2020-01-01 10:00:00, None
132.8, 8.0, None, 78.2, None, 2020-01-01 11:00:00, None
120.5, 7.7, None, 81.8, None, 2020-01-01 12:00:00, None
96.4, 7.1, None, 87.6, None, 2020-01-01 13:00:00, None
100.7, 7.0, None, 86.8, None, 2020-01-01 14:00:00, None
97.6, 6.8, None, 87.5, None, 2020-01-01 15:00:00, None
101.5, 6.3, None, 88.8, None, 2020-01-01 16:00:00, None
104.5, 5.8, None, 89.9, None, 2020-01-01 17:00:00, None
173.2, 5.3, None, 91.6, None, 2020-01-01 18:00:00, None
118.8, 5.3, None, 91.7, None, 2020-01-01 19:00:00, None
146.0, 6.2, None, 84.9, None, 2020-01-01 20:00:00, None
135.0, 6.0, None, 81.2, None, 2020-01-01 21:00:00, None
147.1, 5.2, None, 80.5, None, 2020-01-01 22:00:00, None
141.5, 4.8, None, 79.1, None, 2020-01-01 23:00:00, None
103.0, 4.1, None, 83.1, None, 2020-01-02 00:00:00, None
116.1, 3.8, None, 76.4, None, 2020-01-02 01:00:00, None
113.5, 3.9, None, 66.0, None, 2020-01-02 02:00:00, None
134.3, 4.1, None, 60.1, None, 2020-01-02 03:00:00, None
155.5, 4.1, None, 58.6, None, 2020-01-02 04:00:00, None
155.1, 4.0, None, 58.7, None, 2020-01-02 05:00:00, None
133.2, 3.5, None, 64.8, None, 2020-01-02 06:00:00, None
123.0, 3.1, None, 70.1, None, 2020-01-02 07:00:00, None
109.3, 2.4, None, 79.0, None, 2020-01-02 08:00:00, None
110.1, 2.3, None, 81.5, None, 2020-01-02 09:00:00, None
108.7, 2.0, None, 86.4, None, 2020-01-02 10:00:00, None
85.6, 1.3, None, 90.3, None, 2020-01-02 11:00:00, None
73.7, 1.4, None, 91.4, None, 2020-01-02 12:00:00, None
139.7, 1.6, None, 90.3, None, 2020-01-02 13:00:00, None
127.5, 1.9, None, 89.9, None, 2020-01-02 14:00:00, None
135.6, 1.9, None, 89.7, None, 2020-01-02 15:00:00, None
268.2, 1.9, None, 90.2, None, 2020-01-02 16:00:00, None
308.3, 1.6, None, 91.4, None, 2020-01-02 17:00:00, None
194.8, 1.3, None, 92.0, None, 2020-01-02 18:00:00, None
188.5, 1.0, None, 92.1, None, 2020-01-02 19:00:00, None
153.5, 0.7, None, 92.5, None, 2020-01-02 20:00:00, None
157.6, 0.3, None, 92.5, None, 2020-01-02 21:00:00, None
229.9, -0.1, None, 92.8, None, 2020-01-02 22:00:00, None
185.9, -0.2, None, 93.2, None, 2020-01-02 23:00:00, None
132.1, -0.3, None, 93.4, None, 2020-01-03 00:00:00, None
152.6, -0.3, None, 93.7, None, 2020-01-03 01:00:00, None
305.8, -0.2, None, 93.8, None, 2020-01-03 02:00:00, None
302.1, 0.0, None, 93.8, None, 2020-01-03 03:00:00, None
307.5, 0.1, None, 93.8, None, 2020-01-03 04:00:00, None
306.9, 0.4, None, 93.8, None, 2020-01-03 05:00:00, None
307.4, 1.1, None, 93.7, None, 2020-01-03 06:00:00, None
310.7, 1.3, None, 93.4, None, 2020-01-03 07:00:00, None
302.1, 1.4, None, 93.5, None, 2020-01-03 08:00:00, None
293.0, 2.1, None, 93.7, None, 2020-01-03 09:00:00, None
308.9, 2.4, None, 93.5, None, 2020-01-03 10:00:00, None
311.1, 2.9, None, 93.3, None, 2020-01-03 11:00:00, None
308.6, 3.5, None, 93.0, None, 2020-01-03 12:00:00, None
313.1, 4.0, None, 92.9, None, 2020-01-03 13:00:00, None
247.3, 4.5, None, 93.1, None, 2020-01-03 14:00:00, None
287.4, 4.8, None, 93.4, None, 2020-01-03 15:00:00, None
301.0, 4.7, None, 93.6, None, 2020-01-03 16:00:00, None
282.4, 5.2, None, 91.0, None, 2020-01-03 17:00:00, None
144.2, 5.1, None, 91.6, None, 2020-01-03 18:00:00, None
152.8, 5.1, None, 92.9, None, 2020-01-03 19:00:00, None
261.9, 9.7, None, 72.6, None, 2020-01-03 20:00:00, None
234.9, 8.5, None, 81.3, None, 2020-01-03 21:00:00, None
142.9, 5.8, None, 92.6, None, 2020-01-03 22:00:00, None
142.9, 6.1, None, 91.0, None, 2020-01-03 23:00:00, None
137.5, 5.6, None, 88.7, None, 2020-01-04 00:00:00, None
118.4, 5.0, None, 90.6, None, 2020-01-04 01:00:00, None
107.3, 4.6, None, 91.9, None, 2020-01-04 02:00:00, None
133.4, 4.5, None, 89.6, None, 2020-01-04 03:00:00, None
149.3, 4.0, None, 88.1, None, 2020-01-04 04:00:00, None
123.8, 3.4, None, 90.1, None, 2020-01-04 05:00:00, None
133.4, 3.2, None, 87.2, None, 2020-01-04 06:00:00, None
124.3, 3.3, None, 76.5, None, 2020-01-04 07:00:00, None
146.0, 3.3, None, 74.2, None, 2020-01-04 08:00:00, None
124.7, 3.4, None, 74.4, None, 2020-01-04 09:00:00, None
117.7, 2.9, None, 81.6, None, 2020-01-04 10:00:00, None
89.5, 2.8, None, 85.2, None, 2020-01-04 11:00:00, None
114.5, 3.5, None, 80.6, None, 2020-01-04 12:00:00, None
127.8, 4.2, None, 76.7, None, 2020-01-04 13:00:00, None
117.2, 4.5, None, 74.7, None, 2020-01-04 14:00:00, None
126.7, 4.8, None, 70.4, None, 2020-01-04 15:00:00, None
122.1, 3.6, None, 82.2, None, 2020-01-04 16:00:00, None
89.8, 3.0, None, 89.2, None, 2020-01-04 17:00:00, None
150.5, 2.6, None, 91.4, None, 2020-01-04 18:00:00, None
155.3, 2.4, None, 92.5, None, 2020-01-04 19:00:00, None
347.7, 2.3, None, 92.8, None, 2020-01-04 20:00:00, None
298.0, 2.2, None, 93.1, None, 2020-01-04 21:00:00, None
319.8, 2.0, None, 93.3, None, 2020-01-04 22:00:00, None
295.1, 2.0, None, 93.4, None, 2020-01-04 23:00:00, None
288.4, 1.9, None, 93.4, None, 2020-01-05 00:00:00, None
306.3, 1.4, None, 93.5, None, 2020-01-05 01:00:00, None
312.3, 1.0, None, 93.5, None, 2020-01-05 02:00:00, None
307.9, 0.6, None, 93.5, None, 2020-01-05 03:00:00, None
307.7, 0.5, None, 93.5, None, 2020-01-05 04:00:00, None
284.7, 0.4, None, 93.1, None, 2020-01-05 05:00:00, None
281.7, 0.7, None, 92.4, None, 2020-01-05 06:00:00, None
304.5, 0.8, None, 91.8, None, 2020-01-05 07:00:00, None
292.4, 0.6, None, 91.2, None, 2020-01-05 08:00:00, None
285.6, 0.3, None, 91.3, None, 2020-01-05 09:00:00, None
280.7, 0.6, None, 92.1, None, 2020-01-05 10:00:00, None
298.6, 1.7, None, 90.6, None, 2020-01-05 11:00:00, None
218.1, 2.2, None, 87.4, None, 2020-01-05 12:00:00, None
135.7, 1.8, None, 90.1, None, 2020-01-05 13:00:00, None
121.2, 2.1, None, 91.4, None, 2020-01-05 14:00:00, None
94.5, 2.6, None, 91.1, None, 2020-01-05 15:00:00, None
138.8, 2.6, None, 89.2, None, 2020-01-05 16:00:00, None
151.6, 2.4, None, 83.3, None, 2020-01-05 17:00:00, None
121.6, 2.1, None, 86.2, None, 2020-01-05 18:00:00, None
