station_observations
WDIR_VECT, time, HUMIDITY
176.0, 2020-07-27 00:00:00, 85.0
80.6, 2020-07-27 01:00:00, 89.1
38.8, 2020-07-27 02:00:00, 91.4
64.8, 2020-07-27 03:00:00, 92.5
167.7, 2020-07-27 04:00:00, 92.6
152.7, 2020-07-27 05:00:00, 92.5
163.5, 2020-07-27 06:00:00, 89.4
161.4, 2020-07-27 07:00:00, 77.8
154.6, 2020-07-27 08:00:00, 68.3
161.7, 2020-07-27 09:00:00, 59.3
140.8, 2020-07-27 10:00:00, 51.3
140.7, 2020-07-27 11:00:00, 43.6
134.9, 2020-07-27 12:00:00, 36.9
152.5, 2020-07-27 13:00:00, 31.6
149.3, 2020-07-27 14:00:00, 28.5
148.6, 2020-07-27 15:00:00, 26.6
155.1, 2020-07-27 16:00:00, 25.6
155.9, 2020-07-27 17:00:00, 25.0
145.5, 2020-07-27 18:00:00, 25.1
174.3, 2020-07-27 19:00:00, 27.4
122.4, 2020-07-27 20:00:00, 35.0
116.6, 2020-07-27 21:00:00, 44.4
106.3, 2020-07-27 22:00:00, 55.1
129.5, 2020-07-27 23:00:00, 53.3
104.7, 2020-07-28 00:00:00, 57.2
119.7, 2020-07-28 01:00:00, 61.1
44.4, 2020-07-28 02:00:00, 63.3
46.6, 2020-07-28 03:00:00, 76.4
53.2, 2020-07-28 04:00:00, 84.9
96.6, 2020-07-28 05:00:00, 88.4
4.8, 2020-07-28 06:00:00, 87.2
182.6, 2020-07-28 07:00:00, 71.9
190.6, 2020-07-28 08:00:00, 60.0
299.1, 2020-07-28 09:00:00, 57.6
343.5, 2020-07-28 10:00:00, 52.7
318.9, 2020-07-28 11:00:00, 50.0
325.1, 2020-07-28 12:00:00, 52.4
332.9, 2020-07-28 13:00:00, 51.2
7.9, 2020-07-28 14:00:00, 48.5
342.1, 2020-07-28 15:00:00, 50.4
330.7, 2020-07-28 16:00:00, 55.4
32.8, 2020-07-28 17:00:00, 43.8
334.0, 2020-07-28 18:00:00, 56.0
330.3, 2020-07-28 19:00:00, 55.2
61.8, 2020-07-28 20:00:00, 60.1
351.3, 2020-07-28 21:00:00, 65.5
348.3, 2020-07-28 22:00:00, 68.3
332.6, 2020-07-28 23:00:00, 73.4
49.3, 2020-07-29 00:00:00, 80.9
26.9, 2020-07-29 01:00:00, 87.1
52.3, 2020-07-29 02:00:00, 89.8
31.6, 2020-07-29 03:00:00, 92.1
45.8, 2020-07-29 04:00:00, 93.5
68.7, 2020-07-29 05:00:00, 93.4
242.5, 2020-07-29 06:00:00, 91.5
106.2, 2020-07-29 07:00:00, 80.7
308.3, 2020-07-29 08:00:00, 78.0
154.5, 2020-07-29 09:00:00, 66.3
207.6, 2020-07-29 10:00:00, 59.2
166.9, 2020-07-29 11:00:00, 52.2
80.1, 2020-07-29 12:00:00, 46.1
172.5, 2020-07-29 13:00:00, 35.8
139.8, 2020-07-29 14:00:00, 25.3
162.2, 2020-07-29 15:00:00, 24.3
180.8, 2020-07-29 16:00:00, 23.7
118.2, 2020-07-29 17:00:00, 25.8
348.8, 2020-07-29 18:00:00, 40.1
339.7, 2020-07-29 19:00:00, 42.3
348.1, 2020-07-29 20:00:00, 50.7
346.5, 2020-07-29 21:00:00, 54.9
19.2, 2020-07-29 22:00:00, 64.8
64.9, 2020-07-29 23:00:00, 73.4
65.0, 2020-07-30 00:00:00, 76.7
79.3, 2020-07-30 01:00:00, 80.7
57.4, 2020-07-30 02:00:00, 83.0
49.7, 2020-07-30 03:00:00, 85.3
20.4, 2020-07-30 04:00:00, 87.9
72.9, 2020-07-30 05:00:00, 89.9
136.4, 2020-07-30 06:00:00, 88.6
158.7, 2020-07-30 07:00:00, 74.0
157.8, 2020-07-30 08:00:00, 63.2
0.4, 2020-07-30 09:00:00, 54.9
173.0, 2020-07-30 10:00:00, 48.8
