station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
276.2, 0.6, 1.139, 98.4, 98.4, 2020-01-01 00:00:00, 0.573
270.0, 0.5, None, 98.3, None, 2020-01-01 01:00:00, None
267.5, 0.4, None, 98.3, None, 2020-01-01 02:00:00, None
316.8, 0.4, None, 98.3, None, 2020-01-01 03:00:00, None
108.9, 0.2, None, 98.4, None, 2020-01-01 04:00:00, None
110.0, 0.0, None, 98.5, None, 2020-01-01 05:00:00, None
102.9, -0.1, None, 98.6, None, 2020-01-01 06:00:00, None
89.5, 0.0, None, 98.6, None, 2020-01-01 07:00:00, None
83.7, 0.3, None, 98.4, None, 2020-01-01 08:00:00, None
76.5, 0.3, None, 98.3, None, 2020-01-01 09:00:00, None
71.0, 0.5, None, 97.2, None, 2020-01-01 10:00:00, None
72.9, 0.9, None, 94.7, None, 2020-01-01 11:00:00, None
84.5, 1.8, None, 90.4, None, 2020-01-01 12:00:00, None
83.5, 1.9, None, 90.0, None, 2020-01-01 13:00:00, None
257.8, 3.7, None, 75.4, None, 2020-01-01 14:00:00, None
263.2, 2.7, None, 69.1, None, 2020-01-01 15:00:00, None
256.6, 1.8, None, 63.4, None, 2020-01-01 16:00:00, None
248.8, 1.0, None, 58.6, None, 2020-01-01 17:00:00, None
273.1, -0.1, None, 62.1, None, 2020-01-01 18:00:00, None
256.8, -0.5, None, 63.7, None, 2020-01-01 19:00:00, None
251.6, -0.9, None, 67.8, None, 2020-01-01 20:00:00, None
276.9, -1.6, None, 73.5, None, 2020-01-01 21:00:00, None
262.3, -1.2, None, 64.2, None, 2020-01-01 22:00:00, None
335.6, -2.0, None, 68.3, None, 2020-01-01 23:00:00, None
251.6, -2.6, None, 67.4, None, 2020-01-02 00:00:00, None
273.4, -2.3, None, 66.1, None, 2020-01-02 01:00:00, None
292.8, -2.5, None, 66.9, None, 2020-01-02 02:00:00, None
309.0, -2.9, None, 67.7, None, 2020-01-02 03:00:00, None
292.7, -2.9, None, 63.7, None, 2020-01-02 04:00:00, None
310.8, -3.3, None, 63.2, None, 2020-01-02 05:00:00, None
4.9, -4.7, None, 68.6, None, 2020-01-02 06:00:00, None
67.3, -6.0, None, 72.7, None, 2020-01-02 07:00:00, None
94.7, -9.1, None, 85.2, None, 2020-01-02 08:00:00, None
95.8, -10.6, None, 88.8, None, 2020-01-02 09:00:00, None
102.3, -11.0, None, 88.1, None, 2020-01-02 10:00:00, None
103.9, -10.5, None, 84.6, None, 2020-01-02 11:00:00, None
115.7, -9.5, None, 82.1, None, 2020-01-02 12:00:00, None
103.6, -8.8, None, 80.9, None, 2020-01-02 13:00:00, None
83.8, -7.7, None, 79.2, None, 2020-01-02 14:00:00, None
80.3, -7.4, None, 79.2, None, 2020-01-02 15:00:00, None
89.2, -7.3, None, 79.3, None, 2020-01-02 16:00:00, None
82.4, -7.5, None, 82.0, None, 2020-01-02 17:00:00, None
101.2, -7.5, None, 82.5, None, 2020-01-02 18:00:00, None
90.7, -7.2, None, 82.1, None, 2020-01-02 19:00:00, None
109.4, -7.1, None, 83.1, None, 2020-01-02 20:00:00, None
70.6, -6.9, None, 87.1, None, 2020-01-02 21:00:00, None
71.0, -6.8, None, 91.6, None, 2020-01-02 22:00:00, None
84.2, -6.4, None, 93.0, None, 2020-01-02 23:00:00, None
93.0, -5.7, None, 93.3, None, 2020-01-03 00:00:00, None
84.9, -5.3, None, 91.3, None, 2020-01-03 01:00:00, None
68.7, -5.4, None, 93.1, None, 2020-01-03 02:00:00, None
76.7, -5.3, None, 94.5, None, 2020-01-03 03:00:00, None
78.4, -5.2, None, 95.0, None, 2020-01-03 04:00:00, None
68.9, -5.0, None, 94.7, None, 2020-01-03 05:00:00, None
73.3, -5.1, None, 94.8, None, 2020-01-03 06:00:00, None
70.2, -5.2, None, 94.7, None, 2020-01-03 07:00:00, None
65.8, -5.2, None, 94.8, None, 2020-01-03 08:00:00, None
67.8, -5.2, None, 94.6, None, 2020-01-03 09:00:00, None
66.0, -5.1, None, 94.2, None, 2020-01-03 10:00:00, None
72.4, -5.0, None, 94.6, None, 2020-01-03 11:00:00, None
73.2, -4.8, None, 94.5, None, 2020-01-03 12:00:00, None
75.6, -4.7, None, 95.0, None, 2020-01-03 13:00:00, None
80.8, -4.4, None, 95.2, None, 2020-01-03 14:00:00, None
121.8, -4.4, None, 95.4, None, 2020-01-03 15:00:00, None
182.1, -4.6, None, 95.9, None, 2020-01-03 16:00:00, None
141.8, -4.6, None, 96.1, None, 2020-01-03 17:00:00, None
128.1, -4.0, None, 96.2, None, 2020-01-03 18:00:00, None
310.2, -3.5, None, 96.1, None, 2020-01-03 19:00:00, None
285.8, -2.3, None, 94.1, None, 2020-01-03 20:00:00, None
292.6, -1.4, None, 88.6, None, 2020-01-03 21:00:00, None
286.4, -1.5, None, 82.5, None, 2020-01-03 22:00:00, None
248.2, -1.1, None, 80.2, None, 2020-01-03 23:00:00, None
255.3, -1.6, None, 84.4, None, 2020-01-04 00:00:00, None
254.4, -1.2, None, 81.5, None, 2020-01-04 01:00:00, None
262.7, 0.0, None, 76.0, None, 2020-01-04 02:00:00, None
254.9, 0.0, None, 69.7, None, 2020-01-04 03:00:00, None
291.6, -0.4, None, 65.6, None, 2020-01-04 04:00:00, None
265.8, -0.9, None, 67.6, None, 2020-01-04 05:00:00, None
277.6, -1.1, None, 67.3, None, 2020-01-04 06:00:00, None
243.4, -1.0, None, 63.8, None, 2020-01-04 07:00:00, None
257.6, -1.5, None, 66.7, None, 2020-01-04 08:00:00, None
232.3, -2.8, None, 75.5, None, 2020-01-04 09:00:00, None
97.4, -4.7, None, 84.5, None, 2020-01-04 10:00:00, None
82.3, -4.9, None, 86.5, None, 2020-01-04 11:00:00, None
109.0, -3.2, None, 80.6, None, 2020-01-04 12:00:00, None
256.9, -0.7, None, 70.0, None, 2020-01-04 13:00:00, None
260.8, 0.6, None, 66.1, None, 2020-01-04 14:00:00, None
239.7, 0.4, None, 67.0, None, 2020-01-04 15:00:00, None
243.7, 0.4, None, 66.5, None, 2020-01-04 16:00:00, None
15.9, -1.4, None, 77.2, None, 2020-01-04 17:00:00, None
101.5, -3.6, None, 87.5, None, 2020-01-04 18:00:00, None
78.5, -4.4, None, 89.0, None, 2020-01-04 19:00:00, None
85.1, -5.8, None, 94.1, None, 2020-01-04 20:00:00, None
95.2, -6.1, None, 92.5, None, 2020-01-04 21:00:00, None
63.6, -5.8, None, 90.0, None, 2020-01-04 22:00:00, None
80.9, -5.8, None, 88.9, None, 2020-01-04 23:00:00, None
68.7, -3.3, None, 81.7, None, 2020-01-05 00:00:00, None
71.4, -2.5, None, 78.1, None, 2020-01-05 01:00:00, None
76.4, -3.2, None, 81.3, None, 2020-01-05 02:00:00, None
