pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,4.608,93.3, None, None,31.38, 0.058,278.0, None, None, None, None, None, None,4.0, 943.0, None, None, None,2018-06-11 00:00:00, None, None, None,24
None,4.204,93.6, None, None,19.0, 0.128,270.7, None, None, None, None, None, None,3.0, 943.0, None, None, None,2018-06-11 01:00:00, None, None, None,24
None,3.726,93.8, None, None,22.42, 0.064,271.2, None, None, None, None, None, None,3.0, 943.0, None, None, None,2018-06-11 02:00:00, None, None, None,24
None,3.536,94.2, None, None,25.61, 0.038,270.5, None, None, None, None, None, None,3.0, 943.0, None, None, None,2018-06-11 03:00:00, None, None, None,24
None,3.17,94.4, None, None,24.09, 0.034,268.8, None, None, None, None, None, None,2.0, 944.0, None, None, None,2018-06-11 04:00:00, None, None, None,24
None,3.341,94.6, None, None,48.22, 0.001,257.1, None, None, None, None, None, None,3.0, 944.0, None, None, None,2018-06-11 05:00:00, None, None, None,24
None,3.825,94.8, None, None,51.34, 0.035,255.0, None, None, None, None, None, None,3.0, 944.0, None, None, None,2018-06-11 06:00:00, None, None, None,24
None,5.201,94.5, None, None,33.85, 0.146,166.5, None, None, None, None, None, None,4.0, 944.0, None, None, None,2018-06-11 07:00:00, None, None, None,24
None,6.374,91.7, None, None,33.45, 1.235,174.0, None, None, None, None, None, None,5.0, 945.0, None, None, None,2018-06-11 08:00:00, None, None, None,24
None,8.16,82.8, None, None,39.12, 1.539,174.3, None, None, None, None, None, None,5.0, 945.0, None, None, None,2018-06-11 09:00:00, None, None, None,24
None,10.38,70.39, None, None,38.72, 1.515,151.9, None, None, None, None, None, None,5.0, 945.0, None, None, None,2018-06-11 10:00:00, None, None, None,24
None,12.48,56.22, None, None,35.1, 2.091,127.9, None, None, None, None, None, None,3.0, 945.0, None, None, None,2018-06-11 11:00:00, None, None, None,24
None,14.42,47.72, None, None,48.98, 4.104,172.1, None, None, None, None, None, None,4.0, 944.0, None, None, None,2018-06-11 12:00:00, None, None, None,24
None,16.69,40.56, None, None,53.53, 4.553,164.4, None, None, None, None, None, None,3.0, 945.0, None, None, None,2018-06-11 13:00:00, None, None, None,24
None,15.3,41.84, None, None,56.08, 3.643,175.4, None, None, None, None, None, None,1.0, 945.0, None, None, None,2018-06-11 14:00:00, None, None, None,24
None,17.03,37.05, None, None,53.31, 2.748,169.4, None, None, None, None, None, None,2.0, 945.0, None, None, None,2018-06-11 15:00:00, None, None, None,24
None,18.21,32.56, None, None,49.15, 2.85,178.9, None, None, None, None, None, None,1.0, 944.0, None, None, None,2018-06-11 16:00:00, None, None, None,24
None,17.66,33.61, None, None,66.35, 2.282,187.6, None, None, None, None, None, None,0.0, 944.0, None, None, None,2018-06-11 17:00:00, None, None, None,24
None,12.9,72.93, None, None,64.98, 1.499,290.4, None, None, None, None, None, None,8.0, 944.0, None, None, None,2018-06-11 18:00:00, None, None, None,24
None,8.95,90.8, None, None,53.45, 3.082,293.9, None, None, None, None, None, None,8.0, 946.0, None, None, None,2018-06-11 19:00:00, None, None, None,24
None,8.72,91.2, None, None,34.63, 2.443,334.8, None, None, None, None, None, None,7.0, 947.0, None, None, None,2018-06-11 20:00:00, None, None, None,24
None,8.15,91.1, None, None,39.5, 1.515,306.3, None, None, None, None, None, None,7.0, 947.0, None, None, None,2018-06-11 21:00:00, None, None, None,24
None,6.99,91.2, None, None,35.07, 1.733,319.9, None, None, None, None, None, None,6.0, 948.0, None, None, None,2018-06-11 22:00:00, None, None, None,24
None,6.766,91.6, None, None,34.46, 0.154,286.4, None, None, None, None, None, None,6.0, 948.0, None, None, None,2018-06-11 23:00:00, None, None, None,24
None,5.871,92.2, None, None,26.85, 0.137,286.0, None, None, None, None, None, None,5.0, 949.0, None, None, None,2018-06-12 00:00:00, None, None, None,24
None,5.141,92.2, None, None,48.78, 0.011,263.0, None, None, None, None, None, None,4.0, 949.0, None, None, None,2018-06-12 01:00:00, None, None, None,24
None,4.627,92.8, None, None,44.33, 0.146,295.1, None, None, None, None, None, None,4.0, 950.0, None, None, None,2018-06-12 02:00:00, None, None, None,24
None,4.152,93.2, None, None,43.56, 0.079,291.2, None, None, None, None, None, None,3.0, 949.0, None, None, None,2018-06-12 03:00:00, None, None, None,24
None,3.674,93.4, None, None,44.54, 0.149,290.3, None, None, None, None, None, None,3.0, 950.0, None, None, None,2018-06-12 04:00:00, None, None, None,24
None,3.543,93.8, None, None,38.41, 0.129,293.4, None, None, None, None, None, None,3.0, 950.0, None, None, None,2018-06-12 05:00:00, None, None, None,24
None,4.594,94.2, None, None,52.26, 0.15,244.0, None, None, None, None, None, None,4.0, 950.0, None, None, None,2018-06-12 06:00:00, None, None, None,24
None,5.422,93.0, None, None,36.5, 1.546,180.4, None, None, None, None, None, None,4.0, 951.0, None, None, None,2018-06-12 07:00:00, None, None, None,24
None,10.48,67.46, None, None,37.21, 2.459,174.3, None, None, None, None, None, None,5.0, 950.0, None, None, None,2018-06-12 09:00:00, None, None, None,24
None,13.41,54.53, None, None,39.12, 2.769,173.2, None, None, None, None, None, None,4.0, 949.0, None, None, None,2018-06-12 10:00:00, None, None, None,24
None,16.36,43.56, None, None,33.42, 3.534,163.9, None, None, None, None, None, None,5.0, 948.0, None, None, None,2018-06-12 11:00:00, None, None, None,24
None,19.25,26.14, None, None,36.58, 2.809,158.2, None, None, None, None, None, None,0.0, 947.0, None, None, None,2018-06-12 12:00:00, None, None, None,24
None,21.35,25.12, None, None,40.59, 2.767,151.1, None, None, None, None, None, None,1.0, 946.0, None, None, None,2018-06-12 13:00:00, None, None, None,24
None,20.62,27.2, None, None,45.66, 2.899,162.5, None, None, None, None, None, None,2.0, 946.0, None, None, None,2018-06-12 14:00:00, None, None, None,24
None,19.71,32.38, None, None,57.43, 1.347,170.9, None, None, None, None, None, None,3.0, 945.0, None, None, None,2018-06-12 15:00:00, None, None, None,24
None,19.14,32.01, None, None,57.46, 2.598,204.7, None, None, None, None, None, None,3.0, 945.0, None, None, None,2018-06-12 16:00:00, None, None, None,24
None,18.53,36.86, None, None,56.86, 0.779,249.9, None, None, None, None, None, None,5.0, 944.0, None, None, None,2018-06-12 17:00:00, None, None, None,24
None,17.7,38.09, None, None,53.37, 1.217,278.6, None, None, None, None, None, None,3.0, 944.0, None, None, None,2018-06-12 18:00:00, None, None, None,24
None,17.14,44.34, None, None,62.2, 0.155,243.5, None, None, None, None, None, None,4.0, 943.0, None, None, None,2018-06-12 19:00:00, None, None, None,24
None,15.46,52.57, None, None,38.33, 0.112,291.4, None, None, None, None, None, None,6.0, 943.0, None, None, None,2018-06-12 20:00:00, None, None, None,24
None,13.8,66.29, None, None,35.95, 0.727,304.6, None, None, None, None, None, None,8.0, 943.0, None, None, None,2018-06-12 21:00:00, None, None, None,24
None,13.32,65.54, None, None,57.2, 1.945,343.9, None, None, None, None, None, None,7.0, 942.0, None, None, None,2018-06-12 22:00:00, None, None, None,24
None,12.36,65.63, None, None,63.85, 0.365,292.5, None, None, None, None, None, None,6.0, 942.0, None, None, None,2018-06-12 23:00:00, None, None, None,24
None,11.41,67.04, None, None,54.83, 0.637,295.1, None, None, None, None, None, None,5.0, 942.0, None, None, None,2018-06-13 00:00:00, None, None, None,24
None,10.25,75.64, None, None,56.49, 0.538,318.9, None, None, None, None, None, None,6.0, 942.0, None, None, None,2018-06-13 01:00:00, None, None, None,24
None,9.28,76.29, None, None,58.69, 0.697,10.94, None, None, None, None, None, None,5.0, 941.0, None, None, None,2018-06-13 02:00:00, None, None, None,24
None,8.56,78.54, None, None,62.86, 0.062,251.4, None, None, None, None, None, None,5.0, 941.0, None, None, None,2018-06-13 03:00:00, None, None, None,24
None,8.37,82.4, None, None,76.35, 0.043,70.48, None, None, None, None, None, None,6.0, 941.0, None, None, None,2018-06-13 04:00:00, None, None, None,24
None,8.03,83.4, None, None,71.7, 0.356,243.7, None, None, None, None, None, None,5.0, 941.0, None, None, None,2018-06-13 05:00:00, None, None, None,24
None,8.78,84.3, None, None,69.72, 0.279,156.3, None, None, None, None, None, None,6.0, 941.0, None, None, None,2018-06-13 06:00:00, None, None, None,24
None,9.55,82.3, None, None,59.95, 0.827,20.85, None, None, None, None, None, None,7.0, 940.0, None, None, None,2018-06-13 07:00:00, None, None, None,24
None,11.23,71.78, None, None,45.76, 0.618,61.75, None, None, None, None, None, None,6.0, 940.0, None, None, None,2018-06-13 08:00:00, None, None, None,24
None,13.43,60.19, None, None,59.15, 0.477,70.5, None, None, None, None, None, None,6.0, 939.0, None, None, None,2018-06-13 09:00:00, None, None, None,24
None,15.78,52.95, None, None,42.46, 1.824,92.7, None, None, None, None, None, None,6.0, 939.0, None, None, None,2018-06-13 10:00:00, None, None, None,24
None,17.0,48.73, None, None,41.03, 2.658,94.5, None, None, None, None, None, None,6.0, 938.0, None, None, None,2018-06-13 11:00:00, None, None, None,24
None,16.57,48.58, None, None,33.35, 3.9,86.2, None, None, None, None, None, None,6.0, 938.0, None, None, None,2018-06-13 12:00:00, None, None, None,24
None,17.13,46.98, None, None,35.82, 2.968,80.8, None, None, None, None, None, None,6.0, 937.0, None, None, None,2018-06-13 13:00:00, None, None, None,24
None,17.72,42.26, None, None,38.58, 1.841,81.6, None, None, None, None, None, None,5.0, 936.0, None, None, None,2018-06-13 14:00:00, None, None, None,24
None,15.88,67.83, None, None,54.15, 1.929,31.49, None, None, None, None, None, None,10.0, 936.0, None, None, None,2018-06-13 15:00:00, None, None, None,24
None,19.41,44.31, None, None,40.18, 3.366,58.09, None, None, None, None, None, None,7.0, 936.0, None, None, None,2018-06-13 16:00:00, None, None, None,24
None,18.15,44.6, None, None,44.96, 6.114,66.31, None, None, None, None, None, None,6.0, 934.0, None, None, None,2018-06-13 17:00:00, None, None, None,24
None,17.78,47.0, None, None,34.81, 5.973,32.64, None, None, None, None, None, None,6.0, 934.0, None, None, None,2018-06-13 18:00:00, None, None, None,24
None,13.46,85.9, None, None,47.39, 5.52,347.9, None, None, None, None, None, None,11.0, 935.0, None, None, None,2018-06-13 19:00:00, None, None, None,24
None,12.49,88.5, None, None,49.4, 1.267,309.1, None, None, None, None, None, None,11.0, 937.0, None, None, None,2018-06-13 20:00:00, None, None, None,24
None,11.58,92.1, None, None,45.2, 1.044,281.1, None, None, None, None, None, None,10.0, 938.0, None, None, None,2018-06-13 21:00:00, None, None, None,24
None,11.13,93.1, None, None,54.04, 0.289,307.1, None, None, None, None, None, None,10.0, 938.0, None, None, None,2018-06-13 22:00:00, None, None, None,24
None,11.05,93.6, None, None,41.02, 0.16,269.5, None, None, None, None, None, None,10.0, 939.0, None, None, None,2018-06-13 23:00:00, None, None, None,24
None,10.74,93.8, None, None,28.21, 0.173,258.7, None, None, None, None, None, None,10.0, 939.0, None, None, None,2018-06-14 00:00:00, None, None, None,24
None,10.32,93.9, None, None,53.78, 0.151,276.9, None, None, None, None, None, None,9.0, 939.0, None, None, None,2018-06-14 01:00:00, None, None, None,24
None,10.31,94.1, None, None,32.31, 0.332,265.0, None, None, None, None, None, None,9.0, 939.0, None, None, None,2018-06-14 02:00:00, None, None, None,24
None,9.47,94.0, None, None,33.76, 0.299,265.3, None, None, None, None, None, None,9.0, 939.0, None, None, None,2018-06-14 03:00:00, None, None, None,24
None,9.24,94.4, None, None,23.18, 0.12,294.7, None, None, None, None, None, None,8.0, 939.0, None, None, None,2018-06-14 04:00:00, None, None, None,24
None,9.51,94.5, None, None,50.44, 0.023,235.5, None, None, None, None, None, None,9.0, 940.0, None, None, None,2018-06-14 05:00:00, None, None, None,24
None,9.41,94.4, None, None,46.94, 0.172,220.9, None, None, None, None, None, None,9.0, 941.0, None, None, None,2018-06-14 06:00:00, None, None, None,24
None,9.83,94.1, None, None,40.38, 0.227,235.8, None, None, None, None, None, None,9.0, 941.0, None, None, None,2018-06-14 07:00:00, None, None, None,24
None,10.71,86.1, None, None,53.43, 0.873,194.2, None, None, None, None, None, None,9.0, 942.0, None, None, None,2018-06-14 08:00:00, None, None, None,24
None,12.24,78.32, None, None,34.47, 0.87,168.6, None, None, None, None, None, None,9.0, 942.0, None, None, None,2018-06-14 09:00:00, None, None, None,24
None,14.57,64.69, None, None,27.23, 1.682,163.1, None, None, None, None, None, None,8.0, 942.0, None, None, None,2018-06-14 10:00:00, None, None, None,24
None,17.58,47.35, None, None,44.56, 2.451,169.0, None, None, None, None, None, None,7.0, 942.0, None, None, None,2018-06-14 11:00:00, None, None, None,24
