time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-02-12, 0.0,1.2,-0.3,7
2016-02-13, 0.0,1.1,-0.5,7
2016-02-14, 9.4,-0.1,-1.7,7
2016-02-15, 1.8,1.8,-1.2,7
2016-02-16, 1.7,1.4,-1.1,7
2016-02-17, 1.8,1.2,-4.4,7
2016-02-18, 6.8,-4.4,-7.1,7
