RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
80.4, None, None, None,0.48,140.7, None, None,3.0,974.0, None, None, None, None, None,-1.177, None, None,6.27, None, None, None, None,62.42, None, None, None, None, None, None,2016-04-01 00:00:00, None,14
83.3, None, None, None,0.74,198.8, None, None,3.0,975.0, None, None, None, None, None,-1.317, None, None,5.204, None, None, None, None,71.9, None, None, None, None, None, None,2016-04-01 01:00:00, None,14
73.13, None, None, None,1.724,147.3, None, None,2.0,975.0, None, None, None, None, None,-1.405, None, None,6.864, None, None, None, None,31.26, None, None, None, None, None, None,2016-04-01 02:00:00, None,14
82.5, None, None, None,1.05,90.4, None, None,2.0,975.0, None, None, None, None, None,-1.342, None, None,5.162, None, None, None, None,63.85, None, None, None, None, None, None,2016-04-01 03:00:00, None,14
82.5, None, None, None,1.278,131.6, None, None,2.0,976.0, None, None, None, None, None,-1.016, None, None,5.271, None, None, None, None,62.24, None, None, None, None, None, None,2016-04-01 04:00:00, None,14
90.1, None, None, None,0.147,322.3, None, None,1.0,976.0, None, None, None, None, None,-1.169, None, None,2.82, None, None, None, None,43.8, None, None, None, None, None, None,2016-04-01 05:00:00, None,14
89.9, None, None, None,0.394,124.3, None, None,3.0,976.0, None, None, None, None, None,-1.039, None, None,4.094, None, None, None, None,74.39, None, None, None, None, None, None,2016-04-01 06:00:00, None,14
90.1, None, None, None,0.888,149.7, None, None,2.0,977.0, None, None, None, None, None,-0.999, None, None,3.44, None, None, None, None,47.75, None, None, None, None, None, None,2016-04-01 07:00:00, None,14
85.2, None, None, None,0.971,178.8, None, None,3.0,977.0, None, None, None, None, None,-1.252, None, None,4.807, None, None, None, None,59.78, None, None, None, None, None, None,2016-04-01 08:00:00, None,14
84.8, None, None, None,1.298,136.4, None, None,3.0,977.0, None, None, None, None, None,-1.297, None, None,5.251, None, None, None, None,57.51, None, None, None, None, None, None,2016-04-01 09:00:00, None,14
82.9, None, None, None,1.091,138.7, None, None,4.0,977.0, None, None, None, None, None,-0.972, None, None,6.403, None, None, None, None,50.41, None, None, None, None, None, None,2016-04-01 10:00:00, None,14
77.69, None, None, None,2.092,146.8, None, None,4.0,977.0, None, None, None, None, None,-0.972, None, None,7.88, None, None, None, None,5.353, None, None, None, None, None, None,2016-04-01 11:00:00, None,14
71.08, None, None, None,2.767,145.3, None, None,5.0,976.0, None, None, None, None, None,-0.984, None, None,9.85, None, None, None, None,8.76, None, None, None, None, None, None,2016-04-01 12:00:00, None,14
51.44, None, None, None,2.961,88.0, None, None,5.0,975.0, None, None, None, None, None,-0.69, None, None,14.85, None, None, None, None,66.89, None, None, None, None, None, None,2016-04-01 13:00:00, None,14
43.4, None, None, None,3.805,350.8, None, None,5.0,975.0, None, None, None, None, None,-0.8, None, None,17.13, None, None, None, None,30.71, None, None, None, None, None, None,2016-04-01 14:00:00, None,14
37.97, None, None, None,3.696,335.7, None, None,4.0,974.0, None, None, None, None, None,-0.763, None, None,18.81, None, None, None, None,35.62, None, None, None, None, None, None,2016-04-01 15:00:00, None,14
34.04, None, None, None,6.983,3.881, None, None,4.0,973.0, None, None, None, None, None,-0.785, None, None,20.03, None, None, None, None,33.47, None, None, None, None, None, None,2016-04-01 16:00:00, None,14
34.6, None, None, None,4.971,358.5, None, None,4.0,972.0, None, None, None, None, None,-0.774, None, None,20.34, None, None, None, None,37.44, None, None, None, None, None, None,2016-04-01 17:00:00, None,14
37.88, None, None, None,3.886,336.3, None, None,5.0,972.0, None, None, None, None, None,-1.372, None, None,19.72, None, None, None, None,45.04, None, None, None, None, None, None,2016-04-01 18:00:00, None,14
49.35, None, None, None,1.55,275.3, None, None,6.0,971.0, None, None, None, None, None,-1.325, None, None,16.11, None, None, None, None,59.24, None, None, None, None, None, None,2016-04-01 19:00:00, None,14
67.47, None, None, None,0.839,174.0, None, None,6.0,971.0, None, None, None, None, None,-1.364, None, None,12.2, None, None, None, None,54.85, None, None, None, None, None, None,2016-04-01 20:00:00, None,14
69.47, None, None, None,1.077,142.1, None, None,6.0,971.0, None, None, None, None, None,-1.004, None, None,10.98, None, None, None, None,55.46, None, None, None, None, None, None,2016-04-01 21:00:00, None,14
70.16, None, None, None,1.077,130.7, None, None,5.0,971.0, None, None, None, None, None,-1.772, None, None,9.82, None, None, None, None,52.95, None, None, None, None, None, None,2016-04-01 22:00:00, None,14
