station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-12.9, 0.6, 87.5, 1.86, 929.55, 0.0, 5.75, 2016-01-01 00:00:00, 134.8, -14.6
-12.975, 0.6, 87.6, 2.04, 929.15, 0.0, 6.68, 2016-01-01 01:00:00, 134.8, -14.6
-12.938, 0.6, 87.8, 2.23, 928.95, 0.0, 6.31, 2016-01-01 02:00:00, 134.8, -14.6
-13.201, 0.6, 87.9, 1.86, 928.65, 0.0, 5.94, 2016-01-01 03:00:00, 137.6, -14.8
-12.975, 0.6, 88.1, 1.86, 928.25, 0.0, 6.49, 2016-01-01 04:00:00, 134.8, -14.5
-13.239, 0.6, 88.4, 1.67, 927.75, 0.0, 6.12, 2016-01-01 05:00:00, 134.8, -14.8
-13.352, 0.6, 88.6, 1.67, 927.55, 0.0, 5.57, 2016-01-01 06:00:00, 137.6, -14.9
-13.466, 0.6, 88.9, 1.48, 927.45, 0.0, 5.75, 2016-01-01 07:00:00, 136.2, -14.9
-13.965, 8.1, 88.5, 1.67, 927.25, 0.0, 6.49, 2016-01-01 08:00:00, 134.8, -15.5
-13.543, 18.1, 88.7, 1.3, 927.55, 0.0, 5.75, 2016-01-01 09:00:00, 130.6, -15.0
-13.05, 21.9, 88.3, 1.48, 927.45, 0.0, 5.38, 2016-01-01 10:00:00, 133.4, -14.6
-12.343, 21.9, 87.9, 1.67, 927.25, 0.0, 5.57, 2016-01-01 11:00:00, 132.0, -14.0
-11.183, 21.9, 86.8, 2.04, 926.65, 0.0, 6.12, 2016-01-01 12:00:00, 130.6, -13.0
-10.476, 20.6, 84.9, 2.04, 926.25, 0.0, 7.05, 2016-01-01 13:00:00, 134.8, -12.5
-10.127, 18.1, 83.1, 1.67, 925.85, 0.0, 5.94, 2016-01-01 14:00:00, 133.4, -12.5
-10.231, 10.6, 82.9, 1.48, 925.75, 0.0, 7.42, 2016-01-01 15:00:00, 134.8, -12.6
-11.218, 0.6, 84.3, 1.48, 925.75, 0.0, 4.82, 2016-01-01 16:00:00, 137.6, -13.4
-12.491, 0.6, 85.8, 1.3, 925.85, 0.0, 5.01, 2016-01-01 17:00:00, 136.2, -14.4
-12.676, 0.6, 87.8, 1.11, 925.65, 0.0, 4.82, 2016-01-01 18:00:00, 139.0, -14.3
-12.676, 0.6, 88.7, 1.11, 925.65, 0.0, 3.53, 2016-01-01 19:00:00, 140.4, -14.2
-12.825, 0.6, 89.2, 1.3, 925.55, 0.0, 4.82, 2016-01-01 20:00:00, 137.6, -14.2
-12.975, 0.6, 89.2, 1.3, 925.45, 0.0, 4.45, 2016-01-01 21:00:00, 133.4, -14.4
-12.159, 0.6, 89.1, 1.67, 924.95, 0.0, 5.01, 2016-01-01 22:00:00, 133.4, -13.6
-12.825, 0.6, 89.0, 1.48, 924.95, 0.0, 5.57, 2016-01-01 23:00:00, 130.6, -14.3
-12.159, 0.6, 89.1, 1.48, 925.15, 0.0, 4.82, 2016-01-02 00:00:00, 132.0, -13.6
-13.013, 0.6, 89.2, 1.3, 924.85, 0.0, 4.27, 2016-01-02 01:00:00, 136.2, -14.4
-13.239, 0.6, 89.6, 0.93, 924.45, 0.0, 3.15, 2016-01-02 02:00:00, 132.0, -14.6
-13.466, 0.6, 89.7, 0.93, 924.15, 0.0, 3.34, 2016-01-02 03:00:00, 132.0, -14.8
-13.581, 0.6, 89.6, 1.11, 923.75, 0.0, 3.53, 2016-01-02 04:00:00, 134.8, -14.9
-13.277, 0.6, 89.6, 1.3, 923.45, 0.0, 4.64, 2016-01-02 05:00:00, 136.2, -14.6
-13.619, 0.6, 89.6, 0.93, 923.25, 0.0, 4.45, 2016-01-02 06:00:00, 140.4, -15.0
-13.581, 0.6, 89.5, 1.3, 922.95, 0.0, 3.9, 2016-01-02 07:00:00, 136.2, -15.0
-13.581, 6.9, 89.6, 0.93, 922.85, 0.0, 3.15, 2016-01-02 08:00:00, 136.2, -14.9
-13.126, 16.9, 89.6, 0.93, 922.85, 0.0, 2.97, 2016-01-02 09:00:00, 136.2, -14.5
-12.528, 19.4, 89.5, 1.3, 922.75, 0.0, 3.9, 2016-01-02 10:00:00, 130.6, -13.9
-11.541, 20.6, 89.5, 1.3, 921.95, 0.0, 4.27, 2016-01-02 11:00:00, 133.4, -12.9
-10.827, 20.6, 89.5, 1.3, 921.15, 0.0, 4.64, 2016-01-02 12:00:00, 129.2, -12.2
-9.576, 18.1, 88.6, 1.67, 920.25, 0.0, 4.64, 2016-01-02 13:00:00, 130.6, -11.1
-9.473, 14.4, 87.8, 1.3, 919.55, 0.0, 4.45, 2016-01-02 14:00:00, 133.4, -11.1
-10.058, 8.1, 88.4, 0.74, 919.45, 0.0, 2.23, 2016-01-02 15:00:00, 144.6, -11.6
-10.863, 0.6, 88.8, 0.74, 919.65, 0.0, 2.6, 2016-01-02 16:00:00, 132.0, -12.4
-10.792, 0.6, 88.9, 1.11, 919.75, 0.0, 3.9, 2016-01-02 17:00:00, 136.2, -12.3
-11.218, 0.6, 89.6, 1.11, 919.65, 0.0, 3.53, 2016-01-02 18:00:00, 133.4, -12.6
-12.013, 0.6, 90.1, 0.93, 919.45, 0.0, 2.97, 2016-01-02 19:00:00, 132.0, -13.3
-11.361, 0.6, 90.4, 0.93, 919.15, 0.0, 3.34, 2016-01-02 20:00:00, 133.4, -12.6
-12.491, 0.6, 90.5, 0.74, 918.95, 0.0, 3.53, 2016-01-02 21:00:00, 126.4, -13.7
-12.159, 0.6, 90.4, 1.11, 918.45, 0.0, 2.97, 2016-01-02 22:00:00, 129.2, -13.4
-11.831, 0.6, 90.3, 1.11, 918.25, 0.0, 4.64, 2016-01-02 23:00:00, 132.0, -13.1
-12.159, 0.6, 90.5, 1.11, 917.95, 0.0, 4.45, 2016-01-03 00:00:00, 133.4, -13.4
-11.903, 0.6, 90.7, 1.11, 917.85, 0.0, 3.71, 2016-01-03 01:00:00, 124.9, -13.1
-12.343, 0.6, 90.5, 1.11, 917.85, 0.0, 3.71, 2016-01-03 02:00:00, 130.6, -13.6
-12.159, 0.6, 90.3, 1.3, 917.75, 0.0, 5.2, 2016-01-03 03:00:00, 129.2, -13.4
-12.825, 0.6, 90.3, 0.93, 917.75, 0.0, 3.34, 2016-01-03 04:00:00, 137.6, -14.1
-12.751, 0.6, 90.4, 0.74, 917.55, 0.0, 2.97, 2016-01-03 05:00:00, 133.4, -14.0
-12.049, 0.6, 90.3, 1.11, 917.05, 0.0, 3.71, 2016-01-03 06:00:00, 134.8, -13.3
-13.013, 0.6, 90.1, 0.93, 916.85, 0.0, 3.34, 2016-01-03 07:00:00, 133.4, -14.3
-12.528, 6.9, 90.0, 0.93, 916.65, 0.0, 3.9, 2016-01-03 08:00:00, 132.0, -13.8
-11.903, 19.4, 90.0, 0.93, 916.55, 0.0, 3.34, 2016-01-03 09:00:00, 130.6, -13.2
-11.541, 18.1, 89.8, 1.11, 916.45, 0.0, 4.82, 2016-01-03 10:00:00, 130.6, -12.9
-11.433, 18.1, 89.6, 1.11, 916.05, 0.0, 4.82, 2016-01-03 11:00:00, 134.8, -12.8
-10.546, 18.1, 89.5, 1.11, 915.45, 0.0, 3.71, 2016-01-03 12:00:00, 132.0, -12.0
-9.989, 16.9, 89.1, 1.11, 914.55, 0.0, 4.64, 2016-01-03 13:00:00, 129.2, -11.5
-9.679, 14.4, 88.8, 1.11, 913.85, 0.0, 3.71, 2016-01-03 14:00:00, 133.4, -11.2
-10.023, 6.9, 88.5, 0.93, 913.55, 0.0, 3.15, 2016-01-03 15:00:00, 130.6, -11.6
-10.476, 0.6, 88.6, 0.93, 913.75, 0.0, 3.53, 2016-01-03 16:00:00, 137.6, -12.0
-10.441, 0.6, 88.4, 1.11, 913.65, 0.0, 3.15, 2016-01-03 17:00:00, 137.6, -12.0
-11.469, 0.6, 88.9, 0.93, 913.45, 0.0, 3.15, 2016-01-03 18:00:00, 133.4, -12.9
-11.29, 0.6, 89.3, 0.93, 913.25, 0.0, 3.15, 2016-01-03 19:00:00, 134.8, -12.7
-12.825, 0.6, 89.7, 0.74, 913.05, 0.0, 2.97, 2016-01-03 20:00:00, 129.2, -14.2
-12.233, 0.6, 89.7, 0.74, 913.05, 0.0, 3.34, 2016-01-03 21:00:00, 133.4, -13.6
