station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-2.131, 0.6, 27.5, 7.81, 805.95, 0.0, 10.58, 2016-01-01 00:00:00, None, -18.4
-1.641, 0.6, 23.5, 7.3, 805.85, 0.0, 10.83, 2016-01-01 01:00:00, None, -19.8
-2.976, 0.6, 23.7, 7.81, 805.55, 0.0, 11.33, 2016-01-01 02:00:00, None, -20.8
-1.727, 0.6, 24.7, 8.31, 805.45, 0.0, 11.08, 2016-01-01 03:00:00, None, -19.3
-0.845, 0.6, 23.1, 8.06, 805.25, 0.0, 11.08, 2016-01-01 04:00:00, None, -19.3
-2.537, 0.6, 23.7, 7.55, 804.95, 0.0, 10.58, 2016-01-01 05:00:00, None, -20.5
-1.785, 0.6, 23.4, 7.3, 804.65, 0.0, 10.58, 2016-01-01 06:00:00, None, -20.0
-1.071, 0.6, 23.0, 7.55, 804.45, 0.0, 10.58, 2016-01-01 07:00:00, None, -19.6
-0.62, 0.6, 20.9, 6.8, 804.45, 0.0, 9.57, 2016-01-01 08:00:00, None, -20.3
-0.704, 31.9, 18.9, 6.8, 804.55, 0.0, 9.57, 2016-01-01 09:00:00, None, -21.5
0.632, 160.6, 18.6, 6.3, 804.35, 0.0, 8.56, 2016-01-01 10:00:00, None, -20.6
0.715, 226.9, 18.9, 5.54, 804.45, 0.2, 7.81, 2016-01-01 11:00:00, None, -20.3
-0.116, 254.4, 22.5, 6.3, 804.25, 0.0, 9.82, 2016-01-01 12:00:00, None, -19.0
0.439, 243.1, 21.6, 6.3, 804.25, 0.0, 10.83, 2016-01-01 13:00:00, None, -19.0
-0.283, 193.1, 23.0, 6.04, 804.15, 0.0, 8.81, 2016-01-01 14:00:00, None, -18.9
-0.845, 95.6, 24.8, 6.3, 804.25, 0.0, 9.07, 2016-01-01 15:00:00, None, -18.5
-1.384, 3.1, 25.2, 6.3, 804.45, 0.0, 10.07, 2016-01-01 16:00:00, None, -18.8
0.024, 0.6, 22.5, 6.3, 804.45, 0.0, 8.81, 2016-01-01 17:00:00, None, -18.9
0.522, 0.6, 20.4, 5.79, 804.35, 0.0, 8.06, 2016-01-01 18:00:00, None, -19.6
0.107, 0.6, 19.1, 6.55, 804.15, 0.0, 9.32, 2016-01-01 19:00:00, None, -20.7
0.495, 0.6, 17.7, 7.3, 803.85, 0.0, 9.82, 2016-01-01 20:00:00, None, -21.3
2.128, 0.6, 16.1, 6.04, 803.95, 0.0, 8.56, 2016-01-01 21:00:00, None, -21.0
0.825, 0.6, 14.6, 4.53, 803.65, 0.0, 6.3, 2016-01-01 22:00:00, None, -23.2
0.934, 0.6, 15.0, 4.78, 803.55, 0.0, 6.3, 2016-01-01 23:00:00, None, -22.8
0.934, 0.6, 16.9, 5.54, 803.55, 0.0, 8.31, 2016-01-02 00:00:00, None, -21.4
2.584, 0.6, 14.6, 5.04, 803.65, 0.0, 8.56, 2016-01-02 01:00:00, None, -21.7
1.18, 0.6, 13.0, 4.28, 803.45, 0.0, 6.3, 2016-01-02 02:00:00, None, -24.2
0.522, 0.6, 14.8, 5.04, 803.05, 0.0, 6.8, 2016-01-02 03:00:00, None, -23.3
1.886, 0.6, 13.5, 5.04, 802.65, 0.0, 6.8, 2016-01-02 04:00:00, None, -23.2
0.246, 0.6, 12.6, 4.28, 802.35, 0.0, 6.04, 2016-01-02 05:00:00, None, -25.3
2.021, 0.6, 13.5, 5.29, 802.35, 0.0, 6.8, 2016-01-02 06:00:00, None, -23.1
1.18, 0.6, 12.5, 4.78, 802.05, 0.0, 6.55, 2016-01-02 07:00:00, None, -24.6
2.93, 0.6, 11.3, 5.29, 801.85, 0.0, 7.3, 2016-01-02 08:00:00, None, -24.3
3.591, 31.9, 9.0, 3.78, 801.95, 0.0, 5.54, 2016-01-02 09:00:00, None, -26.3
2.877, 161.9, 9.9, 4.03, 801.85, 0.0, 5.79, 2016-01-02 10:00:00, None, -25.8
3.221, 228.1, 12.3, 4.78, 801.45, 0.0, 6.3, 2016-01-02 11:00:00, None, -23.2
4.063, 258.1, 12.6, 5.04, 800.95, 0.0, 7.3, 2016-01-02 12:00:00, None, -22.2
2.557, 245.6, 13.3, 5.29, 800.45, 0.0, 8.06, 2016-01-02 13:00:00, None, -22.8
