station_observations
TempC, SolarRadiationWm, RH, Wetness, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-11.541, 0.6, 88.4, 12.94, 0.25, 930.95, 0.0, 2.77, 2017-01-01 00:00:00, None, -13.1
-11.577, 0.6, 89.9, 12.94, 0.25, 931.85, 0.0, 3.53, 2017-01-01 01:00:00, None, -12.9
-11.722, 0.6, 88.7, 14.12, 1.01, 932.35, 0.0, 3.27, 2017-01-01 02:00:00, None, -13.2
-13.772, 0.6, 89.2, 11.76, 0.25, 933.05, 0.0, 3.27, 2017-01-01 03:00:00, None, -15.2
-13.126, 0.6, 88.7, 13.53, 0.5, 933.95, 0.0, 3.78, 2017-01-01 04:00:00, None, -14.6
-14.905, 0.6, 89.2, 12.35, 0.0, 934.45, 0.0, 2.52, 2017-01-01 05:00:00, None, -16.3
-16.87, 0.6, 90.1, 11.18, 0.0, 934.95, 0.0, 1.76, 2017-01-01 06:00:00, None, -18.1
-15.024, 0.6, 90.1, 13.53, 0.0, 935.25, 0.0, 1.76, 2017-01-01 07:00:00, None, -16.3
-15.954, 0.6, 90.1, 13.53, 0.0, 935.55, 0.0, 1.51, 2017-01-01 08:00:00, None, -17.2
-18.563, 10.6, 89.5, 12.35, 0.0, 935.95, 0.0, 2.01, 2017-01-01 09:00:00, None, -19.9
-12.975, 94.4, 89.4, 16.47, 0.25, 936.15, 0.0, 2.01, 2017-01-01 10:00:00, None, -14.4
-10.863, 123.1, 86.4, 12.35, 0.0, 935.85, 0.0, 1.76, 2017-01-01 11:00:00, None, -12.7
-9.542, 154.4, 83.7, 10.0, 0.25, 935.55, 0.0, 2.01, 2017-01-01 12:00:00, None, -11.8
-9.134, 130.6, 83.2, 10.59, 0.25, 935.15, 0.0, 2.52, 2017-01-01 13:00:00, None, -11.5
-7.869, 121.9, 82.3, 12.94, 0.25, 934.95, 0.0, 2.27, 2017-01-01 14:00:00, None, -10.4
-10.023, 81.9, 82.6, 10.59, 0.25, 934.65, 0.0, 2.27, 2017-01-01 15:00:00, None, -12.4
-12.38, 1.9, 85.4, 8.24, 0.25, 934.55, 0.0, 3.02, 2017-01-01 16:00:00, None, -14.3
-16.202, 0.6, 89.0, 4.71, 0.0, 934.65, 0.0, 1.26, 2017-01-01 17:00:00, None, -17.6
-16.786, 0.6, 90.8, 4.12, 0.0, 934.85, 0.0, 0.76, 2017-01-01 18:00:00, None, -18.0
-17.21, 0.6, 90.1, 4.71, 0.0, 934.75, 0.0, 1.26, 2017-01-01 19:00:00, None, -18.5
-20.167, 0.6, 89.0, 4.12, 0.0, 934.45, 0.0, 1.26, 2017-01-01 20:00:00, None, -21.5
-21.223, 0.6, 88.7, 2.94, 0.0, 934.85, 0.0, 0.0, 2017-01-01 21:00:00, None, -22.6
-22.989, 0.6, 86.6, 2.35, 0.0, 935.15, 0.0, 0.0, 2017-01-01 22:00:00, None, -24.6
-24.433, 0.6, 87.2, 1.18, 0.0, 935.35, 0.0, 0.0, 2017-01-01 23:00:00, None, -26.0
-21.37, 0.6, 86.4, 3.53, 0.0, 935.15, 0.0, 0.0, 2017-01-02 00:00:00, None, -23.1
-19.24, 0.6, 87.7, 4.71, 0.0, 934.65, 0.0, 0.0, 2017-01-02 01:00:00, None, -20.8
-21.321, 0.6, 87.0, 4.12, 0.0, 934.45, 0.0, 0.0, 2017-01-02 02:00:00, None, -22.9
-22.524, 0.6, 86.2, 2.94, 0.0, 934.95, 0.0, 0.0, 2017-01-02 03:00:00, None, -24.2
-22.575, 0.6, 86.5, 2.94, 0.0, 935.45, 0.0, 0.0, 2017-01-02 04:00:00, None, -24.2
-24.051, 0.6, 86.1, 1.76, 0.0, 935.95, 0.0, 0.0, 2017-01-02 05:00:00, None, -25.7
-21.766, 0.6, 86.8, 3.53, 0.0, 936.55, 0.0, 0.0, 2017-01-02 06:00:00, None, -23.4
-23.515, 0.6, 85.7, 2.35, 0.0, 936.85, 0.0, 0.0, 2017-01-02 07:00:00, None, -25.3
-26.789, 0.6, 84.7, 1.18, 0.0, 937.55, 0.0, 0.0, 2017-01-02 08:00:00, None, -28.6
-27.337, 10.6, 83.8, 1.18, 0.0, 938.65, 0.0, 0.0, 2017-01-02 09:00:00, None, -29.3
-19.24, 105.6, 85.4, 5.88, 0.0, 939.35, 0.0, 0.0, 2017-01-02 10:00:00, None, -21.1
-16.037, 136.9, 85.9, 5.29, 0.0, 938.55, 0.0, 0.0, 2017-01-02 11:00:00, None, -17.9
-13.657, 154.4, 86.2, 5.29, 0.0, 938.35, 0.0, 1.26, 2017-01-02 12:00:00, None, -15.5
-12.38, 165.6, 85.4, 5.88, 0.25, 938.25, 0.0, 2.27, 2017-01-02 13:00:00, None, -14.3
-11.794, 153.1, 83.8, 7.06, 0.0, 938.25, 0.0, 1.76, 2017-01-02 14:00:00, None, -14.0
-11.433, 104.4, 82.8, 8.24, 0.0, 938.35, 0.0, 2.01, 2017-01-02 15:00:00, None, -13.8
-16.66, 1.9, 85.1, 4.12, 0.0, 938.55, 0.0, 1.26, 2017-01-02 16:00:00, None, -18.6
-20.356, 0.6, 87.8, 2.35, 0.0, 938.95, 0.0, 0.25, 2017-01-02 17:00:00, None, -21.9
-18.697, 0.6, 88.0, 2.94, 0.0, 939.55, 0.0, 0.0, 2017-01-02 18:00:00, None, -20.2
-21.174, 0.6, 87.5, 2.35, 0.0, 940.05, 0.0, 0.0, 2017-01-02 19:00:00, None, -22.7
-20.883, 0.6, 87.1, 2.35, 0.0, 940.35, 0.0, 1.51, 2017-01-02 20:00:00, None, -22.5
-19.423, 0.6, 87.2, 3.53, 0.0, 940.15, 0.0, 0.25, 2017-01-02 21:00:00, None, -21.0
-17.988, 0.6, 87.7, 4.12, 0.0, 940.05, 0.0, 0.0, 2017-01-02 22:00:00, None, -19.6
-17.901, 0.6, 87.6, 4.12, 0.0, 940.05, 0.0, 1.01, 2017-01-02 23:00:00, None, -19.5
-20.451, 0.6, 87.1, 2.94, 0.0, 940.45, 0.0, 0.0, 2017-01-03 00:00:00, None, -22.1
-19.058, 0.6, 86.9, 3.53, 0.0, 940.75, 0.0, 0.0, 2017-01-03 01:00:00, None, -20.7
-18.967, 0.6, 87.0, 4.12, 0.0, 941.15, 0.0, 0.0, 2017-01-03 02:00:00, None, -20.6
-18.697, 0.6, 87.2, 4.12, 0.0, 941.45, 0.0, 0.0, 2017-01-03 03:00:00, None, -20.3
-17.727, 0.6, 87.6, 4.12, 0.0, 941.65, 0.0, 0.0, 2017-01-03 04:00:00, None, -19.3
-20.547, 0.6, 87.2, 2.94, 0.0, 941.65, 0.0, 0.0, 2017-01-03 05:00:00, None, -22.1
-17.813, 0.6, 87.3, 4.71, 0.0, 941.85, 0.0, 0.0, 2017-01-03 06:00:00, None, -19.4
-17.295, 0.6, 87.9, 4.71, 0.0, 941.95, 0.0, 0.0, 2017-01-03 07:00:00, None, -18.8
-18.252, 0.6, 87.8, 4.12, 0.0, 941.85, 0.0, 0.0, 2017-01-03 08:00:00, None, -19.8
-16.786, 14.4, 87.8, 5.29, 0.0, 942.15, 0.0, 1.26, 2017-01-03 09:00:00, None, -18.4
-15.913, 34.4, 87.4, 5.88, 0.0, 942.45, 0.0, 0.76, 2017-01-03 10:00:00, None, -17.5
-13.05, 194.4, 85.0, 9.41, 0.0, 942.55, 0.0, 1.26, 2017-01-03 11:00:00, None, -15.1
-13.888, 75.6, 82.1, 6.47, 0.0, 942.45, 0.0, 2.27, 2017-01-03 12:00:00, None, -16.3
-12.639, 75.6, 81.1, 8.24, 0.0, 942.55, 0.0, 0.76, 2017-01-03 13:00:00, None, -15.2
-10.863, 209.4, 81.1, 8.24, 0.0, 942.55, 0.0, 0.5, 2017-01-03 14:00:00, None, -13.5
-13.277, 30.6, 82.2, 6.47, 0.0, 942.45, 0.0, 1.01, 2017-01-03 15:00:00, None, -15.7
-16.202, 1.9, 86.6, 3.53, 0.0, 942.75, 0.0, 0.25, 2017-01-03 16:00:00, None, -17.9
-19.24, 0.6, 88.2, 2.35, 0.0, 943.35, 0.0, 0.76, 2017-01-03 17:00:00, None, -20.7
-15.832, 0.6, 88.6, 4.12, 0.0, 943.55, 0.0, 1.51, 2017-01-03 18:00:00, None, -17.3
-16.451, 0.6, 87.9, 4.12, 0.0, 942.95, 0.0, 1.51, 2017-01-03 19:00:00, None, -18.0
-15.466, 0.6, 87.3, 4.71, 0.0, 942.85, 0.0, 1.76, 2017-01-03 20:00:00, None, -17.1
-15.024, 0.6, 86.2, 5.29, 0.0, 942.95, 0.0, 2.27, 2017-01-03 21:00:00, None, -16.8
-15.064, 0.6, 86.0, 5.29, 0.25, 943.05, 0.0, 2.27, 2017-01-03 22:00:00, None, -16.9
-15.144, 0.6, 86.6, 5.29, 0.0, 943.05, 0.0, 2.52, 2017-01-03 23:00:00, None, -16.9
-14.826, 0.6, 87.3, 5.88, 0.0, 942.75, 0.0, 1.51, 2017-01-04 00:00:00, None, -16.5
-15.024, 0.6, 87.0, 5.88, 0.0, 942.85, 0.0, 1.76, 2017-01-04 01:00:00, None, -16.7
-15.024, 0.6, 87.3, 5.88, 0.0, 942.65, 0.0, 2.27, 2017-01-04 02:00:00, None, -16.7
-15.305, 0.6, 87.8, 5.29, 0.0, 942.85, 0.0, 1.51, 2017-01-04 03:00:00, None, -16.9
-15.385, 0.6, 88.4, 5.88, 0.0, 942.55, 0.0, 0.0, 2017-01-04 04:00:00, None, -16.9
-15.345, 0.6, 88.7, 5.88, 0.0, 942.35, 0.0, 0.25, 2017-01-04 05:00:00, None, -16.8
-15.224, 0.6, 88.5, 5.29, 0.0, 941.95, 0.0, 0.5, 2017-01-04 06:00:00, None, -16.7
-15.425, 0.6, 88.4, 5.29, 0.0, 941.95, 0.0, 0.25, 2017-01-04 07:00:00, None, -16.9
-15.305, 0.6, 88.4, 5.88, 0.0, 941.95, 0.0, 0.0, 2017-01-04 08:00:00, None, -16.8
-14.589, 23.1, 88.4, 6.47, 0.0, 941.85, 0.0, 0.25, 2017-01-04 09:00:00, None, -16.1
-13.126, 46.9, 86.6, 7.65, 0.0, 941.85, 0.0, 0.0, 2017-01-04 10:00:00, None, -14.9
-12.565, 53.1, 84.5, 8.24, 0.0, 941.65, 0.0, 0.0, 2017-01-04 11:00:00, None, -14.7
-12.9, 38.1, 85.5, 7.65, 0.0, 941.55, 0.0, 0.5, 2017-01-04 12:00:00, None, -14.8
-11.794, 69.4, 85.8, 7.65, 0.0, 940.95, 0.0, 2.01, 2017-01-04 13:00:00, None, -13.7
-11.758, 56.9, 86.0, 7.65, 0.0, 940.65, 0.0, 1.26, 2017-01-04 14:00:00, None, -13.6
-12.714, 26.9, 87.0, 7.06, 0.0, 940.35, 0.0, 1.01, 2017-01-04 15:00:00, None, -14.4
-12.528, 4.4, 89.2, 7.65, 0.0, 940.15, 0.0, 2.27, 2017-01-04 16:00:00, None, -14.0
-12.975, 0.6, 90.0, 7.65, 0.0, 939.85, 0.0, 2.27, 2017-01-04 17:00:00, None, -14.3
-13.126, 0.6, 90.3, 7.06, 0.0, 939.65, 0.0, 2.27, 2017-01-04 18:00:00, None, -14.4
-12.975, 0.6, 91.0, 7.65, 0.5, 939.35, 0.0, 3.53, 2017-01-04 19:00:00, None, -14.2
-12.938, 0.6, 90.9, 7.65, 0.25, 938.85, 0.0, 3.02, 2017-01-04 20:00:00, None, -14.1
-12.975, 0.6, 90.3, 7.65, 0.0, 938.55, 0.0, 1.76, 2017-01-04 21:00:00, None, -14.2
-12.9, 0.6, 89.8, 7.65, 0.0, 937.75, 0.0, 1.26, 2017-01-04 22:00:00, None, -14.2
-12.528, 0.6, 90.3, 7.65, 0.0, 936.95, 0.0, 2.52, 2017-01-04 23:00:00, None, -13.8
-12.306, 0.6, 90.4, 7.65, 0.0, 936.85, 0.0, 1.26, 2017-01-05 00:00:00, None, -13.6
-12.788, 0.6, 90.5, 7.65, 0.0, 936.15, 0.0, 0.0, 2017-01-05 01:00:00, None, -14.0
-12.975, 0.6, 90.6, 7.65, 0.0, 935.85, 0.0, 0.76, 2017-01-05 02:00:00, None, -14.2
-14.746, 0.6, 90.3, 5.88, 0.0, 935.75, 0.0, 0.0, 2017-01-05 03:00:00, None, -16.0
-16.955, 0.6, 89.6, 4.71, 0.0, 935.35, 0.0, 0.0, 2017-01-05 04:00:00, None, -18.3
-15.385, 0.6, 89.3, 5.88, 0.0, 934.95, 0.0, 0.0, 2017-01-05 05:00:00, None, -16.8
-14.236, 0.6, 89.6, 6.47, 0.0, 934.55, 0.0, 0.5, 2017-01-05 06:00:00, None, -15.6
-13.811, 0.6, 89.9, 7.06, 0.0, 934.15, 0.0, 0.76, 2017-01-05 07:00:00, None, -15.1
-13.657, 0.6, 90.0, 7.06, 0.0, 933.75, 0.0, 0.5, 2017-01-05 08:00:00, None, -15.0
-13.315, 14.4, 90.0, 7.65, 0.0, 933.35, 0.0, 0.0, 2017-01-05 09:00:00, None, -14.6
-12.013, 39.4, 89.7, 8.82, 0.0, 933.15, 0.0, 0.0, 2017-01-05 10:00:00, None, -13.4
-11.218, 44.4, 88.3, 9.41, 0.0, 932.55, 0.0, 0.0, 2017-01-05 11:00:00, None, -12.8
-10.058, 53.1, 87.8, 11.18, 0.0, 931.45, 0.0, 0.0, 2017-01-05 12:00:00, None, -11.7
-10.266, 50.6, 87.2, 10.59, 0.0, 930.35, 0.0, 0.0, 2017-01-05 13:00:00, None, -12.0
-10.162, 31.9, 88.3, 10.59, 0.0, 929.25, 0.0, 0.0, 2017-01-05 14:00:00, None, -11.7
-10.546, 9.4, 88.5, 9.41, 0.0, 928.65, 0.0, 0.0, 2017-01-05 15:00:00, None, -12.1
-10.827, 0.6, 89.8, 10.0, 0.0, 927.95, 0.0, 0.0, 2017-01-05 16:00:00, None, -12.2
-11.005, 0.6, 91.0, 10.0, 0.0, 926.95, 0.0, 0.0, 2017-01-05 17:00:00, None, -12.2
-11.005, 0.6, 91.2, 10.0, 0.0, 926.35, 0.0, 0.0, 2017-01-05 18:00:00, None, -12.2
-11.111, 0.6, 91.4, 10.0, 0.0, 925.35, 0.0, 0.0, 2017-01-05 19:00:00, None, -12.3
-11.147, 0.6, 91.4, 10.0, 0.0, 924.65, 0.0, 0.0, 2017-01-05 20:00:00, None, -12.3
-11.361, 0.6, 91.2, 10.0, 0.0, 923.95, 0.0, 0.0, 2017-01-05 21:00:00, None, -12.5
