air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
-9.2, -8.4, -9.5, 98.0, 98.0, 0.0, 0.0, 170.0, 0.0,2022-01-08 00:00:00,2
-8.4, -7.9, -8.7, 98.0, 98.0, 0.0, 0.0, 170.0, 0.0,2022-01-08 01:00:00,2
-7.9, -7.6, -8.2, 98.0, 99.0, 0.0, 0.0, 168.0, 0.0,2022-01-08 02:00:00,2
-7.6, -7.2, -7.7, 99.0, 99.0, 0.0, 0.0, 165.0, 0.0,2022-01-08 03:00:00,2
-7.2, -6.7, -7.3, 99.0, 99.0, 0.0, 0.0, 166.0, 0.0,2022-01-08 04:00:00,2
-6.7, -6.3, -6.8, 99.0, 100.0, 0.0, 0.0, 167.0, 0.0,2022-01-08 05:00:00,2
-6.3, -5.8, -6.3, 100.0, 100.0, 0.0, 0.0, 168.0, 0.0,2022-01-08 06:00:00,2
-5.8, -5.5, -5.8, 100.0, 100.0, 0.0, 0.0, 169.0, 0.0,2022-01-08 07:00:00,2
None, -5.5, None, None, 100.0, None, None, None, 0.0,2022-01-08 08:00:00,2
-5.5, -4.7, -5.5, 100.0, 100.0, 0.0, 0.0, 170.0, 0.0,2022-01-08 09:00:00,2
-4.7, -3.9, -4.7, 100.0, 100.0, 0.0, 0.0, 170.0, 0.0,2022-01-08 10:00:00,2
-3.9, -3.6, -3.9, 100.0, 100.0, 0.0, 0.0, 170.0, 0.0,2022-01-08 11:00:00,2
-3.6, -2.9, -3.6, 100.0, 100.0, 0.0, 0.0, 170.0, 0.0,2022-01-08 12:00:00,2
-2.9, -2.4, -2.9, 100.0, 100.0, 0.0, 0.0, 171.0, 0.0,2022-01-08 13:00:00,2
-2.4, -1.8, -2.4, 100.0, 100.0, 0.0, 0.0, 171.0, 0.0,2022-01-08 14:00:00,2
-1.8, -1.4, -1.8, 100.0, 100.0, 0.0, 0.0, 172.0, 0.0,2022-01-08 15:00:00,2
-1.4, -0.9, -1.4, 100.0, 100.0, 0.0, 0.0, 172.0, 0.0,2022-01-08 16:00:00,2
-0.9, -0.3, -0.9, 100.0, 100.0, 0.0, 0.0, 172.0, 0.0,2022-01-08 17:00:00,2
-0.3, -0.2, -0.3, 100.0, 100.0, 0.0, 0.0, 171.0, 0.0,2022-01-08 18:00:00,2
-0.2, 0.0, -0.2, 100.0, 100.0, 0.0, 0.0, 171.0, 0.0,2022-01-08 19:00:00,2
0.0, 0.1, 0.0, 100.0, 100.0, 0.0, 0.0, 171.0, 0.0,2022-01-08 20:00:00,2
0.1, 0.0, 0.1, 100.0, 100.0, 0.0, 0.0, 171.0, 0.0,2022-01-08 21:00:00,2
None, 0.0, None, None, 100.0, None, None, None, 0.0,2022-01-08 22:00:00,2
None, -0.2, None, None, 100.0, None, None, None, 0.0,2022-01-08 23:00:00,2
