pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 1.867, None, None,2019-04-30 00:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.583,18
None, None, 0.624, None, None,2019-04-30 01:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.063,18
None, None, 0.183, None, None,2019-04-30 02:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.426,18
None, None, 0.201, None, None,2019-04-30 03:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.394,18
None, None, -1.086, None, None,2019-04-30 04:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.096,18
None, None, -1.53, None, None,2019-04-30 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.151,18
None, None, -0.941, None, None,2019-04-30 06:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.07,18
None, None, -2.202, None, None,2019-04-30 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.065,18
None, None, -1.87, None, None,2019-04-30 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.223,18
None, None, 0.506, None, None,2019-04-30 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.276,18
None, None, 4.146, None, None,2019-04-30 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.196,18
None, None, 6.816, None, None,2019-04-30 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.654,18
None, None, 9.79, None, None,2019-04-30 12:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.027,18
None, None, 11.93, None, None,2019-04-30 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.251,18
None, None, 13.79, None, None,2019-04-30 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.481,18
None, None, 13.1, None, None,2019-04-30 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 0.234,18
None, None, 12.92, None, None,2019-04-30 16:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.588,18
None, None, 14.05, None, None,2019-04-30 17:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.556,18
None, None, 12.02, None, None,2019-04-30 18:00:00, None, None, None, None, None, None, None, None, None, None, None, -0.819,18
