ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
3.0,3.0,10.5,0.0,2016-09-16,0.0,25.0,38,,,,,,
7.6,7.6,12.0,0.0,2016-09-17,0.0,15.5,38,,,,,,
4.8,4.8,9.0,0.0,2016-09-18,0.0,20.0,38,,,,,,
5.6,5.6,7.5,0.0,2016-09-19,0.0,12.5,38,,,,,,
,,,,2016-09-16 00:00:00,,,38,, None,1.029, None,68.81,14.14
,,,,2016-09-16 01:00:00,,,38,, None,0.686999, None,70.21,13.58
,,,,2016-09-16 02:00:00,,,38,, None,0.873, None,76.07,12.19
,,,,2016-09-16 03:00:00,,,38,, None,0.67, None,78.87,11.34
,,,,2016-09-16 04:00:00,,,38,, None,1.056, None,80.0,10.96
,,,,2016-09-16 05:00:00,,,38,, None,0.847, None,80.4,10.83
,,,,2016-09-16 06:00:00,,,38,, None,0.684, None,79.73,10.59
,,,,2016-09-16 07:00:00,,,38,, None,0.643, None,76.59,11.35
,,,,2016-09-16 08:00:00,,,38,, None,0.239998, None,69.98,12.86
,,,,2016-09-16 09:00:00,,,38,, None,0.698, None,56.95,16.22
,,,,2016-09-16 10:00:00,,,38,, None,0.757, None,45.05,18.89
,,,,2016-09-16 11:00:00,,,38,, None,0.948, None,39.77,20.37
,,,,2016-09-16 12:00:00,,,38,, None,1.299, None,35.39,22.38
,,,,2016-09-16 13:00:00,,,38,, None,1.93, None,35.12,22.7
,,,,2016-09-16 14:00:00,,,38,, None,1.511, None,34.51,23.02
,,,,2016-09-16 15:00:00,,,38,, None,1.718, None,32.05,24.29
,,,,2016-09-16 16:00:00,,,38,, None,1.375, None,31.61,24.52
,,,,2016-09-16 17:00:00,,,38,, None,1.389, None,31.59,24.56
,,,,2016-09-16 18:00:00,,,38,, None,0.99, None,33.28,23.68
,,,,2016-09-16 19:00:00,,,38,, None,1.846, None,34.46,23.06
,,,,2016-09-16 20:00:00,,,38,, None,1.239, None,40.66,21.59
,,,,2016-09-16 21:00:00,,,38,, None,1.743, None,44.55,20.64
,,,,2016-09-16 22:00:00,,,38,, None,1.469, None,51.42,19.49
,,,,2016-09-16 23:00:00,,,38,, None,0.935998, None,72.03,17.03
,,,,2016-09-17 00:00:00,,,38,, None,0.851, None,88.4,14.88
,,,,2016-09-17 01:00:00,,,38,, None,1.337, None,87.9,14.72
,,,,2016-09-17 02:00:00,,,38,, None,1.007, None,89.3,14.37
,,,,2016-09-17 03:00:00,,,38,, None,0.663999, None,92.3,14.19
,,,,2016-09-17 04:00:00,,,38,, None,0.875998, None,91.6,14.18
,,,,2016-09-17 05:00:00,,,38,, None,0.605, None,91.9,13.77
,,,,2016-09-17 06:00:00,,,38,, None,0.572, None,93.4,13.32
,,,,2016-09-17 07:00:00,,,38,, None,0.653998, None,92.7,13.19
,,,,2016-09-17 08:00:00,,,38,, None,0.476, None,91.4,13.77
,,,,2016-09-17 09:00:00,,,38,, None,0.326, None,91.6,14.23
,,,,2016-09-17 10:00:00,,,38,, None,0.5, None,87.7,14.81
,,,,2016-09-17 11:00:00,,,38,, None,0.882, None,87.9,14.99
,,,,2016-09-17 12:00:00,,,38,, None,0.638, None,91.4,14.28
,,,,2016-09-17 13:00:00,,,38,, None,0.624, None,91.5,14.31
,,,,2016-09-17 14:00:00,,,38,, None,1.451, None,84.9,15.25
,,,,2016-09-17 15:00:00,,,38,, None,0.819998, None,82.8,15.86
,,,,2016-09-17 16:00:00,,,38,, None,1.086, None,84.0,15.74
,,,,2016-09-17 17:00:00,,,38,, None,1.241, None,79.97,16.36
,,,,2016-09-17 18:00:00,,,38,, None,1.222, None,82.0,16.23
,,,,2016-09-17 19:00:00,,,38,, None,2.85, None,60.54,17.66
,,,,2016-09-17 20:00:00,,,38,, None,2.191, None,52.98,17.87
,,,,2016-09-17 21:00:00,,,38,, None,1.401, None,50.02,17.59
,,,,2016-09-17 22:00:00,,,38,, None,1.792, None,46.46,17.02
,,,,2016-09-17 23:00:00,,,38,, None,2.265, None,44.12,16.85
,,,,2016-09-18 00:00:00,,,38,, None,1.208, None,54.73,15.25
,,,,2016-09-18 01:00:00,,,38,, None,2.595, None,76.17,12.57
,,,,2016-09-18 02:00:00,,,38,, None,3.47, None,77.36,12.16
,,,,2016-09-18 03:00:00,,,38,, None,1.763, None,82.1,11.49
,,,,2016-09-18 04:00:00,,,38,, None,0.857999, None,87.1,10.79
,,,,2016-09-18 05:00:00,,,38,, None,0.409999, None,88.6,10.43
,,,,2016-09-18 06:00:00,,,38,, None,0.802999, None,89.3,9.86
,,,,2016-09-18 07:00:00,,,38,, None,0.708998, None,85.7,9.7
,,,,2016-09-18 08:00:00,,,38,, None,0.507, None,75.28,11.22
,,,,2016-09-18 09:00:00,,,38,, None,1.525, None,66.78,13.96
,,,,2016-09-18 10:00:00,,,38,, None,1.596, None,45.26,16.93
,,,,2016-09-18 11:00:00,,,38,, None,2.726, None,41.68,17.39
,,,,2016-09-18 12:00:00,,,38,, None,1.273, None,39.75,17.61
,,,,2016-09-18 13:00:00,,,38,, None,1.39, None,44.25,17.91
,,,,2016-09-18 14:00:00,,,38,, None,2.175, None,34.84,19.38
,,,,2016-09-18 15:00:00,,,38,, None,3.405, None,33.27,19.79
,,,,2016-09-18 16:00:00,,,38,, None,2.931, None,30.54,19.88
,,,,2016-09-18 17:00:00,,,38,, None,3.504, None,44.31,17.75
,,,,2016-09-18 18:00:00,,,38,, None,3.322, None,51.21,16.23
,,,,2016-09-18 19:00:00,,,38,, None,1.318, None,58.19,14.85
,,,,2016-09-18 20:00:00,,,38,, None,0.984, None,68.06,12.99
,,,,2016-09-18 21:00:00,,,38,, None,1.411, None,70.3,11.36
,,,,2016-09-18 22:00:00,,,38,, None,1.508, None,72.1,9.59
,,,,2016-09-18 23:00:00,,,38,, None,1.082, None,77.06,8.66
,,,,2016-09-19 00:00:00,,,38,, None,0.648998, None,81.9,7.932
,,,,2016-09-19 01:00:00,,,38,, None,1.353, None,83.9,6.897
,,,,2016-09-19 02:00:00,,,38,, None,0.884998, None,84.5,6.423
,,,,2016-09-19 03:00:00,,,38,, None,0.785, None,85.6,6.504
,,,,2016-09-19 04:00:00,,,38,, None,0.822, None,86.0,7.001
,,,,2016-09-19 05:00:00,,,38,, None,1.089, None,87.9,7.89
,,,,2016-09-19 06:00:00,,,38,, None,1.037, None,90.5,8.15
,,,,2016-09-19 07:00:00,,,38,, None,1.142, None,89.4,8.55
,,,,2016-09-19 08:00:00,,,38,, None,0.8, None,85.3,9.38
,,,,2016-09-19 09:00:00,,,38,, None,1.084, None,80.5,10.43
,,,,2016-09-19 10:00:00,,,38,, None,1.09, None,72.19,11.43
,,,,2016-09-19 11:00:00,,,38,, None,1.416, None,68.87,12.45
,,,,2016-09-19 12:00:00,,,38,, None,2.062, None,75.45,12.07
,,,,2016-09-19 13:00:00,,,38,, None,1.678, None,73.64,12.32
,,,,2016-09-19 14:00:00,,,38,, None,1.022, None,79.08,11.85
,,,,2016-09-19 15:00:00,,,38,, None,2.139, None,84.0,10.42
,,,,2016-09-19 16:00:00,,,38,, None,1.353, None,72.93,11.79
,,,,2016-09-19 17:00:00,,,38,, None,0.746999, None,71.73,12.04
,,,,2016-09-19 18:00:00,,,38,, None,0.596, None,78.63,11.56
,,,,2016-09-19 19:00:00,,,38,, None,0.883, None,83.2,10.91
,,,,2016-09-19 20:00:00,,,38,, None,0.611998, None,91.2,9.65
,,,,2016-09-19 21:00:00,,,38,, None,0.703, None,90.3,8.96
,,,,2016-09-19 22:00:00,,,38,, None,0.407, None,92.8,8.41
,,,,2016-09-19 23:00:00,,,38,, None,0.536, None,94.2,7.744
,,,,2016-09-20 00:00:00,,,38,, None,0.819998, None,93.1,8.02
,,,,2016-09-20 01:00:00,,,38,, None,0.544, None,91.7,8.49
,,,,2016-09-20 02:00:00,,,38,, None,0.232998, None,91.2,8.65
,,,,2016-09-20 03:00:00,,,38,, None,0.284, None,93.5,8.35
,,,,2016-09-20 04:00:00,,,38,, None,0.216, None,93.2,8.44
,,,,2016-09-20 05:00:00,,,38,, None,0.277999, None,92.4,8.53
,,,,2016-09-20 06:00:00,,,38,, None,0.652998, None,90.7,8.66
,,,,2016-09-20 07:00:00,,,38,, None,0.448, None,91.2,8.69
,,,,2016-09-20 08:00:00,,,38,, None,0.597, None,88.1,9.45
,,,,2016-09-20 09:00:00,,,38,, None,1.11, None,81.4,11.07
,,,,2016-09-20 10:00:00,,,38,, None,1.038, None,71.91,12.12
,,,,2016-09-20 11:00:00,,,38,, None,1.798, None,63.49,13.23
,,,,2016-09-20 12:00:00,,,38,, None,2.051, None,55.42,14.06
,,,,2016-09-20 13:00:00,,,38,, None,1.839, None,52.93,15.1
,,,,2016-09-20 14:00:00,,,38,, None,1.748, None,48.89,15.95
,,,,2016-09-20 15:00:00,,,38,, None,2.411, None,43.6,16.62
,,,,2016-09-20 16:00:00,,,38,, None,2.717, None,43.06,17.04
,,,,2016-09-20 17:00:00,,,38,, None,3.146, None,43.32,17.08
,,,,2016-09-20 18:00:00,,,38,, None,2.716, None,48.69,15.85
,,,,2016-09-20 19:00:00,,,38,, None,1.886, None,54.95,14.1
