air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-0.068, None, None, None, None, 208.61,2017-01-29 00:00:00, None, None, None,5
None,-0.152, None, None, None, None, 217.38,2017-01-29 01:00:00, None, None, None,5
None,-0.094, None, None, None, None, 219.48,2017-01-29 02:00:00, None, None, None,5
None,-0.124, None, None, None, None, 220.45,2017-01-29 03:00:00, None, None, None,5
None,-0.217, None, None, None, None, 227.64,2017-01-29 04:00:00, None, None, None,5
None,-0.478, None, None, None, None, 231.05,2017-01-29 05:00:00, None, None, None,5
None,-0.664, None, None, None, None, 233.39,2017-01-29 06:00:00, None, None, None,5
None,-0.637, None, None, None, None, 242.77,2017-01-29 07:00:00, None, None, None,5
None,-0.777, None, None, None, None, 240.44,2017-01-29 08:00:00, None, None, None,5
None,-0.414, None, None, None, None, 242.07,2017-01-29 09:00:00, None, None, None,5
None,-0.365, None, None, None, None, 253.66,2017-01-29 10:00:00, None, None, None,5
None,-1.036, None, None, None, None, 249.32,2017-01-29 11:00:00, None, None, None,5
None,-1.67, None, None, None, None, 252.02,2017-01-29 12:00:00, None, None, None,5
None,-2.157, None, None, None, None, 269.93,2017-01-29 13:00:00, None, None, None,5
None,-2.316, None, None, None, None, 256.45,2017-01-29 14:00:00, None, None, None,5
None,-2.718, None, None, None, None, 259.95,2017-01-29 15:00:00, None, None, None,5
None,-3.083, None, None, None, None, 255.92,2017-01-29 16:00:00, None, None, None,5
None,-3.253, None, None, None, None, 258.13,2017-01-29 17:00:00, None, None, None,5
None,-3.553, None, None, None, None, 259.94,2017-01-29 18:00:00, None, None, None,5
None,-4.014, None, None, None, None, 259.12,2017-01-29 19:00:00, None, None, None,5
None,-4.722, None, None, None, None, 259.64,2017-01-29 20:00:00, None, None, None,5
None,-5.12, None, None, None, None, 258.4,2017-01-29 21:00:00, None, None, None,5
None,-5.272, None, None, None, None, 258.35,2017-01-29 22:00:00, None, None, None,5
None,-5.91, None, None, None, None, 257.98,2017-01-29 23:00:00, None, None, None,5
None,-6.313, None, None, None, None, 256.01,2017-01-30 00:00:00, None, None, None,5
None,-6.707, None, None, None, None, 257.29,2017-01-30 01:00:00, None, None, None,5
None,-7.08, None, None, None, None, 257.07,2017-01-30 02:00:00, None, None, None,5
None,-7.41, None, None, None, None, 256.76,2017-01-30 03:00:00, None, None, None,5
None,-7.61, None, None, None, None, 256.3,2017-01-30 04:00:00, None, None, None,5
None,-7.74, None, None, None, None, 255.39,2017-01-30 05:00:00, None, None, None,5
None,-7.73, None, None, None, None, 254.8,2017-01-30 06:00:00, None, None, None,5
None,-8.58, None, None, None, None, 253.29,2017-01-30 07:00:00, None, None, None,5
None,-8.46, None, None, None, None, 252.45,2017-01-30 08:00:00, None, None, None,5
None,-8.87, None, None, None, None, 251.37,2017-01-30 09:00:00, None, None, None,5
None,-7.73, None, None, None, None, 250.82,2017-01-30 10:00:00, None, None, None,5
None,-6.217, None, None, None, None, 249.83,2017-01-30 11:00:00, None, None, None,5
None,-6.312, None, None, None, None, 249.06,2017-01-30 12:00:00, None, None, None,5
None,-7.18, None, None, None, None, 249.0,2017-01-30 13:00:00, None, None, None,5
None,-6.716, None, None, None, None, 248.54,2017-01-30 14:00:00, None, None, None,5
None,-7.26, None, None, None, None, 248.41,2017-01-30 15:00:00, None, None, None,5
None,-7.52, None, None, None, None, 248.23,2017-01-30 16:00:00, None, None, None,5
None,-7.37, None, None, None, None, 247.03,2017-01-30 17:00:00, None, None, None,5
None,-7.94, None, None, None, None, 247.0,2017-01-30 18:00:00, None, None, None,5
None,-7.49, None, None, None, None, 246.84,2017-01-30 19:00:00, None, None, None,5
None,-8.06, None, None, None, None, 245.87,2017-01-30 20:00:00, None, None, None,5
None,-7.98, None, None, None, None, 244.98,2017-01-30 21:00:00, None, None, None,5
None,-8.83, None, None, None, None, 244.42,2017-01-30 22:00:00, None, None, None,5
None,-8.55, None, None, None, None, 243.9,2017-01-30 23:00:00, None, None, None,5
None,-8.45, None, None, None, None, 243.16,2017-01-31 00:00:00, None, None, None,5
None,-9.33, None, None, None, None, 242.76,2017-01-31 01:00:00, None, None, None,5
None,-9.74, None, None, None, None, 243.2,2017-01-31 02:00:00, None, None, None,5
None,-10.01, None, None, None, None, 243.75,2017-01-31 03:00:00, None, None, None,5
None,-10.42, None, None, None, None, 243.2,2017-01-31 04:00:00, None, None, None,5
None,-10.63, None, None, None, None, 243.79,2017-01-31 05:00:00, None, None, None,5
None,-10.64, None, None, None, None, 243.3,2017-01-31 06:00:00, None, None, None,5
None,-11.25, None, None, None, None, 243.22,2017-01-31 07:00:00, None, None, None,5
None,-11.47, None, None, None, None, 242.31,2017-01-31 08:00:00, None, None, None,5
None,-11.53, None, None, None, None, 242.05,2017-01-31 09:00:00, None, None, None,5
None,-9.73, None, None, None, None, 241.69,2017-01-31 10:00:00, None, None, None,5
None,-8.83, None, None, None, None, 241.76,2017-01-31 11:00:00, None, None, None,5
None,-8.1, None, None, None, None, 240.62,2017-01-31 12:00:00, None, None, None,5
None,-8.24, None, None, None, None, 240.09,2017-01-31 13:00:00, None, None, None,5
