CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.837, None, None, None,0.0,0.282,160.2, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 00:00:00, None, None, None, None,5
-3.874, None, None, None,9.31,0.279,163.6, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 01:00:00, None, None, None, None,5
-3.931, None, None, None,14.82,0.273,169.9, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 02:00:00, None, None, None, None,5
-4.373, None, None, None,0.0,0.282,161.2, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 03:00:00, None, None, None, None,5
-4.795, None, None, None,10.56,0.278,166.8, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 04:00:00, None, None, None, None,5
-4.689, None, None, None,14.34,0.274,178.5, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 05:00:00, None, None, None, None,5
-4.63, None, None, None,5.586,0.281,162.4, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 06:00:00, None, None, None, None,5
-4.602, None, None, None,13.32,0.275,172.0, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 07:00:00, None, None, None, None,5
-4.602, None, None, None,20.28,0.265,178.3, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 08:00:00, None, None, None, None,5
-4.591, None, None, None,39.67,0.219,194.9, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 09:00:00, None, None, None, None,5
-4.649, None, None, None,13.95,0.284,238.9, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 10:00:00, None, None, None, None,5
-4.505, None, None, None,24.72,0.269,234.1, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 11:00:00, None, None, None, None,5
-4.707, None, None, None,24.62,0.285,250.1, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 12:00:00, None, None, None, None,5
-5.499, None, None, None,23.47,0.288,251.8, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 13:00:00, None, None, None, None,5
-7.02, None, None, None,16.56,0.324,263.1, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 14:00:00, None, None, None, None,5
-7.81, None, None, None,15.41,0.341,271.3, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 15:00:00, None, None, None, None,5
-8.47, None, None, None,18.2,0.33,266.3, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 16:00:00, None, None, None, None,5
-9.28, None, None, None,15.33,0.34,266.3, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 17:00:00, None, None, None, None,5
-9.87, None, None, None,13.57,0.347,268.6, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 18:00:00, None, None, None, None,5
-10.07, None, None, None,17.68,0.336,263.1, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 19:00:00, None, None, None, None,5
-10.52, None, None, None,15.24,0.344,264.2, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 20:00:00, None, None, None, None,5
-10.55, None, None, None,13.45,0.346,270.7, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 21:00:00, None, None, None, None,5
-10.44, None, None, None,14.36,0.344,273.2, None, None, None, None, None, None, None, None, None, None, None,2017-01-29 22:00:00, None, None, None, None,5
