CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -0.936,58.49, None, None, None, None, 19.1, None, 7.077, 227.4, None, None, None, None, None, None, None, None, None,2017-01-29 00:00:00, None, 178.5,5
None, -0.899,57.14, None, None, None, None, 21.16, None, 5.947, 229.3, None, None, None, None, None, None, None, None, None,2017-01-29 01:00:00, None, 178.2,5
None, -0.427,53.7, None, None, None, None, 20.62, None, 6.162, 226.5, None, None, None, None, None, None, None, None, None,2017-01-29 02:00:00, None, 178.0,5
None, -0.136,51.87, None, None, None, None, 22.86, None, 5.951, 227.3, None, None, None, None, None, None, None, None, None,2017-01-29 03:00:00, None, 177.8,5
None, 0.42,48.16, None, None, None, None, 21.33, None, 4.96, 226.4, None, None, None, None, None, None, None, None, None,2017-01-29 04:00:00, None, 179.0,5
None, 0.195,49.76, None, None, None, None, 19.64, None, 5.858, 225.3, None, None, None, None, None, None, None, None, None,2017-01-29 05:00:00, None, 178.5,5
None, 0.454,51.18, None, None, None, None, 17.2, None, 5.529, 224.3, None, None, None, None, None, None, None, None, None,2017-01-29 06:00:00, None, 178.5,5
None, 1.525,50.27, None, None, None, None, 18.2, None, 6.503, 224.9, None, None, None, None, None, None, None, None, None,2017-01-29 07:00:00, None, 178.1,5
None, 1.17,55.08, None, None, None, None, 25.94, None, 6.005, 230.3, None, None, None, None, None, None, None, None, None,2017-01-29 08:00:00, None, 178.1,5
None, -0.336,58.7, None, None, None, None, 19.85, None, 4.849, 225.7, None, None, None, None, None, None, None, None, None,2017-01-29 09:00:00, None, 177.9,5
None, 1.768,44.93, None, None, None, None, 16.36, None, 5.676, 226.4, None, None, None, None, None, None, None, None, None,2017-01-29 10:00:00, None, 178.1,5
None, 0.653,53.25, None, None, None, None, 19.29, None, 6.671, 227.0, None, None, None, None, None, None, None, None, None,2017-01-29 11:00:00, None, 177.7,5
None, 1.049,55.35, None, None, None, None, 17.74, None, 7.279, 223.6, None, None, None, None, None, None, None, None, None,2017-01-29 12:00:00, None, 177.8,5
None, -2.326,84.8, None, None, None, None, 22.5, None, 7.466, 224.4, None, None, None, None, None, None, None, None, None,2017-01-29 13:00:00, None, 177.8,5
None, -2.715,94.1, None, None, None, None, 18.08, None, 8.62, 221.9, None, None, None, None, None, None, None, None, None,2017-01-29 14:00:00, None, 177.6,5
None, -2.439,96.3, None, None, None, None, 18.77, None, 9.72, 219.3, None, None, None, None, None, None, None, None, None,2017-01-29 15:00:00, None, 178.5,5
